age,birthplace,filename,native_language,sex,path_to_audio,transcription,sewd_mid_transcriptions
23.0,"sofia, bulgaria",mongolian5,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow pees white thick slabs of blue cheese and maybe a snack for her brother bob we also need small plassic snake and a bage toy frow for the kits she can scoop these stings into three red backs and we will go meet her wednesday at the train stich
19.0,"yekaterinburg, russia",mongolian9,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpiese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and wewill go meet her wednesday at the train station
21.0,"weno, chuuk, federated states of micronesia",mortlockese1,mortlockese,male,data/speech_accent_archive/recordings/recordings/mortlockese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her from the store six spoons of fresh snow piece five stick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big tol frog for the kits she can scoop these things into three red bags and we will go meet her wensday at the transtation
22.0,"katmandu, nepal",nepali1,nepali,female,data/speech_accent_archive/recordings/recordings/nepali1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call silla ax her to bring these things with her from the store six poons of fresh snow pees five thicks slaves of blue chees and maybe a snag of her brother bob we also need a small plastic snake and a big toy frog for the kids see kanscoop these things into three rat bags and we ought we will go it her when a stay at the train station
23.0,"katmandu, nepal",nepali10,nepali,female,data/speech_accent_archive/recordings/recordings/nepali10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the stour six spoons of race snow pees five phake slaps of blue cheese and maybe a snap for her brother balb we also need a small fastic snake and a big toy rog for the kets sick and scoop these things into three rat bags and we will go meet her wensday at the train station
26.0,"katmandu, nepal",nepali12,nepali,female,data/speech_accent_archive/recordings/recordings/nepali12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call is tala ask her to bring these things with her from the chor six spoon of frase snow piece five thick slaps of blue ceeth and may be a sneck for her brother bob we also need a small clastic sneck and a big toy frok for the kids sick an scoop these things into three rar bags and we will go meet her wednesday at the train station
25.0,"katmandu, nepal",nepali13,nepali,female,data/speech_accent_archive/recordings/recordings/nepali13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala ask her to bring these things with her from the store six spoons of press now pies five thick slaves of blue cheese and melia snack for her brother bob we also eed a small flastic snake and a big toy frog for the kids sick and schood those things into three red bags and we wi meet her wednesday at the train station
36.0,"dharan, nepal",nepali3,nepali,male,data/speech_accent_archive/recordings/recordings/nepali3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala ask her to bring these things with her from the stir six spoons of fresh snow piese five picks slaps of blue cheese and mavy a snack for her brother bob we also need a small plastic snake and a beg toy frog to the gits sick and scoob these things into three rad bags and we will go meet her whene is de ad the transdition
25.0,"pokhara, nepal",nepali4,nepali,male,data/speech_accent_archive/recordings/recordings/nepali4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stell ax ho to bring these things with her from the stone six spoons of frestnolpiece five tick slaps of lucise and mavy a snack for a vother ball welso need a small plastic snacke and beat to a frog for the kits sicken scoop thes things into three bags and will go meet her one stay at the trend station
19.0,"chitwan, nepal",nepali7,nepali,male,data/speech_accent_archive/recordings/recordings/nepali7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleize call a stella ask her to bring these things with her from de store six spons of fresh snoll pees five cle slads of blue thees and make it may be a snipe for her brother bob we also kneed a small plassy snike and a big toa frok for te kits she gan scoop thes tings into reel into three red bags and we will mit her hone is afte tran tation
20.0,"pokhara, nepal",nepali8,nepali,male,data/speech_accent_archive/recordings/recordings/nepali8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these thinks with her from the store six spoons of frist and pees five thick slaps of blood cheese and navia snack for her brother boll welson ead a small bastic snake and a big toy frogt for the kits sicket school tis thinks into three red backs and we will go meet her wenesday at the tran station
36.0,"baglung, nepal",nepali9,nepali,male,data/speech_accent_archive/recordings/recordings/nepali9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,he's collage taila ox her to bring thes things with her from thich tor six spoons of freshy snop bees five tik slaps of bloe cheese and maybe as neck for her brother boub wheels who need a smolt plostik is neck and a bee to him fro for the geers seek ant scoove these things into two red bags and wel go and meet her one day at the branish dition
29.0,"katmandu, nepal",newari1,newari,male,data/speech_accent_archive/recordings/recordings/newari1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,is coi stilak i sought to bring these things withher swither from testu sick sispoon of feste snow piece by thick slap of boodsies and maybe i snack for a sbrother buf welso need a smart bastick snack snack ana bik trip froot bik trip frot for the kits sick ane scoob thes thing into three bed bags and we will up meet her onasday at the plen sisa
33.0,"drammen, norway",norwegian1,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella i'lt go to bring these stings with her from the store six spoons of fresh snow piece five thick shlaps of blue cheese and maybe a snack for her brother bub we also need a smole plastic snack and a big to froke for the kits she can scoop these stings into treater at bags and we will go meet her weddingsday at the train station
55.0,"oslo, norway",norwegian2,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ask stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plassic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will meet her wednesday at the train station
19.0,"volda, norway",norwegian3,norwegian,male,data/speech_accent_archive/recordings/recordings/norwegian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six purns of fresh snowpees five thick slabs of blue cheese and maybe a snack for a brother bub well so need a small plestic snake and a big toyfrolk for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
23.0,"lakselv, norway",norwegian4,norwegian,male,data/speech_accent_archive/recordings/recordings/norwegian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slabs life blue cheese and maybe a snack for a rather bob we also need a small plastic snake and a big toyfrog for the kets she can scoop these things into three red bags and we will go met her weddend stay at the train station
41.0,"oslo, norway",norwegian5,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please quol stelah ask her to bring these things with her from the store six spoons of personal piece five thick slaves of blue cheese and may be a snack for her brother boup we also need a small plastic snake and a big toy frog for the kids she can scoot these things into three red bags and we will go meet her wensday at a transtation
29.0,"askim, norway",norwegian6,norwegian,male,data/speech_accent_archive/recordings/recordings/norwegian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpies five thick slabs of blue cheese and maybe a snack for her brother bob tey also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
35.0,"bargarh, orissa, india",oriya1,oriya,male,data/speech_accent_archive/recordings/recordings/oriya1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fleez costela ask her to bring thes things with harp from the stove sixponces of fres an  feets fide six lefs of geseese and maga smak for a beba withs  need a smothlestic smake and a beak twifrog for the geets sigonsko these things into three red bags and we gumita once day ar the prince tason
32.0,"orissa, india",oriya2,oriya,male,data/speech_accent_archive/recordings/recordings/oriya2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh nop pees five thick slabs of blue cheese and maybe a snack for her brother bog we also need a small tastic snake and a big tye frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
33.0,"wellga, ethiopia",oromo1,oromo,female,data/speech_accent_archive/recordings/recordings/oromo1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pliscord stella ask her to bring dhistinks with her from the store six sports or fresh snowpies five dicx staps of buchees and may be a snack for her brother bag we also need a smore plastic snack in a big toy or a frock for the kates at she can scorp the stinks into three red bags and we will go meet her wednesday at the trange stich
33.0,"yabello, burana, ethiopia",oromo2,oromo,male,data/speech_accent_archive/recordings/recordings/oromo2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll te stela ask hare to bring these things with here from the store six spoons of fresh snow piece fifty slaps of blue cheese and may be a snack for ha brater bab we also need a small plastic nack and the big toy frog for the keats she can scoop these things into tree red bags and wwill go mid hare wednesday at the trenge station
35.0,"dembi dollo, ethiopia",oromo3,oromo,female,data/speech_accent_archive/recordings/recordings/oromo3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co terla ask her to bring these things with here for with her from the sort six isons of fresh smokies five thick slaps of blue cheese and maybe esmako fair brother buc we also lead a small plastic snake and a big choy frok for the pits she can' scop these things in wi thro yo rad baks and we will go mit here wenesday or the train station
27.0,"willemstad, curacao",papiamentu1,papiamentu,female,data/speech_accent_archive/recordings/recordings/papiamentu1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pies five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
23.0,"willemstad, curacao",papiamentu2,papiamentu,male,data/speech_accent_archive/recordings/recordings/papiamentu2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in three red bags and we will go meet her wens day at the train station
26.0,"mansehra, pakistan",pashto10,pashto,female,data/speech_accent_archive/recordings/recordings/pashto10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five tick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake snake and a big toy frog for the kits she can scoop these things into three red bags and vvo go meet her wenesday at the transdation
18.0,"peshawar, pakistan",pashto4,pashto,female,data/speech_accent_archive/recordings/recordings/pashto4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of resional pees five face laves of lue cheese and maybe a snack for her brother bob we also need a small plassa snake and a big toy frog for the kids she can schoop these things into three red bags and we will go and meet her wenesday at the train station
42.0,"kabul, afghanistan",pashto7,pashto,female,data/speech_accent_archive/recordings/recordings/pashto7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stilla ask her to bring these tings with her from the store six spoons of fresh snowpiece five tick sloves of blue cheese and maybe a snap for her brother bob we also neat a small plastic snake in a big toy frock while the kits she can scoop thesetings into three rid bats and we will go meet her wednesday at the tran station
39.0,"paktia, afghanistan",pashto8,pashto,male,data/speech_accent_archive/recordings/recordings/pashto8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plesco stella ask her to brink thes thing with her from tha stor sixpon of freshsno pies fipe thek svubs of ruochies and maybe a sneck for her brother bob we also need a small frustick nack and a beg boy frug for tha kars she can scope these things and to three red begs and we wir go meet her wens they at the transdition
18.0,"kolonia, pohnpei, federated states of micronesia",pohnpeian1,pohnpeian,male,data/speech_accent_archive/recordings/recordings/pohnpeian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snack and a big toy frog for the kids she can schoop these things into three red bags and we will go meet her wenesday at the train station
30.0,"wolanow, poland",polish10,polish,female,data/speech_accent_archive/recordings/recordings/polish10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,preescoach steela ask her to bring this those stings with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brodder bob we also need a small plastic snake and a beg toy frock for the kits she can scope those tings into three red backs and we will go with her wednesday at the train station
56.0,"warsaw, poland",polish11,polish,female,data/speech_accent_archive/recordings/recordings/polish11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela asked her to bring these sings so with her from the star o six spoons of fresh snow pies five thick flaps of blue cheese and may be a snake for her brother bab will also neet a small bleased snake and a big tayed frog for the kiks she then schooled these sings into free red bags and will go meet her wedesday at transtation
22.0,"gryfino, western pomerania, poland",polish13,polish,male,data/speech_accent_archive/recordings/recordings/polish13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co sellar os kits bring these things with her from the store sheekspons of freshnow piece five thick slaps of blue cheese and maybe a snack for her broada buv we also need a small plastic snake and a big toted fug for the kitch she can scoop these things into three of the bags and we go mit her onesday up the thren station
25.0,"ketrzyn, poland",polish15,polish,female,data/speech_accent_archive/recordings/recordings/polish15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go us there ask her to bring these fings with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small blastic snack in a beag do frog for the keds she can scoop this fings into three red bags and we will go meet her wensday at the train station
19.0,"koszalin, poland",polish16,polish,male,data/speech_accent_archive/recordings/recordings/polish16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cols tella ask her to bring these things with her from the store six spoons of fresh snow peece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plustic snake and a big toifhrock for the kits she can scoop these things into three rad backs and we will go meet her wednesday at the trine station
33.0,"krakow, poland",polish17,polish,female,data/speech_accent_archive/recordings/recordings/polish17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoob these things into three red bags and will go meet her wednesday at the train station
18.0,"bialystok, poland",polish18,polish,male,data/speech_accent_archive/recordings/recordings/polish18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call star ask her to bring these things with her from the star six poons of fresh snow piese five fix slaps of blue cheese and may bear snack for her brather bub we also need a small pastic snack and a big tifirk for the kits she can skip these things into fried bags and we'll go meet her wens day at the tran station
24.0,"belchatow, poland",polish19,polish,male,data/speech_accent_archive/recordings/recordings/polish19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pouise colstella ask her to bring these things with her from the store sixpoons of fresh snowpiese five thick slaps of blue cheens and maybe a snag for her brother bob we also need a small plastic snake and a big toyfrock for the kits she can scude these things into three red bags and whe we'll go meet her wednesday at a train station
53.0,"gdansk, poland",polish20,polish,female,data/speech_accent_archive/recordings/recordings/polish20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease call stela ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoob these things into three red bags and we will go meet her wednesday at the train station
30.0,"kolobrzeg, poland",polish21,polish,male,data/speech_accent_archive/recordings/recordings/polish21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese gostera ask her to bring these things wither from a store six spoons of fret snow pees four frix slops of blue cheese and maybe a snop for a brother bob we also need a small plustic snake and a big tufrok for the keds she can scood these things into three that bags and we'll go in to wednesdey at the thren station
21.0,"lobez, poland",polish23,polish,male,data/speech_accent_archive/recordings/recordings/polish23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stala ask her to bring these things with her from the stall six spoons of fresh snow pies five thick slabs of blue cheese and maybe a snack for her brother bob we also meet a small plastic snake and a bik to frog for the kids she can scoode these things into three rad bags and we will go meet her wednesday at the train station
20.0,"koszalin, poland",polish24,polish,female,data/speech_accent_archive/recordings/recordings/polish24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cuostella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of bluechees and may be a snack for her brother bob we also need a small plustic snack and a beg toy frog for the kits she can scob these things into three red backs and we'll o mit her wenesday at the trange station
20.0,"koszalin, poland",polish25,polish,male,data/speech_accent_archive/recordings/recordings/polish25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stole six spoons of fresh snowpies five thick slaps of blue cheese and maybe a snack for her brother bob we also eed a small plastic snake and a big toyfrock for the kits she can scoob these things into three red bags and we'll go mit her wenesday at the train station
19.0,"bytow, poland",polish26,polish,male,data/speech_accent_archive/recordings/recordings/polish26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things weve hear from the stow six spoons of fresh snom piece five thick slaps of blue cheese and may be a snack for her brother bob we also neat a small plastic snack and a big toy frog for the kits she can scoob these things into three ed backs and we'll go met her whence they at the chain station
19.0,"koszalin, poland",polish27,polish,male,data/speech_accent_archive/recordings/recordings/polish27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the staw six spoons of fresh snowpiece five thick slebs of blue cheese and maybe a snacke for her brother bob we also need a small plastic snake and a big toyfrock for the kits she can scoop these things into three red baks and we'll go mier wednesday at the tran station
20.0,"koszalin, poland",polish28,polish,female,data/speech_accent_archive/recordings/recordings/polish28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call scela ask her to bring these things with her from the star sixpounds of fresh snowpiece fy thick slaps of bluties and may be a snack for her brether bob we'll so neet a small blostick snak and a biktoa frok for the kets she can scoobe these things into frigret backs and we'll commit her wednesday at the train station
20.0,"sianow, poland",polish29,polish,male,data/speech_accent_archive/recordings/recordings/polish29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these fings with her from the stare six spoons of fresnal piece pik fix slaps of blue cheese and may be a snack for her braver bob we also need a small plastic snacke and a big toyfrock for the kits she can scope this fing into three red backs and we will go meet her wednesday at of the traine station
31.0,"nowy sacz, poland",polish3,polish,female,data/speech_accent_archive/recordings/recordings/polish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stilla ask her to bring these things with her from the store six spoons of fresh snow pies five thick lap slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoobe these things into three red bags and we will go meet her wednesday at the train station
21.0,"koszalin, poland",polish30,polish,female,data/speech_accent_archive/recordings/recordings/polish30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stara ask her to bring these things with her from the stall six spoons of fresh snowpiece five thick slebs of blue cheese and maybe a snack for her brother bob we also need a small plastic leg and a big toyfrolk for the kits she can scoo these things in the free red beks and we will go me her ence dey at the train stays
34.0,"trzebnica, poland",polish31,polish,female,data/speech_accent_archive/recordings/recordings/polish31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of fresh snowpies five fix lebs of blue cheese and maybe a snack for her brother bob we also need a small plastic snak snake and a big toy frog for the kids she can scob these things into three red bags and we will go meet her wednesday at the train station
42.0,"torun, poland",polish32,polish,male,data/speech_accent_archive/recordings/recordings/polish32.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue trees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
21.0,"nowa ruda, poland",polish33,polish,male,data/speech_accent_archive/recordings/recordings/polish33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick swams of blue cheese and maybe a snack for her brother bulp we also meet a small plastic snake and a big toy frock for the kids she can skib these things into three red bags and we will go meet her wednesday at the train station
