age,birthplace,filename,native_language,sex,path_to_audio,transcription,wavlm_large_transcriptions
28.0,"tainan, taiwan",mandarin15,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase coll stella ask her to bring theve things with her from the store six spoons of fresh snow peas five thik slaps of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frok for the kits she can scoop these things into three red backs and we will go meet her wenseday at ha train station
32.0,"taipei, taiwan",mandarin16,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleise cals tala ax her to breth leas things with her from the store sixpuns of fras no pieese five tick laps or blue chese and maybe a sneck for her broad bob we also need a small plastic snake and a big toy frok for the kids she can scoop eis things into three read backs and wel will go meet her wenesday at te transtation
26.0,"wuhan, hubei, china",mandarin17,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ps corse tdene ask her to bring these thins with her from the store six spoons of fresh snow piese five thick snapers of bolluces and mabe a snack for her brohther borb we wnsto need a smal plastic snake and a big toy frog for the keys she can scrup this tins into three red bags and we wil go meet her wesday at e train station
40.0,"ping tong, taiwan",mandarin20,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring thes things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bagks and we will go meet her wdnes day at the transtation
39.0,"haikou, hainan, china",mandarin22,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pric co steler ask her to bring the thing with her from the store six spoons of fresh snaw piec flys thick slaps of blu chees and maybe a sneck for her broghther bop we also need a smal prustic snake and a big toy frock for the kits she can scoop the thangs into three ra bagks and well go meet her wnesday at the train station
21.0,"shanghai, china",mandarin24,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store six spoons of fresh snow peese five fhick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three radbacks and we will go met her weneseday at the train station
28.0,"wuxi, jiangsu, china",mandarin25,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals delar ask her to bring these thins with her from the staw six pones of fresh snow pese five thick slaps of blue cheese and maybe a snack for her broser bob we also ned a small plastic snake and a big toy frog for the kids she can scop these stins into three red bags and we wil go meet her wensday at the train station
18.0,"chengdu, sichuan, china",mandarin27,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stala ask her to bring thes tins with her from the store six spouns of fresh snow pease fie thick slaps of blue chees and maybe a snake for her brouhther bob we also need a small plastic snake and a big toy frog for the kids she can scoop these thins into three red bags and we will go need her ones day at the traing station
24.0,"lanzhou, gansu, china",mandarin29,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,polise corstella ask her to brea the thing wit thou from do store six boans of fresh snow peese five thickslab of blue chees and may be a snack for her brother bob we also need a small plastic snake and big toy frock for the kits she can scop the thingt into three rat backs and we will go meet her wensday at the train station
26.0,"wenzhou, zhejiang, china",mandarin31,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela dask her to bring big things with her from the stoore six spoons of fresh snow peas five thick slibs of blue cheese and mabe a snak for brother bob whoe also nade a small plastic snake and a big toy frog for the kids she can scoop the things into three red bags and will go meters one sday at the train station
23.0,"taipei, taiwan",mandarin32,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin32.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos detha esa to bringis tings with her from the store six spoons of fresh snow piese five thic slaps of bil cheets and maybe an snagk for her brother bob we also need a smal placid nagk and a big toy frock fur o keyt she can scrub thes stins into three red backs and we will go meet her wensday at the transtation
25.0,"beijing, china",mandarin33,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slavs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
31.0,"shi jia zhuang, hebei, china",mandarin34,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese caostella ask her to bring thes things with her from the stoore sixspons of frih snow ceese faik a slaps of blue cheese and maybe a snike for her brother wa weil also name a smal plastike snike and a big toy frog for the kiys she can scoo theise things into three rigkt bags and wewill go make her whaen stay at the tree station
28.0,"chengdu, sichuan, china",mandarin40,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal teyla ask her to bring thes siins with her from the store sixpoons of frsh snow pees five six slaps of blue cheese and maybe a snack for her brother bob we also ned a small plastic snake and a big toy frok for her keats she can scoop thes sns into tree rebaks and we will go met her whennesday at the traien station
21.0,"shanghai, china",mandarin49,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin49.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise costela asker t bring the things ither from the stove sixspons of fresh snow piece five thick slabed blu cheies and maybe a snack for her brother ba we also need a smal plastic snaike and big ty for u futrkids she can scop the things into three rat backs and we wilgo met  her winste at the transtation
31.0,"beijing, china",mandarin5,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring thise sins with her from store six sprins spns of a fresh snow piece five stick slabs of blue chees and maybe a snak for her broad bob we also need a smal plasti snake and a big toy frog for the kiys she can scru theis sins into three righdt baks and a w wil go met her wensday at the trin station
25.0,"tianjin, hebei, china",mandarin51,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to bring this sins with her from the store six poense of fresh snobans five sk slaps of bluchis and may be a snack for her brother bob we also need a smal plasstic snake and a big toy frok for her keys she can coop the sins into threerat backs and we will go meet her wensday at the transation
25.0,"chengdu, sichuan, china",mandarin54,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin54.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caos tela ask her to bring this things with her from the store six spoounof fresh sneowpiece five thick slaps of bloches and maybe a snack for her brother bob we also need a small plastic snak and a big toy frok for the kids she can scoop thes things into three red backs and we will go meet her wednsday at the train station
26.0,"baoding, hebei, china",mandarin56,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin56.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caos dela ask her to bring thes things with her from the store six bons of fresh snow piese five six laps of  blu chees and maybe a snack for her brother a bob we also need a small plastic snake and a big toyy frog from the khes a she can scrup thes things into three rad baks and we will go meet her wednsday at the train station
20.0,"shanghai, china",mandarin57,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin57.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring thi things with her from the store six spoons of fresh snel pies five thick slaps of blue cheese and maybe a snap for her brohther bob we also need a smal plastic snake and a big toy frok for the kis she can scoop theis things into three red backs and we wont go mit her wensday at the tran station
23.0,"superior, colorado, usa",mandarin58,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin58.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixspoons of fresh snowpiece five thick slabs of blu chees and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into thre red bags and we will go meet her wensday at the transtation
24.0,"shanghai, china",mandarin62,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin62.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caost della ask her to bring these things with her from the store sixspoons of fresh snowpiese five thick slabs of blue chees and maybe a snak for a brother rob bob we also ned a small plastic snake and a big toy frog for the kids she can scouop these things into three rat bags and we can go meet her wedneesday at the train station
27.0,"jiaozuo, henan, china",mandarin63,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin63.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals tela ask her to bring the stings with her from the store six spoons of fresh snowpiece five six slabs of blue cheis and maybe a snack for her brother bob we also ned a smal plastic snake and a big toy frok for her keit for the keats she can scoop thes things into three rid backs and wewil go meet her wensday at the trin station
20.0,"tianjin, hebei, china",mandarin65,mandarin,female,data/speech_accent_archive/recordings/recordings/mandarin65.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caol stela ask her to bring the sings with her from the store six spoons of fresh snow pies five leksleps of fle chees and maybe a snak for her brother bob we also ned a small plasic snake and a big toy frock for the kids she can scoop the things into three ra bags and we will go maat her wensday at the train station
22.0,"berkeley, california, usa",mandarin7,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ask her to bring these things with her from the store sixspoons of fresh snow peas five thick slabs of blue cheese and maybe a snacke for a brother bob we also need a small plastic snake and a big toy frog for the kids she can scoope these things into three red bags and we will go meet her woednesday at the train station
29.0,"jingmen, hubei, china",mandarin8,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,petis cor standeu ask her to bring theise sins wish her from hea stor six spoons o fresh slow piese feve think slaps of blue chees and a mabe a snack for a brara bob we walso ned a small plastic snake and a big toy frok for he cates she can scouop these sins into three ri backs and we will go meet wens day a the twiin station
36.0,"freetown, sierra leone",mandingo1,mandingo,male,data/speech_accent_archive/recordings/recordings/mandingo1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella aceto brings thes tinks bit half frroom the store sixpon of fresh snowpise five thickl slabs of blo chees and mabe a snack for her broadest bob we also ned a smal plastic snake and a big toy frogs for the kids she can scop these tings into thrwee red backs and we will met her wensday at trwin station
21.0,"bombay, india",marathi1,marathi,female,data/speech_accent_archive/recordings/recordings/marathi1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpoons of fresh snowpeese five thick slaps of blu cheese and maybe a snak for her brother bob we also need a small plastic snak snake and a big toy frok for the kids she can scoop these things into three red bags and we will go meet her whene  sday at the train station
28.0,"madras, india",marathi2,marathi,male,data/speech_accent_archive/recordings/recordings/marathi2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six spoons of a freshno pees fivs thick slabs of blue cheese and maybe a snack for her brother ba we also need a small plastic snak and a big try frog for the kids she can scoop these things into the three red bags and we will go met her wenseday at the train station
31.0,"bombay, india",marathi3,marathi,male,data/speech_accent_archive/recordings/recordings/marathi3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease call stellaer ask her to bring these things with her from the store sixpoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
48.0,"grand port, mauritius",mauritian2,mauritian,male,data/speech_accent_archive/recordings/recordings/mauritian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ox her to bring these things with her from the sto six spoons of fresh nopis five thick slabs of blu chese and maybe a snock for her brohther bob we also ned a smal plastic snake and a big toy frok for the kids she can scoop these things into three red bags and we will go meet her wenesday at the train station
35.0,"harbel, liberia",mende1,mende,male,data/speech_accent_archive/recordings/recordings/mende1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella ax her to bring these stinks with her from the store sixpons of fresh snow pas five thick slaps of blue cheese and maybe a snak for her bread bob we also need a smal plastic snack and a big toy frork for the kids she can scoop dhese thinks into three red bags and we will go meat her woednesday at the train station
32.0,"bilwi, puerto cabezas, nicaragua",miskito3,miskito,male,data/speech_accent_archive/recordings/recordings/miskito3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella and ask her to bring these things with her from the store six spoons of fresh no piece five fhick slaps of blue chees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frok for the kids she can scoop this things into three red bags and we will go met her wednsday at the train station
18.0,"bilwi, puerto cabezas, nicaragua",miskito5,miskito,female,data/speech_accent_archive/recordings/recordings/miskito5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stela ask here to bring theis things with her from the stor six pons of frehsnow piese five tigks la of blue chese and maybe asnag for her brother bob we also ned asmail plas the snake and a big toy frog for the kid chee kan scup tis tins into tree red bax and we will go met her oedns day at the train station
40.0,"bilwi, puerto cabezas, nicaragua",miskito9,miskito,male,data/speech_accent_archive/recordings/recordings/miskito9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call astela ask her to bring thise tings with har from the store six spoon of fresh nolpise five stics slep of blue ches and maye be a snack for her brohther bob we also ned a small plastic snake and a big toy frok for the kids she can scoop this thing ininto tree red backs and we will go met  her wednseday at the train station
37.0,"mandalay, myanmar",mizo1,mizo,male,data/speech_accent_archive/recordings/recordings/mizo1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ash her to bring thes things with her from the store six spons of fres snow peas five tick slaps of blue chees and maybe a snegk for her brohther bob we also need a small plastic snegk and a big toy frock for the kits shee can scoob these things into the read bagks and we will go meet her wines day at the strange station
19.0,"ulaanbaatar, mongolia",mongolian4,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease call stela ask her to bring these things with her from the star six pouns of fresh snow piese five thick sleps of blue ches and maybe a sneck for her brohter bob we also ned a small plastic snake snack and a big ty frok for the kids she can scoop thes things into three red bags and we will go mit her wensdy at the train station
23.0,"sofia, bulgaria",mongolian5,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpoons of fresh snopis white thick slabs of  blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red backs and we wll go met her oenes day at the train station
19.0,"yekaterinburg, russia",mongolian9,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pese five thick slabs of blue chees and maybe a snack for her brother bob we also need a plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"weno, chuuk, federated states of micronesia",mortlockese1,mortlockese,male,data/speech_accent_archive/recordings/recordings/mortlockese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please scals tell a ask her to bring these things from her from the store six poons of fresh snow piece five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
22.0,"katmandu, nepal",nepali1,nepali,female,data/speech_accent_archive/recordings/recordings/nepali1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sylla ax her to bring these thinks with her from the store six poons of freh snow peas five thigs slips of blue ceese and maybe a snag of her brother bob we also need a small plastic snake and a big toy frog for the kids secan scoop these things into three rat bags and we awe will go eit her when i stay at the train station
23.0,"katmandu, nepal",nepali10,nepali,female,data/speech_accent_archive/recordings/recordings/nepali10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstila  ask her to bring this things with her from the store six pouns of fra snowpees five fhick slaps of blue cheese and maybe a snack for her brother bal we also need a small plastic snake and a big toy frog for the kits se can scoop this things into three rad bags and we will go mether wednesday at the train station
26.0,"katmandu, nepal",nepali12,nepali,female,data/speech_accent_archive/recordings/recordings/nepali12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call staila ask her to bring this things with her from the store six spoon of fres snopes five thic slabs of blue cees and mabe a snack for her brother bob we also need a small plastic snake and aa big tooy frok for the kids se can scoop this things into three ray bags and we will go meet her weneesday at the train station
25.0,"katmandu, nepal",nepali13,nepali,female,data/speech_accent_archive/recordings/recordings/nepali13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresno peas five thick slabs of blu ches and mabe a snack for her brouther bob we also need a small plastic snake and a big toy frog for the kids sik and soop those things into three red bags and we will go meet her wednesday at the train station
36.0,"dharan, nepal",nepali3,nepali,male,data/speech_accent_archive/recordings/recordings/nepali3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these thinks with her from the stor sixpoons of freh snopies five thick slabs of blu cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frok to the kids sickan scoup these thinks into three rad bags and we will go meet her whenis day at the trane station
25.0,"pokhara, nepal",nepali4,nepali,male,data/speech_accent_archive/recordings/recordings/nepali4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ax her to bring thes things with her from the stor six poons of fresno pise five tick slaps of blu chese and mayby a snack for her buter ba we also need a small plastic snake and beik to a frok for the kids sikan scoup the stinks into tred bags and well go meet her oenesday at the train station
19.0,"chitwan, nepal",nepali7,nepali,male,data/speech_accent_archive/recordings/recordings/nepali7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call asstella ask her to bring these thinks with her from the store six spoons of fresh snow peas five thick slabs of blu cheas and make maybe a snaik for her brother bob we also ned a small plastic snihke and a big toy frok for thekids she can scoop dhis tings into  into thrwee red bags and we will go mit her wenzdayafter transtation
20.0,"pokhara, nepal",nepali8,nepali,male,data/speech_accent_archive/recordings/recordings/nepali8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of resting peese five thick slaps of bluo ches and mirias snack for her brother bau we also ned a small plastic snake and a big toy frok for the kids sican scoop theis things into tree red backs and we will go meet her wenseday at the train station
36.0,"baglung, nepal",nepali9,nepali,male,data/speech_accent_archive/recordings/recordings/nepali9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleise callstaila ax her to bring thes things with her from the store six  spouns of fressnow pise five thick slaps of bluo cheese and mabe a snek for her brother bob we also need a smal plastic snak and a big toi frog for the gears see can scop these things into twe red backs and well go met her when  day at the dring station
29.0,"katmandu, nepal",newari1,newari,male,data/speech_accent_archive/recordings/recordings/newari1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call y steila ak her to bring thise tings with her with her from the stor sixispoon of eistisno piese five thick slap of blaucis and maby a snek for her brother abov we also ned a smal plastic sneak sneck and a big tibig twive frok for the kids sikcaniscop this thing into three red bags and we will met heor woenesday at the tini ssesten
33.0,"drammen, norway",norwegian1,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella askher to bring thes tings with her from the store six spoons of freshnow piece five thick slaps of blue cheese and maybe a snack for her brouhter bob we also need a small plastic snake and a big toy frog for the kids she can scoop these tinks into tree red bags and we will go meet her wedinsday at the train station
55.0,"oslo, norway",norwegian2,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ask stela ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will meet her wenesday at the train station
