age,birthplace,filename,native_language,sex,path_to_audio,transcription,unispeech_large_transcriptions
31.0,"bogota, colombia",spanish58,spanish,male,data/speech_accent_archive/recordings/recordings/spanish58.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples cold stella ask her to briag thes things woith her from the s tor sis spon s o fresh snoow bes fie fiug slamds of blou ces  and mabe asnagg for her brother bomg  we allso neid a small plastic snakg and abitoy frog for the kits   shiga stug this thins into ghreredbags and we will go med her wensdy afdedranstaton
31.0,"mayaguez, puerto rico",spanish59,spanish,female,data/speech_accent_archive/recordings/recordings/spanish59.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,polease costilla askort bring these things  with her from the stor sis pns oa fresh snopes fivbe fik slabs of blu ches nd maybe a snac for her brother bob we also ne a smal plastic snak nd o big toyf frob for the kids she can skop these things into thre red bags nd wilgo met her wensday at the train station
20.0,"lima, peru",spanish6,spanish,male,data/speech_accent_archive/recordings/recordings/spanish6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,cleas coleystela ask herd to bring dhis tingtwith her from the stor six ponse o fres snopese five tigs slabs of lushes and mabe a s nuged for her brother bobeeeewe allso ned a smallplastic snak  and a big toy froge for te kidseeeee shikan skoop dhis things into tre redbogs and we will gomed here wens thy at ther train s taytion
18.0,"santiago-dr, dominican republic",spanish60,spanish,female,data/speech_accent_archive/recordings/recordings/spanish60.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas costellaascurto bring distingts with her from the stor sispoms  fresh nopes fie tic slafs of blu ces n mame snach for er brother bob wialls nee small plastic snacke and a big toy frog ford kids  she canscooub distntsions o thre red bads and we will golmet her wensta athe trin station
32.0,"la coruna, spain",spanish63,spanish,female,data/speech_accent_archive/recordings/recordings/spanish63.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fff ples cole stellnoskerd to bring the things with her fon stor sispoons  fresnow pes  five fic slabs subblu ches and maybe snacked for her brother bub we lso nee smalle plastic snak  and big toy frog for the kitse she an scuop the things into tfreebred bags and we will go met her whensday at e traine station
28.0,"medellin, colombia",spanish64,spanish,male,data/speech_accent_archive/recordings/recordings/spanish64.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fglys co sela askher toring this things with her from the toresis pons of fressno peseeeeeefie tiks slaps of blu  chismaybe a s nag for herd brother bobee we lsone a s molle plasstic snak and abic toy ro foakits  shicands coed this things into  threg red bagse and we will go med her wensday ather trenstation
32.0,"barranquilla, colombia",spanish65,spanish,male,data/speech_accent_archive/recordings/recordings/spanish65.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella askueto bring these things wither frondher stor sixponse o fresh sno pes fy thick slap s o blu chees and mabe a snachd for her brother bob we also nee a smalle plastic snak en he big toy frog fothe cits she can scoop tese thinks into three red bags and we wll go meat her whensday athe train station
30.0,"san salvador, el salvador",spanish66,spanish,male,data/speech_accent_archive/recordings/recordings/spanish66.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella askchere to bring thee things with her from the stor sis pon o fresh snowpes five fic slabs o blu ches  and may be a snack for her brother bob we also nee a small plastic snake and he big toyfrog for the kids she can scop thee things into threred bags and wevlle go meater whensday at the train station
27.0,"san fernando, chile",spanish68,spanish,male,data/speech_accent_archive/recordings/recordings/spanish68.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caolstella askcured to bring thes things with her from the stor  sixpons o fresh nal pees five thig slap sop blu cees and maybe a snagh d for her brother bob we also nee a small plastic s nakg in a big toy frock for the kids shei cen scob thes things into thre red bags and well go metor wens day at the train station
20.0,"caracas, venezuela",spanish69,spanish,female,data/speech_accent_archive/recordings/recordings/spanish69.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cas sow escort o ring thee things with her m with her from the s tore si pons r fresno pes five fig souse blu ces and maybeta snkh forer brother bob weialsa neet a smal pastic snak and a big toy frock for the kids she gan scoop the things into thre red bags nd we wle go met her wonzad  the train sation
30.0,"bogota, colombia",spanish70,spanish,female,data/speech_accent_archive/recordings/recordings/spanish70.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,les cole stella as her to bring thes things with her fromt stor sisspons o fresh s nopes five fik los of blu ches and mabe snuge for her brother bob we also need a smolleh plastic snake and a big toy frod forde kids shecanscoop thisthings into thre red bacgs  and we will go to we ll go med her wenseday af ter traim sash
24.0,"rosario, argentina",spanish71,spanish,male,data/speech_accent_archive/recordings/recordings/spanish71.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese colled stela os kor se bring these things wither from the stoor sispons a fresh sno pes fie fi slabes blu ches and maybe a snagd for oe brother bob we olleso neede a small plastic snake an big toy rogd o the cidsshe can schu these things into thre red bags and we will go met ha wenstey at the train stationlllll
20.0,"miami, florida, usa",spanish72,spanish,female,data/speech_accent_archive/recordings/recordings/spanish72.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costello ascutorbringley things wither fromte stor sis pons o frs sno pes five thics lap oe blu ches nd mavee snace for her brother bob we alsso ne small plastic snak on big toiy frog fot ids shecon scoop thes things into three red badgs  and we will go me  her ne stad be train station   tt
19.0,"merida, venezuela",spanish73,spanish,male,data/speech_accent_archive/recordings/recordings/spanish73.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ssplas cas tal ascke tobrinterfhns with held from the stoe  tispons ofrasono  pis  fie er slapb ofloshets and my ve asnagg fo abrodabove wresoning the smallh plac tisnagan a gb todfrou fotor kits chicans chogt tfhins into thre redbas and we willicometa  whenszy ater torics tation
44.0,"zaragoza, spain",spanish74,spanish,male,data/speech_accent_archive/recordings/recordings/spanish74.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas col stella as her to prattistins wit her frounde store  sic ponso fres now pes  five sig slap s  blue ches  and mayvy snag fod her brother bob whe olso ned a small plasti snack   and a big toe frogd fote kids she canscub thes thins in to thre redd bads anwe well go meat her whensday   atde train stasion
28.0,"lima, peru",spanish75,spanish,female,data/speech_accent_archive/recordings/recordings/spanish75.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples colestela as here to bring thes things with her from the stor si s  pons o fresh snow pes five hik s labs of blu chees and maybe snaugk for her brother bob we also neede a small plastic snake  ana big toy frogk for the kits chi kcane scop thes things into three red bags and we will go met her whens day at the train station
27.0,"la paz, bolivia",spanish76,spanish,male,data/speech_accent_archive/recordings/recordings/spanish76.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plas colsteleeee askug to bring thes things with hei from the stoe seak spons to fressnow peaes five ficslapbs iu blu ches and maybe s snacg fo he brother bobee we aolso kned s mall plastic snake in o big toyfro fothe cids shacan scup these things into threg red bags ind wewil go met ho wensday at the train stationeae
45.0,"jalisco, mexico",spanish77,spanish,male,data/speech_accent_archive/recordings/recordings/spanish77.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eplease cole stellae ascith bring thee things wether fromth stor sik spns fressnoll pes five thig slaps blue cheese and maybe snaged for her brother bob we alternate smalle plastic snake and a big toiyse frog ford its chiking s cobdese thinks into thre read bags n wewle go in her whensday ate train station
55.0,"lima, peru",spanish78,spanish,female,data/speech_accent_archive/recordings/recordings/spanish78.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ff polease colstella eask her to bring tes things with her from the s tor six pols o fresh snow pes  five fig s labs of blu cesand mabe a snac for her brother bobewe also nee a s mall plastid snak in a big toyfrac fror the kids she can schoopltee tings into thre red bags and we well go  meat her wensday at the trin statonee
70.0,"lamas, peru",spanish79,spanish,female,data/speech_accent_archive/recordings/recordings/spanish79.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples col stelomne ask her to brin distins with hed frondh e store sis spons o frase snoppesfitig eslabs o bluces and mabe  snge for her broden bo we ollso ned smollh plastic snakg an ebigtoy fro forld kids shikand s coob distinst into tre red bags and we will go met hed wensday ad trin stathon
23.0,"buenos aires, argentina",spanish86,spanish,male,data/speech_accent_archive/recordings/recordings/spanish86.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eppleze colstelaask her to brin dhes things wet her from the tore sis spoonsopres snow phas   five higk slobs o blouotisand maybe asnoug for herbrother bobwe allso ned as mal plastik snace  ana dichtod from forthe kids shicans couhe this thins into thr red lags an wilh goomedt her wensdy at e train stayston
22.0,"monterrey, mexico",spanish89,spanish,male,data/speech_accent_archive/recordings/recordings/spanish89.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stellaasked or bring thees stings with her from the stor sik spons o fresh snow pese  five thick slapps of blu chees and maybe a snage for her brother bobwe also nee a small plastic snak an a big toy frog for the kids we can scoob te s stings into thre red bags d wll go med with her whenzee at the train stathon
23.0,"caracas, venezuela",spanish90,spanish,female,data/speech_accent_archive/recordings/recordings/spanish90.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cole stella oscored bring thes things with her from the stor sis  pons of fresh no pes five fi slabps of blu ces and maybe as nog for her brother bob we also nee a small plastic snak andther big toy frog for the kids shiconscobdie fings into thre red bacs and we well go met her wons day at the train stathon
20.0,"caracas, venezuela",spanish91,spanish,female,data/speech_accent_archive/recordings/recordings/spanish91.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caos sol escortod ring thee things with her m with her from the s tore si spons r fresno pes five fig souse blu ces and maybeta snak for her brother bob weials neet a smale pasic snag and a big toy frok for the kids shegon scop the things into threg red bags and we wlle go meat her wonzad  the train sation
54.0,"cardenas, cuba",spanish92,spanish,male,data/speech_accent_archive/recordings/recordings/spanish92.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cos stella asckoreto bring hes things with her from the store sic poons o fresh snopes five thic slaps of all loetesand maybe asnack for her brotherbob we also need a small plastic snak ind a bictoy frog for the kids she can scoo thes things into thre red bags  and we wll go medt her whensday atd the train station
29.0,"santa rosa, honduras",spanish93,spanish,female,data/speech_accent_archive/recordings/recordings/spanish93.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples caustela askurd to bring distings with her from the store sis ponsive freso no pes fie fic slapb s o blu ces and mabe a snge for her brother bob  whe also need a small plastic snak an abic toyfrod for the kids she kunscguofi things into threb red bgs  and weiwlgo me her lenstay at e train stetion      l
19.0,"bogota, colombia",spanish94,spanish,male,data/speech_accent_archive/recordings/recordings/spanish94.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,polias gosteldp as purto brin thes things with her from the store sics poon so fresh nopes five thig s labes blou ceesand maybe snage for her brother bob whe also ned a s mall plastic snakand a big to toyfrog forthe kids shecin s coupely stings up into three red bagsand williego mee her whensdad trainstation  o
29.0,"arequipa, peru",spanish96,spanish,female,data/speech_accent_archive/recordings/recordings/spanish96.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas l stella   ask hr to  ran thes things from her   from the stor  sis spons fresh snow peis five the slaps blou ces  and mabe a snage for her brother bob  whe also ned s mall plastic snake in a big toye frog for the kids sheen s coooty things into tre red bags and re vll go met her wen stay at the traine statione
20.0,"lima, peru",spanish99,spanish,female,data/speech_accent_archive/recordings/recordings/spanish99.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co stelle  oscor to bring bis stphingswither from he stor si spoons o fresh snopes five big slaps of blu ces and maybe asnak for her brother bobwe also nee a pot small plasstic snake in a big toy frog for the kids she kan scoobe the spangks into thre redbagksand we will go me her wonsday other trinseton      ee
24.0,"conakry, guinea",susu1,susu,male,data/speech_accent_archive/recordings/recordings/susu1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas golstela ask heur to brang the things  with her from the store si  pouns of fresh snoppes five thik slabs of blu ces and maybe a snak for her brother bob  we allso need small plastice snak and te big toy frog for the kids she can scoop the things  into threg red bags and the w wil go mether weanes dy at the trin stationd f d d
56.0,"solna, sweden",swedish1,swedish,female,data/speech_accent_archive/recordings/recordings/swedish1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas costela  oskorto bring the things with her from the stor sik pons fresh snopes five thic shlabs o blueshes and maybe snack for her brother bob be oreso ned smolre plastic snake at a big toyfr frog for the kids  she can sqhoop this things into a thre red bags and we well go   methurbens teete trainstationff
19.0,"lidkoping, sweden",swedish10,swedish,female,data/speech_accent_archive/recordings/recordings/swedish10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cal stella asker to bring these things from her wither  from the stor sics spoons of fresh snopes five hik slaps or blu ces  nd maybe snaced for her brother bobewhe also need small plastic snak and a big toy frog for the kids  she can skoop these things into thre red bags and we will go to met her wens day ate tin stateon n d
36.0,"espoo, finland",swedish11,swedish,female,data/speech_accent_archive/recordings/recordings/swedish11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cols stella askcor to bring thes things wither from the stor sixs poons oa fresh snopes five thig slabs oblu ces and maybe a snac for her brother bob we also need a small plastic snake and a big toyfrog foo for the kids she an s coobp thes things into three red bags and wil gow met her wensday after train station
23.0,"malmo, sweden",swedish12,swedish,male,data/speech_accent_archive/recordings/recordings/swedish12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos to askort to bring thes things wither from the story sis poons o fresh snowpes five thick slabs of blu cees and maybees snac for her brother bob we also need a small plastic snak and big toy frog for the kidts she can scub the things  into thre red bags nd we wlle go meet her  wens day af te trin station
28.0,"umea, sweden",swedish13,swedish,female,data/speech_accent_archive/recordings/recordings/swedish13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella  oskerd to bring these things with her from the stor sispons o fresh snow pes five thicg slabs o blu chesand maybe a snac from her brother bobwe also nee a small plastic snaknd a big toy frog for he for the kids  she an scoob these thingks into three  red bags and we wille go met her whensday at the train station
23.0,"vetlanda, sweden",swedish14,swedish,male,data/speech_accent_archive/recordings/recordings/swedish14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,epleas cos stelaeeee askur t bring thes things witther from the storee si spons affreshno pes five dig slaps of blu cies and maybe a snach for brother bob we also ned a small plastic snack and ae big toyfrog for the kidse sheicoln scoop these things into thre red bags and webll go met her wensday at te trin stathonee
22.0,"stokholm, sweden",swedish15,swedish,male,data/speech_accent_archive/recordings/recordings/swedish15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cole stela askor to bringthes things witther from the sto si spons of fressh no peas five thick slaps of blu ches and maybe a snack for her brother bolb we olso need a plastic snak ander big toyfog for the kids she can scup thes things into trered bags and we vol go meato wensday at the train statione
39.0,"goteborg, sweden",swedish16,swedish,female,data/speech_accent_archive/recordings/recordings/swedish16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colles stella ask her to bring these things with her from the store sis spons of fresh snopes five thi slabs of blu chees and mabe a snack for her brother bolb we also neede small plastic snae and  big toyfrog fo the kidts she cen skit these things into thr red bags and we wil go met her wensday at the train station
20.0,"farjestaden, sweden",swedish17,swedish,female,data/speech_accent_archive/recordings/recordings/swedish17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase cale s talla askherturbrindes  things wit her from te s tore sis pouns of fresh ne snopes five fik slabs of shes bluses and mey asnak for her brother bob  willsoned a small plasstic snack in a bieto frog for the kids shigan s kodis things into thre red bags and wheil go met her wensday after tin station
42.0,"lulea, sweden",swedish18,swedish,male,data/speech_accent_archive/recordings/recordings/swedish18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella skoort t bring these things wither from the stwore six ponsive fres sno pes five s thic slabs blu ces and mbabe a snack for herbrother bob reolt onee small plastic snake in big toy frog for the kids she an scoople sings into threred bags and weill go met her wen stday at t train station
50.0,"ekenas, finland",swedish19,swedish,male,data/speech_accent_archive/recordings/recordings/swedish19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas calle stella askour to bring thesthings wither from the store sis poonse fresh snopes five thicg slabs o blu chese and maboe snach fora brutter bob we also ee a small plastic snakeand o big toy frog forto kids  she can scoopthes things into thre red bags and we will go met her whensday at te train station
20.0,"uppsala, sweden",swedish2,swedish,male,data/speech_accent_archive/recordings/recordings/swedish2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ffples col stala osket bring thes things with her frond stor siks poons o fresh snow pes fhie thicg slabes of blu ches and mabe snake for hebrutter bob whe also need a small plastic snake n e big toyfroog for the cits she can scooup these things into thre red bags ond wevel goow meat hor wensday  at e trayn station
31.0,"karlstad, sweden",swedish20,swedish,male,data/speech_accent_archive/recordings/recordings/swedish20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,polease coas stollar askured to brig these things wither from thes door sick spons of fresh snow pies five thic slabs o blu chees ad mabe snack for brother bob we also need a small plastic snak and a big toy frog for the ckids shiceng scoop thes things into tfre redbags and we wel go meater whenstay athe trainstation
24.0,"stockholm, sweden",swedish3,swedish,male,data/speech_accent_archive/recordings/recordings/swedish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stellao   oskuort t bring thes things wather from the stor sis pons o fresh snow pes five thik slabs o blu cees and maybe snagk fo rer botter bob  whe olso need small plastic snakand a big toy frog for the kids she can scoup thes things into thre red bags and we will go met her wensday at the train station oo
22.0,"lulea, sweden",swedish4,swedish,male,data/speech_accent_archive/recordings/recordings/swedish4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,a polease calle stodla askher to bring these fings whitter from the store sicg spons of freshino pes fie fi slabs of bplu shese and may be snag for brother bob we allso need a small plastic snak in a big toy frog for the kids shican scoop thieswings into free red bags and we vill go meat a wenstay ater train station ll
18.0,"goteborg, sweden",swedish5,swedish,male,data/speech_accent_archive/recordings/recordings/swedish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas colstella  oscrt brine thes things weter from t stor sik spons of fres snopes five thik slaps of bglushes and mabe snage fr brad bob welso ne a small plastic snak and a big toy frog for the kids sicin scoptist things into three red bags and we will go met her wenstay at the trainstation
26.0,"goteborg, sweden",swedish6,swedish,male,data/speech_accent_archive/recordings/recordings/swedish6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bos golle sta oskueredbring e slings white from stoe sis boms o fres no ces five slig sliapes on blu cos and mabe snake fro bron bob nosoning smoll plastic snake in a big toy frong foo kids shei can skopea thinks into fre read bags alli gamate wensday ate trstation
21.0,"sollentuna, sweden",swedish7,swedish,female,data/speech_accent_archive/recordings/recordings/swedish7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cole stell aske t briglhese things witth her from the storee sisponse o fresh snow pes five thige slabs o blu ches and rebe snach for he brother bob we allso need a small plastic snae in i big toyfrog fo the kids  she ca skup these things into thre red bags and oge to met her  whenstay at the trin station
22.0,"helsinki, finland",swedish8,swedish,female,data/speech_accent_archive/recordings/recordings/swedish8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples com stela askher to bring thes things with her from the stor sik pons o fresh sno pes fivethig slabs oh blu ces and maybe a snag for her brother bob we also need smalle plasti snae an big  toyfrod for the kits she can s cub thes things into thr red bags and we will go met her wen stay at the trin station   l
20.0,"uddevalla, sweden",swedish9,swedish,male,data/speech_accent_archive/recordings/recordings/swedish9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleases cole stella oskae to bring thes things swhiter from the stor sicspons o fresh snowpes five chik slabs of blou chees and maybe s snagk for a brotter bobwe lso need a small plastic snak and a big toyfrog for the kids she can scop t things into thewedbags  and weil go meatt her whensday at te train station
0.0,,synthesized1,synthesized,male,data/speech_accent_archive/recordings/recordings/synthesized1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ca thell as kurd obring lasthing with her brom the stor siks pons o grash inol pis fiv vi labs o ble cies andma a snack for her brother bobwe also ly a small plastic snake  andtrpic toyc rock for ther kids she cans colias things in to thre rad bags andly wil only her wenday at tot rain station
