age,birthplace,filename,native_language,sex,path_to_audio,transcription,sew_small_transcriptions
29.0,"jingmen, hubei, china",mandarin8,mandarin,male,data/speech_accent_archive/recordings/recordings/mandarin8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,prites car stannamuscor to breen dees enst with coo formeresdollsixsoons o fresh slo peesfelh thingeslaps of bruw cheeasan amebiasnack for a brar bolhe aso need a smoll postiksmak and a big tory folk for a caesshe cas scoopdees ceins into a three drid bacs whn we verare go meteal wen thearethe treanstastion
36.0,"freetown, sierra leone",mandingo1,mandingo,male,data/speech_accent_archive/recordings/recordings/mandingo1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cors stillea angsor of brings destingts bet hffroned he stor sicsponof fresh snow pes five teicl slaps of bluchesonmiedbe asnap fo harbroartes bogbelson ie the smol lntics snac on  big tooy frogs for the cedsshe can scop destings into threee  wead bats anveeballemede hv wens the iptwinstision
21.0,"bombay, india",marathi1,marathi,female,data/speech_accent_archive/recordings/recordings/marathi1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease called stella scor to bring these things with her from  the store sics poonsl fresh sno bes five pik sslabs of blu ces and maybya snac for her brother bal we also meet a small astiks nasna and abik doy frok for the cads she an scool these things intotth three red baks an meval dolmeed her venensta and the transtation
28.0,"madras, india",marathi2,marathi,male,data/speech_accent_archive/recordings/recordings/marathi2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please choll stala as her to bring thes things with hr from thes stor sicsspoons of afreshional beese vlumes thik slabbes of loo cheeasean maybiu snac for her brother ballwe also need a small clastic snak and a big tie frob for the ciceshe can  scood these things into toa three ra bags and wevigoo meat her mensty at the tran steation
31.0,"bombay, india",marathi3,marathi,male,data/speech_accent_archive/recordings/recordings/marathi3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stellaauscoud a bring these things with her from the stow sicspoons of ffresh sno peesfive cic slabs off blu ceeesand maybe snak for her brother bog we also need a small plasti snac an a big toy frog for the cidsshe con scoop these things into three red bags and we will go meet her wenstay and the trainstation
48.0,"grand port, mauritius",mauritian2,mauritian,male,data/speech_accent_archive/recordings/recordings/mauritian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ccorn steaalhaer to bring thes hings wes have from the stowsicspoons of fresh nopeesfive thikslps of blu heeseand maybea snak fo her brother bob we all sunee da smore plastic snec and a big toy fro for the keidsshe can scup thee things intoo threera bagsani wel will go meat herwnes they ar the transtaition
35.0,"harbel, liberia",mende1,mende,male,data/speech_accent_archive/recordings/recordings/mende1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,eascal stallaraxsll to bring theestangs with herfrrom the storesispons of fressml peese five tak slaps of blu chees and maybeee or snakfor her breatel bobwe also leat a smll plastic snag and a big to fog for the kidesshe can scoldeeast thanks into threee red bags and we wil whoil meat her winsday at the tringstation
32.0,"bilwi, puerto cabezas, nicaragua",miskito3,miskito,male,data/speech_accent_archive/recordings/recordings/miskito3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please clostelin as her to bring thes things with her from the storesicsspoons off fresh nol peeasfive fixs labs of blu chees and maybe asnac for her brother bobwe also need at smallglasticsnacand abig thoy fhro for the kadsshe can scop thes things in thooc three red bags and we willl gomeed her wensday a thistrainestation
18.0,"bilwi, puerto cabezas, nicaragua",miskito5,miskito,female,data/speech_accent_archive/recordings/recordings/miskito5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleease cal stayla isheeire  to brang despaings with hear from the stopticscns cf freagsno peesefive digs la of blu chees and maybe as now for her brother bop we also need as mrpl thesnak an a big doyfro for the ishe came scop thees cains into three dredfafand wee will go mi her onesday a ththe thran estetsion
40.0,"bilwi, puerto cabezas, nicaragua",miskito9,miskito,male,data/speech_accent_archive/recordings/recordings/miskito9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peas collestat  here to bring thes things wit hare from the stor sicsspon of ffresh snolpeesfive steslep of bluceees  an may bas snage ffor her brother bowe al so neet as mallplastesnak an a bakttoy froake for the cidsshe can scop thesthing ininto tree red baksn we will gor me haire wen sthay uthe ttraingstation
37.0,"mandalay, myanmar",mizo1,mizo,male,data/speech_accent_archive/recordings/recordings/mizo1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pliescoll stallaalss her to bring thes things with her from the stowe sixpoons o fresssnow peesfive tik sleps of blu chees and maybias snat for her broter bop we also need a small plosticsnag an a biptog froc for the cits she can scope these things into the rad bag and we will goll meet her wen hes deay at hstranstation
19.0,"ulaanbaatar, mongolia",mongolian4,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plescalled stellaascor to bring deesingswether from estarsixlins of fres snow pees five thik sleaps of bluchees and maybea snec for her brother bobwe also need a small plestic sneaycsna and a bi toil frokd for the cidsshecin scoo desdings into dreet redbags andvee wil go eher wingsda  tranestation
23.0,"sofia, bulgaria",mongolian5,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calese stelle asker to bring these things with her from the store sicspoons o fresh sno pees wite thic slaves of  blu cheeseand maybe snack for her brother bobwe llso net a smallplas tsicsnac anba big toye frogfort e kiths shee uons scoupthese things into thre redbaksand welll go meher wnes ta the transtash
19.0,"yekaterinburg, russia",mongolian9,mongolian,male,data/speech_accent_archive/recordings/recordings/mongolian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stellaask her to bring these things with her from the store sikspoons of fresh snow peeese five thikslabs of blu cheese and maybe a snack for her brotherd bob we also neete a plastic snak an a big toyfrog for the ceads she couln scoup these things intor three red bags and wel go meat her wnesday at the trainstation
21.0,"weno, chuuk, federated states of micronesia",mortlockese1,mortlockese,male,data/speech_accent_archive/recordings/recordings/mortlockese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasescl stella auskr to bring vheese things from her from the storesicspoons of fresh snow pese five tikslabs of blu cheese an maebia snacke for her  brother bopwe also need u smolplastic snake and the big toy frog for the cits she can scoope thes things into three red bbags and we will gol meether wen stay at the transtithie
22.0,"katmandu, nepal",nepali1,nepali,female,data/speech_accent_archive/recordings/recordings/nepali1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas col silla akher to bring these thanks with her from the storesixspons of ffres snow peeese five thiks slabes of blutees and mabiu snag of her brother bob we also need a small plastik snak anna big tawg frog fur the kins seecand scoupthese thangs into three rad bagsand we al wewell go it her went ae staite at the train stastion
23.0,"katmandu, nepal",nepali10,nepali,female,data/speech_accent_archive/recordings/recordings/nepali10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples causd ta ascher to bring thes things weeth her rom the turrsix poonoff frasmopeese five fikslaps of blu chees and mabias snacc for her brother bobwe also need a small plastic snake and a bbeec toye frob for the cepssegainscop this things into thre rad bacs and welwell goomeedt her wen state ad the transtation
26.0,"katmandu, nepal",nepali12,nepali,female,data/speech_accent_archive/recordings/recordings/nepali12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collestala uscer to bring thestings wecur fromn thes tormn sixtespooon of ffres snopese five ti slabs of blutees anmebias nag for her brother bobwe also need a small postic snac ande being toy frok for the kisekant scoop thesthings into thre rad bags and we will goo meeter wenestay a the train stition
25.0,"katmandu, nepal",nepali13,nepali,female,data/speech_accent_archive/recordings/recordings/nepali13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace cals thala asker to bring thes things wither from the sore sicspooons of fresnol pees five thiks lavbes of blu teees in meedious snac for her brother bobwe also et a small flastic snaik and a bigtoy frog for the kids sekn scop doos things into three red bags nd b wol meed heer wen ssey ad thetrainestation
36.0,"dharan, nepal",nepali3,nepali,male,data/speech_accent_archive/recordings/recordings/nepali3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecalld stala usker to bring thes things wieth her    from hestorsicspons of ffhres snok peesfive taks slabs of blu cheese and mavy asnack for her brother bobwe allso need a small plastic snaand a bik doy frog to the gitessican scup these things into tree rade bags and we willl gumeat herwhen is d at the transtaition
25.0,"pokhara, nepal",nepali4,nepali,male,data/speech_accent_archive/recordings/recordings/nepali4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese colfed stelacs to bring thestings with her from thestoorsixpons of frestnaorpieesfiptike slaps ofpluivsand mabiusnac for rabroother bocwalso need a smal plasticsnae and abea to a frok for th kitssecanscoop diestings into tread basand will gilmet her one sta of the drenstasion
19.0,"chitwan, nepal",nepali7,nepali,male,data/speech_accent_archive/recordings/recordings/nepali7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,clescales stella asker to bring these things wither from thestor sispoons of fres snow ees vty slas of bluteesand maen meaeby as snake for her brother bobwe llso nee the small pasic snake an a big toi frob for dint kids shegan scoup destans into wel into treered bags an wewllgol mite her waes after transation
20.0,"pokhara, nepal",nepali8,nepali,male,data/speech_accent_archive/recordings/recordings/nepali8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleascaled stalauscr to bring thees things withor from the storsicspoons of fris on peesfive thiks slaipes of bon cheese an mebias nac for er bother bolbwillsin yu ta small dustic snakand a big toy frult for the kadssica scool biestinksweo treerad vacs and we will go mee sur anesty ande transtition
36.0,"baglung, nepal",nepali9,nepali,male,data/speech_accent_archive/recordings/recordings/nepali9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,hes collge cala rcsor to bring bis tians with har fom thegstorsicsoons offhrest besno beas fivete slaps of bol cheeseand ma easneck for her bother bobwe also need af smolbostig hesnak and abeec doif fowfor the gears seganspofethes tianseether twerad baks andd wego meet her wen tesde re the vranishtition
29.0,"katmandu, nepal",newari1,newari,male,data/speech_accent_archive/recordings/recordings/newari1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasctestaylac i sauw to bring thes things cueetov   wetap fomtheest sikshespon of pasesno pees f pic sup of bootees and midiistnak poruspother abuve weel so neeta smokbustic snacstenkand a veektote folviktoipe frop for the ki sekanes cop thes thing ing to treelit bag and we wilveeto  anderstandd the clans sistem
33.0,"drammen, norway",norwegian1,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cult stala uscour to bring thes tings woud here from the storseicspoons or fressno peas fiefik sleps of blu chees and maybe c decd foher brother bupwe allso need us mol plusticsna and a big toy profodekidsshee con scoop thes things into treetered bags and we will go meetor wednsdey at th transtetion
55.0,"oslo, norway",norwegian2,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ask stella asker to bring these things with her from the stor sixspoons of fresh snow peese five thic slabs of blu heeese and maybe a snat for her brother bobwe also need a small plassic snag and a big toyfug for the kidsshe can scoop these things nto three red bangs and we will meet her wen stay at the transtation
19.0,"volda, norway",norwegian3,norwegian,male,data/speech_accent_archive/recordings/recordings/norwegian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ias her to bring these things with  from the store sicspons off fresh snow peese five thikslabs of blue cheese and maybea snack for a brother bubwells onye a smale plestic snak in a big toy frok fo the kidssho cad scoop these things an to three red bags and wiell go mete wen sty at the rainstation
23.0,"lakselv, norway",norwegian4,norwegian,male,data/speech_accent_archive/recordings/recordings/norwegian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stallaasor to bring these things wither from the storesikspoons of ffresh snopieese five thik slabs of blu cheeese and maybe a snak for a brobe bob we olsol nee the small plastic snak an a big toyfrog for a ceadsshe can scoop these things in to three red bags we willl go meter weden stayat toa transtation
41.0,"oslo, norway",norwegian5,norwegian,female,data/speech_accent_archive/recordings/recordings/norwegian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cols s healaw alscer to ring thes things with her from the staresikspooons or prsonal peaesefive thiks lves or blu cheese and maybe a snak fror her brother bobwe also neade a small plastic snac and a big toy frog for the kidsshe can scoop thes things into three rad banks an a logigl meter wen stan ot a transtation
29.0,"askim, norway",norwegian6,norwegian,male,data/speech_accent_archive/recordings/recordings/norwegian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cald stellaasker to bring these things wither from the stooresicspoons of ffresh sno pees fire thik slabs of blu cheese and mabe a snac for her brother bobwe al sow meede a small pastic snac an tha big toyfrog for the kidsshe can scoop these things into three red bangsand we willl go meat hr windsday at the transtation
35.0,"bargarh, orissa, india",oriya1,oriya,male,data/speech_accent_archive/recordings/recordings/oriya1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas colshtitler uskor of bring the sing with hipp rom the stow sexfln s of fres and af eats five sixsleps of greeteage and magrs snag for tae bled bup wit a neeed as smothlesticc snagu and a beat tierog for the geadssecat scoop thes sing s sened to thre red bags and e gilmeture wen sdaart the triams taesen
32.0,"orissa, india",oriya2,oriya,male,data/speech_accent_archive/recordings/recordings/oriya2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas called stallaask heur to bring these things with herfrom the storsixpoons of fresh nel peesefive ficslabs off  bluw cheeeseind maybee a snak fo her brother bobwe allso need a small casticsnace and a big tiefrog for the kidsshe con scroup theese things into threered bags and wee will go me til wendsdaat he trainstation
33.0,"wellga, ethiopia",oromo1,oromo,female,data/speech_accent_archive/recordings/recordings/oromo1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,prescold stella ask her to ring thes things wits her fom tha stor sixsos or ffresh snorpees five tiks haps of marchees in mebeis nok for herbrother bfh we also needesmoplasthixsmarpand a bik toy  frok for the cades as she cam scoo thistings into three raid bags and mewill will meet her wines ta at the transtashio
33.0,"yabello, burana, ethiopia",oromo2,oromo,male,data/speech_accent_archive/recordings/recordings/oromo2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,polese con thestallaascaires to bring thes thinks with haire from the stor sikspuuens o fresh snow peesefive thicks labbs of blu heese and maybe a snak for hir brigesher babbwe also need a small plstics nakand the biag tory frogd forit the kedes she can scoop thes things into treet red bbags and we will  gomad heair whensde a the tranghstation
35.0,"dembi dollo, ethiopia",oromo3,oromo,female,data/speech_accent_archive/recordings/recordings/oromo3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co stalla uskher to bring these things with haer farewith here from the sthortsicsispoons of fresh smopiees five tics claps off blu chees and mebiy is smak of hair brother bopwe oltolleed a smolplastic sneik an a big shoye frok for the  ticsshe coundscop these things intowe three rad bts n weweud go mig har wesdaothe transdition
27.0,"willemstad, curacao",papiamentu1,papiamentu,female,data/speech_accent_archive/recordings/recordings/papiamentu1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas caled stallaask her to bring thes things with her from the storsispoons of fresh sno peese five thic s labs of bluteesean maybe a snak for her brother bobwe allso neeed a small tostic snac and a big toy frog for the cedsshe con scoop thes things into three red bags and we will go meet her wen stay at the transtation
23.0,"willemstad, curacao",papiamentu2,papiamentu,male,data/speech_accent_archive/recordings/recordings/papiamentu2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld tala asker to bring thes things withe her from the store sicspooons of fresh sno peese five thix labbs of blu cheese and maybe u s nack for her brother bobwe also nede a small plastic nak and a big toy frog ffor the kidds she can scoop these things in threered bags and we will gol met her winds day at the transtation
26.0,"mansehra, pakistan",pashto10,pashto,female,data/speech_accent_archive/recordings/recordings/pashto10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stela askher to bring tese tiangs vith her from the store sixsppons of fresh sno pees five tic slabs of blu cheese and maybe a snac for her brother bob ve allso need a smal losticsng snak and a bik toy frog for the cis she can scoop thease things  into treyred bags and velecol mether nsda at the transtition
18.0,"peshawar, pakistan",pashto4,pashto,female,data/speech_accent_archive/recordings/recordings/pashto4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calsed tella  oescur to bring mese things for wither from the stoore  sakespoons of freshnall peeese five pas lives of blou chees an mabious nit for her brother bobwe llten ea small plasi smag n a big toy frog for the kids she can scooplese things in to three red bags and we will go neeaher wen n stay at the transtation
42.0,"kabul, afghanistan",pashto7,pashto,female,data/speech_accent_archive/recordings/recordings/pashto7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cls telaaser to bring deeasteings with her from the storesigs coons of flese sno pease figes tak slags of bluu cheesand maybeya snag for her brother bogwe alsow neet a small plstig snac in a big toy fhrog for the cedsshe can s coop deeasains into threered bagsand we vallgo meet her winsday at he trangstation
39.0,"paktia, afghanistan",pashto8,pashto,male,data/speech_accent_archive/recordings/recordings/pashto8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lescons steaylla usk have to bring these thing vith hat faroumnd thustoresicscan of fres snoe peees fi thak svve of bloteesand mevie a snakfor the harbrother bob ve lbtnee a smle bolstic snak and  bi doy frug for bukavs shekand scop thesething anto threbre begs and vveareguou meet hrr rendthe ar thatraens stetion
18.0,"kolonia, pohnpei, federated states of micronesia",pohnpeian1,pohnpeian,male,data/speech_accent_archive/recordings/recordings/pohnpeian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellaaskerther bring thees tings wither phunther storesickspoons of fresh snok peeese five thik slabs of blu cheese and mebia snac for her brother bob we alsto net a small plastik snak and a bik toy frog frlhe kids she can scoop these things into three red bags and we will gol meat her wenday at the transtation
30.0,"wolanow, poland",polish10,polish,female,data/speech_accent_archive/recordings/recordings/polish10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peasoas stela askherto bring thes dostangs wit her ffrom the storesiksspoons of ffresh snow pease five tacs slaps of blu cheese and mayby a snak  for her broter bolwe allsoso meet a smal clstics sma an a beek toy frok for the kitsshe can scotustingks into thre red bks and we will gow m her wensdayon the transtation
56.0,"warsaw, poland",polish11,polish,female,data/speech_accent_archive/recordings/recordings/polish11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blescol stella ascurto bring tessins sso wis hre from the starousicspoonls  o  fresnal peasfirvehiglssl blu chees an maybe es nane for her brother bob wi also need asmolbless it snag and a big toy hrok for o te keis she then scoo theessins into freeread bags and weill go meed her wemday and transtansion
22.0,"gryfino, western pomerania, poland",polish13,polish,male,data/speech_accent_archive/recordings/recordings/polish13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas cot suboscleat told bring thes things would have fron the storechecespons of fresional peesfive this lives of bblu cheesand mebesnac for her brogtherbovwe allso mede a smoll blastic snace in a big tog brog forta ceageshecan sco these things in the threeved bans one gomit hyones the upthet threanstation
25.0,"ketrzyn, poland",polish15,polish,female,data/speech_accent_archive/recordings/recordings/polish15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas colst asschar to brem thiesfings with her from the storsik spons of freshsnopees five thic slaps of blu chesand maybesnnk fo her brother bopwealsow neet a small glasicsmank in ea beec tol thrg for the kiidsshe can scup thissthings into threee read vaksan a wywol go meet her wny u thetrainstation
19.0,"koszalin, poland",polish16,polish,male,data/speech_accent_archive/recordings/recordings/polish16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese cols telaask her to bring these things with her from the storsikspoons of fresh snow peesefive thik slaibes of bluw cheese and maybe a snac for her brother bobwe also need a small plustic snayc an a bi tifhroc of the kids she coan scop these things into three rad baks nwe will go met her onsday unthe drinstation
33.0,"krakow, poland",polish17,polish,female,data/speech_accent_archive/recordings/recordings/polish17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecold stala usr to bring thestings with her from thiestor six splons of fresh snow pease five tixslubs of blu cheese and maybe a snuk for her brother bobwheole so neet a smallplastic smak an a big toy frog ffor ther kids  she can scrip thestings into three red bogs and d will go   meat her wen day at te tranestation
18.0,"bialystok, poland",polish18,polish,male,data/speech_accent_archive/recordings/recordings/polish18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stall ask her to bring thestings wih her from the stollsikpoons hoff fres snow pes fiefictslaps of blu cees and may besnacke for her brigther barbwe allso ned he small pasti snake and a big tip fracd for the cant she caines cip dstings into feid bags and well go meet her wen thay oth transtation
