age,birthplace,filename,native_language,sex,path_to_audio,transcription,unispeechsat_base_transcriptions
34.0,"cam ranh, vietnam",vietnamese5,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bl constela ak her to bring this tins with her from the sto sis spoons of fresnopies fitis slap uper blu tes and may be a snat for her broad abup we ownso net a smal blactist snept and a bit toy for for the kist a seckan scroupped this tin into the three writ bes and we be lo miss her wenesday e e transtison
20.0,"ho chi minh city, vietnam",vietnamese9,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please constar ar a shous to bring distincts we heard from the store six pons of freshnopiece phatic slap up blu chese and maybe snahfaha broad abo we won't sown it a moplastic snag a big ti frot foot case she cant croup disting into drirette eggs and we would go meit her wenesday at a trastation
24.0,"tervuren, belgium",vlaams1,vlaams,male,data/speech_accent_archive/recordings/recordings/vlaams1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plece call stella ask her to bring these stincts with her from the store six spoons of fresh snowpiece five thick slaps of blue cheese and may be a snack for er brawler baub we also neetd a small blastic snake and a big doy frog for the kits she can scoob these things into three rad bags and wel will go meet her wednesday at the train station
21.0,"turnhout, belgium",vlaams2,vlaams,female,data/speech_accent_archive/recordings/recordings/vlaams2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col sella ask her to bring these things with us from the stor six spoons of fresh snow peese five thix slaps of blue cheese and may be a snack for ar brother bob we also need a small plastic snake and a big toyfrock for the kids she can scoop these things into three rat backs and we will go met hel wednesday at the train station
22.0,"herentals, belgium",vlaams3,vlaams,female,data/speech_accent_archive/recordings/recordings/vlaams3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please constella asker to bring these things with her from the storl six poons a fresh snow pease five thicx slaps of blue cheease and maybe a snak for he ratherbab we also need a small plastic snake and a big toy frog for the kits she can scoop these things indue three red bags and we will go meet her wednesday at the train station
50.0,"ronse, belgium",vlaams4,vlaams,female,data/speech_accent_archive/recordings/recordings/vlaams4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from stor six spoons of fresh snow peese five thick slaps of blue cheese and may be a snak for her brother bab we also need a small plastic snake and a big toy frog for the kits she can scop these things into three red bags and we'll go meet her wetness day at the train station
37.0,"dakar, senegal",wolof2,wolof,male,data/speech_accent_archive/recordings/recordings/wolof2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coristela as hi to bring these things weize her from the store six spoons of fresh snowpiese five thick slabs of brucheese and may be a snack for her brother barb we also need of small blastic snake and a big toy frog for the kids she can scoop these things into tree red bags and we will go meet her whence day a e trn station
52.0,"khombole, senegal",wolof3,wolof,female,data/speech_accent_archive/recordings/recordings/wolof3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleas corse tela ask her to bring this thancsryl her from the sor six porns of fresh snopees five thicke slaps of brooces it may be a snack of her brather bok we also need a small pastic snake in a victoy for for the kits the kentschoo lel things into thre red bags and we will go need her wenesday at transtation
30.0,"changsha, hunan, china",xiang2,xiang,male,data/speech_accent_archive/recordings/recordings/xiang2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela ask her to breang these things with her from the store six spoons of fresh snow peese five thick snaps of blue cheese and may be a snap for her brother bob we also need a small plastic snake and a big toyfrock for the kit she can scoop these things into three red baks and wel will go meet her whenese day add the translation
23.0,"zhuzhou, hunan, china",xiang4,xiang,female,data/speech_accent_archive/recordings/recordings/xiang4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place costela ask her to breeng theee things with her from the store six spons o fresh snowpeece five thig slaps or blue cheese and maybe a snack for her brithe bab we also need a small plastic snag for en a big tawy frog for the kate she can scoop thee things into three rad baks and we were go meet her wenesday athe transtation
19.0,"yakutsk, russia",yakut1,yakut,female,data/speech_accent_archive/recordings/recordings/yakut1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stilla ask her to bring the things with her from the store six spoons of fresh note piece five thick slaps of blue cheese and maybe a snuck for her brother bab we all so need  small blustic snake and a big toy frock fo the kits she can scroop the things into three red backs and we will go meet her wenesday at the drain station
34.0,"yap island, federated states of micronesia",yapese1,yapese,female,data/speech_accent_archive/recordings/recordings/yapese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plece calstela ask her to bring these things with her from the store six spoins of fre snow piece five thick slabs of bluces and may be a snack for her brother bab we also need a small plastic snake and a bi to frog for the kitts sickn scrouop these things into three red backs and we will go meet her whence they at te tran station
60.0,"st. etienne, france",yiddish1,yiddish,male,data/speech_accent_archive/recordings/recordings/yiddish1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stal six spoons of fresh snow peese five shix six slebs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
78.0,"winnipeg, manitoba, canada",yiddish2,yiddish,female,data/speech_accent_archive/recordings/recordings/yiddish2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace callstella ask her to bring these things with her from the stor sixspoons of first snowpiece five thick slabs of louotccheese and may be a snack for her brother bab we also neede a small plastic snake in a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the trade station
52.0,"brooklyn, new york, usa",yiddish3,yiddish,male,data/speech_accent_archive/recordings/recordings/yiddish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask yher to bring these things with her from the store six spoons of fresh snow piee five thicx slabs of bloue cheese and may be a snack for her brother vab we also net a small plast ic snake and a big toy frog for the kitts she can scoop these things into three red bags and we will go meet her wednesday at the train station
86.0,"vilnius, lithuania",yiddish5,yiddish,female,data/speech_accent_archive/recordings/recordings/yiddish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,prece called stella aska to bring di sinks wite from this sta six spoons of fresh snor pese five tick slaps of blou cheese made ya snak for e broad a barb yos an yet a smoke plastic snake and i bit dofrag for the kes she can scoude sinks into tree ved begs and dia go mitta vense a detrain station
40.0,"ibadan, oyo, nigeria",yoruba2,yoruba,female,data/speech_accent_archive/recordings/recordings/yoruba2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call staylar ask haw to bring this things with her from the store six spoons of fresh snow pes five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toyfrog for the keds she can scoop this things into three red bags and we will go mitar wednesday at the train station
31.0,"bethel, alaska, usa",yupik1,yupik,female,data/speech_accent_archive/recordings/recordings/yupik1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place carsdela ask her to bring these things with her from destore six spoons of fresh snow peese five thix slavs of blue cheese and may be a snac for her brother barb we also need a small plastic sneg and a big toy frog for the kids she can scope these things into three red bags and we will go meet her whenesday at the train station
24.0,"bulawayo, zimbabwe",zulu1,zulu,female,data/speech_accent_archive/recordings/recordings/zulu1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pews call dela ask her to bring these things with her from the star six spons of fresh snawpes five thick sleps off blue cheese and maybe a sneg for her brother barb we also need a small plastic ssnek and a big toy frog for the kes she can scop these things into te red begs and we will alf well gomit her wednesday at this trinstation
27.0,"virginia, south africa",afrikaans1,afrikaans,female,data/speech_accent_archive/recordings/recordings/afrikaans1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellar ask her to bring these things with her from the stoor six spoons of free snow piece five thick sleps of blue cheese and maybe a snack for her brother her brother bab we also need a small plactic snake and a beek to a frok for the kitts she can scroop these things into fregreate bags and we will go meet the winsday drain station
40.0,"pretoria, south africa",afrikaans2,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the storme six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
43.0,"pretoria, transvaal, south africa",afrikaans3,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tella ask her to bring these things with her from the store six spoons of fresh snow peese five thicx slabs of blue cheese and may be a snack for her brother bob we also need a small placstic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"pretoria, south africa",afrikaans4,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peeas five thick slaps of blue cheese and may be a snack for her brother bab we also need a small plastic snake and a big toyfrog for the kits she can scoop these things into three red bags and we will go and meet her wednesday at the train station
19.0,"cape town, south africa",afrikaans5,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ple schoolstella asked her to bring these things with her from the sto six spoons of fresh nopies five thick slabs of ble chees and may be a snack for her brother bob we also need a small plasic snake in a big toy frog for the kids she can scooped these things into three red bags and we will go meet her wednesday at the train station
41.0,"accra, ghana",akan1,akan,male,data/speech_accent_archive/recordings/recordings/akan1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pece castela askete to bring these things with it from the stow six six pons of fresh snow piece five thicx laps of blue cheese and may be a snuck for head brather bo we say need a small blasced snake in a big tor fo for the cates she can scoup these things into three red bags and will gol me hei wans a at a transtation
19.0,"prishtina, kosovo",albanian1,albanian,male,data/speech_accent_archive/recordings/recordings/albanian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and may be a snack for her brother bab we also need a small plastic snake and the big toy frog for the kits she can scoop this things into three red bags and we will meet we will go meet her wednesday at the train station
44.0,"tirana, albania",albanian3,albanian,male,data/speech_accent_archive/recordings/recordings/albanian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calld stalla ask her to bring these things with her from the star six pouns of fresno piece five thix laps of bluchise and may be a snaco for her brather bab we also neat the smll blastic's negg and the big toy fro for lequits she can scold these things into three or ed bags and wi'll go with her at wenesday at the pran station
31.0,"vlore, albania",albanian5,albanian,male,data/speech_accent_archive/recordings/recordings/albanian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stelask er to bring this things from with her from the store sixspoons of fresh snow piece five thik laps of blue cheese and may be a snak for a brather bob we'll so neet a small plast ic snake and thae big toi frok for the kids she can scub thise thingks into three red bags and we will go meter whene day at the train station
25.0,"prishtina, kosovo",albanian6,albanian,female,data/speech_accent_archive/recordings/recordings/albanian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,thease callstela ask her to bring these things with her ma with her from the store six spoons of fresh snow piece ah five thick slabs of blue cheese and may be a snack for her brother bob we all soneet a small plasic snake and a big toyfrog for hr a forliquites she can scoop these things into three red bags and we will go meet her ones day at the transtation
45.0,"prishtina, kosovo",albanian7,albanian,female,data/speech_accent_archive/recordings/recordings/albanian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call thela ask her to bring these things with her from the store six spoons of fresh snow piece five thix laves of blue cheese and may be a snak for her brother bob we also need a small plastic snake and a big doyfrog for the kedts she can scoop these things into three red bags and we wi'll go meet her whence day at at train station
43.0,"prishtina, kosovo",albanian8,albanian,female,data/speech_accent_archive/recordings/recordings/albanian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstela ask her to bring these things from her with her from the store six spoons of fresh snow piesce five thicx slabs of blue cheese and may be a snack for her brother bab we ulsoneat a small blast icf snake and a big toy frog for the kits she can schoob these things into three red bags and we will go meet her wet wenesday at the transtation
22.0,"tirana, albania",albanian9,albanian,female,data/speech_accent_archive/recordings/recordings/albanian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this things with her from the sore six spoons are fresh snow beese five thix slabs of blue cheese and may be a snag for her brother bob we also need a small blastic snake and a big toy frog for the kids she can scoove this things into three o rab bags and we will go meet her wednesday at the train station
39.0,"ouarzazat, morocco",amazigh2,amazigh,male,data/speech_accent_archive/recordings/recordings/amazigh2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stilla ask her to bring distanks with her from the store six spoons of fres snow pece five thix slaps of blu cheese and maybe asnak for her bather ba we also need a smalplasix nak and a big toy frog for the kids she can scoupt i thanks into three trid bags and we will gomeet her wins day a dhe triin station
24.0,"addis ababa, ethiopia",amharic11,amharic,female,data/speech_accent_archive/recordings/recordings/amharic11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace collstella asker to bring these things with her from the store six spoons of fresh snow piece five tick slip of blue cheese and maybe a snug for her brother bab we also neet a small plastic snug in a big toyfrog from the kets she can scoup distincts into three red bags and we all we will go meet her onesday at the trainstation
26.0,"addis ababa, ethiopia",amharic12,amharic,female,data/speech_accent_archive/recordings/recordings/amharic12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,police calld astella ask her to bring the s things with her from the stor sicks a spoon of fresh snowpiece five sixs slopes of blue cheese and may be a snag for the brother ba her brother ba we also need a smorl plastic snag an tha big toiy frog for the kases she can escope the s things into three ared backs and we will go mit her whensday add the train station
36.0,"werder, ethiopia",amharic16,amharic,male,data/speech_accent_archive/recordings/recordings/amharic16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plucecolstela ask her to bring dis tingues with her from the stor six sponcs of fresh snopezs five tix slups of bloces and maybe a snark for her brazer bab we also need a small plastic snark and a bic toy frog for teir kids she can scope this tinges into three red babs and we will go meet her wenstay atthe train station
21.0,"addis ababa, ethiopia",amharic17,amharic,male,data/speech_accent_archive/recordings/recordings/amharic17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,poleace call stella esker to bring this thing was her from the store six spoonts of fresh snowpes five thick leps of blue cheese a maybe a snack for her brother bab we also needt e small plastic snake and a big toy frog for the kitts she can scoup thisthings into three red begs and will go to meet her awenesday at the train station
20.0,"addis ababa, ethiopia",amharic18,amharic,female,data/speech_accent_archive/recordings/recordings/amharic18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bob we also needt a small class ic snake and a big toiy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the transtation
19.0,"tefki, ethiopia",amharic19,amharic,female,data/speech_accent_archive/recordings/recordings/amharic19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store six spoons of fresh snow peyse five thicx slaps of blue cheese and may be a snack for he brother bab we also ned a small plastic snake and a big toy frog for the kitts she can scoop these things into three red bags and wewill go meet her wednesday at the train station
27.0,"addis ababa, ethiopia",amharic3,amharic,male,data/speech_accent_archive/recordings/recordings/amharic3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blis calsetta ask her to bring thise thinges with her from the stor six spuno fresh snopiece five tich slip off bluchis and maybe i knock for her brizar bap we also neede a small plastic snack and big to fra forte kips the skannscu distincts into  three reed backs and we will go meet her whens dey athe train station
31.0,"addis ababa, ethiopia",amharic5,amharic,male,data/speech_accent_archive/recordings/recordings/amharic5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plicecoris stilla ask her to bring thistings with her from dhe sto six ponds of fresh snowpiece five six laps of blue cheese and may be a snack for her brazer bob we also need a smorlplastic snack in a bliqu toy frog for the kitts she canescop sisting thes into three red bags and will go meet her wednesday a the transtation
31.0,"addis ababa, ethiopia",amharic6,amharic,female,data/speech_accent_archive/recordings/recordings/amharic6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pese cold staylar ask her to bring these things with her froum the door six pums of fresh snow peace five siks laps of blue cheese and may be a snack for her brother bob we ought so neet a small plastic snak and a big toifrok for the kitts she can scoop these things into three red backs and we would go meeth her wenesday at the tran station
22.0,"jiddah, saudi arabia",arabic102,arabic,male,data/speech_accent_archive/recordings/recordings/arabic102.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela askd her to bring these things with her from the store six spoons of fresh snowpeese five thick thix slabs of blue cheese and may be a snack for her brother bab we also neet a small pastic snake in a big toy frog for the kids we can scoop these things into three red bags and we will go meet her a whednesday at the train station
22.0,"meknes, morocco",arabic16,arabic,male,data/speech_accent_archive/recordings/recordings/arabic16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costala ask her to bring these things with her from the sto six pons of fre snall bees five sic slaps of blue cheese that may be a snack for her brother ba we also need a small blessic snake in the beig doyfrok for de kats she can scoop these things into tree rat baks if we we'll go meet her wenesday at the transtation
35.0,"settat, morocco",arabic17,arabic,male,data/speech_accent_archive/recordings/recordings/arabic17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please golstill ask her to bring these things with her from the store six spoons of frissnow peese five thick slebs of blue cheese and may be a sneck for he brather bob we also neet a smapressic snake and a big toyfrog for the kits she can scoold these things into three red bags and we will go meet her whence they are dieternstation
18.0,"kuwait city, kuwait",arabic18,arabic,male,data/speech_accent_archive/recordings/recordings/arabic18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese scolls tiller ask her to bring these things with her from the stok six spoons of which snow pece five thix labs of blue cheese and maybe a snack for her brother bok we also need a small plactic snake and the big toyfolk for the kits she can scroow these things into three ged baks and we will go meet her wens day at the train stationed
18.0,"damascus, syria",arabic2,arabic,male,data/speech_accent_archive/recordings/recordings/arabic2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peeas five thick slabs of blue cheese and may be a snack for her brother bob we also need a small splastic snake and big toy frog for the kits she can scoop these things into the three red bags and we will go meet her wednesday at the train station
36.0,"chtaura, beqa valley, lebanon",arabic20,arabic,male,data/speech_accent_archive/recordings/recordings/arabic20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slaps of blue cheese and may be a snak of her brother wa we also need as mor lastic snake and a big toy frog for the kitts she can scoov these things into three red bags and w go met e wednesday at the train station
46.0,"beirut, lebanon",arabic21,arabic,female,data/speech_accent_archive/recordings/recordings/arabic21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colestella ask her to bring these things with her from the stoore six spoons of fresh snow peas five thick slaps of blue cheese and may be a snack for her brother bub we also need a small plastic snake and a big toy frog for thikits she can scroop these things into three red bags and we will go meet her wenesday at the train station
23.0,"abu dhabi, united arab emirates",arabic22,arabic,female,data/speech_accent_archive/recordings/recordings/arabic22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gostaa asked her to bring these things with her from this door six pourns of frish snow pees five thix laps of blue cheese a may be as now for her brother bok we also need a small blasked snake and a big twife ok for the keeds she cans oop these things into three rid bags and we will go met her enesday at the tran station
42.0,"al mahalla, egypt",arabic23,arabic,male,data/speech_accent_archive/recordings/recordings/arabic23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring theese thanks with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bab we also neet a small plastic snake and a big toy frog for the kids she can scoop these thanks into three rid begs and we'ill go meet her winis day at the train station
19.0,"riyadh, saudi arabia",arabic30,arabic,female,data/speech_accent_archive/recordings/recordings/arabic30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please castella ask her to bring these things with her for the store six spoons of fresh mb spoons of fresh snotpiee five thick laps of bloo cheese and maybe a snack for her brother bob we also need a small placic snak  snack and a big  toy frog forr the kids she can scoop these things into three red bags and we will go meet her wednesday at the trai station
