age,birthplace,filename,native_language,sex,path_to_audio,transcription,whisper_base_transcriptions
31.0,"addis ababa, ethiopia",amharic5,amharic,male,data/speech_accent_archive/recordings/recordings/amharic5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five tics laps of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snack and a big toy frog for the kids. she can scope these things into three red bags and we'll go meet her wednesday at the train station."
31.0,"addis ababa, ethiopia",amharic6,amharic,female,data/speech_accent_archive/recordings/recordings/amharic6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella. ask her to bring these things with her from the store. 6 spoons of fresh snow peas. 5-6 slabs of blue cheese. and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red packs. and we will go meet her wednesday at the train station.
22.0,"jiddah, saudi arabia",arabic102,arabic,male,data/speech_accent_archive/recordings/recordings/arabic102.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ascredor bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. we can scoop these things into three red bags and we will go meet her wednesday at the train station."
22.0,"meknes, morocco",arabic16,arabic,male,data/speech_accent_archive/recordings/recordings/arabic16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, call stella. ask her to bring these things with her from the store. six spoons of fresh, no peas, five, six, lots of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake in the big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
35.0,"settat, morocco",arabic17,arabic,male,data/speech_accent_archive/recordings/recordings/arabic17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call steadler, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snack and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her once they add a train station."
18.0,"kuwait city, kuwait",arabic18,arabic,male,data/speech_accent_archive/recordings/recordings/arabic18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the stock. six spoons of wedge, snow, peas, five six labs of blue cheese, and maybe a snack for her brother, bob. we also need a small plastic snake and a big toy fork for the kids. she can screw these things into three red bags, and we will go meet her one day at the train station."
18.0,"damascus, syria",arabic2,arabic,male,data/speech_accent_archive/recordings/recordings/arabic2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into the three red bags and we will go meet her wednesday at the train station."
36.0,"chtaura, beqa valley, lebanon",arabic20,arabic,male,data/speech_accent_archive/recordings/recordings/arabic20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack of her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and will go meet her wednesday at the train station."
46.0,"beirut, lebanon",arabic21,arabic,female,data/speech_accent_archive/recordings/recordings/arabic21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
23.0,"abu dhabi, united arab emirates",arabic22,arabic,female,data/speech_accent_archive/recordings/recordings/arabic22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stara. ask her to bring these things with her from the store. 6 pence of fresh snow peas. 5 thick slabs of blue cheese. and maybe it's not for her brother, bob. we also need a small plastic snake and a big fly for 40 kids. she can scoop these things into 3 red bags and we will go meet her once they get a train station."
42.0,"al mahalla, egypt",arabic23,arabic,male,data/speech_accent_archive/recordings/recordings/arabic23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother baw. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her one-day at the train station."
19.0,"riyadh, saudi arabia",arabic30,arabic,female,data/speech_accent_archive/recordings/recordings/arabic30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella as her to bring these things with her for the store six spoons of fresh spoons of fresh no peas five six laps of blue cheese and maybe a snack for her brother bob. we also need a small plastic snack snack and the big toy frog for the kids she can scoop these things into three red bags and we will go meet her once they add the train station
42.0,"baghdad, iraq",arabic32,arabic,male,data/speech_accent_archive/recordings/recordings/arabic32.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe snacks for her brother bob. we also need a small plastic snake and a big toy for the kids. she can screw these things into three red bags and we will go meet her wednesday at the train station."
34.0,"kuwait city, kuwait",arabic34,arabic,female,data/speech_accent_archive/recordings/recordings/arabic34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her wednesday at the train station."
18.0,"jiddah, saudi arabia",arabic37,arabic,male,data/speech_accent_archive/recordings/recordings/arabic37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella as her to bring these things from the store. 6 spoons of fresh snow peas, 5-6 lbs of blue cheese and maybe a snack for a brother bob. we also need a small plastic snake and a bag toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
19.0,"sharjah, united arab emirates",arabic4,arabic,male,data/speech_accent_archive/recordings/recordings/arabic4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake at a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her when is day at the train station."
23.0,"jiddah, saudi arabia",arabic51,arabic,male,data/speech_accent_archive/recordings/recordings/arabic51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
21.0,"jiddah, saudi arabia",arabic52,arabic,female,data/speech_accent_archive/recordings/recordings/arabic52.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
22.0,"baghdad, iraq",arabic54,arabic,male,data/speech_accent_archive/recordings/recordings/arabic54.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
43.0,"ain defla, algeria",arabic56,arabic,male,data/speech_accent_archive/recordings/recordings/arabic56.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stila, ask her to bring these things, with her from the store, six spoons of fresh snow peas, five thick slives of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her wednesday at the train station."
28.0,"beirut, lebanon",arabic57,arabic,female,data/speech_accent_archive/recordings/recordings/arabic57.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
34.0,"baghdad, iraq",arabic58,arabic,male,data/speech_accent_archive/recordings/recordings/arabic58.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella as her to bring these things with her from the store. six months of first snowbees, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red box and we will go meet her when it's day at the train station."
55.0,"irbid, jordan",arabic59,arabic,male,data/speech_accent_archive/recordings/recordings/arabic59.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow, peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her once they have the train station."
21.0,"sanaa, yemen",arabic6,arabic,male,data/speech_accent_archive/recordings/recordings/arabic6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, costella, ask her to bring these things with her from the store six spoons of fresh snow base, five thick slabs of blue cheese, and maybe a snake for her brother, bob. we also need a small glassic snake and a big toy frog for the kids. she can't scope these things into three red bags and we will go meet her once they add their transportation."
20.0,"manama, bahrain",arabic61,arabic,male,data/speech_accent_archive/recordings/recordings/arabic61.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store, six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
23.0,"riyadh, saudi arabia",arabic64,arabic,male,data/speech_accent_archive/recordings/recordings/arabic64.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store, six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. we can scoop these things into three red bags and we will go meet her wednesday at the terrain station."
32.0,"samail, oman",arabic65,arabic,female,data/speech_accent_archive/recordings/recordings/arabic65.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stila. ask her to bring these things with her from the store. six spoons of fresh snow peas, five-six slabs of blue cheese, and maybe as not for her brother's, brother pop. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
55.0,"kerma, sudan",arabic69,arabic,female,data/speech_accent_archive/recordings/recordings/arabic69.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring me things with her from the store. six spoons of fresh snow peas, five six laughs, groutches and maybe snack for her brother bob. we also need a small glass of snack and a big toy for the kids. she can scoop these things into three bags and we will go meet her when she is at the train station."
47.0,"casablanca, morocco",arabic70,arabic,male,data/speech_accent_archive/recordings/recordings/arabic70.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack for her brother-bub. we also need a small plastic snack and a big toy for our kids. she can scoop these things into three red bags and we'll go meet her wednesday at the train station."
20.0,"baghdad, iraq",arabic72,arabic,female,data/speech_accent_archive/recordings/recordings/arabic72.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella. ask her to bring these things with her from the store. six spoons of fresh novice. five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her when they add the terrain station.
18.0,"alexandria, egypt",arabic74,arabic,male,data/speech_accent_archive/recordings/recordings/arabic74.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 prunes of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her once they add the train station."
26.0,"riyadh, saudi arabia",arabic75,arabic,female,data/speech_accent_archive/recordings/recordings/arabic75.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
25.0,"jiddah, saudi arabia",arabic76,arabic,male,data/speech_accent_archive/recordings/recordings/arabic76.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. she expoons a fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snack, snake, and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her with and they add the train station."
18.0,"ad dammam, saudi arabia",arabic77,arabic,female,data/speech_accent_archive/recordings/recordings/arabic77.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
19.0,"washington, district of columbia, usa",arabic78,arabic,female,data/speech_accent_archive/recordings/recordings/arabic78.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, costella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother-bought. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her wednesday at the train station."
24.0,"medina, saudi arabia",arabic79,arabic,female,data/speech_accent_archive/recordings/recordings/arabic79.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and you will go meet her wednesday at the train station."
21.0,"casablanca, morocco",arabic8,arabic,male,data/speech_accent_archive/recordings/recordings/arabic8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. 6 pounds of fresh snow peas, 5-6 slabs of blue cheese, and maybe snack for her brother bob. bob. we also need a small plastic snake and a big toy frog for the kids. she can scope these things into 3 red bags and we will go meet her wednesday at the train station."
22.0,"riyadh, saudi arabia",arabic81,arabic,male,data/speech_accent_archive/recordings/recordings/arabic81.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese and maybe a snack of her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
26.0,"medina, saudi arabia",arabic84,arabic,female,data/speech_accent_archive/recordings/recordings/arabic84.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of a fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake, snake, and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
24.0,"ad dammam, saudi arabia",arabic85,arabic,female,data/speech_accent_archive/recordings/recordings/arabic85.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things with her from the store. six spoons of fresh snow, peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snack, and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her wednesday at the train station."
28.0,"cairo, egypt",arabic86,arabic,male,data/speech_accent_archive/recordings/recordings/arabic86.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
19.0,"beirut, lebanon",arabic88,arabic,female,data/speech_accent_archive/recordings/recordings/arabic88.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please, call stada. ask her to bring these things with her from the store. six spoons of fresh snow peas, five six slabs of blue cheese, and maybe a snack for her brother, bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags, and we will go meet her wednesday at the train station."
35.0,"baghdad, iraq",arabic89,arabic,female,data/speech_accent_archive/recordings/recordings/arabic89.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call estella as card to bring these things with her from the store, six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe snacks for her brother bob. we also need a small plastic snacks and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
19.0,"sharjah, united arab emirates",arabic97,arabic,female,data/speech_accent_archive/recordings/recordings/arabic97.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call estella, ask her to bring these things with her from this tour. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother-bob. we also need a small plastic snack and a big toy frog for the cats. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
19.0,"ras al khaimah, united arab emirates",arabic98,arabic,female,data/speech_accent_archive/recordings/recordings/arabic98.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call steta, ask her to bring these things from the store. six spoons of fresh snow peas, or thick slabs of blue cheese, and maybe it's not for her brother bob. we also need a small plastic snack and a big toy frog for the kids. she can skew these things into three red bags, and we will go meet her once they add the train station."
19.0,"yerevan, armenia",armenian1,armenian,female,data/speech_accent_archive/recordings/recordings/armenian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring this thing with her from the store. six points of fresh no pins, five thick slabs, blue cheese and maybe a snake for her brother, bro. we also need a small plastic snake and big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
44.0,"tehran, iran",armenian2,armenian,female,data/speech_accent_archive/recordings/recordings/armenian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh smooth peas, five thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
27.0,"tbilisi, republic of georgia",armenian4,armenian,female,data/speech_accent_archive/recordings/recordings/armenian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella. ask her to bring these things with her from the store. six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother bob. we also need a small plastic snake and a big toy frog for the kids. she can scoop these things into three red bags and we'll go meet her wednesday at the train station."
21.0,"yerevan, armenia",armenian5,armenian,female,data/speech_accent_archive/recordings/recordings/armenian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring these things here from the store. 6. fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother bob. we also need a small, basic snack and a big toy frog for the kids. she can scoop these things into 3 red bags and we will go meet her wednesday at the train station."
23.0,"armavir, russia",armenian6,armenian,male,data/speech_accent_archive/recordings/recordings/armenian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring those things with her from the store, six months of fresh, normal piece, five thick slabs of blue cheese and maybe a snack for her brother-bub. we also need a small plastic snack and a big toy for the kids. she can scoop those things into free red bags and we will go meet her wednesday at a train station."
50.0,"yerevan, armenia",armenian8,armenian,female,data/speech_accent_archive/recordings/recordings/armenian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please call stella, ask her to bring the stings with her from the store. six spoons of fresh snow peas, five thick slab of luchis and maybe snack for her brother-bug. we also need a small plastic snack and a big toy for the kids. she can scoop these things into three red bags and we will go meet her wednesday at the train station."
42.0,"accra, ghana",ashanti1,ashanti,female,data/speech_accent_archive/recordings/recordings/ashanti1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,"please constella, accept ring these tents with hair from the stone. suspense of fresh snow peas, five thick slabs of glutes and maybe a snack for her brother-in-law. we also need a small plastic snake and a big toy frog for the kids. she can scoop these tents into three red bags and we will go meet her wednesday at the train station."
