age,birthplace,filename,native_language,sex,path_to_audio,transcription,wav2vec2_large_transcriptions
26.0,"mansehra, pakistan",pashto10,pashto,female,data/speech_accent_archive/recordings/recordings/pashto10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five tick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"peshawar, pakistan",pashto4,pashto,female,data/speech_accent_archive/recordings/recordings/pashto4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of freshnal pease five faced laves of blue cheese and maybe a snack for her brother bob we also neet a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
42.0,"kabul, afghanistan",pashto7,pashto,female,data/speech_accent_archive/recordings/recordings/pashto7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six oons of fresh snowpiece five thick slots of blue cheese and maybe a snap for her brother bob we also neat a small plasted snake and a big toy frock for the kids she can scook these things and two three red bags and we will go a meet her wednesday at the train station
39.0,"paktia, afghanistan",pashto8,pashto,male,data/speech_accent_archive/recordings/recordings/pashto8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,liscar stella ask her to bring these things with her from tha store sek scon of fresh snow piece five thak slaved of blue cheese and maybe a snak for her brother bob we also neat a smalt blastak nake and a beg toy frog for thar cars she can scope these thing and to three red begs and we will go meet her whence thay at the transtation
18.0,"kolonia, pohnpei, federated states of micronesia",pohnpeian1,pohnpeian,male,data/speech_accent_archive/recordings/recordings/pohnpeian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"wolanow, poland",polish10,polish,female,data/speech_accent_archive/recordings/recordings/polish10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coch steila ask her to bring the those things with her from the store six spoons of fresh snowpeese five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scope those things into three red bags and we will go and meet her wednesday at the train station
56.0,"warsaw, poland",polish11,polish,female,data/speech_accent_archive/recordings/recordings/polish11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring these things so with her from the staro sixpoons of fresh snow peese five thick slapes of blue cheese and may be a snake for her brother bab we also need a small placent snake and a big toiled frog for the kids she can scoop these things into three red bags and will go and meet her wednesday at tran station
22.0,"gryfino, western pomerania, poland",polish13,polish,male,data/speech_accent_archive/recordings/recordings/polish13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cossella ask her to bring these things with her from the store sixpoons of fresh no peese five thix slaps of blue cheese and maybe a snack for her brother bob we also need a small plasted snake and a big toped rog for the kid she can scoup these things into threered bags and we go mid her once day at the train station
25.0,"ketrzyn, poland",polish15,polish,female,data/speech_accent_archive/recordings/recordings/polish15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stara ask her to bring these things with her from the store six spoons of fresh snowpiese five thix slaps of blue cheese and maybe a snack for her brother bob we also need a small blastic snake in a big tall frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"koszalin, poland",polish16,polish,male,data/speech_accent_archive/recordings/recordings/polish16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellher ask her to bring these things with her from the store six spoons of fresh snowpeace five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plustic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the trine station
33.0,"krakow, poland",polish17,polish,female,data/speech_accent_archive/recordings/recordings/polish17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from this door six spoons of fresh snowpiece five thick slabs of blue cheese and maybe a snug for her brother bob we also need a small plastic snake and a big tally frog for the kids she can scoop these things into three red bags and will go meet her wednesday at the train station
18.0,"bialystok, poland",polish18,polish,male,data/speech_accent_archive/recordings/recordings/polish18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five fixed slapes of blue cheese and may be a snake for her bader berb we also need a small pastic snake and a pigtie frack for the kits she can scoop these things into tree ed bags and will go and meet her wednesday at the train station
24.0,"belchatow, poland",polish19,polish,male,data/speech_accent_archive/recordings/recordings/polish19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,puise colstella ask her to bring these things with her from the store sixpincs of fresh snowpiece fi thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she conscew these things into three red bags and we will go meet her wednesday at a train station
53.0,"gdansk, poland",polish20,polish,female,data/speech_accent_archive/recordings/recordings/polish20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
30.0,"kolobrzeg, poland",polish21,polish,male,data/speech_accent_archive/recordings/recordings/polish21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecostela ask her to bring these things with her from store six spoons of fresnow pease four fixed slops of blue cheese and maybe a snock for a brother bob we also need a small plustic sneak and a big togrog for the kids she can scoop these thinks into three ted bags and we'll go mete wednesday at the train station
21.0,"lobez, poland",polish23,polish,male,data/speech_accent_archive/recordings/recordings/polish23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the stal six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scow these things into three rad bags and we will go meet her wednesday at the train station
20.0,"koszalin, poland",polish24,polish,female,data/speech_accent_archive/recordings/recordings/polish24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gostella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slaps of blue cheese and may be a snack for her brother bob we also need a small plustic snack and a big toy frog for the kits she can scub these things into three red baks and we will commit her wednesday at detrain station
20.0,"koszalin, poland",polish25,polish,male,data/speech_accent_archive/recordings/recordings/polish25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go mit her wednesday at the train station
19.0,"bytow, poland",polish26,polish,male,data/speech_accent_archive/recordings/recordings/polish26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coll stella ask her to bring these things we've har from the store six spoons of fresh snow piece five thicx snaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kid's she can scoop these things into three egt bacgs and we'll go meet her wednesday at the chain station
19.0,"koszalin, poland",polish27,polish,male,data/speech_accent_archive/recordings/recordings/polish27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick sleps of blue cheece and maybe a snack for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go mirer wednesday at the train station
20.0,"koszalin, poland",polish28,polish,female,data/speech_accent_archive/recordings/recordings/polish28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steller ask her to bring these things with her from the store sixponce or fresh snowpiee thih thick slaps of blue teese and may be a snug for her brother bob we also neet a small plasticsnake and a dictoy frock for the kids she can scob these things into frired bags and wi'll gomit her wednesday at the train station
20.0,"sianow, poland",polish29,polish,male,data/speech_accent_archive/recordings/recordings/polish29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this thinks with her from the store six spoons of fresh snow piese fike thix slaps of blue cheese and may be a snak for her brother bob we also neet a small plastic snake and a big toy frock for the kids she can scope thise things into three red bags and we will go meet her wednesday at the vetrain station
31.0,"nowy sacz, poland",polish3,polish,female,data/speech_accent_archive/recordings/recordings/polish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick lap slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"koszalin, poland",polish30,polish,female,data/speech_accent_archive/recordings/recordings/polish30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stara ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slaps of blue cheese and maybe a snug for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scool these things in the free red bags and we will go and meet her wednesday at the train station
34.0,"trzebnica, poland",polish31,polish,female,data/speech_accent_archive/recordings/recordings/polish31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla ask her to bring these things with her from the store six spoons of fresh snowpiece five thix slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
42.0,"torun, poland",polish32,polish,male,data/speech_accent_archive/recordings/recordings/polish32.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeas five thick slabs of blue trees and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
21.0,"nowa ruda, poland",polish33,polish,male,data/speech_accent_archive/recordings/recordings/polish33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steller ask her to bring these things with her from the store six spoons of fresh snowpease five thick slambs wof blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can skiw these things into three red bags and we will go and meet her wednesday at the train station
48.0,"wroclaw, poland",polish34,polish,female,data/speech_accent_archive/recordings/recordings/polish34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
47.0,"krakow, poland",polish4,polish,female,data/speech_accent_archive/recordings/recordings/polish4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the star six spons of fresh snowpeese five thick slaps of blue cheese and may be a snack for her brother bob we also nead a small plastic snake and a big toy frog for the kids she can scoot this things into three red bags and we'll go med her wednesday at the train station
22.0,"ozarow maz, poland",polish5,polish,male,data/speech_accent_archive/recordings/recordings/polish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collsteller ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and maybe a snack for a brother borb we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we'll go meet her wednesday at the train station
26.0,"torun, poland",polish6,polish,female,data/speech_accent_archive/recordings/recordings/polish6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snowpease five thick slabs of blue cheee and maybe a snack for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"przemet, poland",polish7,polish,male,data/speech_accent_archive/recordings/recordings/polish7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stalle ask her to bring these things with her from the store six pincs of fresh snowpeese fie thick slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frock for the kit she can skip these things into three rad bags and we'll go and meet her wednesday at the train station
20.0,"otwock, poland",polish8,polish,male,data/speech_accent_archive/recordings/recordings/polish8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,police calls teller ask her to bring these thinks with her from the store six spoons of fristsnew peese fiv fix labs of blue chese and meus necx to her provet bob we also need a small plastic think and a big toy frug the keys she can skeow these tinks into three red bags and we'll go med our wednesday editorane station
23.0,"ostroleka, poland",polish9,polish,female,data/speech_accent_archive/recordings/recordings/polish9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cold stella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slaps of block blue cheese and may be a snak for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into the into three red bags and will go meet her wednesday at the train station
40.0,"sao paulo, brazil",portuguese11,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please co steller ask her to bring these things with her from the store six spoons of fresh snowpeese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plash snake and a big choy frog for the keds she can scoop these things into three red bags and wi'll go meet her whenest day at the train station
36.0,"lisbon, portugal",portuguese12,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stelle ask her to bring these things with her from the store sixpoons of fresh snowpeese five six slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and the big ty frock froter kits she can scoop these sings into three red bags and we will go meet her wednesday at the train station
18.0,"santa maria, rio grande do sul, brazil",portuguese13,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call estella ask her to bring these things with her from the store six spoons of fresh snowpiece five thick slaves of blue cheese and maybe a snake for ar bother bob we also need a small plasted snake and a big toy frog for the kids she can scop these things into three red bags and will go med her when is day at the train station
25.0,"sao paulo, brazil",portuguese14,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coistalla ask her to bring the sphinks with her from the store six spoons of fresh neal snow piece five fix labers of blue cheese and naby's neck for her brother bob we also need a small plad sneak and a big toy frog for the kids she can coopi t sphinks into three head bags and e we will go meeting her wednesday at the train station
54.0,"sao paulo, brazil",portuguese15,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeese five thixed slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
25.0,"porto alegre, brazil",portuguese16,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring these things with her from the store six spons of fresh snowpiece five thick slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the drain station
18.0,"salinas, brazil",portuguese17,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,prescostell askd her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and evis neck for her brother bob we hav sened a small plasted snake and a big toy frocg for the kids she can scop these things into three red three red bags and we go meet her wednesday at the train station
50.0,"almada, portugal",portuguese18,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stellan ask her to bring these things with her from the store sixpoons of fashnal piece five thick slebs of brute cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"florianopolis, brazil",portuguese19,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise call stella ask her bring these things with her from the store shake spones of frach and oll peas bah thakes lives of blue cheese and maybe sknack for her bother bond we also need a small plaster snake and a big toy frog for the kids she can't scoop these things into three rad bags and we will go meet her manas day at the train station
18.0,"brasilia, brazil",portuguese2,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six spoons of fresh snowpease five thick slabs of blue cheese and maybe snack off her brother bob we also meet a small plastic snake an a big toe frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
21.0,"campinas, brazil",portuguese20,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slebs of blue cheese and may by snake for her brother bob we also need a small platched snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednsday at the train station
23.0,"sao paulo, brazil",portuguese21,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calsteller ask her to bring these things with her from the store sixpoons of rasenal peese five thick slaps of blue chese and maybe a snake for her brother bob we also need a small plaster snake and a big toy frog for the kids she can scoop these things into three red bags and wewill go meet her wednesday at the train station
29.0,"curitiba, brazil",portuguese23,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh snowpease five thicx slebs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"santos, brazil",portuguese24,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gose teller ask her to bring these things with her from store six spoons of fresh snowpiece five thicx slaves of blue cheese and maybe is nek for a brother bob wels o need a small plaster snake and a big toy frog for the kids she can scoop these things into three rabbags and well go n midrer wednesday at the train station
25.0,"campo grande, brazil",portuguese26,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rad bags and will go meet her wednesday at the train station
33.0,"sao paulo, brazil",portuguese27,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caul stella ask her to bring thes phings with her from the store six spoons of fresh snow piece five fixed slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop thes phings into three red bags and we will go meet her wednesday at the train station
36.0,"sao paulo, brazil",portuguese28,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call estella ask her to bring these things with her from the store six spoonfus of fresh snowpeese five thick slebs and of blue cheese and maybe a snack of her for her brother bob we also need a small plastic snake an a big toy frog for the kids she can scoop these things in three red bags and we'll go meet her wednes day at the train station
28.0,"vitoria, brazil",portuguese29,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please caul steller ask her to bring these things we fer from the store six spoons of fresh snowpiece five thick slaps of blue cheese and maybe's nack for her brother bob we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the traind station
26.0,"juiz de fora, brazil",portuguese30,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stal eskiher t bring these things with her from the store six spoon of fresh not pees five big slegs of blue schees and may bys neck for her brother board we also need a small plast snake and a big toy frol for the keags she can scool these things into three red bags and we go meet her where e lay at the train station
