age,birthplace,filename,native_language,sex,path_to_audio,transcription,sewd_tiny_transcriptions
40.0,"zhezkazgan, kazakhstan",russian19,russian,male,data/speech_accent_archive/recordings/recordings/russian19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stali ask her to bring these thangs with her from the store six spoons of fresh snow pease five thik slabs of blue cheese and may a snack for her brother bob we also need a small clastic snake and a big toyfrog for the kids she can scoop these things into three red bags and we well go neither whenceday at the train station
28.0,"kostanai, kazakhstan",russian20,russian,female,data/speech_accent_archive/recordings/recordings/russian20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls tella ask her to bring this thing who tore from the toore six poons of freshna peas five thics labs of blue cheese and may be a snack for her brother bob well soon id a small plastic snake and the big toy frog for the kids she can scoob these things into threeret bags and we will go me to her wens the ether tranes tation
30.0,"riga, latvia",russian22,russian,male,data/speech_accent_archive/recordings/recordings/russian22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coal stula ask her to bring three things with her from the store six spoons of fresh snow peece five thick slebs of blue chees and may be a sneck for her brother bob we'll so need a small plastic snake and a big toy frog for the kids she can scoup these stains into three red bags and we will go meet her wenseday at the train station
21.0,"zaporizhzhya, ukraine",russian23,russian,female,data/speech_accent_archive/recordings/recordings/russian23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bleace coal stow ask her to bring these seen a thans aue was her from the store six pouncs of the frash snow peace fivesa five thig slaps of blue cheese and may be a sneck for her brother bop we also need a small plastic snake and a big toy frol for the kits she can scoup these things into three radbacks and we will go meet her wence day at the trainstation
21.0,"moscow, russia",russian27,russian,male,data/speech_accent_archive/recordings/recordings/russian27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella is co to bring these things with her from de stor six prees a fresh snoke peese five thix libes of blue cheese and they ber sat for her brother bop we also nad a small blastic snake and a bik tart frok for the kids she can skive this things and the three red bags and we will go me to he wensday at the train station
25.0,"minsk, belarus",russian28,russian,female,data/speech_accent_archive/recordings/recordings/russian28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring miss things with her from the store sixpons of fresh snowpeas fife thick slabs of bluucheese and may be a sneck for a brother bob we'll soneed a small blastic snake and a bik o toyfrock for the kits she can schoop these things into three red bags and we will go meet her one's day at the train station
21.0,"chisinau, moldova",russian29,russian,male,data/speech_accent_archive/recordings/recordings/russian29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease call stala ask her to bring these things with heir from the store seik spoond of fresh snow peese five thick slaps of blue cheese and may be a sneck for her brother bob we all so mee a small blestic snake in a beak toy frog for the kids she can scoop these things into three red baks and legl go meet her whense day it te train station
35.0,"zaporizhzhya, ukraine",russian3,russian,female,data/speech_accent_archive/recordings/recordings/russian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stela is cuch a brein these things with her from the store six spons of fresh snow peas five thick slabs old blue cheese and may be a snap for her brother bob but also need a small blastic snage and the big toy frog for the gids she can scobe this things into threera bags and will will gol meet her wone'sday at the drain station
18.0,"stavropol, russia",russian30,russian,male,data/speech_accent_archive/recordings/recordings/russian30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to brean these things with hur from the store sik spoons of fresh snow pees five thick slebs of blue cheese and may be snack for heure brother boak we also nee the small plastic snake and he bik soi frolk for the kits she can skilb the things ito three redbags and will go meet her wetness day the train station
21.0,"tallinn, estonia",russian31,russian,male,data/speech_accent_archive/recordings/recordings/russian31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these tings with her from a store six spoons an fresh snow peece five tick slabs of blue cheese and may re snack om her berroba go senear a small plastic snake in the big wor frog for the kits she gets scoo these things to feewred bags in a go meet her weysday of the train station
31.0,"kiev, ukraine",russian32,russian,female,data/speech_accent_archive/recordings/recordings/russian32.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collse thaa ask her to bring the thinks fis hervovsas tol six poosof frash snow these spie thicks slaps of bluchies and may be a sneck for her brather bob we also need the small plastic snake and a bictor frog for the cates she can schoub these things into threaread backs and we will go meet her whense they edde train station
24.0,"karaganda, kazakhstan",russian33,russian,female,data/speech_accent_archive/recordings/recordings/russian33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plece call stela ascuo bring thes things with your from the stor sei foos or fir snow peese five fiks thouves of blue chees and tey may snack for hur broade bob well singyen a small blastic snake and te beak do froke for the keys she con scoothis things into three irad daggs and a will gol meenhill whensthey at the trains fation
19.0,"vladivostok, russia",russian34,russian,male,data/speech_accent_archive/recordings/recordings/russian34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease cor stela ask her to bring this things with her from the store six poonse of fresh snor beas fi thicks slats or blou cheese and may guass neck for her rather bo we also neen a small plastic snake and the bictory frong for ther kets she canscoub this things into three r edbags and will go with her men'snake and the trainstation
25.0,"moscow, russia",russian36,russian,male,data/speech_accent_archive/recordings/recordings/russian36.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala ask her to bring these things with her from the store six poons of fresh snow peas five thick slabs of blue cheese and may be a snacke for her brother bom we also need a small plastic snake and the big ty frog for the keds she can scoop these things into three red backs and we will go meeter wenste at he traim station
31.0,"st. petersburg, russia",russian37,russian,male,data/speech_accent_archive/recordings/recordings/russian37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call teller ask her a pring these things with ther from the store sis boons of freshno peys fanthic slabs of blue cheese and may be a sneck fur their brother bob we al so need a smoll plastic snake and the beig to fruk were the kids she can scoot these things insta tree rab backs and we will go meer windy at the prain stesien
25.0,"brooklyn, new york, usa",russian39,russian,female,data/speech_accent_archive/recordings/recordings/russian39.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thik slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can schoop these things into three red bags and we will go meet her wednes day at the train station
23.0,"bishkek, kyrgyzstan",russian40,russian,female,data/speech_accent_archive/recordings/recordings/russian40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stala ask her to braings is tinks wis her from the store siks poons of fresh snow peace five teaks lobs of blue chees and may be a snack for her brather bob teosonid the smowl plastic snake and a big joy thro for the keeds she can scoovs is thinks into sreetrad bags and wea go meet her wensday as a train station
30.0,"nizhni novgorod, russia",russian41,russian,female,data/speech_accent_archive/recordings/recordings/russian41.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,fleececold stala ask her to bring these things with her from the store six spoons of fresh snow pease five slick stabs of blue chees and may be a snack for her brother balg we also neet a small plastic snake and a beag torth frog from the keats she conscobed this things into three red bags and we will go meet here enese day the transtation
24.0,"moscow, russia",russian42,russian,female,data/speech_accent_archive/recordings/recordings/russian42.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six piins of fresh snow peas five thic slabs of blue cheese and may be a snack for her brother bob also need a small plasic snake ind a big toy frog for the kids she can scoupe these things into three red bags and we will go meet her when stay at the train station
27.0,"st. petersburg, russia",russian43,russian,female,data/speech_accent_archive/recordings/recordings/russian43.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela askk her wys bring these things with her from the store six smoohs a fresh snow peece five six sabs of blue cheese and may be a snack for her brother bob we all so new a small plastic snake and a bigu toy frog for the kids she consove these things into three ra bags and will go need her one day the transtation
29.0,"penza, russia",russian44,russian,female,data/speech_accent_archive/recordings/recordings/russian44.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease coal stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue chees and may be a snack for her brother balb well son need a small plastic snake and a big toy frog for the kits she can scoupe these things into three red bags and we will go meet her onesday at the train station
24.0,"perm, russia",russian46,russian,female,data/speech_accent_archive/recordings/recordings/russian46.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bleese gold stea osk her to bring these things with her from the store six poonds of fresh snobes five thick slabs of blue chees and made this neck her brother bolb wil also meed a small blastic snake in a bicto frock for the kids she gainspup these things into three red bags and we will go mee hoon stay at the train station
26.0,"saransk, russia",russian47,russian,female,data/speech_accent_archive/recordings/recordings/russian47.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls tela ask hir to bring this things with her from the store six pons of fresh snow peas five thix slaps of blue cees ond medious nack for him brather bow well so muw e small passic snake and a bag tod frige for the kints she can scir this banks into three raythe bags imable gou me her wenbay and the transtation
29.0,"fergana, uzbekistan",russian48,russian,female,data/speech_accent_archive/recordings/recordings/russian48.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stalla ask her to bring dease things with her from the store six foods of fresh snow peas five tix slaps of blue cheese and may be a snack for her brother' bawl we also need a small plastic snake and a big toy frog for the kids she can scoup these stings into three red bags and we will go meet her onse day at the train station
26.0,"moscow, russia",russian6,russian,female,data/speech_accent_archive/recordings/recordings/russian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos tal a fuan nuskur to bring the thinks wih her home from store six ponts of fresh snow pease five thakes slops of blue cheese and may be a snack for her brother bop thu also need the small plastic snake and the beak toy frog for the kits she can scoop oll thethinkt into three red backs and will will go meech her wendsday at the trainstich
54.0,"kiev, ukraine",russian7,russian,female,data/speech_accent_archive/recordings/recordings/russian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,are ple school stella ask her to brink this thinks wit her from the store six spoons of fresh small pees five ficks slebs of blue cheese and may be a snack for her brother bob we also nee the smoll glastic snake and a big toy frok for the kiss she can schoob the sinks unto three red begs and we will go meeth your wensday as a train station
23.0,"moscow, russia",russian9,russian,male,data/speech_accent_archive/recordings/recordings/russian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellar ask her to bring this things with her from the store sixx spons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bab we also need a small plastic snake and the bik dyfrock for the kids she can screwe this things in the three rad bags and we will go if her wensday at the transtation
45.0,"byumba, rwanda",rwanda1,rwanda,male,data/speech_accent_archive/recordings/recordings/rwanda1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pltise cuostera ask er to bring these things with hir from the stall six porns of fresh snow peas if ive thicks leps of bruches and maybeest nack of her brother borg we also needest more plastics nake and a bigue toy frog from folokits she can scrop these things into three hird bags and it wull it go meet here on's day at the trinstation
35.0,"zofingen, switzerland",sardinian1,sardinian,female,data/speech_accent_archive/recordings/recordings/sardinian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask here to bring  this things with her from the store sixpoons of fresh snow pees five stick slubs of blue chees and may be us nack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop this things into three red bags and she will go meed her and we will go meet her whenseday at the train station
41.0,"satawal island, yap state, federated states of micronesia",satawalese1,satawalese,male,data/speech_accent_archive/recordings/recordings/satawalese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this things with her from the store six pones of fresh no peas five thicks laps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a beak torv rock for the kits she can scoope this tings into three red backs and we will go meet her wenceday at the train station
25.0,"belgrade, serbia",serbian10,serbian,male,data/speech_accent_archive/recordings/recordings/serbian10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stalla as her to bring distincts with her from the store six poos of fresh snow pees five thick slabs of boucheese and may be a snack for her brother bob weell so near aplastic snake and the big toyframfront for the gids she can schoo distings into three red bags and weill go meet her whensday a distrastish
26.0,"belgrade, serbia",serbian11,serbian,male,data/speech_accent_archive/recordings/recordings/serbian11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstela ask i to bring these things with her from the store sixpoons of feshional pees five thick slabs of lucheese and may be a snack for her brother bob we also need a small plostic snake and te bage tfrog for the kids she can scupe these things into three red bags and we will go meth er wencs tey at the transtation
25.0,"vranje, serbia",serbian12,serbian,female,data/speech_accent_archive/recordings/recordings/serbian12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bisco stala us her to bring those things with her from the store sis pons o fresh no piece five tick slaps of blouches and may bets neck for her brother bob we also nade a smoplasic snake and a beage doy frok for for dekits she can schoop dhose tings into the three rid backs and a little go to meet her whence thay at a train station
25.0,"teslic, bosnia and herzegovina",serbian13,serbian,female,data/speech_accent_archive/recordings/recordings/serbian13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleesecol stollo askher to wring these things with her from distor sixboons of fresh snow peece five sick slash of flue cheese and may be a snat for her brother bob whels on made a small blassic snake in a big tory frog for decans she can schouped these things into three red bags and rewwl gill meet her when stay the transtashep
26.0,"tuzla, bosnia and herzegovina",serbian15,serbian,female,data/speech_accent_archive/recordings/recordings/serbian15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise co stala ask her to bring the thinks with her from the stor sixpos of fresh nopiece fig a think slups off glochies and may bes neck for her brather buck we also need a small blastics snay t snake and the bitoyl frog  from the kits she can scoops these tincts in the three redbags and bevill go to mate her a randay on their trainstation
33.0,"belgrade, serbia",serbian16,serbian,male,data/speech_accent_archive/recordings/recordings/serbian16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstela ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake in a big toyfrok for the kids she can scoupe these things into three rad bags and will go meet her wensday at the trainstation
29.0,"belgrade, serbia",serbian17,serbian,female,data/speech_accent_archive/recordings/recordings/serbian17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bleace calls telo asker to bring these things with her from the store six poons of fresh snow beast ive thick slabs of brue chees and may be a sneck for her brother bub we also need the small plastic snake and the bik doory fruk for the kitts she can scoube these things into three red begs and we will meet her whence they as e trainstation
22.0,"belgrade, serbia",serbian18,serbian,male,data/speech_accent_archive/recordings/recordings/serbian18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tella ask her tho bring of these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother ball we also need the small plastic snake and the big toy frog for the kits she can scoup these things into three red bags and we will go meet her whence day at this transasion
25.0,"belgrade, serbia",serbian3,serbian,male,data/speech_accent_archive/recordings/recordings/serbian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these things what her from de store si spoons or fresh snow peas five thicks slabs of blue cheese and may be a snack for her brother bob we all so ned a small plastic snake and a big too frog for to kids she can scoupe these things into three red bags and we will go meet her wensday at the trainstation
35.0,"belgrade, serbia",serbian5,serbian,male,data/speech_accent_archive/recordings/recordings/serbian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the stora six spoons of fresh snopes five thick slups of blue cheese and may be a snack for her brother bob eosone the small plastic snank and the big toid frok for the kits an she can schoop these tincs into tree red bags and e'll guet an will go meet her whensday in the train station
33.0,"kraljevo, serbia",serbian6,serbian,male,data/speech_accent_archive/recordings/recordings/serbian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cols tela ask her to bring this tincts rit her from hdestor sixpoonsof fresh snow beast five tick slaps of gloucis and may be a snack for her brother bobe thealso ned the small blostic snake and the big tyfrog for the kits she an scoop distincts into tree erad begs and vivilgo meet her ranzday at the transation
31.0,"belgrade, serbia",serbian7,serbian,female,data/speech_accent_archive/recordings/recordings/serbian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place col stalumn ask her to gring these things with her from the store six poos a fresh snopeese five thick slebs of ablue cheese in may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoob these things into three red bags and we will go meet her one's day at the trainstation
44.0,"kraljevo, serbia",serbian8,serbian,male,data/speech_accent_archive/recordings/recordings/serbian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place covstala ask her to bring distincs with her from the stor sixpons of frashnol peace fitedic slipes of blowces and may be a snake for her brather bob te also need a small blastic snake in the big bixtoy frog for the keats she can sco distincs in to free o rad backs and wi the go meet her vastey ate the tray station
31.0,"kragujevac, serbia",serbian9,serbian,female,data/speech_accent_archive/recordings/recordings/serbian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bliscol stala asker to bring dhistincts wich her from tdestor six poons of fres snow piece five bick laves of bluecheese and made this neck of her brother baw we also need a small blassic snake and a big toy frok for the kits she can schooped this things in free red bags and we'll go meet her vanstay at a trainstation
34.0,"taunggyi, myanmar",shan1,shan,female,data/speech_accent_archive/recordings/recordings/shan1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pris cause terar our hud to bring distingued har form the stoe sixbon obfrest snawl pis fitick slrap op brouches and may be a snap for hobardobos we are so need a small prastic sneck in a big twi froks for the keys she can scoope disting into tree let becks and we wil go to met how in as tay at the traying station
30.0,"bulawayo, zimbabwe",shona1,shona,female,data/speech_accent_archive/recordings/recordings/shona1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peas carl stella ask her to bring these things with her from the store si spoons of fresh snow peas five thick slabs of blue cheese and may be a snack for her brother bogb we also need a small plastic snake and a big toy frog for the kids she can schoup these things into three red bags and we will go meet her wen'sday at the train station
20.0,"harare, zimbabwe",shona2,shona,female,data/speech_accent_archive/recordings/recordings/shona2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,cleese costella ask hur e bring these things with her from the store six spoons of fresh snow peas five thicks slabs blue cheese and may be a snack for her brother bob we also deed a small plastic snake and a big toy frog for the kides she can scoop these things into three red bags and will go meet her when'e they at the trainstation
26.0,"karachi, pakistan",sindhi1,sindhi,male,data/speech_accent_archive/recordings/recordings/sindhi1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please carls tela alsk her to bring these things with her from this tol six poons of frih snow please far thick slaps of blue chees and may be a slat for her bronther ball we also ned ta small plassic snay and a big tor falg for the kiffs she can ascoup these things into three rad bags and wim dell meet hurp bor nisday at the train station
25.0,"kosice, slovak republic",slovak1,slovak,female,data/speech_accent_archive/recordings/recordings/slovak1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blea sco stella ascur to bring these things with her from the store six spoons of fresh snow peece five thix sleps of bluecheese and may be a snack for a brather bob we also need a small blastic snake and a big dofrark for the kits she can schoop thee thinks into three red backs and we will go meet her whence day at the ad the train station
23.0,"piestany, slovak republic",slovak2,slovak,female,data/speech_accent_archive/recordings/recordings/slovak2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gosthella ask her to bring these tincs with her from the thor sixpoons of fir snalpes five tick sleps of blue cheese and may be a sneck for her brather bob we also need a small postic snake and a bictoy frok for the kits she can schove these tings into treaterd bags and we wil go meet her ta the ate transtation
32.0,"povazska bystrika, slovakia",slovak5,slovak,female,data/speech_accent_archive/recordings/recordings/slovak5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace costel aske to bring this fings wiffer from the store sixpoons of fershnow piece five fixleps of bluucheese and may be a sneck for her prida bop we osome the smore postic's nak and a bic tofroke for de kits she con schoubed his fings into freea bags and vivilgo meed herrensdey at ded transtation
25.0,"slovenj gradec, slovenia",slovenian1,slovenian,female,data/speech_accent_archive/recordings/recordings/slovenian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace scallstella ask her to ring these things with her from the store six spoons of fresh snow peece five thick slabs of blue chees and may be a snack for her brother bop we also ead a small plastic snake and a big toyfrog for the kits she can scoup these things into three red bags and we will go meet her wensday at the train station
20.0,"ljubljana, slovenia",slovenian2,slovenian,male,data/speech_accent_archive/recordings/recordings/slovenian2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stella ask her to bring the stings with her from the store six poons of freshno piece five tick slep of bluecheese and may be a sneck for her brother bob we also ned a small plastic snake in a big toyfrog for the kits she can scoube destings into three red bags and we will go meet her whence day at the traensation
