age,birthplace,filename,native_language,sex,path_to_audio,transcription,sew_mid_transcriptions
18.0,"brasilia, brazil",portuguese2,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please corstellar ask her to bring this things with her from the stor six pooones of fresh snok pees five thick slabbs of bloe chees and maye be a neck of her brother bubb we also mete hes malplastic snake in a big trie frog for the kitts she can scoop these things into three red bags and we will go meet her whens theey att their train station
21.0,"campinas, brazil",portuguese20,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place colstela ask her to bring this things with her from the stor sixs poones of fres snow pes five thic slabbs of blue chees and ma be a snnack for her brother bob we al so eede the small plashe snak in a bic ty frog for the kids she can scoop thise things into three red bags and we will go mit her wadey at the transtation
23.0,"sao paulo, brazil",portuguese21,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstalar ask her to bring these things with her from the store sixpoonnes off threshiinal peas five thixs leps of blue chees and may b snack for her brother bob we also need a small plasstics nake and a bic to frogk fore kiiks she can scoop thesese things into three red baks and well go mit her wens they at the transtation
29.0,"curitiba, brazil",portuguese23,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stala asz her to bring these things with her from the store six spoones of fresh snop pees five thics lebs of bblue cheees and maybe a snack for her brother bobb wells to need the smok plastic snake an a beag toyfrog for the kidds she can scoop these things into three red baggs and we will go meet her winsday at the train station
22.0,"santos, brazil",portuguese24,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place costalan ask her to bring thiesting with her from the stor six spooms of frit snow piese five thic lives of bloue chees and may be asnag for a brod bab wers on ed a small blastic snake and a big toyp frog for the kits shecins cook thistins into three rebbags enver go meer wen stay at te tran station
25.0,"campo grande, brazil",portuguese26,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to bring this things with her from the stor six spoons of fresh snow peese five fix labbs of bue chees and may be a snack for her brother bobb we also neet ar small plastic snake and a big toy frog for the kits she can scoop this things into three radd baggs and ugo meet her onsdayt at the train station
33.0,"sao paulo, brazil",portuguese27,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella as her to bring this fings with her from the stor si  poones of freshes no peass five pics labbs of blu chees and may be as nack for her brother bobb we also neede the smalplastic snake an t ta big toyfrog for the kidds she can scop this fings into tree red bags and we wl go mit her onsthey at the train station
36.0,"sao paulo, brazil",portuguese28,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please al isdela ask her to bring this things withth her wen from the stor six spons of fresh snow peese five thics lapbs and of blue cheees and may be a snak of her for her brother blob we also mive a small plastic snake in a big twyve frog for the kids she can scoop this things in three red backs and well go met her wenis day at the tree station
28.0,"vitoria, brazil",portuguese29,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tela ask her to bring these things with her from the tor six poons of fresh snal peace five thiks laps of bluwe chees and maybsneck for her brother bog we also need is mall plesticsnake an a big toyfrog for the kids she can sccop these things into three red baggs and we well go meet her wen as theey at a train station
26.0,"juiz de fora, brazil",portuguese30,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pliese caws fell asi hor to briin tis ping with har from the stor sixs spoom of frsenal pies fiveve piecs lad of bo cies and mabeas nack for her botabolt we also net e mal plats co nake and a bik tutfro fror the kiats she can scov hees pins into tererid bas and wl o mit her when is lay at the twinstatian
29.0,"belo horizonte, brazil",portuguese31,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese31.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please castela ask her to bring this things with her from the star six ppoones of freshnow piace five fix lebs of bblue chees and iipis nack for her brother bob we olso net te smal plasticsnak in a big ti frog for the kits she can scrup this things into three rad baggs and well go meet her wansda at the trainstation
29.0,"volta redonda, brazil",portuguese32,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese32.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blees col stilla ask her to bring these thngs with her from the stoor six spoones of fresh snow pees five thics lags of blue chees and may besnack for her brother bol we also need a small plasstic smake and a big to frog for the kitts she can scoop theese things into threee red baggs and we will gol meder enesday at a tran station
38.0,"brasilia, brazil",portuguese33,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pla e scols tela as her to bring the things with her from stor six pones of fresh now beass fie thix labs of bbuwe chees and madde his nack for him broat ebord we als ned his mol plasks nake and a bictor frog for the cids she can scoop the things into trirad baks and the ebomit her wens at the transtation
18.0,"porto alegre, brazil",portuguese34,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stello as hurt of ring thise things wither from the storr six pons off freesh snok bes five thicks slept of blue ches and made a snack for her brother bab we also neede a small plassic sak and a big try frook for the kitts she can secupe thes things into three red bags and we will go met her winse tey at the train stasion
22.0,"sao paulo, brazil",portuguese35,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese35.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese calls tella askfor t briing these thigs with her from the store six spuis off fresh snoe peese five thiks lamps ofh bloue chees and may be a snack or her brother bot we also neet a small plassicssnake in a big toy frog for the kids she can scoop these things into three raibaggs and we will go meter wone sday at train station
43.0,"sao paulo, brazil",portuguese37,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstela aask her to bring the things with her from their stor sixepoones of freshnopees five thixs lebs of blue chees and may va sneck for her brother bod we also ned a smalplasti snake in a big toyfrog for the kids she caan scop thes thigs into three red baggs and will gomit her onesday at the train statiion
25.0,"rio de janeiro, brazil",portuguese38,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese38.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cols teller ask her to bring these things with her from the stor six spoons of fresh snopies five thix labbs of blouwe cees and made e smak for her bruther bob we also need as mal plastics mak and a big toy frog for the cids she can scoop these things into three red bags and we will go meeder wensthey at the trainstation
26.0,"sao paulo, brazil",portuguese39,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese39.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collstella ask her to bring these things with her from the stor sixs pons of freh snow ppeee five fics labs of blu chees and may be asnack for her brother bobb we also newe the smal plasticsnake in a big toly fralg for the kids she can scoop these thngs into three red bags and we will gomet her wends hy a t a train station
23.0,"london, england, uk",portuguese40,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese40.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese os teller ask her to bring duse things with her from the stor six spoons of fresh sno pees fir thick slaibes of blue chees and ma hors nack for her breda bot be also need a small plastic snake and a big toyfrog for thekits she coulscop tus things entor three red bags and we will o mit her whens they at the tringstation
22.0,"mexico city, mexico",portuguese41,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese41.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese call stella ask her to bring these things with her from this stoor six spoons of fresh snok pees five thiks slabs of blu chees and may be a snack for her brother bog we also neede a small plastic snake and a big toffrog for the kids she can scoop these things into three rad bags and we will go meet her wensdey at the train station
24.0,"luanda, angola",portuguese42,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese42.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,ples co stela ask her to bring distins with heir from the stor sixs spons of fresh snok peas fiive thic slubs of blo chees and may be a snack for her brather bade we al sol meed a smol plustcs snay in a big tow frag for the gids she can scoo distins iinto three red bags and we will go and we wll go mit here winas day a the tran station
32.0,"coronel fabriciano, minas gerais, brazil",portuguese43,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese43.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala aske her to bring this things with her from the stor sic spoons of fresh snow pees five thick slabs of blue chees and ma be a snack for her brother bobb we also need a small plassick snake and a big toy frod for the kids she can scoop this things into three red bags and we will go meet her whensday at the train station
38.0,"rio de janeiro, brazil",portuguese44,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese44.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,peese cals tala aske her to bring these things with her from this dor sixs poones of frashasnopeevs ive thix labs of blue chiees and may be as nack for her brother barg we also need a small plastics nake in the big toy frog for the kids she can scoo these things into three red baggs and we wel go meet her winsthey at the transtation
19.0,"salvador, brazil",portuguese45,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese45.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pease cos ola ask her to braid these things with her from the stoor sixs poones of frash sow pease five takes lors of good chees and may be a snit for her brother boww we also need a small passic snake and a big toy forof for the kids she can scoop these things into three red bags and we will go meo wenza at the transation
22.0,"rosario do sul, brazil",portuguese47,portuguese,female,data/speech_accent_archive/recordings/recordings/portuguese47.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease costela ask her to bring thes sings with her fround the stor six spons a fresh snow peess five sixs savs of lu chiets and may be a snack for her brother bog w allso need a small clostics made and a big toy frog for the kets she tonscut these tins into three red backs aand we will gomeet her whonis they at the trainsdation
31.0,"sao paulo, brazil",portuguese48,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese48.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plee scolstela ask her to bring this saing thangs with her fro the store sixs poons of fresh snow peese five hix labbs of blue cees and may be a snack for her brother a bobb we also nete is malclasstic snake in a big tay fra for the kits she can scoop things into three red bags and we will go meat her whense they ad a transtation
44.0,"sao paulo, brazil",portuguese6,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,price coostellar ask her to bring these things with us from the stool sixpons of freshnal peas five thicsol ops a blu chees and my be as nack for her brotar bob we also need as mal prastics nake in a big toyfrok o the kits she cn scop these things into three red bacs and we go met her romans they at the train station
40.0,"vitoria, brazil",portuguese7,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese collistella ask her to bring bid thing with her from the stoor six spoons off ffress snoppease five tix labbs of blu chees and may be a snek for her brother bold we also neetd a smal plasksnake and a biig ty frog for the keats she can scop bit things into tree ragbaggs and we will go meat her wanista at the train station
26.0,"fortaleza, brazil",portuguese8,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collistela ask her to bring thits fings with her from the stor six spoons of fresh snow pies fie fixs lups of bue cheees and maybe asnack for her brother bob we also need asmal plusketsnake and a big toy frog for the kits she can sco thits things in your fre rad baggs and well go meet her when they at the train station
18.0,"sao paulo, brazil",portuguese9,portuguese,male,data/speech_accent_archive/recordings/recordings/portuguese9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these this with her from the stor six spoons of fresh snow pees five thixs lebs of blue chees and may be a snack for her brother bob we also need a smal plsticsnake in a big doy frog for the kits she can scoop these things into three red baggs and ugo meetr whens they at the train statiion
22.0,"ludhiana, india",punjabi10,punjabi,male,data/speech_accent_archive/recordings/recordings/punjabi10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese costela ask her to briing these things with her from the stor six spoon of frehno peace five tick slaps of blue cheece and may be a snack for her brother bobb we also neet a small plastic snake and bictoy rog for the kits she can scoop thes tink into three red backs and we will go meet heer venasde at the train station
26.0,"hoshiarpur, india",punjabi2,punjabi,male,data/speech_accent_archive/recordings/recordings/punjabi2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pe scollstela aske her to bring these things with her from the stor of siixpoones of fresh snopeaze five tick slabbs of buutis and mabe a snak  snack for her brother bog we alt to need a small posic snake and a big ti frog for the cids she can scoop these things into thre red bags and will co meet her wenstay at the train station
19.0,"moga, punjab, india",punjabi3,punjabi,male,data/speech_accent_archive/recordings/recordings/punjabi3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gotell r ask hr to brang these things with her froom this tor sixpoones of freshsno png five picks slaes of blu chees and may be a snak for her brother bo we a to neete a smot lasic snake ander begg tya frog for her for the cads she can scop these things into three red bgs and we will go meet her ensdaa the trantiche
33.0,"moga, india",punjabi4,punjabi,female,data/speech_accent_archive/recordings/recordings/punjabi4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lease call stella sk heer to briing these things with her rom tal sto six spoons or fresh snow pehes five tixs slabs of blu chhees and may be a snack for har bruther bobb we ar so near a small plasic snake and a big torr frogg follakidds she can scop these things into threyred baggs and well go meet her when stay at the tran station
25.0,"lahore, pakistan",punjabi6,punjabi,male,data/speech_accent_archive/recordings/recordings/punjabi6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,riscostila ask her to bring theese tings with her for the stro from the stro six spoons of fresh snope five tick tik slabs of bluthees and maay be asnar for her brather baw we also meet a small blostic sna and abag dry frog for the cates she can scoop theese tins into tree ved baks and we and we will go go meet her venastri at the rriinstriction
22.0,"lahore, pakistan",punjabi7,punjabi,male,data/speech_accent_archive/recordings/recordings/punjabi7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plis fl stela ask her to bring theese thins with her from the stoor six poones of freshe snopes five ticks slapps of bluches and maybe aasnck forr her brother bobb the otenida smart lostic snak and a big a twiifroog for the gits she can scop thestins into tey red bacs and well go meet her then sed the pincvish
53.0,"cochabamba, bolivia",quechua1,quechua,female,data/speech_accent_archive/recordings/recordings/quechua1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plase coll astelar ask her to ring thes things with her fron the stor sixs spons of fresh snow piis fi thics lavs of blu chhies and   maybe a snack for her brooter bud we also ne as more plastic s nake an aa bik toil frock for the kits she can escop this things into tree writ baxs and we wll go mitt her wensthey an they train staion
24.0,"timisoara, romania",romanian1,romanian,male,data/speech_accent_archive/recordings/recordings/romanian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cold stella ask her to bring these things with her from the stor sics spoones of fresh snok pees five thiks slabbs of blue chees and may be a sneck for her brother bob we also need a small plastic snake and a big toy froke for the kids she can scoop the things into red three red baggs and we will go meet her ones day at the tran station
27.0,"bucharest, romania",romanian10,romanian,female,data/speech_accent_archive/recordings/recordings/romanian10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stala ask her to bring this things with her from the store six spliins of fresh snohits five thic lebs of blue chis and may be as neck for her brother bop we also naade asmal plastics snake and a bik to fro for the kitts she can scoop this things into three red backs and we will go meet her when stay at the train stataon
39.0,"buzau, romania",romanian11,romanian,male,data/speech_accent_archive/recordings/recordings/romanian11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleis costela aske her to bring these things with her from the storr six pones of fresh smoww pias by thix slavs of bruechiees and may be a snak of for her brotherfok we allso nede a smoll bessiv smake an the li doifrog for the kits she can scop these things into three red bags and well go meet her whens they at the trans feshe
46.0,"babadag, romanian",romanian13,romanian,male,data/speech_accent_archive/recordings/recordings/romanian13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stelar aske her to bring these things with her from the stoor sixs spoones of fresh snok pees fi thick slabbs of blue chees and may be a snek for her brother bob wu o o et a small plestic snak aand the bict frog for the kits she can scot these things into three red bags and will go meet her whens they a the trainstation
25.0,"costesti, moldova",romanian14,romanian,female,data/speech_accent_archive/recordings/recordings/romanian14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese coltella ask her to bring these things with have from the storr sixs spoons of fresh snow pees five thics lebs of blue cees and mayb as nack for her brother bub we ourt tomad a small crastics snake and d a big to frog for the kit she can scoop these things into three red baks and we will go meet her one day at the tran station
27.0,"bucharest, romania",romanian15,romanian,female,data/speech_accent_archive/recordings/recordings/romanian15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her tto bring these thigs would her from the store sic spooms of fresh now peese five thick slabs of blue chheese and may be a snack for her brougta bob we also meet a small plastic snake in a bic tray frog for the kids she can scop these things into thre red backs and we will go meet her wenstaye at the train station
25.0,"bucharest, romania",romanian16,romanian,female,data/speech_accent_archive/recordings/recordings/romanian16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calls tela ask her to bring these things withth her from the stor sixspoones of french fresh snow pease five thicks slabs of blue cheees and may be  snack for her brother bobb we allso ned a smal plastic snake and a big toifrog for the kids she can scoop these things into three red baggs and we willl go meet her whens they at the train station
43.0,"solotvino, ukraine",romanian18,romanian,female,data/speech_accent_archive/recordings/recordings/romanian18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,theys callstella as for to bring these things wal hor from the storr sixpon of freshesnok pess five tics lapp of buwe cheess and may be a snack for hr broother box we also meede a small clastiks sake in a big to frok for the kips chik an scoop iss things into tree rat bacs and wo well go mat hor wente at the trainstation
19.0,"chisinau, moldova",romanian19,romanian,male,data/speech_accent_archive/recordings/recordings/romanian19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise cols tale ask ha to bring bis fings with her from as to sixs puns of irs snot pis fi fic slaps of bo chies maa snack ohar broawd book bolsoon  es no plastic snake an big tiffrok oh kits she can sco this fings into hree red baks  ill gon it heer anes da e transtation
34.0,"bucharest, romania",romanian20,romanian,female,data/speech_accent_archive/recordings/recordings/romanian20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,playscolstella ask her to bring these things with her from the stor six spoons of fresh snow peas five thick slobs of blue chees and ma be a snack for her brother bob we also need a small plastick snake and a big toi frog for the kits she can scoopp these tings into tree red bog bags and wil willl go meet her whens they are the train station
35.0,"bucharest, romania",romanian4,romanian,female,data/speech_accent_archive/recordings/recordings/romanian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please collstela ask  to briing this things with her from the store sik spones off fresh snow pees five thiks slaps of blue ccheees and mmay be a snack for her brother bob we also need a small plastic snake and the big tie frog for the kids she can scob thes things into three red baggs and wiwill go meeter wen sta ad a train station
47.0,"bucharest, romania",romanian5,romanian,female,data/speech_accent_archive/recordings/recordings/romanian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,preese cals kella ask her to bring theese things with her from the stor six poons ofresh no pes five icss lat rochees and may be a snack for her brother bbog we also need a smmall castic snake and the big toi frog for the kitts she can scoop these things into thre rad bags and will bo mit her wanesday at tha train station
35.0,"bucharest, romania",romanian6,romanian,male,data/speech_accent_archive/recordings/recordings/romanian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colstella ask her to brink thistings with her from the stor sixs spoons of fresh snow pees five thick slebs of blue chees and may be a snak for her brother bub we also need a small plastic snake and the beak boy frog for the kitts she can scoop thistings into three red backs and we will go meet hr whenstay at a trainstation
33.0,"bucharest, romania",romanian7,romanian,male,data/speech_accent_archive/recordings/recordings/romanian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese coll call stamot ask her to bring these thigs with her from the stor sixs poons of fresh snowpees five thiick slapps of blue cheese and may be snack for her brother bob we also nede a small pastics nake in a big tally frow for the kidds she can scop ith this things into threee red bags and wel will go mit her whones dey at the trainstation
