age,birthplace,filename,native_language,sex,path_to_audio,transcription,wav2vec2_base_transcriptions
34.0,"yap island, federated states of micronesia",yapese1,yapese,female,data/speech_accent_archive/recordings/recordings/yapese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these things with her from the store six spoons of fresnowpiece five thick slabs of blue sease and maybe a snack for her brother bub we also need a small plastic snake and a big toil frog for the kits seek and scoop these things into three red bags and we will go meet her wednesday at the tran station
60.0,"st. etienne, france",yiddish1,yiddish,male,data/speech_accent_archive/recordings/recordings/yiddish1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of frash snow peese five thix six slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
78.0,"winnipeg, manitoba, canada",yiddish2,yiddish,female,data/speech_accent_archive/recordings/recordings/yiddish2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of first snow piece five thic slabs of blue cheese and may be a snap for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the trade station
52.0,"brooklyn, new york, usa",yiddish3,yiddish,male,data/speech_accent_archive/recordings/recordings/yiddish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeas five thick slabs at blue cheese and maybe a snack for her brother bob we also need a small plastic snake and the big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
86.0,"vilnius, lithuania",yiddish5,yiddish,female,data/speech_accent_archive/recordings/recordings/yiddish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellar ask her to bring de cink with har from the stob six spoons of rash snow peers five tix slaps of blue chees maybe a snake for her brouder barb the olso net a smoke plastic snake and i bit doyfrac for the kids she can scoopti cinks into three red bags and ge e go mita vensley at a train station
40.0,"ibadan, oyo, nigeria",yoruba2,yoruba,female,data/speech_accent_archive/recordings/recordings/yoruba2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calle stella ask her to bring these things with her from the store six spoons of fresh snowpeas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
31.0,"bethel, alaska, usa",yupik1,yupik,female,data/speech_accent_archive/recordings/recordings/yupik1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store six spoons of fresh snow pease five thick slags of blue cheese and may be a snack for her brother bob we also need a small plastick sneg and a big toy frog for the kids she can scoop these things into three red bags and we will go meeter wednesday at the train station
24.0,"bulawayo, zimbabwe",zulu1,zulu,female,data/speech_accent_archive/recordings/recordings/zulu1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stone six spons of fresh snow pees five thick slips of blue cheese and may be a sneck for her brother barb we also need a small plastic sneck and a big toy frog for the keys she can scoop these things into thre red bags and we will of w go meet her wednesday at the train station
27.0,"virginia, south africa",afrikaans1,afrikaans,female,data/speech_accent_archive/recordings/recordings/afrikaans1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called steller aske her to bring these things with her from the store six spoons of free snow piece five thick slaps of blue cheese and maybe a snack for her brother her brother bog we also need a small plastic snake and a big dway frog for the kits she can scroop these things into freried bags and we will go meet a winsday at drain station
40.0,"pretoria, south africa",afrikaans2,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stor six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
43.0,"pretoria, transvaal, south africa",afrikaans3,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
26.0,"pretoria, south africa",afrikaans4,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six scoons of fresh snow peas five thick slaps of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rate bags and we will go meet her wednesday at the train station
19.0,"cape town, south africa",afrikaans5,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stall six spoons of fresh nopeese five thick slabs of blue cheese and may be a snap for her brother bog we also need a small placic snake in a big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
41.0,"accra, ghana",akan1,akan,male,data/speech_accent_archive/recordings/recordings/akan1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,te scollstella ask ket to bring these things withat from the stal six six spoons of fresh snow peese five thix laps of blue cheese and may be a snuck for head brother bob just i need a small blasse snake in a big toy frog for the cates she can scoop these things into three red bags and we'll goo me head wednesday at a trainsdishon
19.0,"prishtina, kosovo",albanian1,albanian,male,data/speech_accent_archive/recordings/recordings/albanian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpees five thick slaps of blue cheese and may be a snack for her brother bob we also need a small plastick snake and the big toy frog for the kids she can scoop these things into three red bags and we will meet we will go meet her wednesday at the train station
44.0,"tirana, albania",albanian3,albanian,male,data/speech_accent_archive/recordings/recordings/albanian3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stalla ask her to bring these things with her from the store six spoons of fresh snot pease five thick slaps of blue cheese and may be a snack ofor her brother bob those only the small blastik snek and the big toy frog for the kits she can scool these things into three red bags and will go and meet her wednesday at the tan station
31.0,"vlore, albania",albanian5,albanian,male,data/speech_accent_archive/recordings/recordings/albanian5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these stinxs from awith her from the store six spoons of first snowpiece five tix laps of blue cheese and may be a snake for brother bow we also need a small plastic snake and the victo frok for the kids she can scoop the stinx into three red bags and we will go met her wednesday at the train station
25.0,"prishtina, kosovo",albanian6,albanian,female,data/speech_accent_archive/recordings/recordings/albanian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her ma with her from the store six spoons of fresh no peace a five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plascic snake and a big toy frog for e aforlicates she can scoop these things into three red bags and we will go meet her once day at the train station
45.0,"prishtina, kosovo",albanian7,albanian,female,data/speech_accent_archive/recordings/recordings/albanian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piese five shix laps of blue cheese and may be a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at at the train station
43.0,"prishtina, kosovo",albanian8,albanian,female,data/speech_accent_archive/recordings/recordings/albanian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her with her from the store six spoonul of fresh snow peese five thick slabs of blue cheese and may be a snack for her brother bob we also neet a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meat her wet wednesday at the train station
22.0,"tirana, albania",albanian9,albanian,female,data/speech_accent_archive/recordings/recordings/albanian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring this tings with her from the store six spoons of fresh snow pees five thik slabs of blue cheese and may be a snak for her brother bob we also need a small blustic snake and a big toy frog for the kids she can scoop this things into three reb bags and we will go meet her wednesday at the train station
39.0,"ouarzazat, morocco",amazigh2,amazigh,male,data/speech_accent_archive/recordings/recordings/amazigh2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stilla ask her to bring these thanks with her from the store six spoons of frash snowpiece five thixk slaps of bluchees and may be a snag for her brother bog we also need a small plas six snag and a big toy frog for the kids she can scoupi te thanks into three rid bags and we will go meet her wednesday at the train station
24.0,"addis ababa, ethiopia",amharic11,amharic,female,data/speech_accent_archive/recordings/recordings/amharic11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callostella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slep of blue chees and maybe a snag for her brother bub we also need a small plastic snag and a big toy frog from the keats she can scoop these things into three red bags and we all we will go meet her odne day at the trainstation
26.0,"addis ababa, ethiopia",amharic12,amharic,female,data/speech_accent_archive/recordings/recordings/amharic12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call istella ask her to bring the stings with her from the stor six a spoon of fresh snow pees five stix slopes of blue cheese and may be a snug for the brother bab her brother bab we also need a small plasticn snug and the big toy frog for the kids she can scope the stings into three red bags and we will go meet her wednesday at the train station
36.0,"werder, ethiopia",amharic16,amharic,male,data/speech_accent_archive/recordings/recordings/amharic16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called taylor ask her to bring these things with her from the store six sponce of fresh snow pas five tix slaps of bu gees and maybe a snark for her brother bab we also need a small plastic snag and a big toy frog for their kids she can scope these tings into three red bags and we will go meet her wednesday at the train station
21.0,"addis ababa, ethiopia",amharic17,amharic,male,data/speech_accent_archive/recordings/recordings/amharic17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring the sting was her from the store or six spoons of fresh snopease five thix slaps of blue cheese a maybe a snack for her brother bub we also need a small plastic snake and a big toy frog for the kits she can scoop the stincs into three red bags and we'll go to meet her wednesday at the train station
20.0,"addis ababa, ethiopia",amharic18,amharic,female,data/speech_accent_archive/recordings/recordings/amharic18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and may be a snack for her brother bob we also need a small plassic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"tefki, ethiopia",amharic19,amharic,female,data/speech_accent_archive/recordings/recordings/amharic19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pes five thick slaps of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
27.0,"addis ababa, ethiopia",amharic3,amharic,male,data/speech_accent_archive/recordings/recordings/amharic3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,police collsita ask her to bring these things with her from the store six spono fresh snopies five tik slip of bluechis and maybe isnock for her brides abob we also need a small plasticsnack and big toil frog for her kits the scanisciv these things into three reed baks and we will go meet her wednesday at the train station
31.0,"addis ababa, ethiopia",amharic5,amharic,male,data/speech_accent_archive/recordings/recordings/amharic5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please corris stela ask her to bring these things with her from the store six spoonful of fresh snowpies five six laps  of blue cheese and may be snack for her brother bob we also need a small plastic sneck and a blik toy frog for the kits she can't scope these thingers into three red bags and will go meat her wednesday at the trainstation
31.0,"addis ababa, ethiopia",amharic6,amharic,female,data/speech_accent_archive/recordings/recordings/amharic6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,cheese called stela ask her to bring these things with her from the stoore six punce of fresh snow tease five six slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic sneak and a big toi frog for the kits she can scoop these things into three raid backs and we wuld go meat her wednesday at the trench station
22.0,"jiddah, saudi arabia",arabic102,arabic,male,data/speech_accent_archive/recordings/recordings/arabic102.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thix slabs of blue cheese and may be a snack for her brother bob we also need a small pastick snake in a big toy frog for the kids we can scoop these things into three red bags and we will go meet her a wednesday at the trainstation
22.0,"meknes, morocco",arabic16,arabic,male,data/speech_accent_archive/recordings/recordings/arabic16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask her to bring these things with her from the stall sixpoons of fre snor pees five six slaps of blue cheese the may be a snak for her brother ball we also need a small plastix snake in the big toy frog for the keys she can scoop these things into tree rat bags if we will go met her wednesday at the tran station
35.0,"settat, morocco",arabic17,arabic,male,data/speech_accent_archive/recordings/recordings/arabic17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please gol stella ask her to bring these things with her from the store six spoons of fresh snow peese five thicx slaps of blue cheese and maybe a snack for her brother bob weaso ley the smoplassic snak and a big toy frog for the kids she can scool these things into three red bags and we will go meet her whence day at the tormy station
18.0,"kuwait city, kuwait",arabic18,arabic,male,data/speech_accent_archive/recordings/recordings/arabic18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cols teller ask her to bring these things with her from the stock six spoons of which snow peas five six slabs of lue chees and may be a snak for her brother bok we also need a small plastic snake and the big toyfog for the kids she can scrow these things into three get bags and we will go meet her onest day at the train station
18.0,"damascus, syria",arabic2,arabic,male,data/speech_accent_archive/recordings/recordings/arabic2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small splastick snake and a big toy frog for the kids she can scoop these things into the three red bags and we will go meet her wednesday at the train station
36.0,"chtaura, beqa valley, lebanon",arabic20,arabic,male,data/speech_accent_archive/recordings/recordings/arabic20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stork six spoons of fresh snow pees five thick slaps of blue cheese and maybe a snag of her brother wir we also need a smart lastic snake and a big toy frog for the gits she can scoop these things into three red bags and will we go meat her wednesday at the train station
46.0,"beirut, lebanon",arabic21,arabic,female,data/speech_accent_archive/recordings/recordings/arabic21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowpeas five thick slaps of blue cheese and maybe a snack for her brother bub we also need a small plastic snake and a big toy frog for the kits she can scroop these things into three red bags and we will go meet her wednesday at the train station
23.0,"abu dhabi, united arab emirates",arabic22,arabic,female,data/speech_accent_archive/recordings/recordings/arabic22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella asked her to bring these things with her from this door six pons of frich snow pees i've six lavs of blue chees i maybe isnige for her brother bog we also need a small plasic snake and a big toy frog for the kes she can scoop these things into three red bags and we will go meet her ones day at the transtation
42.0,"al mahalla, egypt",arabic23,arabic,male,data/speech_accent_archive/recordings/recordings/arabic23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these thangs with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and may be a snake for her brother bow we also need a small plastic snake and a big toy fried for the kids she can scoop these things into three red bags and will go meet her weniesday at the train station
19.0,"riyadh, saudi arabia",arabic30,arabic,female,data/speech_accent_archive/recordings/recordings/arabic30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her for the store six spoons of fresh ums spoons of fresh note beese five thick slaps of boot cheese and may be a snack for her brother bob we also need a small placic snak a snack and a big a toy frog for the kids she can scoop these things into three red bags and we will go meat her wednesday at the tran station
42.0,"baghdad, iraq",arabic32,arabic,male,data/speech_accent_archive/recordings/recordings/arabic32.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stilla ask her to bring these things with her from the toor six spoons of fresh snow pees five thick slops of blue cheese and maybe snacks for her brother bob we also need a small plasic snat a sneak and a big tofro for the kids she can scrup these things into three red bags and we will go meet her wednesday at the train station
34.0,"kuwait city, kuwait",arabic34,arabic,female,data/speech_accent_archive/recordings/recordings/arabic34.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastick snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"jiddah, saudi arabia",arabic37,arabic,male,data/speech_accent_archive/recordings/recordings/arabic37.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from the store six spoons of fresh snow peese five thix slabs of blue cheese and maybe a snap for a brother bob we also need a small plastic snake and e bag a toy frog for the kites she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
19.0,"sharjah, united arab emirates",arabic4,arabic,male,data/speech_accent_archive/recordings/recordings/arabic4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coled stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slaps of blue cheese and may be a snact for her brother boog we also need a smor plustic snake at the bicg toy frog for the kits she can scoop these things into three red bags and we'll go meet her wheneesday at the train station
23.0,"jiddah, saudi arabia",arabic51,arabic,male,data/speech_accent_archive/recordings/recordings/arabic51.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastick snake and a big toy frog for the kits she can scoop these things into three rud bags and we will go meet her wednesday at the train station
21.0,"jiddah, saudi arabia",arabic52,arabic,female,data/speech_accent_archive/recordings/recordings/arabic52.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thix slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"baghdad, iraq",arabic54,arabic,male,data/speech_accent_archive/recordings/recordings/arabic54.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and may be a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
43.0,"ain defla, algeria",arabic56,arabic,male,data/speech_accent_archive/recordings/recordings/arabic56.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please colle stila ask her to bring these things with her from the store six spoons of fresh snow pees five thick slipes of blue chees and may be o snack for her brother bob we also need o small plastik snake and big toy frog for the keeds she can scoop these things into three red begs and we will go meet her wensdi at the train station
28.0,"beirut, lebanon",arabic57,arabic,female,data/speech_accent_archive/recordings/recordings/arabic57.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thix slabs of flue cheese and may be a snak for her brother bob we also need a small clastic snake and a big toy frog for dhe kets she can scoop these things into three red bags and we will go meet her wednes day at the train station
34.0,"baghdad, iraq",arabic58,arabic,male,data/speech_accent_archive/recordings/recordings/arabic58.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please callstilla ask her to bring these things with her from the store six a spoons of fresh snow bees a five thixed slops of blucheese and may be a snag for her brother bab we also need a small blastic na snak and a big toy frog for liqits she can scoop these things into thre red box and we will go meet her when is day at the chine station
55.0,"irbid, jordan",arabic59,arabic,male,data/speech_accent_archive/recordings/recordings/arabic59.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call ctella ask her to bring these things with her from the store six swounds of fresh snow peas five thick slaps or blue cheese and may be a snak for her brother bam we also need a small plastic snake and a big toy frog for the kids she can scop these things into three red bags and we will go meet her one day at the train station
21.0,"sanaa, yemen",arabic6,arabic,male,data/speech_accent_archive/recordings/recordings/arabic6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costilla ask her to bring these things with her from the store six spons of fresh snow beas five tix slaps of blue cheese and maybe a snake for her brother pop we also kneed a small blassicg snake and a big toy frog for the kiats she can't cok this at these things into three rate bags and we will go meet her wen er wednesday at the train station
