age,birthplace,filename,native_language,sex,path_to_audio,transcription,wavlm_base_transcriptions
32.0,"barranquilla, colombia",spanish65,spanish,male,data/speech_accent_archive/recordings/recordings/spanish65.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cals tala askito bring these things with her from the store six poons of thresh snow piece fi thick slaps of blue cheese an maybea snack for her brother bob we also nead a small plassic snake an the big to frog for the kits she can scoope these things into three red bags and we will god meet her wensday and the train station
30.0,"san salvador, el salvador",spanish66,spanish,male,data/speech_accent_archive/recordings/recordings/spanish66.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steller ask her to bring these things with her from the store six poons of fresh snow pieese five thick slabs of blue cheese and may be a snak for her brother bob we also need a small plastic snake and the big toy frog for the kids she can scoop these things into three red bags and we will go meeter wensday at the train station
27.0,"san fernando, chile",spanish68,spanish,male,data/speech_accent_archive/recordings/recordings/spanish68.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,clease calls tella ask her to bring these things with her from the store sixpoons o fresh no peese five thig slaps of blue cheese and may be a snak for her brother bob we also eat a small plastics neg and a big toi frock for the kids she can scub these things into three red bags and will go me to wins day at the train station
20.0,"caracas, venezuela",spanish69,spanish,female,data/speech_accent_archive/recordings/recordings/spanish69.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sella askk er to bring these things with her mowith her from the store six poons of fresh snow piese five thik sos of ble cheese and maybe it a snack for her brother bob we elsanneat a small plassic nake and a big toy frok for the kids she canscupe these things into three red baks and we will go meet her onesay t te train sasion
30.0,"bogota, colombia",spanish70,spanish,female,data/speech_accent_archive/recordings/recordings/spanish70.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,escol sella as her to bring these things with her from thei store six spoons of fresh snow piese fiht igk lops of blue cheese and maybeasnigt for her brother bob we also need  smalt blastics nake and a bak toit brok for the kis she cuns scoopvs things into a three re baks and we will go to we will go meet herwonesday at the tring tish
24.0,"rosario, argentina",spanish71,spanish,male,data/speech_accent_archive/recordings/recordings/spanish71.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella askkaus o bring these things with her from the storme six poons of fresh snow peese five thigk slabs of blue cheese and maybe a snak for a brother bob we also needs a small plastic snake and a big to frog for the kids she can scoub these things into three red bangs and we will go meet her whensedy at the train station
20.0,"miami, florida, usa",spanish72,spanish,female,data/speech_accent_archive/recordings/recordings/spanish72.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costela asket to bring these things with her from the store sixpoons of frsh snowpeese five big slabbs of blue cheese and maybe a slack wirh her brother bob we also neetd a small plastic snik an a big toiyfrog for the kids she can scoop these things into three red bags and we will go met her onesday at the train station
19.0,"merida, venezuela",spanish73,spanish,male,data/speech_accent_archive/recordings/recordings/spanish73.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bese cas tell aske to brin dei things with har from this toa taks on ofrashion o pease fiic up of lo shees and may be ana for her brota bok will so needasmoth plackis gan a bk todfor forther kets she can skup thee things into three rebats and we will go meet her whense they at te tora station
44.0,"zaragoza, spain",spanish74,spanish,male,data/speech_accent_archive/recordings/recordings/spanish74.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pli scolt stella ask her to prin tistins with her from the store sixpoons of frisnow peece five thick slaps of blue cheese and mavias neck fo her brotherba we also neieda smal plestigsnake and a big to frog for the kids she can scupb this thinsin two three red bagks and when well go meet her winstay at the train station
28.0,"lima, peru",spanish75,spanish,female,data/speech_accent_archive/recordings/recordings/spanish75.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plise colustella ask her to bring these things with her from thi store six poons of fresh snow pieece fie thik laps of blue cheese and may bea snack for her brother bab we also need s mote plastic snake and a big toy frog for the kits she can ascupe these things into three red ags and we will go met her whense dhay at the trainostation
27.0,"la paz, bolivia",spanish76,spanish,male,data/speech_accent_archive/recordings/recordings/spanish76.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plece cold stanna ask her to bring these things with her from the store seek spoons wo fresh snow peese five thick slaps of blee cheese and maybe a snik for her brother bob we olson need a smoll plastic snake an a beat toy frog for the kids she can scoupe these things into three red bags an wel will go mit her wenesday at the train station
45.0,"jalisco, mexico",spanish77,spanish,male,data/speech_accent_archive/recordings/recordings/spanish77.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace caltella askuch bring these thinks with her from store six spoons fresh snall ps five thick laps o blue cheese a maybe snak for her brote bob we lso neat small plasic snake and a bake to frog ford carts she can scoub these things into three rad bags an we will go min her wensday at the train station
55.0,"lima, peru",spanish78,spanish,female,data/speech_accent_archive/recordings/recordings/spanish78.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese colstella ask her to bring these things with her from the store six poons of fresh snow pece five thik laps of blue cheese and maybe a snak for her brother bob we also need a small plast snake in a big toy fruk for the kets chee can scoop these things into three red baks and we will go meet her winsty at the train station
70.0,"lamas, peru",spanish79,spanish,female,data/speech_accent_archive/recordings/recordings/spanish79.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,placecolas teylaasker to bring these things with hair fron the sor sixispoons o frasisnopiese fit tk aslaps o blue cheese and may be a snak for her brather bor we also net asmo lasticas nake and a bak to frob for the keats she kan scoop this things in to three red bags and wel wi go meat hir wonsday at the train teshe
23.0,"buenos aires, argentina",spanish86,spanish,male,data/speech_accent_archive/recordings/recordings/spanish86.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,flese cols tela ask her to bring these things with her from the stor six spoonsofresh snowpiese five thigks lovs of lutiese and maybeast nikt for her brother bob we also nea smont lassigsnake and a big toy frob for the kits she can scop these things into three red bags and well go met her wonsday a the transtation
22.0,"monterrey, mexico",spanish89,spanish,male,data/speech_accent_archive/recordings/recordings/spanish89.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asket o bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and may be a snagk for her brother bob we also neat a small plastic snake and a big toy frogk for the kids we can scoop these things into three red bags w will go meet with her wenza at the trinc station
23.0,"caracas, venezuela",spanish90,spanish,female,data/speech_accent_archive/recordings/recordings/spanish90.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring thes things with her from the store six spoons of fresh no pece five thike slaps of blue cheese and maybe asnack for her brother bob we also need a small plastics make and the big toy frog for the kits she can scroope teit things into three red backs and we will go meet her once they at the trainstechin
20.0,"caracas, venezuela",spanish91,spanish,female,data/speech_accent_archive/recordings/recordings/spanish91.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sella ask er to bring these things with her mowith her from the store six poons of fresh snow piese five thiksos of ble cheese and maybe t a snack for her brother bob we lsonneet a small passic nake and a big toy frock for the kids she can scip these things into three red baks and we will go meet her oneday at te train sasion
54.0,"cardenas, cuba",spanish92,spanish,male,data/speech_accent_archive/recordings/recordings/spanish92.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six poons of fresh snowpece five thick slaps of abluchse and maybe a snack for her brother bob we also neet  small blastik nake an a bigto frog for the kids she can scoop these things into three red bags and we will go meet her wence day ad the train station
29.0,"santa rosa, honduras",spanish93,spanish,female,data/speech_accent_archive/recordings/recordings/spanish93.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cusel a askher to bring these things with her from the store sixpoons of freshno piece five thix slaps of blue cheese and may be a snapk for her brother bob we also neet a smoll plastic snake an ar big toi rup for the kids she can skip these things into three red bags and we will go met her wonsday at the train stathion
19.0,"bogota, colombia",spanish94,spanish,male,data/speech_accent_archive/recordings/recordings/spanish94.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,police cal stila aser to bring these things with her from the store six poons of fresh snow piece fie thikes labs of blue cheese and maybe a snak for her brother bob wel also need a small plastic snake and a big to tor frog for the kids she can scroupe thes things up into three red bags and will go meet her wonesday at transtation
29.0,"arequipa, peru",spanish96,spanish,female,data/speech_accent_archive/recordings/recordings/spanish96.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,placefall stela ask her to bring these things from her from the store six spoons of fresh snow piece five thike slaps of blue cheese and mabea snap for her brother bob we also ead a small plastic snake in a bg toi frog for the kits she kins coop these things te three red baks and we will go meet her when stay at the train station
20.0,"lima, peru",spanish99,spanish,female,data/speech_accent_archive/recordings/recordings/spanish99.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleese calstella ask her to bring this things with her from the sor six spoons of fresh snowpieese five thick slaps of blue cheese and mavbeasnack for her brother bob we also need a plat small flassic snake and a bag toy frog for the kit she kan scoup this things into three re baks and we will go me her oneday at the transasion
24.0,"conakry, guinea",susu1,susu,male,data/speech_accent_archive/recordings/recordings/susu1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese cos tela ask her to bring the things with her from the sta six poons of fresh snowpeese five thixk slabs of blou cheese and maybe a snak for her brother barb we also need i smal plastic snake and ae big toy frog for the keets she can scoop the things into three red bags and te w will go meet her when as they ar the twain station
56.0,"solna, sweden",swedish1,swedish,female,data/speech_accent_archive/recordings/recordings/swedish1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please corstella askurto bring thei sings with her from the store six pons a fresh nowpeace five thick slabso blu shes it may be a snack for her brother bob be asone a small plastic snake and a big toyfrfrog for the kids she can scoop this sings into three red bags and we will go met tervens therat the train station
19.0,"lidkoping, sweden",swedish10,swedish,female,data/speech_accent_archive/recordings/recordings/swedish10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace callstella ask her to bring these things from her with her from the store six poons of fresh snowpees five thick slabs of blue cheese and may be a snack for her brother bob we also neade a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go to meet her wensday at the tinsach
36.0,"espoo, finland",swedish11,swedish,female,data/speech_accent_archive/recordings/recordings/swedish11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stella ask her to bring these things with her from the store sixpoons af fresh snowpiece five thigu slabs o blu cheese and maybe a snack for her brother bob we also need a smallplastic snake and a big toyfrog fo for the kids she can scoop these things into three red bags and we will go meet her whensday at the train station
23.0,"malmo, sweden",swedish12,swedish,male,data/speech_accent_archive/recordings/recordings/swedish12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plece call sta ask her to bring these things with her from the store sixpoons of fresh snow piece five thick slabs of ble cheese and maybe a snack for her brother bob we also neet a small plastic snake and a big tor frog for the kits she can scupe these things into three red bags and we will go meet her wenceday at the trainstation
28.0,"umea, sweden",swedish13,swedish,female,data/speech_accent_archive/recordings/recordings/swedish13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call elaoskher to bring these thngs with her from the store six poons of fresh snow pece five thick slaps of blue cheese and maybe a snack from her brother bobb we also need a small plastic snake and a big toy frog for her for the kits she can scoope these things into three red backs and we will go meet her one sday at the train station
23.0,"vetlanda, sweden",swedish14,swedish,male,data/speech_accent_archive/recordings/recordings/swedish14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cos stelaask her to bring these things wither from the stor six poons afreshno piece five tig slaps of blue cheese and may be a snak for a brother bob we also need a small plastic snake and the big toi frog for the kits she gis scoop these things into three red bags and we will go meether whensday at the train station
22.0,"stokholm, sweden",swedish15,swedish,male,data/speech_accent_archive/recordings/recordings/swedish15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace call stela asku to bring these things withe fom the stor sixpoons of fresh no pece five thick slaps of blue shees and may be a snack for her bother bub we also need a plastic snake and a big toyfog for the kids she can scoop these things into trered bags and we will go meet t wensday at the trine station
39.0,"goteborg, sweden",swedish16,swedish,female,data/speech_accent_archive/recordings/recordings/swedish16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stela ask her to bring these things with her from the store six poons of fresh snowpiese five thick slabs of blue cheese and maybe a snack for her brother bop we also ead a small plastic snake and a big toyfrog for the kits she can scoope these things into three red bags and we will go meet her wensday at the train station
20.0,"farjestaden, sweden",swedish17,swedish,female,data/speech_accent_archive/recordings/recordings/swedish17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,place calls telaask her to bring dat things with her from destore six spoons of fresh new snowpiece five fhakes slabs of shees blu chase and maywe a snak for her brother bob willseny a small plasic snak in a big toy frg for the kids she gan scotys things into three red bags and wel wll go meet her onesday at trinstation
42.0,"lulea, sweden",swedish18,swedish,male,data/speech_accent_archive/recordings/recordings/swedish18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstella ask her to bring these things with her from the store six poons of fresh snow pieece fives o thick slaps of blue cheese and maybe a snagk for her brother bob we alston eat a smallplastic snake n a big toyfrog for the kids she can scoope these ings into three red bags and we will go meet her wonesday at the transtation
50.0,"ekenas, finland",swedish19,swedish,male,data/speech_accent_archive/recordings/recordings/swedish19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blease call stella ask her to bring these things wither from the store six poons of fresh snowpeese five thick slaps of blue cheese and may bea snak for a broita bob we also eat a small plastic snake and a big toy frog for the kids she can scoop these things inte three red bags and we will go meet her wensday at the train station
20.0,"uppsala, sweden",swedish2,swedish,male,data/speech_accent_archive/recordings/recordings/swedish2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasecal tellaosket bring these things with her from t store six poons of fresh smell piece fi thick slabs of blue cheese and may bea snack for her bohe bob wel lso need a small plastic snake and a big toy frog for the kits she can scoop these things in the three ret bags and we will go meet our wonsday at a train station
31.0,"karlstad, sweden",swedish20,swedish,male,data/speech_accent_archive/recordings/recordings/swedish20.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleasce cals stulla asker to bring these things with u from the sdoor six poons of fresh snow piece five six labs of bloe cheese a may be snack for a brother bubb we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet te when stay at the train stacion
24.0,"stockholm, sweden",swedish3,swedish,male,data/speech_accent_archive/recordings/recordings/swedish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call tella ask her to bring these things with er from the store sixpoons of fresh snow piece five thick slaps of loocheese and ma ba snack for  bouta bobp we also need a small plastic snake and a big coy frog for the kits she can scoop these things into three red bags and we will go meet her wensday at the twain station
22.0,"lulea, sweden",swedish4,swedish,male,data/speech_accent_archive/recordings/recordings/swedish4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plese call stalaasker to bring these fings with er from the store six poons of fresh no pese five fix slabs of blue sheese and maybe snack for a brother bob we also nead a small plastic snake an a big toy frog for the kids she can scoop this wings into free red bags and we wll go mit ewanstay at the train statia
18.0,"goteborg, sweden",swedish5,swedish,male,data/speech_accent_archive/recordings/recordings/swedish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,plece colstella osker tbring these things wither from te store six spoons of fresh snowpiece five thick slaps of bloe shees and may be snack for broad boup walso need a small plastic snake and a beag to frog for the kids she can scoop thes things into three red bags and we will go meet her wenseday at the train station
26.0,"goteborg, sweden",swedish6,swedish,male,data/speech_accent_archive/recordings/recordings/swedish6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,boyscol sta asko bring his things wido from store sixpoons of fres snow case fips like slaps o blow chase and my best nak for a bon bob olsoniasmallplastanc snike an a big twoie frog ful kits she can scoope hei things inthe fhree red bags an will gu mea wonstay at te tinstation
21.0,"sollentuna, sweden",swedish7,swedish,female,data/speech_accent_archive/recordings/recordings/swedish7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stella aski to bring these things with har from the store sixpoons o fresh snow peace five thik slabs o blue chse and may be a snack for her brother bob we also need a small plastic snake and a big toi frog for the kids she can scoop these things into three red bags and will go to meet her wensay at the train station
22.0,"helsinki, finland",swedish8,swedish,female,data/speech_accent_archive/recordings/recordings/swedish8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please clstella ask her to bring these things with her from the store six poons of fresh snow piee five tak slabs of blue cheese and maybe a sneck for her brother bob we also ned a small plasti snake and a beag toy frog for the kats she can scoop these things into three red bags and we will go meet her one stay at the treen stacion
20.0,"uddevalla, sweden",swedish9,swedish,male,data/speech_accent_archive/recordings/recordings/swedish9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cal stulla ask he to bring these things wither from the store six poons of fresh snow piece five thick slabbs of blue cheese and may be a snack for a brotda bob we also need a small plastic snake and a big toil frog for the kids she can scoope the things into three wed bags and w will go meet her whenseday at the twain station
0.0,,synthesized1,synthesized,male,data/speech_accent_archive/recordings/recordings/synthesized1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please col stella ask ergo bring these things with her rom thus store six spoons of resh snow peese five tix labs of blue cheese and may be asnak for her brother bob we allso neetd asmol plaseknake and oi toi rak for the kids she kan cooplese things in tutry reat baks and we will go mee her wonsday at tetrain station
0.0,,synthesized2,synthesized,female,data/speech_accent_archive/recordings/recordings/synthesized2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cowsela ask urtbring these things with her fron thustor six spoons of reth snow peee five pix laps of blue keese and may be asnac for her brother bob we also need asno plas tecksnake an dopig toyf rg for the keds che and scoopes things intufk re red baks and we will go meet her wens day at ttrain station
0.0,,synthesized3,synthesized,female,data/speech_accent_archive/recordings/recordings/synthesized3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella as her to bring these things with her from the stor sixk spoons of fresh snow pece five thick slabs of blue chieese and may be a snack for her brother boub we also meet a small plastick snake and a big toy frog for the kids she can scoop these things into three reid bags and we will go meet her win tay at the train station
0.0,,synthesized4,synthesized,male,data/speech_accent_archive/recordings/recordings/synthesized4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call steil ask her to bring these things with her from the stor siks spoons of resh snow pease five thik slabs of blue cheese and may be a snack for her brother bob will ye also need a small plastick snake an e big to frog for the kids she can scoop these things in to three red bags and will will go a meet her wens day at the train station
18.0,"manila, philippines",tagalog1,tagalog,male,data/speech_accent_archive/recordings/recordings/tagalog1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pleace calstela ask her to bring these tings with her from the store sixpoons of fresh snow peece five thick slabs of ble cheese and maybe asnak for her brother bob o also nead a small plastiksnake an a big doyfrog for the kids she canscoot thes tings into the bu bags and we will go meet her wencday at the train station
39.0,"manila, philippines",tagalog10,tagalog,female,data/speech_accent_archive/recordings/recordings/tagalog10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please calstela ask her to bring things with her from the store six puns of fresh snowpeece five thik slabs of blue cheese and maybe a snapk for her brother bob we also at a small clasic snake and a big toy fro for the kids she can scoup the stings into three red butbags and we will go om meet her weniste at e train station
59.0,"manila, philippines",tagalog11,tagalog,female,data/speech_accent_archive/recordings/recordings/tagalog11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,leese colistelaask her to bring thes hings with her from the storix ispoon of fres isnopis by dick a slab of blo cheese ind maybe sa snak por her brother bub we also need a small plustig snake and a bea toifrag for the keats sikan sco this things into three red bugs and we will go met herwenis day at the train station
20.0,"san pedro laguna, philippines",tagalog16,tagalog,male,data/speech_accent_archive/recordings/recordings/tagalog16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,gleascostu ask her to bring these things with her from the store six poons a fresh snowpece five thixk labs of blecheese and maybe a sna for her brother bob we also need a small plastic snake and a big toy frog for the kits she kans coop these things into three red bags and well go meec her once day at the trin station
21.0,"alexandria, virginia, usa",tagalog17,tagalog,male,data/speech_accent_archive/recordings/recordings/tagalog17.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,lese col sto ask her to bring these things with her from the slored six poons of fresh snowpiese five thixk slabs of bloe cheese and maybe a snak for her brothe ub we also need a small plustic smake and a big twiye fro for thikints she can scoip these things into three red bags and we will go meet her once day at the train station
