age,birthplace,filename,native_language,sex,path_to_audio,transcription,conformer_100_rope_large_transcriptions
37.0,"adana, turkey",turkish23,turkish,female,data/speech_accent_archive/recordings/recordings/turkish23.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things which are from the store six spoons of fresh snow piees five titk slaps of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her widnesday at the train station
31.0,"istanbul, turkey",turkish24,turkish,male,data/speech_accent_archive/recordings/recordings/turkish24.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slovs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
32.0,"kars, turkey",turkish25,turkish,male,data/speech_accent_archive/recordings/recordings/turkish25.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella i ask her to bring these things with her from the store six spoons of fresh snow piece five thick slap of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kiss she can scoop these things into three red bags and we will go meet her wednesday at the rain station
45.0,"sivas, turkey",turkish26,turkish,male,data/speech_accent_archive/recordings/recordings/turkish26.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring those things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop those things into three red bags and we will o meet her wednesday at the train train station
18.0,"istanbul, turkey",turkish27,turkish,female,data/speech_accent_archive/recordings/recordings/turkish27.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three dadt bags and we will go meet her wednesday at train station
24.0,"istanbul, turkey",turkish28,turkish,female,data/speech_accent_archive/recordings/recordings/turkish28.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train stationr
21.0,"ankara, turkey",turkish29,turkish,female,data/speech_accent_archive/recordings/recordings/turkish29.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three rad bags and we will go meet her wednesday at the train stationher
27.0,"adana, turkey",turkish3,turkish,male,data/speech_accent_archive/recordings/recordings/turkish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with thee with her brought with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snak a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at at the train station
24.0,"izmir, turkey",turkish30,turkish,female,data/speech_accent_archive/recordings/recordings/turkish30.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob josanita's small plastic snake and a big toy for big toy frog for the kits she can scoop thes things into three rad bags and when we will go meet her wednesday at the train station
24.0,"diyarbakir, turkey",turkish33,turkish,male,data/speech_accent_archive/recordings/recordings/turkish33.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,pelisecol stella ask her to bring these things with her from the store six spons of fresh snowpiece five thick slubs of blue cheese and maybe a synic for her brother bob we'll also need a small plastic synic and a big toy frog for the kids she can scop these thinks into three rad bags and we will go amit witnes day at the train station
24.0,"izmir, turkey",turkish35,turkish,female,data/speech_accent_archive/recordings/recordings/turkish35.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowd peas five thick flaps of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"istanbul, turkey",turkish36,turkish,female,data/speech_accent_archive/recordings/recordings/turkish36.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please ca stella ask her to brink these things fit er from the store six poons of fra'snol piece five thick slaps of blue chiese and may be a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rad bags and we will go meet her wednesday at the train station
20.0,"kayseri, turkey",turkish4,turkish,male,data/speech_accent_archive/recordings/recordings/turkish4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six poons of fresh snow peas five stick slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"istanbul, turkey",turkish6,turkish,male,data/speech_accent_archive/recordings/recordings/turkish6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things which are from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snag and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wensday at the train station
19.0,"izmir, turkey",turkish7,turkish,male,data/speech_accent_archive/recordings/recordings/turkish7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for du quetts she can scoop these things into three o red backs and we will go meet her wednesday at the train station
25.0,"istanbul, turkey",turkish9,turkish,male,data/speech_accent_archive/recordings/recordings/turkish9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five ticks levs of blue cheese and maybe a snake for her brother bob we also need a small platsik snake and a big cloth rob for the tits she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"balkanabat, turkmenistan",turkmen1,turkmen,male,data/speech_accent_archive/recordings/recordings/turkmen1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring thise things this these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frock for the kits she can scool these things into three red bags and we'll go to meet her wednesday at the train station
25.0,"kumasi, ghana",twi1,twi,female,data/speech_accent_archive/recordings/recordings/twi1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ax her to bring these things with her from the store six spoons of fresh snow peas five thick slubs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can book these things into three red bagks and we will go to meet her weidnesday at the train station
19.0,"woodbridge, virginia, usa",twi5,twi,male,data/speech_accent_archive/recordings/recordings/twi5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slavs of blue cheese and maybe a snak from her brother bob we also need a small plastic snake and a big toy frog from the kids she can scoop these things with into three red bags and we will go meet her wednesday at the train station
20.0,"kumasi, ghana",twi6,twi,male,data/speech_accent_archive/recordings/recordings/twi6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella liks her to bring these things with her from the stove six spoons of fresh snow pes five thick slaps of blue cheese and maybe a snack from her broght abov we also need a small plastic snake and a big toy frog for the kates she can scoop these things into three red bags and we will go meet her when a day at the train station
26.0,"kyiv, ukraine",ukrainian1,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with a harl from the store six spoons of fresh snow pes a five o six slaps of blue cheese it may be a snake for her brother bob we also need a small plastic snake and a big toy frog for her kids she can scoop these things into three red bags and we will go meet her wednesday at the station at the train station
25.0,"lvivska oblast, ukraine",ukrainian10,ukrainian,female,data/speech_accent_archive/recordings/recordings/ukrainian10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three rad bags and we will go meet her wednesday at the train station
23.0,"odessa, ukraine",ukrainian11,ukrainian,female,data/speech_accent_archive/recordings/recordings/ukrainian11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piese five thick slabs of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
18.0,"kiev, ukraine",ukrainian4,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call estella ask her to bring these things with her from the store six spoons of fresh snow peeas five thick slaps for blue cheese and maybe a snack for her brother bob wew'ill sond need a small plastic snake and a big toy frog for the kids she can scoop these things into three rat bags and we will go to meet her wednesday at the train station
22.0,"priluki, ukraine",ukrainian6,ukrainian,female,data/speech_accent_archive/recordings/recordings/ukrainian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring the things with her from the store six spoons of fresh snow pees five thick slobs of blue cheese and maybe a snake for her brother bob whe'll son need a small plactic snake and big a toy frog for the kids she can scoop she can scoop the thing into three red bags and we will go and meet her for wednesday at the train stand station
18.0,"kiev, ukraine",ukrainian7,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons a fresh snow piece five thick slaps of blue cheese and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kats she can scoop these things in into three red bags and we will go to meet her wednesday at the train station
23.0,"luhansk, ukraine",ukrainian8,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coastoer ask her to bring these are things with her from the store six spoons of fresh snow piers fire thick slabs of blue cheese and maybe a snack of for her brother bob we'lls need a small plastics a snake and a big toakf toy frog for the kids and she can scoop these things intor three red bags and we'll go meet her wednesday at the train station
30.0,"zaporizhzhya, ukraine",ukrainian9,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring the things with her from msus tore six spoons of fresh snaw peas five thick slabs of blue cheese and maybe a snake for khibraza bob we also need a small plastic snake and a big toy frog for the kids she can scoop these sinks into three red bags and we will go and meet her wen tday at the train station
20.0,"karachi, pakistan",urdu10,urdu,male,data/speech_accent_archive/recordings/recordings/urdu10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peeas five thick slabs of blue cheese and maybe a snack of her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three lead bags and we will go meet her wenesday at the transdition
20.0,"karachi, pakistan",urdu11,urdu,male,data/speech_accent_archive/recordings/recordings/urdu11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"lahore, pakistan",urdu13,urdu,female,data/speech_accent_archive/recordings/recordings/urdu13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
21.0,"islamabad, pakistan",urdu14,urdu,male,data/speech_accent_archive/recordings/recordings/urdu14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh a snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snack and a big toy frog for the kids she can scoop these things into three red bags and we will go met her wednesday at the train station
28.0,"mandi bahauddin, punjab, pakistan",urdu15,urdu,male,data/speech_accent_archive/recordings/recordings/urdu15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow pees five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"karachi, pakistan",urdu16,urdu,male,data/speech_accent_archive/recordings/recordings/urdu16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snagk for her brother bob we also need a small plastic snake and a big toy frock for kits she can scoop these things into three red bags and we will go meet her witnessday at the train station
25.0,"karachi, sind, pakistan",urdu3,urdu,male,data/speech_accent_archive/recordings/recordings/urdu3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
29.0,"kuwait city, kuwait",urdu4,urdu,male,data/speech_accent_archive/recordings/recordings/urdu4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in her three red bags and we will go meet her wednesday at the train station
23.0,"karachi, pakistan",urdu5,urdu,male,data/speech_accent_archive/recordings/recordings/urdu5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six moons of fresh snow peese five thick slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"bangalore, india",urdu6,urdu,female,data/speech_accent_archive/recordings/recordings/urdu6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her from with her from the store six spoons of fresh snow pease five thick slabs of blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"islamabad, pakistan",urdu7,urdu,male,data/speech_accent_archive/recordings/recordings/urdu7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snowspiece five takes slab of blue cheet and maybe a snag for her brother bob we also need a small plastic snag and a big toy frog for the kids she can scoop these things into three red bags and we will go meet with her wednesday at the train station
21.0,"abu dhabi, united arab emirates",urdu8,urdu,female,data/speech_accent_archive/recordings/recordings/urdu8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob she also needs a small plastic snake and a big troy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train station
20.0,"alexandria, virginia, usa",urdu9,urdu,female,data/speech_accent_archive/recordings/recordings/urdu9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
40.0,"tashkent, uzbekistan",uzbek3,uzbek,male,data/speech_accent_archive/recordings/recordings/uzbek3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call sella ask her to bring this thing with her from the sore six spoons of fresh snow piece five six lab of blue cheese and maybe a snag for her brother bob we'll send it a small plat snag and a big toy frog for the kit you can scoop this thing into three red bags and we will go meet her when there is a train station
35.0,"tashkent, uzbekistan",uzbek4,uzbek,female,data/speech_accent_archive/recordings/recordings/uzbek4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things for her from the store six spoons of fresh snow peas five thick staps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kits she can scoop these things into three red bags and we'll go meet her wednesday at the train station
24.0,"can tho, vietnam",vietnamese12,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slafs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"hanoi, vietnam",vietnamese13,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and maybe a snap for her brother bob will also need a small passing snack and a big twine frock for the kiss she can scoop these things into three red bags and we will go meet her wednesday at the train station
19.0,"saigon, vietnam",vietnamese18,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three bags three red bags and we will meet her wednesday at the train station
18.0,"ho chi minh city, vietnam",vietnamese19,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stellar ask her to bring these things with her from the stores six spoons of fresh snow pea five thick slabs of blue cheese and may be a snack for her brother bob we also need a small blastic snake and a big toy frog for the kits seiek and scoop these things into three red bags and we will go meet her wednesday at the tranc stations
21.0,"hanoi, vietnam",vietnamese21,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things to her from the sore six spoons of fresh snow peas five stak slaps of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog from the kits she can scoop these things into three rad bags and we will o meet her wednesday at the chan station
23.0,"bien hoa, vietnam",vietnamese22,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoon of fresh snow apiece five thick slap of plue cheese it may be a snak for her brother bob we also need a small placci snake and a big toy frog for the kids she can scoop these things into three red bags and we will meet her wednesday at the train station
25.0,"hanoi, vietnam",vietnamese4,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cas sell her ask her to bring thee things with her from tha store six spoons of fresh now piese five thick slap of blue cheese and maybe a snack for her brother bo wou also need of small plastic snack and big toy frock for the keys she kan scoop the things into three red bags and e will go meet her wednesday a the trans lation
34.0,"cam ranh, vietnam",vietnamese5,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,blea constella ask her to bring this tins with her from the store sis spoons of fresh snow bist fite this slap up ar blue thees and may be a snat for her brougt bob we anso kneed a small bloot tist snat and a bit toy frot for the kiss a sy can scoup this tin into the three ret basts and we will go with her wednesday at the translacion
20.0,"ho chi minh city, vietnam",vietnamese9,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please con stell her ask her to bring these things with her from the store six pooncse or fresno piec  fatics slap o blue cheese and maybe a snak for her brother bob we'll also knit a small plastic snake ad big tie frot for the kiss she can scoop this thing into three red eggs and we will go meet her wenesday at the trans station
