age,birthplace,filename,native_language,sex,path_to_audio,transcription,s2t_medium_transcriptions
18.0,"kiev, ukraine",ukrainian4,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella as for to bring these things with her from the store sixpence or fresh snow piece five thick snaps of blue cheese and no best neck her brother bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things in the thread bags and we will go to meet her wednesday at the train station
22.0,"priluki, ukraine",ukrainian6,ukrainian,female,data/speech_accent_archive/recordings/recordings/ukrainian6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring the things with her from the store six pounds of fresh snow peas five thick slabs of blue cheese and mary a snap her brother bob you'll send in the small plastic snake and beak a toy frock for the kid she can screw she can squirt the thing into three red bags and will go meet her for wednesday at the station
18.0,"kiev, ukraine",ukrainian7,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpence of fresh snow piece five thick slabs a two cheese and maybe a snack for her brother bob we also need small plastic snake and a big toy frock for the kids she can scoop these things into three or eight backs and we will go to amid her wednesday at the train station into three or eight backs
23.0,"luhansk, ukraine",ukrainian8,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring this and things to with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snacker for her brother bob wilson and the smoke last week are snake and a big toe frog for the kids as she can scoop these things into three red bags and will go mid her wednesday at the train station
30.0,"zaporizhzhya, ukraine",ukrainian9,ukrainian,male,data/speech_accent_archive/recordings/recordings/ukrainian9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring thee things with her from the store six spoons of fresh snow peas five thick slips of blotches and maybe a snake for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these sinks into three red bags and we'll go and meet her whence there the train's station
20.0,"karachi, pakistan",urdu10,urdu,male,data/speech_accent_archive/recordings/recordings/urdu10.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six wound a fresh snow piece five thick slabs of boot cheese and maybe a snack of her brother bob we also eat a small plastic snake and a big toy frog for the kids she can scoop these things into treated bags and we will go meet her vanity at the transition
20.0,"karachi, pakistan",urdu11,urdu,male,data/speech_accent_archive/recordings/recordings/urdu11.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six bones of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"lahore, pakistan",urdu13,urdu,female,data/speech_accent_archive/recordings/recordings/urdu13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her one day at the train station
21.0,"islamabad, pakistan",urdu14,urdu,male,data/speech_accent_archive/recordings/recordings/urdu14.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from the store six spoons of fresh snow piece we also need a small plastic snack and maybe a snack for her brother bob we also need a small plastic snack and a big dry frog for the kit she can scoop these things into three red bags and we will go met her vanity at the train station
28.0,"mandi bahauddin, punjab, pakistan",urdu15,urdu,male,data/speech_accent_archive/recordings/recordings/urdu15.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and a big toy frog for the kids we also need a small plastic snake and a big toy frog for the kids she can screw these things into three red bags and we will go meet her wednesday at the transition
22.0,"karachi, pakistan",urdu16,urdu,male,data/speech_accent_archive/recordings/recordings/urdu16.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please called stella ask her to bring these things with her from this door six wounds of fresh no piece five take slaps of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and we will go meet her witness the eddy train station
25.0,"karachi, sind, pakistan",urdu3,urdu,male,data/speech_accent_archive/recordings/recordings/urdu3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six pounds of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go me till one day at the trensday at the trenstation station at the trensday at the trenstation station at the trenstation station at the trenstation
29.0,"kuwait city, kuwait",urdu4,urdu,male,data/speech_accent_archive/recordings/recordings/urdu4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,a please called stella ask her to bring these things with her from the store six poems of fresh small peas five fixed lads of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things in a three red bags and we will go we her one stay at the train station at the trainstation at the trainstation at the trainstation at the trainstation at the trainstation
23.0,"karachi, pakistan",urdu5,urdu,male,data/speech_accent_archive/recordings/recordings/urdu5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six months of fresh snow piece five thick slap blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and miracle me her wednesday at the train station
24.0,"bangalore, india",urdu6,urdu,female,data/speech_accent_archive/recordings/recordings/urdu6.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things from her from the with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"islamabad, pakistan",urdu7,urdu,male,data/speech_accent_archive/recordings/recordings/urdu7.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella asked her to bring these things with her from the store sixpoons of fresh snows piece five takes lab of blue cheat and maybe a snack for her brother bob we also need a small plastic snack and a big toy frog for the kiss she can scoop these things into three red bags and we will go meet with her wednesday at the train station at the train station
21.0,"abu dhabi, united arab emirates",urdu8,urdu,female,data/speech_accent_archive/recordings/recordings/urdu8.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob she also need a small plastic snake and a big toy frog for the kicks she can scoop these things into three red bags and we will go meet her whence day at the trainstish and the train's dish and we will go meet her when stay at the trainstish and the trainstish and
20.0,"alexandria, virginia, usa",urdu9,urdu,female,data/speech_accent_archive/recordings/recordings/urdu9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from this door six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snak for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her one day at the transition
40.0,"tashkent, uzbekistan",uzbek3,uzbek,male,data/speech_accent_archive/recordings/recordings/uzbek3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call cellar ask her to bring thee sing with her from the sword six spoons of fresh snow peas five per cent of blue cheese and maybe a snag for her brother bob wilson in a small black snag and a bee toy frog with a kid you can school to this thing it is three red back and will go meet her when there is a train station
35.0,"tashkent, uzbekistan",uzbek4,uzbek,female,data/speech_accent_archive/recordings/recordings/uzbek4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask what to bring these things with her from the store six spoons of fresh snow piece five thick steps of blue cheese and maybe a snack for her brother ball we also need a small plastic snake and a big toy frog for the kits she can screw these things into three red backs and will go with her one day at the train station
24.0,"can tho, vietnam",vietnamese12,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese12.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six boots of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kid she can scoop these things into three red bags and we will go meet her wednesday at the train station
23.0,"hanoi, vietnam",vietnamese13,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese13.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five weeks lap to two cheese and maybe a snack were brought up bob we also need a small person's neck and big twilight for the kiss she can score these things into three red bags and we will go meet her whence the untran station
19.0,"saigon, vietnam",vietnamese18,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese18.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five six labs of blue cheese and maybe a snap from her brother bob we also meet a small plastic snake in a big torporal for the kids she can scoop these things in two three bags three red bags and we will go meet her wednesday at the train station
18.0,"ho chi minh city, vietnam",vietnamese19,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese19.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella after to bring these things with her from the stores six spoons of fresh snow pea five thick slab of blue cheese and maybe a snick for her brother bob wants only a small plastic snick and a big toy frog for the kits second scoop these things into three red bags and we will go meet her one stay at a twin stations and we will go meet her one stay at a twin stations and we will go
21.0,"hanoi, vietnam",vietnamese21,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese21.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please coastaller ask her to bring these things to her from the sore six spoons of fresh snow piece five sticks that's up blue cheese and maybe usn't snack for her brother bob we also need a small crusty snake and a big tot frog from the kids she can scoop these things into three dredbacks and we will go midday at the station
23.0,"bien hoa, vietnam",vietnamese22,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese22.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please cause tell her ask her to bring these things with her from the store sixpoon of fresh snow peas five thick slap of flutes and maybe a snack for her brother bub we also need a small plastic snake and a big toy froth for the kids she can scoop these things into three red bags and we'll meet her whence they are the translation
25.0,"hanoi, vietnam",vietnamese4,vietnamese,female,data/speech_accent_archive/recordings/recordings/vietnamese4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella as how to bring the things with her from a star six boons of fresh snow piece five takes lap of lu she's and maybe a snack for her brother ball we also need of small plastic snack and we'll make toy froth for the keys she can scold me things into three red bags and we'll go mit her wednesday at the station
34.0,"cam ranh, vietnam",vietnamese5,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,bleak on stella at her to bring these things with her from the store she's spoons of fresh snow pieces fight it slap up a blue cheese and maybe a stand for her broader bub we also need a small blotches snat and a big toy for the kiss and we will
20.0,"ho chi minh city, vietnam",vietnamese9,vietnamese,male,data/speech_accent_archive/recordings/recordings/vietnamese9.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please course they'll are ask her to bring distantings we heard from the store sixpence our freshener piece we'll soon get a small blast of snakes and maybe snack for a broader bob we'll once only get a small blasted snake at a big typhot for the case she gets good this thing into dreary red eggs and we would go made her way station at a trustation at a trustation
24.0,"tervuren, belgium",vlaams1,vlaams,male,data/speech_accent_archive/recordings/recordings/vlaams1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six points of fresh snow piece five thick slaps of blue cheese and maybe a snack for a broader bob we also need a small plastic snake and a big toy frog for the kit she can scoop these things into three red bags and we'll go meet her wednesday at the train station
21.0,"turnhout, belgium",vlaams2,vlaams,female,data/speech_accent_archive/recordings/recordings/vlaams2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
22.0,"herentals, belgium",vlaams3,vlaams,female,data/speech_accent_archive/recordings/recordings/vlaams3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons a fresh snow peas five thick slaps of blue cheese and maybe a snack for her rather bob we also need a small plastic snake and a big toy frock for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
50.0,"ronse, belgium",vlaams4,vlaams,female,data/speech_accent_archive/recordings/recordings/vlaams4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snark for her brother bob we also need a small plastic snake and a big toy frog for the kids she can skid these things into three red bags at the train station at the train stay
37.0,"dakar, senegal",wolof2,wolof,male,data/speech_accent_archive/recordings/recordings/wolof2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snag for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will meet
52.0,"khombole, senegal",wolof3,wolof,female,data/speech_accent_archive/recordings/recordings/wolof3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please go stella ask her to bring these things with her from the store six bowls of fresh snow peas five thickcloth of blue cheese and maybe a snap of her brass box we also need a small basket snake and a big toy frog for the kids the camp school leave things in to zero baths and we'll go meet her when stay at the trensday at the trensea at the trenstation lea at the trenstation
30.0,"changsha, hunan, china",xiang2,xiang,male,data/speech_accent_archive/recordings/recordings/xiang2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need up small plastic snake and a big toy frock for the kit she can scoop relief things into three red bags and we will go mid her wednesday at the translation and we will go mid her wednesday at the translation
23.0,"zhuzhou, hunan, china",xiang4,xiang,female,data/speech_accent_archive/recordings/recordings/xiang4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please castella ask her to bring thee things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snack for an a big tie frog for the keys she can scoop thee things into three red bags and we will go me her when stay at the chenstationss in two three red bags and we will go me her when stay at the translationss
19.0,"yakutsk, russia",yakut1,yakut,female,data/speech_accent_archive/recordings/recordings/yakut1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring the things with her from the store sixpence of fresh note piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need small plastic snakes and a big toy frock for the kits she can scoop these things into three red bags and we will go meet her wednesday at train station
34.0,"yap island, federated states of micronesia",yapese1,yapese,female,data/speech_accent_archive/recordings/recordings/yapese1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six points of fresh snow piece five thick slabs of blue cheese and may we snack for her brother bob we also need a small plastic snake and a beak to a frog for the kids seek and scoop these things into three red bags and we will go meet her whence they at the trenches in two three red bags
60.0,"st. etienne, france",yiddish1,yiddish,male,data/speech_accent_archive/recordings/recordings/yiddish1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thicks thick slabs of blue cheese and maybe a snack for brother bob we also need a small plastic snake and a big toy fog for the kids she can scoop these things into three red bags and we will go meet her when stay at the train station
78.0,"winnipeg, manitoba, canada",yiddish2,yiddish,female,data/speech_accent_archive/recordings/recordings/yiddish2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six boons of first snow piece five thick slabs of blue cheese and maybe a snap for her brother bob we also need a small plastic snake in a big toy frog for the kits she can scoop these things into three red bags and we will go meet her wednesday at the train's station
52.0,"brooklyn, new york, usa",yiddish3,yiddish,male,data/speech_accent_archive/recordings/recordings/yiddish3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
86.0,"vilnius, lithuania",yiddish5,yiddish,female,data/speech_accent_archive/recordings/recordings/yiddish5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store sixpence of rash snow piece five thick slaps of blue cheese maybe a snack for her brought up barb they also need a small plastic snake and i bid toy frank for the kids she can scoop these things into three red bags and wiggle meters they can scoop these things
40.0,"ibadan, oyo, nigeria",yoruba2,yoruba,female,data/speech_accent_archive/recordings/recordings/yoruba2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go midday at the train's station
31.0,"bethel, alaska, usa",yupik1,yupik,female,data/speech_accent_archive/recordings/recordings/yupik1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
24.0,"bulawayo, zimbabwe",zulu1,zulu,female,data/speech_accent_archive/recordings/recordings/zulu1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slips of blue cheese and maybe a snack for her brother bob we also need a small plastic's snack and a big toy frog for the keys she can scoop these things into the red bags and we will off we'll go mid her one day at the strange station
27.0,"virginia, south africa",afrikaans1,afrikaans,female,data/speech_accent_archive/recordings/recordings/afrikaans1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slaps of blue cheese and maybe a snack for her brother a brother bub we also need a small plastic snake and a big toy frock for the kids she can scoop these things into favorite bags and we will go me the windstead drain station
40.0,"pretoria, south africa",afrikaans2,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans2.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow piece five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station
43.0,"pretoria, transvaal, south africa",afrikaans3,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans3.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station she can scoop these things into three red bags and we will go meet her wednesday at the train station
26.0,"pretoria, south africa",afrikaans4,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans4.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slaps of blue cheese and maybe a snap for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the trainstation
19.0,"cape town, south africa",afrikaans5,afrikaans,male,data/speech_accent_archive/recordings/recordings/afrikaans5.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please call stella ask her to bring these things with her from the stall six spoons of fresh no peas five thick slabs of blue cheese and maybe a snap for her brother bog we also need a small plastic snake in the big toy frog for the kids she can scoop these things into three red bags and we will go and meet her wednesday at the train station
41.0,"accra, ghana",akan1,akan,male,data/speech_accent_archive/recordings/recordings/akan1.mp3,please call stella ask her to bring these things with her from the store six spoons of fresh snow peas five thick slabs of blue cheese and maybe a snack for her brother bob we also need a small plastic snake and a big toy frog for the kids she can scoop these things into three red bags and we will go meet her wednesday at the train station,please costella ask her to bring these things where they're from the store six six pounds of fresh snow piece five thick slabs of blue cheese and maybe a snuff for her brother bob your son need a small place of snake and a big toy froth for the kits she can scoop these things into three red bags and will go me here wednesday add a transdict at a transdish three red bags and will go me here wednesday at a transdagh at a transit at a transit at a transdish out of a transdish three red bags and will go
