transcription,path_to_audio,speaker_id,native_language,gender,unispeech_large_transcriptions
theres not an iota of truth in it,data/l2arctic/EBVS/wav/arctic_b0346.wav,EBVS,Spanish,M,there s notan iodtod of trou init
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/EBVS/wav/arctic_b0347.wav,EBVS,Spanish,M,but ever het case retounin to thotcroched benes  off the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/EBVS/wav/arctic_b0348.wav,EBVS,Spanish,M,could you be sa isfede wit that won handredpart of me
in such a tumbling of values was no time to sell,data/l2arctic/EBVS/wav/arctic_b0349.wav,EBVS,Spanish,M,in suc a tumbrling of value was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/EBVS/wav/arctic_b0350.wav,EBVS,Spanish,M,astandoffh beeacesd anmbacerand  ol drest
matthewson whos this bookkeeper rogers,data/l2arctic/EBVS/wav/arctic_b0351.wav,EBVS,Spanish,M,matinson who is this bookeper roors
now just what do you want to know,data/l2arctic/EBVS/wav/arctic_b0352.wav,EBVS,Spanish,M,no ges what do you want to now
i want to know how all this is possible,data/l2arctic/EBVS/wav/arctic_b0353.wav,EBVS,Spanish,M,i wan to no howold his is posibe
its that much junk,data/l2arctic/EBVS/wav/arctic_b0354.wav,EBVS,Spanish,M,is dat mat jonk
there was proper division of labor in the work they individually performed,data/l2arctic/EBVS/wav/arctic_b0355.wav,EBVS,Spanish,M,there was proper dvision of laowber in the work they individoualy  perfomed
he loved to play chinese lottery,data/l2arctic/EBVS/wav/arctic_b0356.wav,EBVS,Spanish,M,he loved to play chinesh lotery
the law of club and fang,data/l2arctic/EBVS/wav/arctic_b0357.wav,EBVS,Spanish,M,the low of clob on fane
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/EBVS/wav/arctic_b0358.wav,EBVS,Spanish,M,the tempertur dropped of to fifty belofe syro and remainedher the hol tripp
and as never before he was ready to obey,data/l2arctic/EBVS/wav/arctic_b0359.wav,EBVS,Spanish,M,and as neverbefor he was rady to bay
there are the canals of china and the yangtse river,data/l2arctic/EBVS/wav/arctic_b0361.wav,EBVS,Spanish,M,the are  the cannols of chinaon thy gonsee ryver
we threaten to be of the one mind before the voyage is completed,data/l2arctic/EBVS/wav/arctic_b0362.wav,EBVS,Spanish,M,we tretonde tobe of  dhe won min befor the bodag  is completed
she was built primarily to sail,data/l2arctic/EBVS/wav/arctic_b0363.wav,EBVS,Spanish,M,she was bilt prymarorly to sal
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/EBVS/wav/arctic_b0364.wav,EBVS,Spanish,M,in the bohamon club of sonpracysco her are somegcrag salers
my age in years is twenty two,data/l2arctic/EBVS/wav/arctic_b0365.wav,EBVS,Spanish,M,my eage  in years is twenty to
i forgot how easily i had taught myself from the printed page,data/l2arctic/EBVS/wav/arctic_b0366.wav,EBVS,Spanish,M,i forgot how esuly i had tole my self from the printerpage
any average young fellow can teach himself in a week,data/l2arctic/EBVS/wav/arctic_b0367.wav,EBVS,Spanish,M,any everage yong feylow can teach himselfe in a wk
please do not think that i already know it all,data/l2arctic/EBVS/wav/arctic_b0368.wav,EBVS,Spanish,M,please do not think that ioreadye now it ol
you see we were teaching ourselves,data/l2arctic/EBVS/wav/arctic_b0369.wav,EBVS,Spanish,M,ouse we wer teaching ouor selvfe
and now behold the perversity of things,data/l2arctic/EBVS/wav/arctic_b0370.wav,EBVS,Spanish,M,and now becoled dhe perversity of hins
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/EBVS/wav/arctic_b0371.wav,EBVS,Spanish,M,gar yourserf to the watersthat are rething and tearing  a to
mister mcveigh told me about him,data/l2arctic/EBVS/wav/arctic_b0372.wav,EBVS,Spanish,M,mistur mackbate toled me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/EBVS/wav/arctic_b0373.wav,EBVS,Spanish,M,unlike osau  he s toedin no ned ovf daviing asiystense
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/EBVS/wav/arctic_b0374.wav,EBVS,Spanish,M,to say the lest coppiton  cook was a radorthrowotgoing amdpresd
man could not conquer them,data/l2arctic/EBVS/wav/arctic_b0375.wav,EBVS,Spanish,M,man coulnot concare them
thought i and a worthy fool he proved,data/l2arctic/EBVS/wav/arctic_b0376.wav,EBVS,Spanish,M,to eyye and a warthy fol  heproft
i like to speculate upon the glorious future of man,data/l2arctic/EBVS/wav/arctic_b0378.wav,EBVS,Spanish,M,i like to speculatappon dhe glorous futurem  of man
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/EBVS/wav/arctic_b0379.wav,EBVS,Spanish,M,crissmous is an asyprobrllam compared with a porlination giving fest
he had peeled off his shirt and was wildly waving it,data/l2arctic/EBVS/wav/arctic_b0380.wav,EBVS,Spanish,M,he had puled of his shertand was wildly wovingit
and how would we ever find ourselves,data/l2arctic/EBVS/wav/arctic_b0381.wav,EBVS,Spanish,M,and how  wod we  ever find oer servs
i defy any man to get a solomon island sore in california,data/l2arctic/EBVS/wav/arctic_b0382.wav,EBVS,Spanish,M,i defy any man to get asolomon ilend sor in calyeforna
a bush chief had died a natural death,data/l2arctic/EBVS/wav/arctic_b0383.wav,EBVS,Spanish,M,a boosh chef had tdied anatural dead
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/EBVS/wav/arctic_b0384.wav,EBVS,Spanish,M,he skippers and nacatas gynstic surved as an ostrlation withot works
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/EBVS/wav/arctic_b0385.wav,EBVS,Spanish,M,last night he shoded allo the scymtons  of commig down wit enon numonia
my idea was that he would have more influence over the natives,data/l2arctic/EBVS/wav/arctic_b0386.wav,EBVS,Spanish,M,myoda was that he woud have more influence over the native
it is merely the simple superlative,data/l2arctic/EBVS/wav/arctic_b0387.wav,EBVS,Spanish,M,it is marly the shimbe superlative
i made no more overtures,data/l2arctic/EBVS/wav/arctic_b0388.wav,EBVS,Spanish,M,i mad no more overturs
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/EBVS/wav/arctic_b0389.wav,EBVS,Spanish,M,among my manors affrictons i may mention a new anmysteros wonee
the voyage was our idea of a good time,data/l2arctic/EBVS/wav/arctic_b0390.wav,EBVS,Spanish,M,the bove a was aower adea  of a god time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/EBVS/wav/arctic_b0391.wav,EBVS,Spanish,M,a t ce tusday marchd seventyn nitin olde a
yes sir he answered with cheerful alacrity,data/l2arctic/EBVS/wav/arctic_b0392.wav,EBVS,Spanish,M,yes siur she answerded with carfurl alecry
i was still weak from my prolonged immersion,data/l2arctic/EBVS/wav/arctic_b0393.wav,EBVS,Spanish,M,i was still wek from  my poroonch in mayrsom
i was beneath the water suffocating and drowning,data/l2arctic/EBVS/wav/arctic_b0395.wav,EBVS,Spanish,M,i wase berneathe  the water suffocating androwting
the pain from my hurt knee was agonizing,data/l2arctic/EBVS/wav/arctic_b0396.wav,EBVS,Spanish,M,the pan from my harte ney was  agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/EBVS/wav/arctic_b0397.wav,EBVS,Spanish,M,the hunter were stear arguing androing likk  semyhumons amfibous britdt
i have been robbed sir i amended,data/l2arctic/EBVS/wav/arctic_b0398.wav,EBVS,Spanish,M,i have ben robbed ser mmeonded
you were looking squeamish this afternoon he began,data/l2arctic/EBVS/wav/arctic_b0399.wav,EBVS,Spanish,M,yu were yoking scrammysh det af aftornoone she began
how could i answer the question on the spur of the moment,data/l2arctic/EBVS/wav/arctic_b0400.wav,EBVS,Spanish,M,how coud i anwor this question  of the spor of the moment
i learned it myself in english ships,data/l2arctic/EBVS/wav/arctic_b0401.wav,EBVS,Spanish,M,i larned it myselfin anglis ups
an altruistic act is an act performed for the welfare of others,data/l2arctic/EBVS/wav/arctic_b0402.wav,EBVS,Spanish,M,analtrysy cake is ang opet performen for the wareee firof others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/EBVS/wav/arctic_b0403.wav,EBVS,Spanish,M,noeg hm i reveou the old scaondnavian mith with clarly understanding
yes and no sir was the slow reply,data/l2arctic/EBVS/wav/arctic_b0404.wav,EBVS,Spanish,M,jesand no serwas the slow zroprla
and each year something happened and i did not go,data/l2arctic/EBVS/wav/arctic_b0405.wav,EBVS,Spanish,M,and each yard somethiyng happened  and i did not go
how in hell did he know it was you in the dark,data/l2arctic/EBVS/wav/arctic_b0406.wav,EBVS,Spanish,M,howt in hal did he nowit was du in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/EBVS/wav/arctic_b0407.wav,EBVS,Spanish,M,of cors  much grumblingwent on and lattey opsbar wer continuolly ocoring
you have all the advantage,data/l2arctic/EBVS/wav/arctic_b0408.wav,EBVS,Spanish,M,you have aol headvandage
he may desire to escape pain or to enjoy pleasure,data/l2arctic/EBVS/wav/arctic_b0413.wav,EBVS,Spanish,M,he may desire to escap paynge or to engoy pleasure
the steward has just tendered me a respectful bit of advice,data/l2arctic/EBVS/wav/arctic_b0434.wav,EBVS,Spanish,M,he stowerd has gas tendard me as arepettfuyl beitof advise
by virtue of that power we shall remain in power,data/l2arctic/EBVS/wav/arctic_b0461.wav,EBVS,Spanish,M,by virtue of dad power we shal reumaind in powor
never so strange a prophet came up to jerusalem,data/l2arctic/EBVS/wav/arctic_b0494.wav,EBVS,Spanish,M,never saw strange  approfit cameeup to goerusolym
the scents of strange vegetation blew off the tropic land,data/l2arctic/EBVS/wav/arctic_b0503.wav,EBVS,Spanish,M,the sens of strange vegitationbrlow of the troppiclane
ill tell you the librarian said with a brightening face,data/l2arctic/EBVS/wav/arctic_b0534.wav,EBVS,Spanish,M,il tel you  the labraon  sad with a britnenge  fase
at the best they were necessary accessories,data/l2arctic/EBVS/wav/arctic_b0538.wav,EBVS,Spanish,M,at the best the were necessary accessoriys
author of the danger trail philip steels etc,data/l2arctic/ERMS/wav/arctic_a0001.wav,ERMS,Spanish,M,otor of thedangourd tral filip stels a tetera
not at this particular case tom apologized whittemore,data/l2arctic/ERMS/wav/arctic_a0002.wav,ERMS,Spanish,M,nodat this particooerecas tom appologiz wich more
for the twentieth time that evening the two men shook hands,data/l2arctic/ERMS/wav/arctic_a0003.wav,ERMS,Spanish,M,for the twentieugth timee that evening the too manshok hands
lord but im glad to see you again phil,data/l2arctic/ERMS/wav/arctic_a0004.wav,ERMS,Spanish,M,lo but imglad to se you a gain fill
will we ever forget it,data/l2arctic/ERMS/wav/arctic_a0005.wav,ERMS,Spanish,M,wiell we ever forget it
god bless em i hope ill go on seeing them forever,data/l2arctic/ERMS/wav/arctic_a0006.wav,ERMS,Spanish,M,god blessemei hop i will go onseing them forever
and you always want to see it in the superlative degree,data/l2arctic/ERMS/wav/arctic_a0007.wav,ERMS,Spanish,M,and yold wena se it in the supel e to degre
gad your letter came just in time,data/l2arctic/ERMS/wav/arctic_a0008.wav,ERMS,Spanish,M,god youre leter came just   in time
he turned sharply and faced gregson across the table,data/l2arctic/ERMS/wav/arctic_a0009.wav,ERMS,Spanish,M,he turnd sharplyand fased gregson acros the tayblee
im playing a single hand in what looks like a losing game,data/l2arctic/ERMS/wav/arctic_a0010.wav,ERMS,Spanish,M,ame playing a singe han in what  looks lik a losing game
if i ever needed a fighter in my life i need one now,data/l2arctic/ERMS/wav/arctic_a0011.wav,ERMS,Spanish,M,if i ever needed a fiter in my life i need wonk now
gregson shoved back his chair and rose to his feet,data/l2arctic/ERMS/wav/arctic_a0012.wav,ERMS,Spanish,M,gregson shoeed backe his chaire and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/ERMS/wav/arctic_a0013.wav,ERMS,Spanish,M,he was a hadshartered dhan his componon of almost delicaate fysic
now youre coming down to business phil he exclaimed,data/l2arctic/ERMS/wav/arctic_a0014.wav,ERMS,Spanish,M,now yure coming down to bisness fill he esclamed
its the aurora borealis,data/l2arctic/ERMS/wav/arctic_a0015.wav,ERMS,Spanish,M,its dheawerodo boralys
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/ERMS/wav/arctic_a0016.wav,ERMS,Spanish,M,thers fort churchullarifal shot beyond the ruge aslep
there was a change now,data/l2arctic/ERMS/wav/arctic_a0018.wav,ERMS,Spanish,M,there was a change now
i followed the line of the proposed railroad looking for chances,data/l2arctic/ERMS/wav/arctic_a0019.wav,ERMS,Spanish,M,i folowed the line of the proposed ralerod loking for chanses
clubs and balls and cities grew to be only memories,data/l2arctic/ERMS/wav/arctic_a0020.wav,ERMS,Spanish,M,clubs and balls and cites groew to be only memoris
it fairly clubbed me into recognizing it,data/l2arctic/ERMS/wav/arctic_a0021.wav,ERMS,Spanish,M,it farlel colabed meinto recognising it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/ERMS/wav/arctic_a0022.wav,ERMS,Spanish,M,hadly were oure plans mad poublic  before we were meate by powrfol oposistion
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/ERMS/wav/arctic_a0023.wav,ERMS,Spanish,M,a combenaton of canadion capital  quicly organized  and peatisioned for the sam pryviliges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/ERMS/wav/arctic_a0024.wav,ERMS,Spanish,M,it was my reports from the north wich chefly induse peaple to by
i was about to do this when cooler judgment prevailed,data/l2arctic/ERMS/wav/arctic_a0025.wav,ERMS,Spanish,M,i was about to do this   when quordeoer gugement prevaled
it occurred to me that there would have to be an accounting,data/l2arctic/ERMS/wav/arctic_a0026.wav,ERMS,Spanish,M,it ocured to me thate ther wod hav to be an acconting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/ERMS/wav/arctic_a0027.wav,ERMS,Spanish,M,to mi surprize he bgan to show actuole enthousyaisom  in my favere
robbery bribery fraud,data/l2arctic/ERMS/wav/arctic_a0028.wav,ERMS,Spanish,M,erobery bribery frot
their forces were already moving into the north country,data/l2arctic/ERMS/wav/arctic_a0029.wav,ERMS,Spanish,M,there forses wer al read moving into the northcontr
i had faith in them,data/l2arctic/ERMS/wav/arctic_a0030.wav,ERMS,Spanish,M,i had fatin them
they were three hundred yards apart,data/l2arctic/ERMS/wav/arctic_a0031.wav,ERMS,Spanish,M,they wre thre hondred yardes appart
since then some mysterious force has been fighting us at every step,data/l2arctic/ERMS/wav/arctic_a0032.wav,ERMS,Spanish,M,sins then some mysterous forc  has ben fitingus at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/ERMS/wav/arctic_a0033.wav,ERMS,Spanish,M,he unfolded alontype retin letther and handed it  to gregson
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/ERMS/wav/arctic_a0035.wav,ERMS,Spanish,M,ha stoppedeand fillipp nodedat theroriefi quesstuon in hyis eys
she turned in at the hotel,data/l2arctic/ERMS/wav/arctic_a0036.wav,ERMS,Spanish,M,she turned inat the hotel
i was the only one who remained sitting,data/l2arctic/ERMS/wav/arctic_a0037.wav,ERMS,Spanish,M,i was the only wone ho remained siting
well have to watch our chances,data/l2arctic/ERMS/wav/arctic_a0038.wav,ERMS,Spanish,M,well have to wach our chanses
the ship should be in within a week or ten days,data/l2arctic/ERMS/wav/arctic_a0039.wav,ERMS,Spanish,M,the shep sould bein   within a week or tendays
i suppose you wonder why she is coming up here,data/l2arctic/ERMS/wav/arctic_a0040.wav,ERMS,Spanish,M,i supos you wonder wy shes comig up hear
meanwhile ill go out to breathe a spell,data/l2arctic/ERMS/wav/arctic_a0041.wav,ERMS,Spanish,M,meanwileil go ot as berit spell
how could he explain his possession of the sketch,data/l2arctic/ERMS/wav/arctic_a0042.wav,ERMS,Spanish,M,how could he explan his posessionsof the skach  l
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/ERMS/wav/arctic_a0043.wav,ERMS,Spanish,M,it semed nearer to him sins he had sen  an toaoke  with gregson
her own betrayal of herself was like tonic to philip,data/l2arctic/ERMS/wav/arctic_a0044.wav,ERMS,Spanish,M,her on betraalof herselfs  was lke tonick   to fyllipp
he moved away as quietly as he had come,data/l2arctic/ERMS/wav/arctic_a0045.wav,ERMS,Spanish,M,he moved awayas kquitely a as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/ERMS/wav/arctic_a0046.wav,ERMS,Spanish,M,the guarl fased him hereys shining with suden fear
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/ERMS/wav/arctic_a0047.wav,ERMS,Spanish,M,colose beshid hium glame  the wite faongs of the wolfe dook
he looked at the handkerchief more closely,data/l2arctic/ERMS/wav/arctic_a0048.wav,ERMS,Spanish,M,he oked at the  hand curcef moe closly
gregson was asleep when he reentered the cabin,data/l2arctic/ERMS/wav/arctic_a0049.wav,ERMS,Spanish,M,gregson was aslepe when he reentored the cabine
in spite of their absurdity the words affected philip curiously,data/l2arctic/ERMS/wav/arctic_a0050.wav,ERMS,Spanish,M,inspitofther absurdity  the words  affected fillyppcurously
it was a curious coincidence,data/l2arctic/ERMS/wav/arctic_a0052.wav,ERMS,Spanish,M,it was a curious coinsidens
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/ERMS/wav/arctic_a0053.wav,ERMS,Spanish,M,sudonly his fingers closed   titlyover the hand cur chef
there was nothing on the rock,data/l2arctic/ERMS/wav/arctic_a0054.wav,ERMS,Spanish,M,there was nothing on the rok
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/ERMS/wav/arctic_a0055.wav,ERMS,Spanish,M,fillipp stod an decided e his ars    strantto cach the solaktlest sond
pearces little eyes were fixed on him shrewdly,data/l2arctic/ERMS/wav/arctic_a0056.wav,ERMS,Spanish,M,peursdlittal ys were fixed on himshortly
i have no idea replied philip,data/l2arctic/ERMS/wav/arctic_a0057.wav,ERMS,Spanish,M,ihave no idea replied filip
i came for information more out of curiosity than anything else,data/l2arctic/ERMS/wav/arctic_a0058.wav,ERMS,Spanish,M,i cam for informashon more out of coureosity than anythigelse
his immaculate appearance was gone,data/l2arctic/ERMS/wav/arctic_a0059.wav,ERMS,Spanish,M,his emaculat  appaurance  was gon
anyway no one saw her like that,data/l2arctic/ERMS/wav/arctic_a0060.wav,ERMS,Spanish,M,anyway nowon sow her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/ERMS/wav/arctic_a0061.wav,ERMS,Spanish,M,filoip snached at the lettor which gregxon hell outto him
the men stared into each others face,data/l2arctic/ERMS/wav/arctic_a0062.wav,ERMS,Spanish,M,the man staredinto each others face
yes it was a man who asked a stranger,data/l2arctic/ERMS/wav/arctic_a0063.wav,ERMS,Spanish,M,djes it was a man ho asked a stranger
the fourth and fifth days passed without any developments,data/l2arctic/ERMS/wav/arctic_a0064.wav,ERMS,Spanish,M,the forthand fifth days pased without anybodevelopment
they closed now until his fingers were like cords of steel,data/l2arctic/ERMS/wav/arctic_a0065.wav,ERMS,Spanish,M,dhey closed now until his finge wae like cors  of stell
he saw jeanne falter for a moment,data/l2arctic/ERMS/wav/arctic_a0066.wav,ERMS,Spanish,M,he sow  jams folter for a moment
surely i will excuse you she cried,data/l2arctic/ERMS/wav/arctic_a0067.wav,ERMS,Spanish,M,surelyi will escus you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/ERMS/wav/arctic_a0017.wav,ERMS,Spanish,M,from that moment his frendshipe forbulles  turns  to hatred and gellousy
men of seldens stamp dont stop at women and children,data/l2arctic/ERMS/wav/arctic_a0034.wav,ERMS,Spanish,M,manof cildans stamp dont stop at women and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/ERMS/wav/arctic_a0051.wav,ERMS,Spanish,M,the lase was of dedcate  ivory color fantly tinted with yellow
in a flash philip followed its direction,data/l2arctic/ERMS/wav/arctic_a0068.wav,ERMS,Spanish,M,in aflash filpp foolowedits direction
a trickle of fresh blood ran over his face,data/l2arctic/ERMS/wav/arctic_a0085.wav,ERMS,Spanish,M,a truclof flessh blud  ron over his fase a
he will follow us soon,data/l2arctic/ERMS/wav/arctic_a0102.wav,ERMS,Spanish,M,he will folow us son
jeanne was turning the bow shoreward,data/l2arctic/ERMS/wav/arctic_a0119.wav,ERMS,Spanish,M,gan was tonin the boysorward
about him everywhere were the evidences of luxury and of age,data/l2arctic/ERMS/wav/arctic_a0136.wav,ERMS,Spanish,M,abot hm everywere ware the evidences of louksuryonofp aged
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/ERMS/wav/arctic_a0153.wav,ERMS,Spanish,M,mak dogael toped his for heads suspiciously with a stubby for finger
there was none of the joy of meeting in his face,data/l2arctic/ERMS/wav/arctic_a0170.wav,ERMS,Spanish,M,there was non of the joryof meatingin his fase
ahead of them they saw a glimmer of sunshine,data/l2arctic/ERMS/wav/arctic_a0187.wav,ERMS,Spanish,M,ahead of them  they sow a gliammer of sunshine
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/ERMS/wav/arctic_a0204.wav,ERMS,Spanish,M,the wolf dogtrost his gun mossle toward him
i dont know why youre here at all,data/l2arctic/ERMS/wav/arctic_a0221.wav,ERMS,Spanish,M,i dont now why you are her at oall
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/ERMS/wav/arctic_a0238.wav,ERMS,Spanish,M,it happenedto himant the gagzina sosity in ockland wone afternoone
you wont die of malnutrition be sure of that,data/l2arctic/ERMS/wav/arctic_a0255.wav,ERMS,Spanish,M,you wall diyy of  mannutrision be sure of that
it was his intention to return to eileen and her father,data/l2arctic/ERMS/wav/arctic_a0069.wav,ERMS,Spanish,M,it was his intension to retorn to inlingeand her fother
he would first hunt up gregson and begin his work there,data/l2arctic/ERMS/wav/arctic_a0070.wav,ERMS,Spanish,M,he would furs handup gregsonand begin his work her
what was the object of your little sensation,data/l2arctic/ERMS/wav/arctic_a0071.wav,ERMS,Spanish,M,what was the obgect of youre letl sensation
but who was eileens double,data/l2arctic/ERMS/wav/arctic_a0072.wav,ERMS,Spanish,M,bt ho was elans double
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/ERMS/wav/arctic_a0073.wav,ERMS,Spanish,M,the promotors eys  were heav witth littoepuffy bags undoer them
and now down there eileen was waiting for him,data/l2arctic/ERMS/wav/arctic_a0074.wav,ERMS,Spanish,M,and now down theara leng was waiting for him
there has been a change she interrupted him,data/l2arctic/ERMS/wav/arctic_a0075.wav,ERMS,Spanish,M,ther has beng a change she inteurupts him
the gray eyes faltered the flush deepened,data/l2arctic/ERMS/wav/arctic_a0076.wav,ERMS,Spanish,M,the grat eyde foltered the frosh dapined
it is the fire partly she said,data/l2arctic/ERMS/wav/arctic_a0077.wav,ERMS,Spanish,M,it is the fire patly she sad
then and at supper he tried to fathom her,data/l2arctic/ERMS/wav/arctic_a0078.wav,ERMS,Spanish,M,thenand at sapper he tried to fadom her
it was a large canoe,data/l2arctic/ERMS/wav/arctic_a0079.wav,ERMS,Spanish,M,it was a large canoy
what if jeanne failed him,data/l2arctic/ERMS/wav/arctic_a0080.wav,ERMS,Spanish,M,wat if gam faile hime
what if she did not come to the rock,data/l2arctic/ERMS/wav/arctic_a0081.wav,ERMS,Spanish,M,what if she did not come to the rogk
his face was streaming with blood,data/l2arctic/ERMS/wav/arctic_a0082.wav,ERMS,Spanish,M,his faye was streaeming witth blod
a shadow was creeping over pierres eyes,data/l2arctic/ERMS/wav/arctic_a0083.wav,ERMS,Spanish,M,ashadow was creaeping overpears eys
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/ERMS/wav/arctic_a0084.wav,ERMS,Spanish,M,skarslyhad he ottored the name when pars closingiye shod open
death had come with terrible suddenness,data/l2arctic/ERMS/wav/arctic_a0086.wav,ERMS,Spanish,M,deat had come with  trible  saudonness
philip bent lower and stared into the face of the dead man,data/l2arctic/ERMS/wav/arctic_a0087.wav,ERMS,Spanish,M,felypp ben lowereand staredinto the facse of the ded man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/ERMS/wav/arctic_a0088.wav,ERMS,Spanish,M,he ma sure that the magasin was lowed andresume his pudling
the night glow was treacherous to shoot by,data/l2arctic/ERMS/wav/arctic_a0089.wav,ERMS,Spanish,M,the night glow was tuturous to shot by
the singing voice approached rapidly,data/l2arctic/ERMS/wav/arctic_a0090.wav,ERMS,Spanish,M,the singing voys approachd rapiedly
his blood grew hot with rage at the thought,data/l2arctic/ERMS/wav/arctic_a0091.wav,ERMS,Spanish,M,his blud  gre hot  with rageat the thoh
he went down in midstream searching the shadows of both shores,data/l2arctic/ERMS/wav/arctic_a0092.wav,ERMS,Spanish,M,he went downinmid strm surching the shadowsof both shors
for a full minute he crouched and listened,data/l2arctic/ERMS/wav/arctic_a0093.wav,ERMS,Spanish,M,for a ful minut he crouwchetd andlissond
he had barely entered this when he saw the glow of a fire,data/l2arctic/ERMS/wav/arctic_a0094.wav,ERMS,Spanish,M,he had barly   eantered    thiswhen he sowe the globeof a fire
a big canvas tent was the first thing to come within his vision,data/l2arctic/ERMS/wav/arctic_a0095.wav,ERMS,Spanish,M,a big canves tant was the ferst tin to come within his viscon
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/ERMS/wav/arctic_a0096.wav,ERMS,Spanish,M,purhapt she had already met her fatealathoydepper  inthe forest
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/ERMS/wav/arctic_a0097.wav,ERMS,Spanish,M,then you can arrange yourself comfrterbl among thes robes in the bol
shall i carry you,data/l2arctic/ERMS/wav/arctic_a0098.wav,ERMS,Spanish,M,shall i ckaurry you
a maddening joy pounded in his brain,data/l2arctic/ERMS/wav/arctic_a0099.wav,ERMS,Spanish,M,amadonienjoy  pounded  in his brain
you must sleep he urged,data/l2arctic/ERMS/wav/arctic_a0100.wav,ERMS,Spanish,M,he musts liep  hurg
you you would not keep the truth from me,data/l2arctic/ERMS/wav/arctic_a0101.wav,ERMS,Spanish,M,yue you woud not kep thet trot from me
but there came no promise from the bow of the canoe,data/l2arctic/ERMS/wav/arctic_a0103.wav,ERMS,Spanish,M,but there came no promis from the bolve  of the cannoy
she was sleeping under his protection as sweetly as a child,data/l2arctic/ERMS/wav/arctic_a0104.wav,ERMS,Spanish,M,she was sleping under his protection a soitly as a child
only it is so wonderful so almost impossible to believe,data/l2arctic/ERMS/wav/arctic_a0105.wav,ERMS,Spanish,M,onlyitis a wondoerfule so almost imposibe to belefh
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/ERMS/wav/arctic_a0106.wav,ERMS,Spanish,M,the emosion wichh she had topresteeburst forth nowin a shoking sop
if you only could know how i thank you,data/l2arctic/ERMS/wav/arctic_a0107.wav,ERMS,Spanish,M,if you only couldno how iy thank you
he waded into the edge of the water and began scrubbing himself,data/l2arctic/ERMS/wav/arctic_a0108.wav,ERMS,Spanish,M,he wadedinto theeage of the waterand began scroumbwlinng hymself
do you know that you are shaking my confidence in you,data/l2arctic/ERMS/wav/arctic_a0109.wav,ERMS,Spanish,M,do you now that you ar shaking may confidens in you
much replied jeanne as tersely,data/l2arctic/ERMS/wav/arctic_a0110.wav,ERMS,Spanish,M,mach repliyd gnastersly
instead he joined her and they ate like two hungry children,data/l2arctic/ERMS/wav/arctic_a0111.wav,ERMS,Spanish,M,instead he goind herand thay ae like too haungry children
he was wounded in the arm,data/l2arctic/ERMS/wav/arctic_a0112.wav,ERMS,Spanish,M,he was wundedin the arm
i suppose you picked that lingo up among the indians,data/l2arctic/ERMS/wav/arctic_a0113.wav,ERMS,Spanish,M,i suppos  you pick that lingo upamon the indiens
her words sent a strange chill through philip,data/l2arctic/ERMS/wav/arctic_a0114.wav,ERMS,Spanish,M,here words sentastrangh ill  troug feylip
he had no excuse for the feelings which were aroused in him,data/l2arctic/ERMS/wav/arctic_a0115.wav,ERMS,Spanish,M,he had no excuose  for the feelins which were arowsdinhum
