transcription,path_to_audio,speaker_id,native_language,gender,s2t_medium_transcriptions
here in the midmorning the first casualty occurred,data/l2arctic/NJS/wav/arctic_a0292.wav,NJS,Spanish,F,here in the mid morning the first casualty occurred
they were deep in the primeval forest,data/l2arctic/NJS/wav/arctic_a0293.wav,NJS,Spanish,F,they were deep in the primeval forest
he had been foiled in his attempt to escape,data/l2arctic/NJS/wav/arctic_a0294.wav,NJS,Spanish,F,he had been falling his attempt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/NJS/wav/arctic_a0295.wav,NJS,Spanish,F,and twenty men could hold it with spears and arrows
bassett was a fastidious man,data/l2arctic/NJS/wav/arctic_a0296.wav,NJS,Spanish,F,bassett was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/NJS/wav/arctic_a0297.wav,NJS,Spanish,F,dress a big english general right now whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/NJS/wav/arctic_a0298.wav,NJS,Spanish,F,this tacit promise of continual acquaintance gave saxon a little joy thrill
i tell you im disgusted with this adventure tomfoolery and rot,data/l2arctic/NJS/wav/arctic_a0299.wav,NJS,Spanish,F,i tell you i'm disgusted with his adventure tom fullery enerved
from my earliest recollection my sleep was a period of terror,data/l2arctic/NJS/wav/arctic_a0300.wav,NJS,Spanish,F,from my earliest recollection my sleep was a period of terror
but all my dreams violated this law,data/l2arctic/NJS/wav/arctic_a0301.wav,NJS,Spanish,F,but all my dreams violate this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/NJS/wav/arctic_a0302.wav,NJS,Spanish,F,it is very possible to such people a most convincing hypothesis
but they make the mistake of ignoring their own duality,data/l2arctic/NJS/wav/arctic_a0303.wav,NJS,Spanish,F,but they make the a mistake of ignoring their own duality
i graduated last of my class,data/l2arctic/NJS/wav/arctic_a0304.wav,NJS,Spanish,F,i graduated last of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/NJS/wav/arctic_a0305.wav,NJS,Spanish,F,they had no fixed values to be altered by adjectives and edwards
very early in my life i separated from my mother,data/l2arctic/NJS/wav/arctic_a0307.wav,NJS,Spanish,F,very early in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/NJS/wav/arctic_a0308.wav,NJS,Spanish,F,he's in fernal chattering worries me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/NJS/wav/arctic_a0309.wav,NJS,Spanish,F,white leg horns said missus mortimer
massage under tension was the cryptic reply,data/l2arctic/NJS/wav/arctic_a0310.wav,NJS,Spanish,F,message and attention was a cryptic reply
therefore hurrah for the game,data/l2arctic/NJS/wav/arctic_a0311.wav,NJS,Spanish,F,therefore horai for the game
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/NJS/wav/arctic_a0312.wav,NJS,Spanish,F,he lived in perpetual apprehension of that quarter of the compass
broken tooth yelled with fright and pain,data/l2arctic/NJS/wav/arctic_a0313.wav,NJS,Spanish,F,broken tooth yelled with fright and pain
thus was momentum gained in the younger world,data/l2arctic/NJS/wav/arctic_a0314.wav,NJS,Spanish,F,thus was momentum gain in the younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/NJS/wav/arctic_a0315.wav,NJS,Spanish,F,saxon waitin for she knew a phrased idea how to struck billy
we had been chased by them ourselves more than once,data/l2arctic/NJS/wav/arctic_a0316.wav,NJS,Spanish,F,we have been chased by them ourselves more than once
he was a wise hyena,data/l2arctic/NJS/wav/arctic_a0317.wav,NJS,Spanish,F,he was a wise lean
production is doubling and quadrupling upon itself,data/l2arctic/NJS/wav/arctic_a0318.wav,NJS,Spanish,F,production is doubling and quadrupling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/NJS/wav/arctic_a0319.wav,NJS,Spanish,F,and the edinburgh evening news says with editorial gloom
with my strength i slammed it full into red eyes face,data/l2arctic/NJS/wav/arctic_a0320.wav,NJS,Spanish,F,with my strength i slummed it full into red eyes's face
the log on which lop ear was lying got adrift,data/l2arctic/NJS/wav/arctic_a0321.wav,NJS,Spanish,F,the log on which lapierre was lying coughed adrift
this is a common experience with all of us,data/l2arctic/NJS/wav/arctic_a0322.wav,NJS,Spanish,F,daisy the common experience would all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/NJS/wav/arctic_a0324.wav,NJS,Spanish,F,it was not red eyes's way to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/NJS/wav/arctic_a0325.wav,NJS,Spanish,F,whizzy bang lop ear screamed with sudden anguish
cherokee identified himself with his instinct,data/l2arctic/NJS/wav/arctic_a0326.wav,NJS,Spanish,F,cherokee identified himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/NJS/wav/arctic_a0327.wav,NJS,Spanish,F,they were less stopped than we less springy in their movements
the fire people like ourselves lived in caves,data/l2arctic/NJS/wav/arctic_a0328.wav,NJS,Spanish,F,the fiery people like ourselves lived in case
ah indeed,data/l2arctic/NJS/wav/arctic_a0329.wav,NJS,Spanish,F,are indeed
red eye never committed a more outrageous deed,data/l2arctic/NJS/wav/arctic_a0330.wav,NJS,Spanish,F,i never committed a more outrageous need
poor little crooked leg was terribly scared,data/l2arctic/NJS/wav/arctic_a0331.wav,NJS,Spanish,F,poor little crookleg was terribly scarred
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/NJS/wav/arctic_a0332.wav,NJS,Spanish,F,unconsciously are yells and its clamations yielded to this rhythm
this is no place for you,data/l2arctic/NJS/wav/arctic_a0333.wav,NJS,Spanish,F,this is no place for you
hell knock you off a few sticks in no time,data/l2arctic/NJS/wav/arctic_a0334.wav,NJS,Spanish,F,he'll knock you off a few sticks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/NJS/wav/arctic_a0335.wav,NJS,Spanish,F,right eye swung back and forth on the branch farther down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/NJS/wav/arctic_a0336.wav,NJS,Spanish,F,so unexpected was my charge that i knocked him off his feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/NJS/wav/arctic_a0337.wav,NJS,Spanish,F,encouraged by my conduct big face became a sudden ally
the fighting had now become intermittent,data/l2arctic/NJS/wav/arctic_a0338.wav,NJS,Spanish,F,the fighting had now become intermittent
they obeyed him and went here and there at his commands,data/l2arctic/NJS/wav/arctic_a0339.wav,NJS,Spanish,F,they obeyed him and went here and there at his commands
why doggone you all shake again,data/l2arctic/NJS/wav/arctic_a0341.wav,NJS,Spanish,F,why don't go on you all shake again
seventeen no eighteen days ago,data/l2arctic/NJS/wav/arctic_a0342.wav,NJS,Spanish,F,seventeen not eighteen days ago
you mean for this state general alberta,data/l2arctic/NJS/wav/arctic_a0343.wav,NJS,Spanish,F,you mean for these estates general elberta
he seemed to fill it with his tremendous vitality,data/l2arctic/NJS/wav/arctic_a0344.wav,NJS,Spanish,F,he seemed to feel it with his tremendous vitality
she was trying to pass the apron string around him,data/l2arctic/NJS/wav/arctic_a0345.wav,NJS,Spanish,F,she was strained to pass the uppermost stream around him
get down and dig in,data/l2arctic/NJS/wav/arctic_a0346.wav,NJS,Spanish,F,get down and dig him
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/NJS/wav/arctic_a0347.wav,NJS,Spanish,F,they greatly delighted with anything that is bright or given a sound
they only lifted seven hundred and fifty,data/l2arctic/NJS/wav/arctic_a0348.wav,NJS,Spanish,F,only lifted seven hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/NJS/wav/arctic_a0349.wav,NJS,Spanish,F,it was simple in his way and no virtue of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/NJS/wav/arctic_a0350.wav,NJS,Spanish,F,is that poor hundred months mug looking hungry and willing
it was more like sugar,data/l2arctic/NJS/wav/arctic_a0351.wav,NJS,Spanish,F,it was more like sugar
im sure going along with you all elijah,data/l2arctic/NJS/wav/arctic_a0352.wav,NJS,Spanish,F,i'm sure going along with you all a later
here the explosion of mirth drowned him out,data/l2arctic/NJS/wav/arctic_a0353.wav,NJS,Spanish,F,here the explosion of mirth drowned him out
fresh meat they failed to obtain,data/l2arctic/NJS/wav/arctic_a0354.wav,NJS,Spanish,F,fresh meat they fell to obtain
a burst of laughter was his reward,data/l2arctic/NJS/wav/arctic_a0355.wav,NJS,Spanish,F,a burst of laughter was his reward
you dont catch me at any such foolishness,data/l2arctic/NJS/wav/arctic_a0356.wav,NJS,Spanish,F,you don't catch me at any such foolishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/NJS/wav/arctic_a0358.wav,NJS,Spanish,F,they continue violently to lie but the truth continued to unrun them
earth and gravel seemed to fill the pan,data/l2arctic/NJS/wav/arctic_a0359.wav,NJS,Spanish,F,earthen gravels seem to fill depend
but he no longer cared quite so much for that form of diversion,data/l2arctic/NJS/wav/arctic_a0360.wav,NJS,Spanish,F,but he no longer cared quite so much for that form of diversion
but he did not broach it preferring to mature it carefully,data/l2arctic/NJS/wav/arctic_a0361.wav,NJS,Spanish,F,but he did not broach it preferring to mature it carefully
nope not the slightest idea,data/l2arctic/NJS/wav/arctic_a0362.wav,NJS,Spanish,F,nob not the slightest idea
its not an attempt to smash the market,data/l2arctic/NJS/wav/arctic_a0363.wav,NJS,Spanish,F,is not an attempt to smash the market
we have plenty of capital ourselves and yet we want more,data/l2arctic/NJS/wav/arctic_a0364.wav,NJS,Spanish,F,we have plenty of capital ourselves and yet we want more
these rumors may even originate with us,data/l2arctic/NJS/wav/arctic_a0365.wav,NJS,Spanish,F,these rumours may even originate with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/NJS/wav/arctic_a0366.wav,NJS,Spanish,F,a wily exciting time was his during the week preceding thursday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/NJS/wav/arctic_a0367.wav,NJS,Spanish,F,there's not an areuta of truth in it certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/NJS/wav/arctic_a0368.wav,NJS,Spanish,F,i just do appreciate it without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/NJS/wav/arctic_a0369.wav,NJS,Spanish,F,in partnership with daylight they paraded the san jose interorgan
he saw all men in the business game doing this,data/l2arctic/NJS/wav/arctic_a0370.wav,NJS,Spanish,F,he saw all men in the business game doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/NJS/wav/arctic_a0371.wav,NJS,Spanish,F,it should arrive a forty two dollars a car on charcoal
he saw only the effect in a general sketchy way,data/l2arctic/NJS/wav/arctic_a0372.wav,NJS,Spanish,F,he saw only the effect in a general sketchy way
points of view new ideas life,data/l2arctic/NJS/wav/arctic_a0373.wav,NJS,Spanish,F,point of view new ideas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/NJS/wav/arctic_a0375.wav,NJS,Spanish,F,the butchers and meat cutters refuse to handle meat distant for unfair restaurants
your price my son is just about thirty per week,data/l2arctic/NJS/wav/arctic_a0376.wav,NJS,Spanish,F,your prize my son is jessica thirty per week
this sound did not disturb the hush and awe of the place,data/l2arctic/NJS/wav/arctic_a0377.wav,NJS,Spanish,F,the sound did not disturb the hush and awe of the place
thats why its boundaries are all gouged and jagged,data/l2arctic/NJS/wav/arctic_a0378.wav,NJS,Spanish,F,that's where its boundaries are all goished and jagged
how old are you daddy,data/l2arctic/NJS/wav/arctic_a0379.wav,NJS,Spanish,F,how old are you daddy
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/NJS/wav/arctic_a0380.wav,NJS,Spanish,F,but in the canyon's water was plentiful in also luxuriant for his growth
my names ferguson,data/l2arctic/NJS/wav/arctic_a0381.wav,NJS,Spanish,F,my name's fragoso
daylight found himself charmed and made curious by the little man,data/l2arctic/NJS/wav/arctic_a0382.wav,NJS,Spanish,F,the light found himself charmed and made curious by the little man
to his surprise her answer was flat and uncompromising,data/l2arctic/NJS/wav/arctic_a0383.wav,NJS,Spanish,F,to his surprise her answer was flat and uncompromising
the farmer works the soil and produces grain,data/l2arctic/NJS/wav/arctic_a0384.wav,NJS,Spanish,F,the farmer works the soil introduces grain
thats what carnegie did,data/l2arctic/NJS/wav/arctic_a0385.wav,NJS,Spanish,F,that's what carnegie did
i cant argue with you and you know that,data/l2arctic/NJS/wav/arctic_a0386.wav,NJS,Spanish,F,i can't argue with you and you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/NJS/wav/arctic_a0387.wav,NJS,Spanish,F,bub growing disgusted turned back suddenly and attempted to pass mab
it was my idea to a tee,data/l2arctic/NJS/wav/arctic_a0388.wav,NJS,Spanish,F,was my idea to a t
mab she said,data/l2arctic/NJS/wav/arctic_a0389.wav,NJS,Spanish,F,map she said
ill go over tomorrow afternoon,data/l2arctic/NJS/wav/arctic_a0390.wav,NJS,Spanish,F,i'll go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/NJS/wav/arctic_a0392.wav,NJS,Spanish,F,there is that magnificent bob eating his head off in the stable
already he had begun borrowing from the banks,data/l2arctic/NJS/wav/arctic_a0393.wav,NJS,Spanish,F,already he had begun borrowing from the banks
its the strap hangers thatll keep us from going under,data/l2arctic/NJS/wav/arctic_a0394.wav,NJS,Spanish,F,is the strap of hangers they'll keep us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/NJS/wav/arctic_a0395.wav,NJS,Spanish,F,as for himself wherein the street railway earnings increasing steadily
a rising tide of fat had submerged them,data/l2arctic/NJS/wav/arctic_a0396.wav,NJS,Spanish,F,a rising tight of fat had submerged them
call me that again he murmured ecstatically,data/l2arctic/NJS/wav/arctic_a0397.wav,NJS,Spanish,F,call me that again he murmured ecstatically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/NJS/wav/arctic_a0398.wav,NJS,Spanish,F,in the car were unwinding harrison while john sat with a chauffeur
and heres another idea,data/l2arctic/NJS/wav/arctic_a0399.wav,NJS,Spanish,F,and here's another idea
manuel had one besetting sin,data/l2arctic/NJS/wav/arctic_a0400.wav,NJS,Spanish,F,monroe had won by citinson
the man smiled grimly and brought a hatchet and a club,data/l2arctic/NJS/wav/arctic_a0401.wav,NJS,Spanish,F,the man smiled grandly and brought a hatchet in a club
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/NJS/wav/arctic_a0402.wav,NJS,Spanish,F,curly wretch her antagonist who struck again and leaped aside
his newborn cunning gave him poise and control,data/l2arctic/NJS/wav/arctic_a0403.wav,NJS,Spanish,F,his new born cunning gave him poise and control
perrault found one with head buried in the grub box,data/l2arctic/NJS/wav/arctic_a0404.wav,NJS,Spanish,F,droll and one with head buried in the grate box
it seemed the ordained order of things that dogs should work,data/l2arctic/NJS/wav/arctic_a0405.wav,NJS,Spanish,F,it seemed the ordained order of things that dogs should work
and that was the last of francois and perrault,data/l2arctic/NJS/wav/arctic_a0406.wav,NJS,Spanish,F,and that was the lass of francois de perole
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/NJS/wav/arctic_a0407.wav,NJS,Spanish,F,mercedes screamed cried laughed and manifested a chaotic abandonment of hysteria
he could feel a new stir in the land,data/l2arctic/NJS/wav/arctic_a0409.wav,NJS,Spanish,F,he could feel a new stir in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/NJS/wav/arctic_a0410.wav,NJS,Spanish,F,so we have to feed the bow throad with oil lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/NJS/wav/arctic_a0411.wav,NJS,Spanish,F,it'll break our hearts in our backs to hoist anchor by hand
there is another virtue in these bulkheads,data/l2arctic/NJS/wav/arctic_a0412.wav,NJS,Spanish,F,just another virtue in these bulkheads
but im at the end of my resources,data/l2arctic/NJS/wav/arctic_a0413.wav,NJS,Spanish,F,i'm at the end of my resources
now our figuring was all right,data/l2arctic/NJS/wav/arctic_a0414.wav,NJS,Spanish,F,now our figureing was all right
it lasted as a deterrent for two days,data/l2arctic/NJS/wav/arctic_a0415.wav,NJS,Spanish,F,it lasted as a deterrent for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/NJS/wav/arctic_a0416.wav,NJS,Spanish,F,they added a weight head of velocity of fifteen miles per hour
it is also an insidious deceitful sun,data/l2arctic/NJS/wav/arctic_a0417.wav,NJS,Spanish,F,it is also an insidious deceitful son
the portuguese boy crawled nearer and nearer,data/l2arctic/NJS/wav/arctic_a0418.wav,NJS,Spanish,F,portoghese boy crawled nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/NJS/wav/arctic_a0419.wav,NJS,Spanish,F,portuguese boy passed through hawaiian
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/NJS/wav/arctic_a0420.wav,NJS,Spanish,F,when i came to i was waving my head and murmuring ecstatically
by golly the boy wins,data/l2arctic/NJS/wav/arctic_a0421.wav,NJS,Spanish,F,by golly the boy wins
halfway around the track one donkey got into an argument with its rider,data/l2arctic/NJS/wav/arctic_a0422.wav,NJS,Spanish,F,half way around the track one donkey got into an argument with his rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/NJS/wav/arctic_a0423.wav,NJS,Spanish,F,maguay when he returns from a trip to honolulu
obviously it was a disease that could be contracted by contact,data/l2arctic/NJS/wav/arctic_a0424.wav,NJS,Spanish,F,obviously it was a disease that could be contracted by contact
they do not know the length of time of incubation,data/l2arctic/NJS/wav/arctic_a0426.wav,NJS,Spanish,F,they do not know the length of time of incubation
enters now the psychology of the situation,data/l2arctic/NJS/wav/arctic_a0427.wav,NJS,Spanish,F,enters now the psychology of the situation
it was not exactly a deportation,data/l2arctic/NJS/wav/arctic_a0428.wav,NJS,Spanish,F,it was not exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/NJS/wav/arctic_a0429.wav,NJS,Spanish,F,quick was the disappointment in his face yet smiling was their questions
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/NJS/wav/arctic_a0430.wav,NJS,Spanish,F,nevertheless we found ourselves once more in the high seat of abundance
wada and na ka ta were in a bit of a funk,data/l2arctic/NJS/wav/arctic_a0431.wav,NJS,Spanish,F,waiter and nakata were in a bit of a funk
the boy at the wheel lost his head,data/l2arctic/NJS/wav/arctic_a0432.wav,NJS,Spanish,F,the boy at the wheel lost his head
to her the bridge was tambo which is the native for taboo,data/l2arctic/NJS/wav/arctic_a0433.wav,NJS,Spanish,F,to her the breach was tambour which is a native for taboo
a half a case of tobacco was worth three pounds,data/l2arctic/NJS/wav/arctic_a0434.wav,NJS,Spanish,F,half a case of tobacco was worth three pounds
what do you mean by this outrageous conduct,data/l2arctic/NJS/wav/arctic_a0435.wav,NJS,Spanish,F,what are you mean by this outrageous conduct
but martin smiled a superior smile,data/l2arctic/NJS/wav/arctic_a0436.wav,NJS,Spanish,F,but martin smiled as superior smiled
by that answer my professional medical prestige stood or fell,data/l2arctic/NJS/wav/arctic_a0437.wav,NJS,Spanish,F,by that answer my professional medical prestige is stood or fell
at sea monday march sixteenth nineteen o eight,data/l2arctic/NJS/wav/arctic_a0438.wav,NJS,Spanish,F,at sea monday march sixteenth nineteen o eight
at sea wednesday march eighteen nineteen o eight,data/l2arctic/NJS/wav/arctic_a0439.wav,NJS,Spanish,F,at sea wednesday march eighteen nineteen o eight
yes sir i corrected,data/l2arctic/NJS/wav/arctic_a0440.wav,NJS,Spanish,F,yes sir i corrected
violent life and athletic sports had never appealed to me,data/l2arctic/NJS/wav/arctic_a0441.wav,NJS,Spanish,F,vibling life and athletic sports had never appealed to me
he was worth nothing to the world,data/l2arctic/NJS/wav/arctic_a0443.wav,NJS,Spanish,F,he was worth nothing to the world
then you dont believe in altruism,data/l2arctic/NJS/wav/arctic_a0444.wav,NJS,Spanish,F,they done believe in altroism
the creative joy i murmured,data/l2arctic/NJS/wav/arctic_a0445.wav,NJS,Spanish,F,the creative joy i murmured
he deluged me overwhelmed me with argument,data/l2arctic/NJS/wav/arctic_a0446.wav,NJS,Spanish,F,he delayed me overwhelmed me with argument
ah it is growing dark and darker,data/l2arctic/NJS/wav/arctic_a0447.wav,NJS,Spanish,F,ah it's growing dark and darker
i was hump cabin boy on the schooner ghost,data/l2arctic/NJS/wav/arctic_a0448.wav,NJS,Spanish,F,i was hump cap'n boy on the shooner gust
a sinewy hand dripping with water was clutching the rail,data/l2arctic/NJS/wav/arctic_a0449.wav,NJS,Spanish,F,a sinewy hand drooping with water was clutching the rail
no man ate of the seal meat or the oil,data/l2arctic/NJS/wav/arctic_a0450.wav,NJS,Spanish,F,no man aid of the sealed meat or the oil
i noticed blood spouting from kerfoot left hand,data/l2arctic/NJS/wav/arctic_a0451.wav,NJS,Spanish,F,a note is blood spouting from karpur's left hand
three oilers and a fourth engineer was his greeting,data/l2arctic/NJS/wav/arctic_a0452.wav,NJS,Spanish,F,three oilers in a fourth engineer was his greeting
eighteen hundred he calculated,data/l2arctic/NJS/wav/arctic_a0453.wav,NJS,Spanish,F,eighteen hundred he calculated
the sharp voice of wolf larsen aroused me,data/l2arctic/NJS/wav/arctic_a0454.wav,NJS,Spanish,F,the sharp voice of old flarsen aroused me
i obeyed and a minute or two later they stood before him,data/l2arctic/NJS/wav/arctic_a0455.wav,NJS,Spanish,F,are obeyed in a meaning or two later they stood before him
but it wont continue she said with easy confidence,data/l2arctic/NJS/wav/arctic_a0456.wav,NJS,Spanish,F,but it won't continue she said with easy confidence
what i saw i could not at first believe,data/l2arctic/NJS/wav/arctic_a0457.wav,NJS,Spanish,F,what i saw i could not at first believe
the stout wood was crushed like an eggshell,data/l2arctic/NJS/wav/arctic_a0458.wav,NJS,Spanish,F,the stout wood was crouched like an egg shell
i had forgotten their existence,data/l2arctic/NJS/wav/arctic_a0460.wav,NJS,Spanish,F,i have forgotten their existence
ah we were very close together in that moment,data/l2arctic/NJS/wav/arctic_a0461.wav,NJS,Spanish,F,ah we were very close together in that moment
but she swung obediently on her heel into the wind,data/l2arctic/NJS/wav/arctic_a0462.wav,NJS,Spanish,F,but she swung obediently on her heel into the wind
they are his tongue by which he makes his knowledge articulate,data/l2arctic/NJS/wav/arctic_a0463.wav,NJS,Spanish,F,they are his tongue by which he makes his knowledge articulate
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/NJS/wav/arctic_a0464.wav,NJS,Spanish,F,between the rush of the cascades streaks of rust shot everywhere
hell never do a tap of work the whole voyage,data/l2arctic/NJS/wav/arctic_a0465.wav,NJS,Spanish,F,he never do a table work the whole voyage
captain west may be a samurai but he is also human,data/l2arctic/NJS/wav/arctic_a0466.wav,NJS,Spanish,F,captain waste may be a samurai but he is also human
and so early in the voyage too,data/l2arctic/NJS/wav/arctic_a0467.wav,NJS,Spanish,F,and so early in the voyage to
in the matter of curry she is a sheer genius,data/l2arctic/NJS/wav/arctic_a0468.wav,NJS,Spanish,F,in the matter of course she is a sheer ingenious
the eastern heavens were equally spectacular,data/l2arctic/NJS/wav/arctic_a0469.wav,NJS,Spanish,F,the eastern heavens were equally spectacular
he spat it out like so much venom,data/l2arctic/NJS/wav/arctic_a0470.wav,NJS,Spanish,F,he spotted all like so much banno
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/NJS/wav/arctic_a0471.wav,NJS,Spanish,F,i saw mister pike nodd his head grimly and sarcastically
hes too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/NJS/wav/arctic_a0472.wav,NJS,Spanish,F,he is too keenly intelligent too sharply sensitive successfully to endure
the night was calm and snowy,data/l2arctic/NJS/wav/arctic_a0473.wav,NJS,Spanish,F,the night was calm and snowy
i sailed third mate in the little vampire before you were born,data/l2arctic/NJS/wav/arctic_a0474.wav,NJS,Spanish,F,i sailed through mate in the little vampire before you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/NJS/wav/arctic_a0475.wav,NJS,Spanish,F,his outer stretch arm dropped to his side and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/NJS/wav/arctic_a0477.wav,NJS,Spanish,F,what a louis in the stalwart or servants of a seaatic breed
also she has forbidden them smoking their pipes in the after room,data/l2arctic/NJS/wav/arctic_a0478.wav,NJS,Spanish,F,also she has forbidden them smoking their pipes in the after room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/NJS/wav/arctic_a0479.wav,NJS,Spanish,F,i tried to wait george moore last night and was dreadfully bored
tom spink has a harpoon,data/l2arctic/NJS/wav/arctic_a0480.wav,NJS,Spanish,F,tom as being has a harpoon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/NJS/wav/arctic_a0481.wav,NJS,Spanish,F,nimrod replied with a sly manifestation of sensitiveness
and their chief virtue lies in that they will never wear out,data/l2arctic/NJS/wav/arctic_a0482.wav,NJS,Spanish,F,and their chief virtue lies in that they will never wear out
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/NJS/wav/arctic_a0483.wav,NJS,Spanish,F,beyond dispute correy hutchinson had married malefactors
no sir ee,data/l2arctic/NJS/wav/arctic_a0484.wav,NJS,Spanish,F,no sir e
each insult added to the value of the claim,data/l2arctic/NJS/wav/arctic_a0485.wav,NJS,Spanish,F,each insult added to the value of the claim
for the rest he was a mere automaton,data/l2arctic/NJS/wav/arctic_a0486.wav,NJS,Spanish,F,for the rest he was a mere automaton
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/NJS/wav/arctic_a0487.wav,NJS,Spanish,F,the river bear its bosom and a snort in the steamboats challenge the wilderness
their love burned with increasing brightness,data/l2arctic/NJS/wav/arctic_a0488.wav,NJS,Spanish,F,their love born with increasing brightness
they were artists not biologists,data/l2arctic/NJS/wav/arctic_a0489.wav,NJS,Spanish,F,they were artists not by eulogists
both johnny and his mother shuffled their feet as they walked,data/l2arctic/NJS/wav/arctic_a0490.wav,NJS,Spanish,F,both johnnie and his mother shuffled their feet as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/NJS/wav/arctic_a0491.wav,NJS,Spanish,F,and as in denial of guilt the one legged boy replied
burnt out like the crater of a volcano,data/l2arctic/NJS/wav/arctic_a0492.wav,NJS,Spanish,F,borne out like the crater of a volcano
obrien took off his coat and bared his right arm,data/l2arctic/NJS/wav/arctic_a0494.wav,NJS,Spanish,F,or bryan took off his coat and bare his right arm
he bore no grudges and had few enemies,data/l2arctic/NJS/wav/arctic_a0495.wav,NJS,Spanish,F,he bore no grudges and had few enemies
and tom king patiently endured,data/l2arctic/NJS/wav/arctic_a0496.wav,NJS,Spanish,F,and tom king patiently endured
king took every advantage he knew,data/l2arctic/NJS/wav/arctic_a0497.wav,NJS,Spanish,F,king took every advantage he knew
the lines were now very taut,data/l2arctic/NJS/wav/arctic_a0498.wav,NJS,Spanish,F,the lines were now very taunt
and right there i saw and knew it all,data/l2arctic/NJS/wav/arctic_a0499.wav,NJS,Spanish,F,in right that i saw a new idol
who the devil gave it to you to be judge and jury,data/l2arctic/NJS/wav/arctic_a0500.wav,NJS,Spanish,F,here the devil gave it to you to be judge and jury
youre joking me sir the other managed to articulate,data/l2arctic/NJS/wav/arctic_a0501.wav,NJS,Spanish,F,you are joking me sir the other man is to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/NJS/wav/arctic_a0502.wav,NJS,Spanish,F,anything unusual or abnormal was sufficient to send a fellow to moloka
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/NJS/wav/arctic_a0503.wav,NJS,Spanish,F,his beady black eyes so bargains were other men so bungropsy
he was an athlete and a giant,data/l2arctic/NJS/wav/arctic_a0504.wav,NJS,Spanish,F,he was an athlete in a giant
we fished sharks on niihau together,data/l2arctic/NJS/wav/arctic_a0505.wav,NJS,Spanish,F,we fetched sharks only how together
the claudine was leaving next morning for honolulu,data/l2arctic/NJS/wav/arctic_a0506.wav,NJS,Spanish,F,the clodine was leaving next morning for honolulu
