transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rope_large_transcriptions
bassett was a fastidious man,data/l2arctic/HQTV/wav/arctic_a0296.wav,HQTV,Vietnamese,M,possessed worth the fastidious men
theres a big english general right now whose name is roberts,data/l2arctic/HQTV/wav/arctic_a0297.wav,HQTV,Vietnamese,M,there's a big english general lyes now whose name is robert
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/HQTV/wav/arctic_a0298.wav,HQTV,Vietnamese,M,distusteds promise of continual acqairtanc gave sawson a little choice fruw
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/HQTV/wav/arctic_a0299.wav,HQTV,Vietnamese,M,i tell you i'm disgusted with his adventers tomfoolery and rout
from my earliest recollection my sleep was a period of terror,data/l2arctic/HQTV/wav/arctic_a0300.wav,HQTV,Vietnamese,M,from my earliest recollection my sleeve were a pere of terror
but all my dreams violated this law,data/l2arctic/HQTV/wav/arctic_a0301.wav,HQTV,Vietnamese,M,but all my dreams violated this law
it is very plausible to such people a most convincing hypothesis,data/l2arctic/HQTV/wav/arctic_a0302.wav,HQTV,Vietnamese,M,is he verly plausible to such people ar most convincing hypotheses or
but they make the mistake of ignoring their own duality,data/l2arctic/HQTV/wav/arctic_a0303.wav,HQTV,Vietnamese,M,but they made the mistake of ignoring their own duality
i graduated last of my class,data/l2arctic/HQTV/wav/arctic_a0304.wav,HQTV,Vietnamese,M,a graduated lass of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/HQTV/wav/arctic_a0305.wav,HQTV,Vietnamese,M,i had no fixed value to be alterd my adactive and aver
very early in my life i separated from my mother,data/l2arctic/HQTV/wav/arctic_a0307.wav,HQTV,Vietnamese,M,very early in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/HQTV/wav/arctic_a0308.wav,HQTV,Vietnamese,M,his infernal chatering worrying me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/HQTV/wav/arctic_a0309.wav,HQTV,Vietnamese,M,why let on says missus mortimer oo
massage under tension was the cryptic reply,data/l2arctic/HQTV/wav/arctic_a0310.wav,HQTV,Vietnamese,M,miss machartur's under ten sents were a critic replyed
therefore hurrah for the game,data/l2arctic/HQTV/wav/arctic_a0311.wav,HQTV,Vietnamese,M,therefore hure fortegam
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/HQTV/wav/arctic_a0312.wav,HQTV,Vietnamese,M,slive in a perpetual apprehensions of that quarter of the compass or
broken tooth yelled with fright and pain,data/l2arctic/HQTV/wav/arctic_a0313.wav,HQTV,Vietnamese,M,broken tooth year with frying pan
thus was momentum gained in the younger world,data/l2arctic/HQTV/wav/arctic_a0314.wav,HQTV,Vietnamese,M,tus were momentum gain in the younger were
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/HQTV/wav/arctic_a0315.wav,HQTV,Vietnamese,M,suchan waited for she knew a fresh idea had struck billy
we had been chased by them ourselves more than once,data/l2arctic/HQTV/wav/arctic_a0316.wav,HQTV,Vietnamese,M,we had been chased by them ourselves more than once
he was a wise hyena,data/l2arctic/HQTV/wav/arctic_a0317.wav,HQTV,Vietnamese,M,he wus a wise hilener
production is doubling and quadrupling upon itself,data/l2arctic/HQTV/wav/arctic_a0318.wav,HQTV,Vietnamese,M,prorucsin this doubling and wilde rippling up and itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/HQTV/wav/arctic_a0319.wav,HQTV,Vietnamese,M,and the inde bird evening newsay with the editorial room
with my strength i slammed it full into red eyes face,data/l2arctic/HQTV/wav/arctic_a0320.wav,HQTV,Vietnamese,M,with my strength i let a slam it foon into red eye's face
the log on which lop ear was lying got adrift,data/l2arctic/HQTV/wav/arctic_a0321.wav,HQTV,Vietnamese,M,the locon with love ear was lying got agrift o
this is a common experience with all of us,data/l2arctic/HQTV/wav/arctic_a0322.wav,HQTV,Vietnamese,M,this is a common experience with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/HQTV/wav/arctic_a0324.wav,HQTV,Vietnamese,M,it were nows red eye's way to forego revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/HQTV/wav/arctic_a0325.wav,HQTV,Vietnamese,M,whi siping love ears screamed with a sudden andgives
cherokee identified himself with his instinct,data/l2arctic/HQTV/wav/arctic_a0326.wav,HQTV,Vietnamese,M,cherokee identify himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/HQTV/wav/arctic_a0327.wav,HQTV,Vietnamese,M,they were less stup than we less springy in their movementsor
the fire people like ourselves lived in caves,data/l2arctic/HQTV/wav/arctic_a0328.wav,HQTV,Vietnamese,M,the forest people like ourselves live in a cave
ah indeed,data/l2arctic/HQTV/wav/arctic_a0329.wav,HQTV,Vietnamese,M,are indeed
red eye never committed a more outrageous deed,data/l2arctic/HQTV/wav/arctic_a0330.wav,HQTV,Vietnamese,M,red eyes never committed a more obstreprous dida
poor little crooked leg was terribly scared,data/l2arctic/HQTV/wav/arctic_a0331.wav,HQTV,Vietnamese,M,poor little gruflet was terribly scared a
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/HQTV/wav/arctic_a0332.wav,HQTV,Vietnamese,M,unconsciously our yer an exclamation duedid to hit distrhythm
this is no place for you,data/l2arctic/HQTV/wav/arctic_a0333.wav,HQTV,Vietnamese,M,this in no place for you
hell knock you off a few sticks in no time,data/l2arctic/HQTV/wav/arctic_a0334.wav,HQTV,Vietnamese,M,he's knock you off a few sticks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/HQTV/wav/arctic_a0335.wav,HQTV,Vietnamese,M,red eyes swung back and forth on the branch farther down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/HQTV/wav/arctic_a0336.wav,HQTV,Vietnamese,M,so unespected wore my charge thas i knocked him off his stiff feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/HQTV/wav/arctic_a0337.wav,HQTV,Vietnamese,M,and caressed by my conduct big face became a sudden alieo
the fighting had now become intermittent,data/l2arctic/HQTV/wav/arctic_a0338.wav,HQTV,Vietnamese,M,the fighting has now become intermittent
they obeyed him and went here and there at his commands,data/l2arctic/HQTV/wav/arctic_a0339.wav,HQTV,Vietnamese,M,they obey hin and when here and there in his command
why doggone you all shake again,data/l2arctic/HQTV/wav/arctic_a0341.wav,HQTV,Vietnamese,M,why dogan your own shak again
seventeen no eighteen days ago,data/l2arctic/HQTV/wav/arctic_a0342.wav,HQTV,Vietnamese,M,seventeen or eighteen days ago
you mean for this state general alberta,data/l2arctic/HQTV/wav/arctic_a0343.wav,HQTV,Vietnamese,M,you mean for this state general or petter
he seemed to fill it with his tremendous vitality,data/l2arctic/HQTV/wav/arctic_a0344.wav,HQTV,Vietnamese,M,he seemed to fill it with his tremendous vitality oal
she was trying to pass the apron string around him,data/l2arctic/HQTV/wav/arctic_a0345.wav,HQTV,Vietnamese,M,she were trying to pass the operon string around him wo
get down and dig in,data/l2arctic/HQTV/wav/arctic_a0346.wav,HQTV,Vietnamese,M,get down dickon
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/HQTV/wav/arctic_a0347.wav,HQTV,Vietnamese,M,tho ar really delighted with anything that is priced or givhe us all
they only lifted seven hundred and fifty,data/l2arctic/HQTV/wav/arctic_a0348.wav,HQTV,Vietnamese,M,they only lifted seven hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/HQTV/wav/arctic_a0349.wav,HQTV,Vietnamese,M,it was symbol in his way and no vortur of his
is that pat hanrahans mug looking hungry and willing,data/l2arctic/HQTV/wav/arctic_a0350.wav,HQTV,Vietnamese,M,is that pat han drahern mok looking hungry and willing oo
it was more like sugar,data/l2arctic/HQTV/wav/arctic_a0351.wav,HQTV,Vietnamese,M,tis were mars like sugar
im sure going along with you all elijah,data/l2arctic/HQTV/wav/arctic_a0352.wav,HQTV,Vietnamese,M,i'm sure going along with you orn a liecher
here the explosion of mirth drowned him out,data/l2arctic/HQTV/wav/arctic_a0353.wav,HQTV,Vietnamese,M,his displosion abmerged frowned him out
fresh meat they failed to obtain,data/l2arctic/HQTV/wav/arctic_a0354.wav,HQTV,Vietnamese,M,fresh meat they failed to obtain
a burst of laughter was his reward,data/l2arctic/HQTV/wav/arctic_a0355.wav,HQTV,Vietnamese,M,a burst of laughter were his remards
you dont catch me at any such foolishness,data/l2arctic/HQTV/wav/arctic_a0356.wav,HQTV,Vietnamese,M,you don't catch me at any such foolishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/HQTV/wav/arctic_a0358.wav,HQTV,Vietnamese,M,they continued valiantly to lie but the turst continued to outrun them
earth and gravel seemed to fill the pan,data/l2arctic/HQTV/wav/arctic_a0359.wav,HQTV,Vietnamese,M,hat and craver seemed to feel the pen
but he no longer cared quite so much for that form of diversion,data/l2arctic/HQTV/wav/arctic_a0360.wav,HQTV,Vietnamese,M,but he no longer cared quite so much for that form of diversion
but he did not broach it preferring to mature it carefully,data/l2arctic/HQTV/wav/arctic_a0361.wav,HQTV,Vietnamese,M,but he did not broach it referring to matter is carefully
nope not the slightest idea,data/l2arctic/HQTV/wav/arctic_a0362.wav,HQTV,Vietnamese,M,norv not the slightet idea
it is not an attempt to smash the market,data/l2arctic/HQTV/wav/arctic_a0363.wav,HQTV,Vietnamese,M,is it's not at tha tyme to smart thas markito
we have plenty of capital ourselves and yet we want more,data/l2arctic/HQTV/wav/arctic_a0364.wav,HQTV,Vietnamese,M,we have plenty of capital ourselves and yet we want more
these rumors may even originate with us,data/l2arctic/HQTV/wav/arctic_a0365.wav,HQTV,Vietnamese,M,the rumor may even originate with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/HQTV/wav/arctic_a0366.wav,HQTV,Vietnamese,M,a wily exciting tern were his during the week preceding thursday the eighteenth or or
there is not an iota of truth in it certainly not,data/l2arctic/HQTV/wav/arctic_a0367.wav,HQTV,Vietnamese,M,theye's not an eice of tar obtrurs indeed certainly not o
i just do appreciate it without being able to express my feelings,data/l2arctic/HQTV/wav/arctic_a0368.wav,HQTV,Vietnamese,M,i just do appreciate it without being able to repress my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/HQTV/wav/arctic_a0369.wav,HQTV,Vietnamese,M,in partnership with daylight the pair raided the sain sous inthe broban
he saw all men in the business game doing this,data/l2arctic/HQTV/wav/arctic_a0370.wav,HQTV,Vietnamese,M,his share on men in the business gam doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/HQTV/wav/arctic_a0371.wav,HQTV,Vietnamese,M,is easyo a rade of forty two dollars a car on chacol
he saw only the effect in a general sketchy way,data/l2arctic/HQTV/wav/arctic_a0372.wav,HQTV,Vietnamese,M,he saw only the effect in a generous sketchiesh way
points of view new ideas life,data/l2arctic/HQTV/wav/arctic_a0373.wav,HQTV,Vietnamese,M,poised to view new ideas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/HQTV/wav/arctic_a0375.wav,HQTV,Vietnamese,M,tho purchase and meatcutter refused to hand do meat destined for unfair restaurants
your price my son is just about thirty per week,data/l2arctic/HQTV/wav/arctic_a0376.wav,HQTV,Vietnamese,M,your price my son is jist about thirty per week
this sound did not disturb the hush and awe of the place,data/l2arctic/HQTV/wav/arctic_a0377.wav,HQTV,Vietnamese,M,these sounds did not disturb the hush and order of the place for
thats why its boundaries are all gouged and jagged,data/l2arctic/HQTV/wav/arctic_a0378.wav,HQTV,Vietnamese,M,that's why its bowerrings our own good and chark
how old are you daddy,data/l2arctic/HQTV/wav/arctic_a0379.wav,HQTV,Vietnamese,M,how on are you daddy
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/HQTV/wav/arctic_a0380.wav,HQTV,Vietnamese,M,but in the canyon water was plentiful in and almost luxuriant forest growth
my names ferguson,data/l2arctic/HQTV/wav/arctic_a0381.wav,HQTV,Vietnamese,M,my name falgusan e
daylight found himself charmed and made curious by the little man,data/l2arctic/HQTV/wav/arctic_a0382.wav,HQTV,Vietnamese,M,dat life foul himself charmed and ma curous by the little men or
to his surprise her answer was flat and uncompromising,data/l2arctic/HQTV/wav/arctic_a0383.wav,HQTV,Vietnamese,M,to his surprise her answer wer flat and uncompromising a
the farmer works the soil and produces grain,data/l2arctic/HQTV/wav/arctic_a0384.wav,HQTV,Vietnamese,M,the farmer worked the sawing produced grain hwhol
thats what carnegie did,data/l2arctic/HQTV/wav/arctic_a0385.wav,HQTV,Vietnamese,M,thesquat panaghes did fo
i cant argue with you and you know that,data/l2arctic/HQTV/wav/arctic_a0386.wav,HQTV,Vietnamese,M,i can't argue with you and you know dhat
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/HQTV/wav/arctic_a0387.wav,HQTV,Vietnamese,M,bob growing disgusted turned back suddenly and attempted to pass math r
it was my idea to a tee,data/l2arctic/HQTV/wav/arctic_a0388.wav,HQTV,Vietnamese,M,is wermightier to a t
mab she said,data/l2arctic/HQTV/wav/arctic_a0389.wav,HQTV,Vietnamese,M,map she said
ill go over tomorrow afternoon,data/l2arctic/HQTV/wav/arctic_a0390.wav,HQTV,Vietnamese,M,i go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/HQTV/wav/arctic_a0392.wav,HQTV,Vietnamese,M,days that manifichent bob eating his head off in the stable
already he had begun borrowing from the banks,data/l2arctic/HQTV/wav/arctic_a0393.wav,HQTV,Vietnamese,M,already he hath begun borrowing from the bank a
its the strap hangers thatll keep us from going under,data/l2arctic/HQTV/wav/arctic_a0394.wav,HQTV,Vietnamese,M,it's the strap hangers that keep us from going under ar
as for himself werent the street railway earnings increasing steadily,data/l2arctic/HQTV/wav/arctic_a0395.wav,HQTV,Vietnamese,M,as for himself weren the street railway earning increasing steadily while
a rising tide of fat had submerged them,data/l2arctic/HQTV/wav/arctic_a0396.wav,HQTV,Vietnamese,M,a rising tide of fait has submerged them
call me that again he murmured ecstatically,data/l2arctic/HQTV/wav/arctic_a0397.wav,HQTV,Vietnamese,M,call me dhat again he murmur astartico
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/HQTV/wav/arctic_a0398.wav,HQTV,Vietnamese,M,in the car were on green and harris nssware jones sat with the chauffeur
and heres another idea,data/l2arctic/HQTV/wav/arctic_a0399.wav,HQTV,Vietnamese,M,and here another idea
manuel had one besetting sin,data/l2arctic/HQTV/wav/arctic_a0400.wav,HQTV,Vietnamese,M,manieu has onepossessing sin
the man smiled grimly and brought a hatchet and a club,data/l2arctic/HQTV/wav/arctic_a0401.wav,HQTV,Vietnamese,M,the man smiled grimly and brought a hutchest and a cluba
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/HQTV/wav/arctic_a0402.wav,HQTV,Vietnamese,M,colligrossar antagonist who struck again and livesized
his newborn cunning gave him poise and control,data/l2arctic/HQTV/wav/arctic_a0403.wav,HQTV,Vietnamese,M,his new born cunning gave him poise and control  o
perrault found one with head buried in the grub box,data/l2arctic/HQTV/wav/arctic_a0404.wav,HQTV,Vietnamese,M,prows foll on his head burry and in the crup box
it seemed the ordained order of things that dogs should work,data/l2arctic/HQTV/wav/arctic_a0405.wav,HQTV,Vietnamese,M,it seemed the oddene order of thing that dogs should walk
and that was the last of francois and perrault,data/l2arctic/HQTV/wav/arctic_a0406.wav,HQTV,Vietnamese,M,and thus were the last francois and pearlall
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/HQTV/wav/arctic_a0407.wav,HQTV,Vietnamese,M,messaders screamed cried laughed and manifested the chalthic abundance of hysteria
he could feel a new stir in the land,data/l2arctic/HQTV/wav/arctic_a0409.wav,HQTV,Vietnamese,M,he could feel a new stir in the lamph
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/HQTV/wav/arctic_a0410.wav,HQTV,Vietnamese,M,so we have to feed them both throughout with oil lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/HQTV/wav/arctic_a0411.wav,HQTV,Vietnamese,M,we break our hearts and our backs to hoist on chebahan
there is another virtue in these bulkheads,data/l2arctic/HQTV/wav/arctic_a0412.wav,HQTV,Vietnamese,M,there's an odor verture indis prung hat
but i am at the end of my resources,data/l2arctic/HQTV/wav/arctic_a0413.wav,HQTV,Vietnamese,M,but iam the at the end of my resourcesr
now our figuring was all right,data/l2arctic/HQTV/wav/arctic_a0414.wav,HQTV,Vietnamese,M,now our figuring worls own wrye
it lasted as a deterrent for two days,data/l2arctic/HQTV/wav/arctic_a0415.wav,HQTV,Vietnamese,M,at last this ad deterint for two days orrl
the added weight had a velocity of fifteen miles per hour,data/l2arctic/HQTV/wav/arctic_a0416.wav,HQTV,Vietnamese,M,the added weight has a velocities of fifteen miles per hour all
it is also an insidious deceitful sun,data/l2arctic/HQTV/wav/arctic_a0417.wav,HQTV,Vietnamese,M,iis alsoan incydious deceitful son
the portuguese boy crawled nearer and nearer,data/l2arctic/HQTV/wav/arctic_a0418.wav,HQTV,Vietnamese,M,the portuguese boys crawl nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/HQTV/wav/arctic_a0419.wav,HQTV,Vietnamese,M,the portugues boys passed the hawaiian
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/HQTV/wav/arctic_a0420.wav,HQTV,Vietnamese,M,when i came to i was waving my head and murmuring ecstatically
by golly the boy wins,data/l2arctic/HQTV/wav/arctic_a0421.wav,HQTV,Vietnamese,M,way goflee the boywinsa
halfway around the track one donkey got into an argument with its rider,data/l2arctic/HQTV/wav/arctic_a0422.wav,HQTV,Vietnamese,M,halfway around the truck one donkey got into an agumen with its rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/HQTV/wav/arctic_a0423.wav,HQTV,Vietnamese,M,mac vaife when he returned from a trip from holoo luluaa
obviously it was a disease that could be contracted by contact,data/l2arctic/HQTV/wav/arctic_a0424.wav,HQTV,Vietnamese,M,obviously his were a disease that could be contracted by contact o
they do not know the length of time of incubation,data/l2arctic/HQTV/wav/arctic_a0426.wav,HQTV,Vietnamese,M,they do not know the length of time in copation
enters now the psychology of the situation,data/l2arctic/HQTV/wav/arctic_a0427.wav,HQTV,Vietnamese,M,enter now the psychologies of dhissirtation
it was not exactly a deportation,data/l2arctic/HQTV/wav/arctic_a0428.wav,HQTV,Vietnamese,M,his were not exactly a deportation or
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/HQTV/wav/arctic_a0429.wav,HQTV,Vietnamese,M,quick words the disappointment in his face yet smiling were the accition
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/HQTV/wav/arctic_a0430.wav,HQTV,Vietnamese,M,nevertheless we found our services once more in the high seas of abundont
wada and na ka ta were in a bit of a funk,data/l2arctic/HQTV/wav/arctic_a0431.wav,HQTV,Vietnamese,M,water and nakatar were in a bit of rough funk a
the boy at the wheel lost his head,data/l2arctic/HQTV/wav/arctic_a0432.wav,HQTV,Vietnamese,M,the boy at the wheel lost his head the whe
to her the bridge was tambo which is the native for taboo,data/l2arctic/HQTV/wav/arctic_a0433.wav,HQTV,Vietnamese,M,to her the breath war tampo which is the native of tabuor
a half a case of tobacco was worth three pounds,data/l2arctic/HQTV/wav/arctic_a0434.wav,HQTV,Vietnamese,M,i have obtained a tobaco was worth three pounds
what do you mean by this outrageous conduct,data/l2arctic/HQTV/wav/arctic_a0435.wav,HQTV,Vietnamese,M,what do you mean by this our structures conduct
but martin smiled a superior smile,data/l2arctic/HQTV/wav/arctic_a0436.wav,HQTV,Vietnamese,M,but martin smiled a superior smile
by that answer my professional medical prestige stood or fell,data/l2arctic/HQTV/wav/arctic_a0437.wav,HQTV,Vietnamese,M,by thus answer my professional medical breast ties stood or fell
at sea monday march sixteenth nineteen o eight,data/l2arctic/HQTV/wav/arctic_a0438.wav,HQTV,Vietnamese,M,i see monday march sixteenth nineteen o eight
at sea wednesday march eighteenth nineteen o eight,data/l2arctic/HQTV/wav/arctic_a0439.wav,HQTV,Vietnamese,M,a see wednesday march eighteen nineteen away
yes sir i corrected,data/l2arctic/HQTV/wav/arctic_a0440.wav,HQTV,Vietnamese,M,yes sir i corrected
violent life and athletic sports had never appealed to me,data/l2arctic/HQTV/wav/arctic_a0441.wav,HQTV,Vietnamese,M,violent life and athlic sport has never appealed to me
he was worth nothing to the world,data/l2arctic/HQTV/wav/arctic_a0443.wav,HQTV,Vietnamese,M,he was worth nothing to the world
then you dont believe in altruism,data/l2arctic/HQTV/wav/arctic_a0444.wav,HQTV,Vietnamese,M,then you don't believe in australum
the creative joy i murmured,data/l2arctic/HQTV/wav/arctic_a0445.wav,HQTV,Vietnamese,M,the creative joys i murmur
he deluged me overwhelmed me with argument,data/l2arctic/HQTV/wav/arctic_a0446.wav,HQTV,Vietnamese,M,he de luck me overwhelme me with agumen
ah it is growing dark and darker,data/l2arctic/HQTV/wav/arctic_a0447.wav,HQTV,Vietnamese,M,ar is e growing dark and darker
i was hump cabin boy on the schooner ghost,data/l2arctic/HQTV/wav/arctic_a0448.wav,HQTV,Vietnamese,M,a warham cabin boy on the chorner ghast
a sinewy hand dripping with water was clutching the rail,data/l2arctic/HQTV/wav/arctic_a0449.wav,HQTV,Vietnamese,M,a sinewy hand dripping with h water was clutching the rail
no man ate of the seal meat or the oil,data/l2arctic/HQTV/wav/arctic_a0450.wav,HQTV,Vietnamese,M,no man ate of the sheew meat or the oilt
i noticed blood spouting from kerfoot left hand,data/l2arctic/HQTV/wav/arctic_a0451.wav,HQTV,Vietnamese,M,i noticed blood spouting from cockfoots left hand  or
three oilers and a fourth engineer was his greeting,data/l2arctic/HQTV/wav/arctic_a0452.wav,HQTV,Vietnamese,M,three oiler and a fort engineer were his greeting  all
eighteen hundred he calculated,data/l2arctic/HQTV/wav/arctic_a0453.wav,HQTV,Vietnamese,M,eighteen hundreds he calculated
the sharp voice of wolf larsen aroused me,data/l2arctic/HQTV/wav/arctic_a0454.wav,HQTV,Vietnamese,M,the sharp voice of the good florin aroused me
i obeyed and a minute or two later they stood before him,data/l2arctic/HQTV/wav/arctic_a0455.wav,HQTV,Vietnamese,M,i obey and a minute until later they stood before him all
but it wont continue she said with easy confidence,data/l2arctic/HQTV/wav/arctic_a0456.wav,HQTV,Vietnamese,M,but it won't continue she says with easy confidence oo
what i saw i could not at first believe,data/l2arctic/HQTV/wav/arctic_a0457.wav,HQTV,Vietnamese,M,what i saw i could not at first believe or
the stout wood was crushed like an eggshell,data/l2arctic/HQTV/wav/arctic_a0458.wav,HQTV,Vietnamese,M,the stalwith wild crush like an egg shell
i had forgotten their existence,data/l2arctic/HQTV/wav/arctic_a0460.wav,HQTV,Vietnamese,M,i have forgotten their assistantr
ah we were very close together in that moment,data/l2arctic/HQTV/wav/arctic_a0461.wav,HQTV,Vietnamese,M,ah he were very close to get ing that moment
but she swung obediently on her heel into the wind,data/l2arctic/HQTV/wav/arctic_a0462.wav,HQTV,Vietnamese,M,but she's sworn al padianly on her huw into the wind oh
they are his tongue by which he makes his knowledge articulate,data/l2arctic/HQTV/wav/arctic_a0463.wav,HQTV,Vietnamese,M,they are in his tongue by which he makes his knowledge articulate or
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/HQTV/wav/arctic_a0464.wav,HQTV,Vietnamese,M,between the rush of the cascade streaks of rust show everywhere
hell never do a tap of work the whole voyage,data/l2arctic/HQTV/wav/arctic_a0465.wav,HQTV,Vietnamese,M,he's never due a tap of work the horn valu
captain west may be a samurai but he is also human,data/l2arctic/HQTV/wav/arctic_a0466.wav,HQTV,Vietnamese,M,captain west may be the samurai but his is also human
and so early in the voyage too,data/l2arctic/HQTV/wav/arctic_a0467.wav,HQTV,Vietnamese,M,and so early in the volgate too w
in the matter of curry she is a sheer genius,data/l2arctic/HQTV/wav/arctic_a0468.wav,HQTV,Vietnamese,M,in the matter of curry she 'is yita she of genius
the eastern heavens were equally spectacular,data/l2arctic/HQTV/wav/arctic_a0469.wav,HQTV,Vietnamese,M,eastherand heaven were equally spectacular oo
he spat it out like so much venom,data/l2arctic/HQTV/wav/arctic_a0470.wav,HQTV,Vietnamese,M,he sputt id out like so much venom
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/HQTV/wav/arctic_a0471.wav,HQTV,Vietnamese,M,i saw mister boy nod his head grimly and sarcaspically o
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/HQTV/wav/arctic_a0472.wav,HQTV,Vietnamese,M,he is too keenly intelligent too sharply sensitive succesfily to endure
the night was calm and snowy,data/l2arctic/HQTV/wav/arctic_a0473.wav,HQTV,Vietnamese,M,the night wore cam and snowy
i sailed third mate in the little vampire before you were born,data/l2arctic/HQTV/wav/arctic_a0474.wav,HQTV,Vietnamese,M,i sailed third mate in the lead of um pai before you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/HQTV/wav/arctic_a0475.wav,HQTV,Vietnamese,M,is outstretched arm brought to his side and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/HQTV/wav/arctic_a0477.wav,HQTV,Vietnamese,M,waterlouis and the steward a sevorn of aasistic breadth aor
also she has forbidden them smoking their pipes in the after room,data/l2arctic/HQTV/wav/arctic_a0478.wav,HQTV,Vietnamese,M,also she has forbidden them smoking their pipe in the after room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/HQTV/wav/arctic_a0479.wav,HQTV,Vietnamese,M,i tried to reach gorchamore last night and was reverently bored
tom spink has a harpoon,data/l2arctic/HQTV/wav/arctic_a0480.wav,HQTV,Vietnamese,M,tom spink has the harpoon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/HQTV/wav/arctic_a0481.wav,HQTV,Vietnamese,M,nimrod replied with a sly manifestation of sensitiveness
and their chief virtue lies in that they will never wear out,data/l2arctic/HQTV/wav/arctic_a0482.wav,HQTV,Vietnamese,M,and dhe sheff or to lye and start if yo never wear a
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/HQTV/wav/arctic_a0483.wav,HQTV,Vietnamese,M,beyond dispute corry hutchinson has married mer berholm
no sir ee,data/l2arctic/HQTV/wav/arctic_a0484.wav,HQTV,Vietnamese,M,nor sird
each insult added to the value of the claim,data/l2arctic/HQTV/wav/arctic_a0485.wav,HQTV,Vietnamese,M,each in salt added to the value of the clam
for the rest he was a mere automaton,data/l2arctic/HQTV/wav/arctic_a0486.wav,HQTV,Vietnamese,M,for the rest his were a mere altermation
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/HQTV/wav/arctic_a0487.wav,HQTV,Vietnamese,M,the river beriis bossome and snorting steamboats charling the wideness
their love burned with increasing brightness,data/l2arctic/HQTV/wav/arctic_a0488.wav,HQTV,Vietnamese,M,their love burnd with increasing prigness aa
they were artists not biologists,data/l2arctic/HQTV/wav/arctic_a0489.wav,HQTV,Vietnamese,M,they were artists not bologists
both johnny and his mother shuffled their feet as they walked,data/l2arctic/HQTV/wav/arctic_a0490.wav,HQTV,Vietnamese,M,bo chony ind his marters suffer their feet as they walk o
and as in denial of guilt the one legged boy replied,data/l2arctic/HQTV/wav/arctic_a0491.wav,HQTV,Vietnamese,M,and as in daniel of gouth the one legged boy replied o
burnt out like the crater of a volcano,data/l2arctic/HQTV/wav/arctic_a0492.wav,HQTV,Vietnamese,M,burn out like the crater of the volcano
obrien took off his coat and bared his right arm,data/l2arctic/HQTV/wav/arctic_a0494.wav,HQTV,Vietnamese,M,oprion took off his coat and bare with his rhyamee
he bore no grudges and had few enemies,data/l2arctic/HQTV/wav/arctic_a0495.wav,HQTV,Vietnamese,M,heepaw no croger and haf fer enemies
and tom king patiently endured,data/l2arctic/HQTV/wav/arctic_a0496.wav,HQTV,Vietnamese,M,and tom king patiently endure
king took every advantage he knew,data/l2arctic/HQTV/wav/arctic_a0497.wav,HQTV,Vietnamese,M,king took every advantage he knew
