transcription,path_to_audio,speaker_id,native_language,gender,conformer_100_rel_large_transcriptions
then again tudor had such an irritating way about him,data/l2arctic/NJS/wav/arctic_b0255.wav,NJS,Spanish,F,then again tuder had such an irritating way about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/NJS/wav/arctic_b0256.wav,NJS,Spanish,F,outwardly he maintained a calm and smiling aspect
tudor surveyed him with withering disgust,data/l2arctic/NJS/wav/arctic_b0257.wav,NJS,Spanish,F,tuther surveyed him with withering disgust n
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/NJS/wav/arctic_b0259.wav,NJS,Spanish,F,her mouth opened but instead of it speaking she drew a long sigh
its worth eight dollars,data/l2arctic/NJS/wav/arctic_b0260.wav,NJS,Spanish,F,is worth eight dollars
and he did hurt my arm,data/l2arctic/NJS/wav/arctic_b0261.wav,NJS,Spanish,F,and he did hort my arm n
saxons onto her job,data/l2arctic/NJS/wav/arctic_b0262.wav,NJS,Spanish,F,saxhum's on to her job n
only once did i confide the strangeness of it all to another,data/l2arctic/NJS/wav/arctic_b0263.wav,NJS,Spanish,F,only once did i confide the strangeness of it all to another
but this time it was saxon who rebelled,data/l2arctic/NJS/wav/arctic_b0264.wav,NJS,Spanish,F,but thise time it was saxon who rebelled
i was not to cry out in the face of fear,data/l2arctic/NJS/wav/arctic_b0265.wav,NJS,Spanish,F,i was not to crie out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/NJS/wav/arctic_b0266.wav,NJS,Spanish,F,and now put yourself in my place for a moment
the boy threw back his head with pride,data/l2arctic/NJS/wav/arctic_b0267.wav,NJS,Spanish,F,the boy threw back his head with pride
saxon nodded and the boy frowned,data/l2arctic/NJS/wav/arctic_b0268.wav,NJS,Spanish,F,saxoe nodded and the boy frowned
why not like any railroad station or ferry depot,data/l2arctic/NJS/wav/arctic_b0269.wav,NJS,Spanish,F,why not like any railroad ostation or farry deport
we could throw stones with our feet,data/l2arctic/NJS/wav/arctic_b0270.wav,NJS,Spanish,F,we could throw a stance with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/NJS/wav/arctic_b0271.wav,NJS,Spanish,F,it was put together in a casual helter skelter sort of way
these were merely stout sticks an inch or so in diameter,data/l2arctic/NJS/wav/arctic_b0272.wav,NJS,Spanish,F,these were merly stout sticks an inch or so in diameter
then it was that a strange thing happened,data/l2arctic/NJS/wav/arctic_b0273.wav,NJS,Spanish,F,then it was that a strange thing happened
from the source of light a harsh voice said,data/l2arctic/NJS/wav/arctic_b0274.wav,NJS,Spanish,F,from the source of light a harsh voice said
we were now good friends,data/l2arctic/NJS/wav/arctic_b0276.wav,NJS,Spanish,F,we were now good friends
two of the folk were already up,data/l2arctic/NJS/wav/arctic_b0277.wav,NJS,Spanish,F,two of the folk were already
now animals do not like mockery,data/l2arctic/NJS/wav/arctic_b0278.wav,NJS,Spanish,F,now animas no like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/NJS/wav/arctic_b0279.wav,NJS,Spanish,F,he gave one last snarl and slid from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/NJS/wav/arctic_b0280.wav,NJS,Spanish,F,again the girls applauded and missus hall cried
just the same id sooner be myself than have book indigestion,data/l2arctic/NJS/wav/arctic_b0281.wav,NJS,Spanish,F,jest the same i'd sooner be myself than have book indigestion
some of the smaller veins had doubtless been ruptured,data/l2arctic/NJS/wav/arctic_b0282.wav,NJS,Spanish,F,some of the smaller veins had doubtless been ruptured d
but we were without this momentum,data/l2arctic/NJS/wav/arctic_b0283.wav,NJS,Spanish,F,but we were without this momentum   nd
there was one difficulty however,data/l2arctic/NJS/wav/arctic_b0284.wav,NJS,Spanish,F,there was one difficulty however
the hyena proceeded to dine,data/l2arctic/NJS/wav/arctic_b0285.wav,NJS,Spanish,F,the hyena proceeded to dine
the time was considered auspicious,data/l2arctic/NJS/wav/arctic_b0286.wav,NJS,Spanish,F,the time was considered auspicious
or have they already devised one,data/l2arctic/NJS/wav/arctic_b0287.wav,NJS,Spanish,F,or have they already devised one
we would not spend another such night,data/l2arctic/NJS/wav/arctic_b0288.wav,NJS,Spanish,F,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/NJS/wav/arctic_b0289.wav,NJS,Spanish,F,at first his progress was slow and erratic
he placed his paw on one and its movements were accelerated,data/l2arctic/NJS/wav/arctic_b0290.wav,NJS,Spanish,F,he placed his paw on one and his movements were accelerated
the awe of man rushed over him again,data/l2arctic/NJS/wav/arctic_b0291.wav,NJS,Spanish,F,the ole of men rushed over him again and
between him and all domestic animals there must be no hostilities,data/l2arctic/NJS/wav/arctic_b0293.wav,NJS,Spanish,F,between him and all domestic animals there must be no hostilities
for a much longer time lop ear and i remained and watched,data/l2arctic/NJS/wav/arctic_b0294.wav,NJS,Spanish,F,for much longer time lop ear and i remained and watched
all right sir replied jock with great regret,data/l2arctic/NJS/wav/arctic_b0295.wav,NJS,Spanish,F,all right sir replied jock with great regret
at times i wondered where sir archibald got his style,data/l2arctic/NJS/wav/arctic_b0296.wav,NJS,Spanish,F,at thetimes i wonder where sir archibalde got his style
why should a fellow throw up the sponge after the first round,data/l2arctic/NJS/wav/arctic_b0297.wav,NJS,Spanish,F,why should a fellow throw up de sponch after de first round
his hand shot out and clutched crooked leg by the neck,data/l2arctic/NJS/wav/arctic_b0298.wav,NJS,Spanish,F,his hand shot out and clutched crookd lik by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/NJS/wav/arctic_b0299.wav,NJS,Spanish,F,miss broddie's smile was slyly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/NJS/wav/arctic_b0300.wav,NJS,Spanish,F,does the old boy often go off and half cock that way
a flying arrow passed between us,data/l2arctic/NJS/wav/arctic_b0301.wav,NJS,Spanish,F,a flying arrow passed between us
i pulled suddenly with all my might,data/l2arctic/NJS/wav/arctic_b0302.wav,NJS,Spanish,F,i pulled staringly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/NJS/wav/arctic_b0303.wav,NJS,Spanish,F,here we allow our solicitors to look after our legal work
his previous wives had never lived long enough to bear him children,data/l2arctic/NJS/wav/arctic_b0304.wav,NJS,Spanish,F,his previous wives had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/NJS/wav/arctic_b0305.wav,NJS,Spanish,F,it was a reaver emerging like ourselves from the great swamp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/NJS/wav/arctic_b0306.wav,NJS,Spanish,F,cameron looked at his hands with their long sinewy fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/NJS/wav/arctic_b0307.wav,NJS,Spanish,F,we got a few vegetables and fruits and became fish eaters
we never made another migration,data/l2arctic/NJS/wav/arctic_b0308.wav,NJS,Spanish,F,we never made another migration
a little treatment massage with some help from the doctor,data/l2arctic/NJS/wav/arctic_b0310.wav,NJS,Spanish,F,a little treatment massage with some help from the doctor
the twenty ninth very foggy,data/l2arctic/NJS/wav/arctic_b0311.wav,NJS,Spanish,F,the twenty ninth very foggy
dig in youre sure good was daylights answer,data/l2arctic/NJS/wav/arctic_b0312.wav,NJS,Spanish,F,digging youre sure good was dadlight's answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/NJS/wav/arctic_b0313.wav,NJS,Spanish,F,the apron a string loomed near and he sheeed like an unbroken colt
he had been born with this endowment,data/l2arctic/NJS/wav/arctic_b0314.wav,NJS,Spanish,F,he had been born with this endowment
and this was their sole conversation throughout the meal,data/l2arctic/NJS/wav/arctic_b0315.wav,NJS,Spanish,F,and this was their sole conversation throughout the meal
though the aurora still flamed another day had begun,data/l2arctic/NJS/wav/arctic_b0316.wav,NJS,Spanish,F,though the auroara is still flamed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/NJS/wav/arctic_b0317.wav,NJS,Spanish,F,he did not believe in the vorning of daylight for such a luxury
again he had done the big thing,data/l2arctic/NJS/wav/arctic_b0318.wav,NJS,Spanish,F,again he had done the big thing
daylight was tired profoundly tired,data/l2arctic/NJS/wav/arctic_b0319.wav,NJS,Spanish,F,daylight was tired profoundly tired r
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/NJS/wav/arctic_b0320.wav,NJS,Spanish,F,the regret in his voice was provocative of a second burst of laughter
instead he arrived on the night of the second day,data/l2arctic/NJS/wav/arctic_b0321.wav,NJS,Spanish,F,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/NJS/wav/arctic_b0322.wav,NJS,Spanish,F,their surpliy of grab was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/NJS/wav/arctic_b0323.wav,NJS,Spanish,F,crickets begun to chirp and margiese and ducks flew overhead
not till the twentieth of may did the river break,data/l2arctic/NJS/wav/arctic_b0324.wav,NJS,Spanish,F,not till the twentieth of may did the river break
it was a gigantic inadequacy,data/l2arctic/NJS/wav/arctic_b0325.wav,NJS,Spanish,F,it was a gigantic inadequacy
he had been so easy,data/l2arctic/NJS/wav/arctic_b0327.wav,NJS,Spanish,F,he had been so easy
change chairs daylight commanded,data/l2arctic/NJS/wav/arctic_b0328.wav,NJS,Spanish,F,changed cheers daylight commanded
id sooner have my chips back,data/l2arctic/NJS/wav/arctic_b0329.wav,NJS,Spanish,F,i'd sooner have my chips back
they only had a little thirty thousand dollar fire,data/l2arctic/NJS/wav/arctic_b0330.wav,NJS,Spanish,F,they only had a little thirty thousand dollar fire
his partners had starved and died on the stewart,data/l2arctic/NJS/wav/arctic_b0331.wav,NJS,Spanish,F,his pardners had a starved and died on te steward
as to how she dressed he had no ideas at all,data/l2arctic/NJS/wav/arctic_b0332.wav,NJS,Spanish,F,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/NJS/wav/arctic_b0333.wav,NJS,Spanish,F,it does was her audacious answer
oh its just a novel a love story,data/l2arctic/NJS/wav/arctic_b0334.wav,NJS,Spanish,F,oh it's just a novel a love story
whoever lived on the ranch did that,data/l2arctic/NJS/wav/arctic_b0335.wav,NJS,Spanish,F,whoever lived on the ranch did that r
how old are you mother,data/l2arctic/NJS/wav/arctic_b0336.wav,NJS,Spanish,F,how old are you mother
here he got a fresh thrill,data/l2arctic/NJS/wav/arctic_b0337.wav,NJS,Spanish,F,here he got a fresh thrill
it was unobtrusive yet it was there,data/l2arctic/NJS/wav/arctic_b0338.wav,NJS,Spanish,F,it was unobtrusive yet it was there
well ill be plumb gosh darned,data/l2arctic/NJS/wav/arctic_b0339.wav,NJS,Spanish,F,well i'll be plum gosh darned
these quick little joys of hers were sources of joy to him,data/l2arctic/NJS/wav/arctic_b0340.wav,NJS,Spanish,F,these quick little joys of hers were sources of joy to him
i play that choice wide open to win,data/l2arctic/NJS/wav/arctic_b0341.wav,NJS,Spanish,F,i play thy choice wide open to win
each improvement makes the value of everything else pump up,data/l2arctic/NJS/wav/arctic_b0342.wav,NJS,Spanish,F,each improvement makes the value of everything else pump up
lots of men take women buggy riding,data/l2arctic/NJS/wav/arctic_b0344.wav,NJS,Spanish,F,lots of men take women buggy riding
daylight made no answer and the door closed behind him,data/l2arctic/NJS/wav/arctic_b0345.wav,NJS,Spanish,F,daylight made no answer and the door closed behind him
theres not an iota of truth in it,data/l2arctic/NJS/wav/arctic_b0346.wav,NJS,Spanish,F,there's not an idiota of truth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/NJS/wav/arctic_b0347.wav,NJS,Spanish,F,but ever his gaze returned to that crouched venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/NJS/wav/arctic_b0348.wav,NJS,Spanish,F,would you be satisfied with that one hundredth part of me
in such a tumbling of values was no time to sell,data/l2arctic/NJS/wav/arctic_b0349.wav,NJS,Spanish,F,in such a tumbling of values was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/NJS/wav/arctic_b0350.wav,NJS,Spanish,F,stand off butcher and baker and all the rest
matthewson whos this bookkeeper rogers,data/l2arctic/NJS/wav/arctic_b0351.wav,NJS,Spanish,F,matthew's son here's this book keeper rodgers
now just what do you want to know,data/l2arctic/NJS/wav/arctic_b0352.wav,NJS,Spanish,F,now just what do you want to know
i want to know how all this is possible,data/l2arctic/NJS/wav/arctic_b0353.wav,NJS,Spanish,F,i want to know how all this is possible
its that much junk,data/l2arctic/NJS/wav/arctic_b0354.wav,NJS,Spanish,F,aysnt that much junk nd
there was proper division of labor in the work they individually performed,data/l2arctic/NJS/wav/arctic_b0355.wav,NJS,Spanish,F,there was proper division of labor in the work they individually performed
he loved to play chinese lottery,data/l2arctic/NJS/wav/arctic_b0356.wav,NJS,Spanish,F,he laughed to play chinese lottery l ll
the law of club and fang,data/l2arctic/NJS/wav/arctic_b0357.wav,NJS,Spanish,F,de lau of club and fang
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/NJS/wav/arctic_b0358.wav,NJS,Spanish,F,the temperature draught to fifty below zero and remained there the whole trip
and as never before he was ready to obey,data/l2arctic/NJS/wav/arctic_b0359.wav,NJS,Spanish,F,and as never before he was ready to obey
there are the canals of china and the yangtse river,data/l2arctic/NJS/wav/arctic_b0361.wav,NJS,Spanish,F,there are the kennals of china and the yensur river ter
we threaten to be of the one mind before the voyage is completed,data/l2arctic/NJS/wav/arctic_b0362.wav,NJS,Spanish,F,we threaten to be of the one mind before the voyage is completed
she was built primarily to sail,data/l2arctic/NJS/wav/arctic_b0363.wav,NJS,Spanish,F,she was built primarily to sale
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/NJS/wav/arctic_b0364.wav,NJS,Spanish,F,in the bohemian club of san francisco there are some crack sailors
my age in years is twenty two,data/l2arctic/NJS/wav/arctic_b0365.wav,NJS,Spanish,F,my age in years is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/NJS/wav/arctic_b0366.wav,NJS,Spanish,F,i forgot how easily i had taurt myself from the printed page
any average young fellow can teach himself in a week,data/l2arctic/NJS/wav/arctic_b0367.wav,NJS,Spanish,F,any average young fellow can teach himself in a week
please do not think that i already know it all,data/l2arctic/NJS/wav/arctic_b0368.wav,NJS,Spanish,F,please do not think that i already know it all
you see we were teaching ourselves,data/l2arctic/NJS/wav/arctic_b0369.wav,NJS,Spanish,F,you see we were teaching ourselves
and now behold the perversity of things,data/l2arctic/NJS/wav/arctic_b0370.wav,NJS,Spanish,F,and now behold the perversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/NJS/wav/arctic_b0371.wav,NJS,Spanish,F,yield yourself to the waters that are reaping and tearing at you and
mister mcveigh told me about him,data/l2arctic/NJS/wav/arctic_b0372.wav,NJS,Spanish,F,mister mc vay tol me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/NJS/wav/arctic_b0373.wav,NJS,Spanish,F,unlike joshua he stood in no need of divine assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/NJS/wav/arctic_b0374.wav,NJS,Spanish,F,to say the least captain cook was rather thorough going empiricist
man could not conquer them,data/l2arctic/NJS/wav/arctic_b0375.wav,NJS,Spanish,F,man could not conquer them
thought i and a worthy fool he proved,data/l2arctic/NJS/wav/arctic_b0376.wav,NJS,Spanish,F,thought i and a worthy fool he prov'd
i like to speculate upon the glorious future of man,data/l2arctic/NJS/wav/arctic_b0378.wav,NJS,Spanish,F,i'd like to speculate upon the glorious future of man
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/NJS/wav/arctic_b0379.wav,NJS,Spanish,F,christmas is an easy problem compare with a polynesian giving feast
he had peeled off his shirt and was wildly waving it,data/l2arctic/NJS/wav/arctic_b0380.wav,NJS,Spanish,F,he had peeled off his shirt and was wily waving it
and how would we ever find ourselves,data/l2arctic/NJS/wav/arctic_b0381.wav,NJS,Spanish,F,and how would we ever find ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/NJS/wav/arctic_b0382.wav,NJS,Spanish,F,i defy any man to get a solomon island sore in california
a bush chief had died a natural death,data/l2arctic/NJS/wav/arctic_b0383.wav,NJS,Spanish,F,a boshe chief had died a natural death
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/NJS/wav/arctic_b0384.wav,NJS,Spanish,F,the skeepers in nakata's gymnastics serve as a translation without words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/NJS/wav/arctic_b0385.wav,NJS,Spanish,F,last night he showed all the symptoms of coming down with neumonia
my idea was that he would have more influence over the natives,data/l2arctic/NJS/wav/arctic_b0386.wav,NJS,Spanish,F,my idea was that he would have more influence over the natives
its merely the simple superlative,data/l2arctic/NJS/wav/arctic_b0387.wav,NJS,Spanish,F,it's merely the simple superlative  e
i made no more overtures,data/l2arctic/NJS/wav/arctic_b0388.wav,NJS,Spanish,F,i made no more overtures
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/NJS/wav/arctic_b0389.wav,NJS,Spanish,F,among my minor afflictions i may mention a new and mysterious one
the voyage was our idea of a good time,data/l2arctic/NJS/wav/arctic_b0390.wav,NJS,Spanish,F,the voyage was our idea of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/NJS/wav/arctic_b0391.wav,NJS,Spanish,F,at c tuesday march seventeenth nineteen o eight
yes sir he answered with cheerful alacrity,data/l2arctic/NJS/wav/arctic_b0392.wav,NJS,Spanish,F,yes sir he answered with cheerful alacrity
i was still weak from my prolonged immersion,data/l2arctic/NJS/wav/arctic_b0393.wav,NJS,Spanish,F,i was still weak from my prolonged immertion
i was beneath the water suffocating and drowning,data/l2arctic/NJS/wav/arctic_b0395.wav,NJS,Spanish,F,i was beneath the water suffocating and drowning
the pain from my hurt knee was agonizing,data/l2arctic/NJS/wav/arctic_b0396.wav,NJS,Spanish,F,the pain from my heart's knee was agonising
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/NJS/wav/arctic_b0397.wav,NJS,Spanish,F,the hunters were still arguing and roaring like some semi human amfibious breed
i have been robbed sir i amended,data/l2arctic/NJS/wav/arctic_b0398.wav,NJS,Spanish,F,i hav been robbed a sort i amendet
you were looking squeamish this afternoon he began,data/l2arctic/NJS/wav/arctic_b0399.wav,NJS,Spanish,F,you were looking squeemish this afternoon he begun
how could i answer the question on the spur of the moment,data/l2arctic/NJS/wav/arctic_b0400.wav,NJS,Spanish,F,how could i answer the question on the spur of the moment
i learned it myself in english ships,data/l2arctic/NJS/wav/arctic_b0401.wav,NJS,Spanish,F,i learned it myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/NJS/wav/arctic_b0402.wav,NJS,Spanish,F,an altruistic act is an act performed for the welfare of others
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/NJS/wav/arctic_b0403.wav,NJS,Spanish,F,knowing him i reviewed the old scandinavian myths with clearer understanding
yes and no sir was the slow reply,data/l2arctic/NJS/wav/arctic_b0404.wav,NJS,Spanish,F,yes and no sir was the slow reply
and each year something happened and i did not go,data/l2arctic/NJS/wav/arctic_b0405.wav,NJS,Spanish,F,and each year something happened and i did not go
how in hell did he know it was you in the dark,data/l2arctic/NJS/wav/arctic_b0406.wav,NJS,Spanish,F,how in hell did he know it was you in de dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/NJS/wav/arctic_b0407.wav,NJS,Spanish,F,of course much grumbling went on and little outbursts were continually occurring
you have all the advantage,data/l2arctic/NJS/wav/arctic_b0408.wav,NJS,Spanish,F,you have all the advantage
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/NJS/wav/arctic_b0409.wav,NJS,Spanish,F,the dirk mentioned by walf larson rested in its sheath on my hip
have you ever earned a dollar by your own labour,data/l2arctic/NJS/wav/arctic_b0410.wav,NJS,Spanish,F,have you ever earned a dollar by your own labour
ah it was sweet in my ears,data/l2arctic/NJS/wav/arctic_b0412.wav,NJS,Spanish,F,ah it was sweet in my ears
he may desire to escape pain or to enjoy pleasure,data/l2arctic/NJS/wav/arctic_b0413.wav,NJS,Spanish,F,he may desire to escape pain or to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/NJS/wav/arctic_b0414.wav,NJS,Spanish,F,it was impossible to hoist sail and clow off to shore
there was nothing for us but the wide raw ocean,data/l2arctic/NJS/wav/arctic_b0415.wav,NJS,Spanish,F,there was nothing for us but the wide raw ocean
i arose obediently and went down the beach,data/l2arctic/NJS/wav/arctic_b0416.wav,NJS,Spanish,F,i arose obediently and went down the beach
the next thing to watch out for is bed sores,data/l2arctic/NJS/wav/arctic_b0417.wav,NJS,Spanish,F,the next thing to watch out for is bet source
at that moment i got the impression that she was willowy,data/l2arctic/NJS/wav/arctic_b0418.wav,NJS,Spanish,F,at that moment i got the impression that she was willowy
your fathers fifth command he nodded,data/l2arctic/NJS/wav/arctic_b0419.wav,NJS,Spanish,F,your father's fifth command he noted
on occasion on this traverse the cape verde islands are raised,data/l2arctic/NJS/wav/arctic_b0420.wav,NJS,Spanish,F,on occasion on this traverse the cave where the islands are raised
she is essentially the life giving life conserving female of the species,data/l2arctic/NJS/wav/arctic_b0421.wav,NJS,Spanish,F,she is essentially the life giving life conserving female of the species
this was when the explosion occurred,data/l2arctic/NJS/wav/arctic_b0422.wav,NJS,Spanish,F,this was when the explosion occurred
also at regular intervals he would mutter,data/l2arctic/NJS/wav/arctic_b0423.wav,NJS,Spanish,F,also at regular intervals he would mutter
it is a very tenable hypothesis and will bear looking into,data/l2arctic/NJS/wav/arctic_b0424.wav,NJS,Spanish,F,it's a very tenable hypothesis and we'll bear a looking into it d d    l
there were orange green gold green and a copper green,data/l2arctic/NJS/wav/arctic_b0425.wav,NJS,Spanish,F,there were orange green gold green and a cowper green
the gabriel voice of the samurai rang out,data/l2arctic/NJS/wav/arctic_b0426.wav,NJS,Spanish,F,the gabriel voice of the sumray rung out
the sunsets grow more bizarre and spectacular off this coast of the argentine,data/l2arctic/NJS/wav/arctic_b0427.wav,NJS,Spanish,F,the sunsets grow more bizarre and spectacular off these coasts of the argentina
and the eurasian chinese englishman bowed himself away,data/l2arctic/NJS/wav/arctic_b0429.wav,NJS,Spanish,F,and the urazian chinese englishman bowed himself away d
they were babbling and chattering all together,data/l2arctic/NJS/wav/arctic_b0430.wav,NJS,Spanish,F,they were bubbling and chattering al together d
too much he told me with ominous rolling head,data/l2arctic/NJS/wav/arctic_b0431.wav,NJS,Spanish,F,too much he told me with ominous rolling head    adr
he is a candidate rising from the serf class to our class,data/l2arctic/NJS/wav/arctic_b0432.wav,NJS,Spanish,F,he is a candidate rising from the serf class to our class
we are cooking on the coal stove and on the oil burners,data/l2arctic/NJS/wav/arctic_b0433.wav,NJS,Spanish,F,were cooking on the coal stove and on the oil burners
the steward has just tendered me a respectful bit of advice,data/l2arctic/NJS/wav/arctic_b0434.wav,NJS,Spanish,F,the steward has just tendered me a respectful bit of advice
well did they eat,data/l2arctic/NJS/wav/arctic_b0435.wav,NJS,Spanish,F,well did they eat
famine had been my great ally,data/l2arctic/NJS/wav/arctic_b0436.wav,NJS,Spanish,F,famine had been my great ally
nowhere in the north is the soil so prolific,data/l2arctic/NJS/wav/arctic_b0437.wav,NJS,Spanish,F,nowhere in the north is the soil so prolific
they ran the canoe in and climbed the high earth bank,data/l2arctic/NJS/wav/arctic_b0438.wav,NJS,Spanish,F,they ran de conoyen inn and climbed a high earth bank
the land exchanged its austere robes for the garb of a smiling wanton,data/l2arctic/NJS/wav/arctic_b0439.wav,NJS,Spanish,F,the land exchanged hits ouster robes for the garb of a smiling wanton
there were stir and bustle new faces and fresh facts,data/l2arctic/NJS/wav/arctic_b0440.wav,NJS,Spanish,F,there were stir and bustle new faces and fresh facts
and there was ethel baird whom also you must remember,data/l2arctic/NJS/wav/arctic_b0441.wav,NJS,Spanish,F,and there was ethelberd whom also you must remember
he had become a man very early in life,data/l2arctic/NJS/wav/arctic_b0442.wav,NJS,Spanish,F,he had become a man very early in life
i did not think you would be so early,data/l2arctic/NJS/wav/arctic_b0443.wav,NJS,Spanish,F,i did not think you would be so early
he did not know what went on in the minds of his superiors,data/l2arctic/NJS/wav/arctic_b0444.wav,NJS,Spanish,F,he did not know what went on in the minds of his superiors
some one had thrust a large sheath knife into his hand,data/l2arctic/NJS/wav/arctic_b0446.wav,NJS,Spanish,F,some one had thrust a large sheath knife into his hand
obrien emitted a shriek that sank swiftly to a gurgling sob,data/l2arctic/NJS/wav/arctic_b0447.wav,NJS,Spanish,F,o'brien emitted a shriek that sank swiftly to a gurgling sob
sandel would never become a world champion,data/l2arctic/NJS/wav/arctic_b0448.wav,NJS,Spanish,F,sandel would never become a world champion
also she wouldnt walk,data/l2arctic/NJS/wav/arctic_b0449.wav,NJS,Spanish,F,also she would an work
to my dearest and always appreciated friend i submit myself,data/l2arctic/NJS/wav/arctic_b0450.wav,NJS,Spanish,F,to my dearest and always appreciate that friend i submit myself
you used to joy ride like the very devil,data/l2arctic/NJS/wav/arctic_b0451.wav,NJS,Spanish,F,you used to joy a ride like the very devil
they saw each other for the first time in boston,data/l2arctic/NJS/wav/arctic_b0452.wav,NJS,Spanish,F,they saw each other for the first time in boston hr
isaac ford the austere soldier of the lord the old hypocrite,data/l2arctic/NJS/wav/arctic_b0453.wav,NJS,Spanish,F,isac fort the austere soldier of the lord the all hypochrite
eighteen he added,data/l2arctic/NJS/wav/arctic_b0454.wav,NJS,Spanish,F,eighteen he added ad
his reward should have been peace and repose,data/l2arctic/NJS/wav/arctic_b0455.wav,NJS,Spanish,F,his reward should have been peace and repose
he was an amphibian and a mountaineer,data/l2arctic/NJS/wav/arctic_b0456.wav,NJS,Spanish,F,he was an amphibian in a mountaineer
it was sanctification and salvation,data/l2arctic/NJS/wav/arctic_b0457.wav,NJS,Spanish,F,it was sanctification and salvation
the history of the eighteenth century is written ernest prompted,data/l2arctic/NJS/wav/arctic_b0458.wav,NJS,Spanish,F,the history of the eighteenth century is written earnest prompted
they are not biologists nor sociologists,data/l2arctic/NJS/wav/arctic_b0459.wav,NJS,Spanish,F,they are not byologists nor soceologists
the more his opponents grew excited the more ernest deliberately excited them,data/l2arctic/NJS/wav/arctic_b0460.wav,NJS,Spanish,F,the more his opponents grew excited the more earnest deliberatively excited them
by virtue of that power we shall remain in power,data/l2arctic/NJS/wav/arctic_b0461.wav,NJS,Spanish,F,bi virtuel of that power we shall remain in power
take my advice and accept the vacation,data/l2arctic/NJS/wav/arctic_b0463.wav,NJS,Spanish,F,take my advice and accept the vacation
i could not agree with ernest,data/l2arctic/NJS/wav/arctic_b0464.wav,NJS,Spanish,F,i could not agree with ernest
but such divergence of opinion would constitute no menace to society,data/l2arctic/NJS/wav/arctic_b0465.wav,NJS,Spanish,F,but such divergence of opinion would constitute no menas to society
its dog eat dog and you ate them up,data/l2arctic/NJS/wav/arctic_b0466.wav,NJS,Spanish,F,it's the dog eat dog and you ate them up
let us run them for ourselves,data/l2arctic/NJS/wav/arctic_b0467.wav,NJS,Spanish,F,let us run them for ourselves
it was introduced by representative dick of ohio,data/l2arctic/NJS/wav/arctic_b0468.wav,NJS,Spanish,F,it was introduced by representative dick of ohio
very few people knew of the existence of this law,data/l2arctic/NJS/wav/arctic_b0469.wav,NJS,Spanish,F,very few people knew of the existence of this law
the very thing ernest agreed,data/l2arctic/NJS/wav/arctic_b0470.wav,NJS,Spanish,F,the very thing ernes agreed
also a fellow senator chauncey depew said,data/l2arctic/NJS/wav/arctic_b0471.wav,NJS,Spanish,F,also a fellow senator chaunsey w said
ernest saw in the affair the most sinister import,data/l2arctic/NJS/wav/arctic_b0472.wav,NJS,Spanish,F,ernist saw in the affair the most sinister import
then there was the campaign,data/l2arctic/NJS/wav/arctic_b0473.wav,NJS,Spanish,F,then there was the campaign
he was manifestly distressed by my coming,data/l2arctic/NJS/wav/arctic_b0474.wav,NJS,Spanish,F,he was manifestly distressed by my coming
not a wheel moved in his empire,data/l2arctic/NJS/wav/arctic_b0475.wav,NJS,Spanish,F,not a will moved in his empire
