transcription,path_to_audio,speaker_id,native_language,gender,conformer_960_rel_large_transcriptions
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/PNV/wav/arctic_a0022.wav,PNV,Vietnamese,F,hardly were our plans made public before we were met by powerful opposition
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/PNV/wav/arctic_a0023.wav,PNV,Vietnamese,F,a combination of canadian capital quickly organized and petitioned for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/PNV/wav/arctic_a0024.wav,PNV,Vietnamese,F,it was my reports from the north which chiefly induced people to buy
i was about to do this when cooler judgment prevailed,data/l2arctic/PNV/wav/arctic_a0025.wav,PNV,Vietnamese,F,i was about to do this when cooler judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/PNV/wav/arctic_a0026.wav,PNV,Vietnamese,F,it occurred to me that there would have to be an accounting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/PNV/wav/arctic_a0027.wav,PNV,Vietnamese,F,to my surprise he began to show actual enthusiasm in my favor
robbery bribery fraud,data/l2arctic/PNV/wav/arctic_a0028.wav,PNV,Vietnamese,F,brobery bribery fraud
their forces were already moving into the north country,data/l2arctic/PNV/wav/arctic_a0029.wav,PNV,Vietnamese,F,their forces were already moving into the north country
i had faith in them,data/l2arctic/PNV/wav/arctic_a0030.wav,PNV,Vietnamese,F,i had faith in them
they were three hundred yards apart,data/l2arctic/PNV/wav/arctic_a0031.wav,PNV,Vietnamese,F,they were three hundred yards apart
since then some mysterious force has been fighting us at every step,data/l2arctic/PNV/wav/arctic_a0032.wav,PNV,Vietnamese,F,since then some mysterious force has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/PNV/wav/arctic_a0033.wav,PNV,Vietnamese,F,he unfolded a long typewritten letter and handed it to cresson
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/PNV/wav/arctic_a0035.wav,PNV,Vietnamese,F,he stopped and philip nodded at the horrified question in his eyes
she turned in at the hotel,data/l2arctic/PNV/wav/arctic_a0036.wav,PNV,Vietnamese,F,she's turned in at a hotel
i was the only one who remained sitting,data/l2arctic/PNV/wav/arctic_a0037.wav,PNV,Vietnamese,F,i was the only one who remained sitting
well have to watch our chances,data/l2arctic/PNV/wav/arctic_a0038.wav,PNV,Vietnamese,F,we have to watch our chances
the ship should be in within a week or ten days,data/l2arctic/PNV/wav/arctic_a0039.wav,PNV,Vietnamese,F,the ship should be in within a week or ten days
i suppose you wonder why she is coming up here,data/l2arctic/PNV/wav/arctic_a0040.wav,PNV,Vietnamese,F,i suppose you wonder why she is coming up here
meanwhile ill go out to breathe a spell,data/l2arctic/PNV/wav/arctic_a0041.wav,PNV,Vietnamese,F,meanwhile i'll go out to breathe a spell
how could he explain his possession of the sketch,data/l2arctic/PNV/wav/arctic_a0042.wav,PNV,Vietnamese,F,how could he explain his possession of the sketch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/PNV/wav/arctic_a0043.wav,PNV,Vietnamese,F,it seemed nearer to him since he had seen and talked with greyson
her own betrayal of herself was like tonic to philip,data/l2arctic/PNV/wav/arctic_a0044.wav,PNV,Vietnamese,F,her own betrayal of herself was like tonic to philip
he moved away as quietly as he had come,data/l2arctic/PNV/wav/arctic_a0045.wav,PNV,Vietnamese,F,he mode away as quietly as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/PNV/wav/arctic_a0046.wav,PNV,Vietnamese,F,the girl faced him her eyes shining with sudden fear
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/PNV/wav/arctic_a0047.wav,PNV,Vietnamese,F,close beside him gleamed the white fangs of the wolf dog
he looked at the handkerchief more closely,data/l2arctic/PNV/wav/arctic_a0048.wav,PNV,Vietnamese,F,he looked at the handkerchief more closely
gregson was asleep when he reentered the cabin,data/l2arctic/PNV/wav/arctic_a0049.wav,PNV,Vietnamese,F,gretson was asleep when he re entered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/PNV/wav/arctic_a0050.wav,PNV,Vietnamese,F,in spite of their absurdity the words affected philip curiously
it was a curious coincidence,data/l2arctic/PNV/wav/arctic_a0052.wav,PNV,Vietnamese,F,it was a curious coincidence
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/PNV/wav/arctic_a0053.wav,PNV,Vietnamese,F,suddenly his fingers closed tightly over the handkerchief
there was nothing on the rock,data/l2arctic/PNV/wav/arctic_a0054.wav,PNV,Vietnamese,F,there was nothing on a rock
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/PNV/wav/arctic_a0055.wav,PNV,Vietnamese,F,philip stood undecided his ears strained to catch the slightest sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/PNV/wav/arctic_a0056.wav,PNV,Vietnamese,F,pec's little eyes were fixed on him screwly
i have no idea replied philip,data/l2arctic/PNV/wav/arctic_a0057.wav,PNV,Vietnamese,F,i have no idea replied philip
i came for information more out of curiosity than anything else,data/l2arctic/PNV/wav/arctic_a0058.wav,PNV,Vietnamese,F,i came for information more out of curiosity than anything else
his immaculate appearance was gone,data/l2arctic/PNV/wav/arctic_a0059.wav,PNV,Vietnamese,F,his immaculate appearance was gone
anyway no one saw her like that,data/l2arctic/PNV/wav/arctic_a0060.wav,PNV,Vietnamese,F,anyway no one saw her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/PNV/wav/arctic_a0061.wav,PNV,Vietnamese,F,philip snatched at the letter which cresson held out to him
the men stared into each others face,data/l2arctic/PNV/wav/arctic_a0062.wav,PNV,Vietnamese,F,the men stared into each other's faces
yes it was a man who asked a stranger,data/l2arctic/PNV/wav/arctic_a0063.wav,PNV,Vietnamese,F,yes it was tha man who asked a stranger
the fourth and fifth days passed without any developments,data/l2arctic/PNV/wav/arctic_a0064.wav,PNV,Vietnamese,F,the fourth and fifth days passed without any developments
they closed now until his fingers were like cords of steel,data/l2arctic/PNV/wav/arctic_a0065.wav,PNV,Vietnamese,F,they closed now until his fingers were like cores of steel
he saw jeanne falter for a moment,data/l2arctic/PNV/wav/arctic_a0066.wav,PNV,Vietnamese,F,he saw jean fonto for a moment
surely i will excuse you she cried,data/l2arctic/PNV/wav/arctic_a0067.wav,PNV,Vietnamese,F,surely i will excuse you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/PNV/wav/arctic_a0017.wav,PNV,Vietnamese,F,from that moment his friendship for bellys turned to hatred and jealousy
men of seldens stamp dont stop at women and children,data/l2arctic/PNV/wav/arctic_a0034.wav,PNV,Vietnamese,F,men up sheridan's stem don stop at women and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/PNV/wav/arctic_a0051.wav,PNV,Vietnamese,F,the lace was of a delicate ivory color faintly tinted with yellow
in a flash philip followed its direction,data/l2arctic/PNV/wav/arctic_a0068.wav,PNV,Vietnamese,F,in a flash philip followed its direction
a trickle of fresh blood ran over his face,data/l2arctic/PNV/wav/arctic_a0085.wav,PNV,Vietnamese,F,a trickle of fresh blood ran over his face
he will follow us soon,data/l2arctic/PNV/wav/arctic_a0102.wav,PNV,Vietnamese,F,hwill follow her soon
jeanne was turning the bow shoreward,data/l2arctic/PNV/wav/arctic_a0119.wav,PNV,Vietnamese,F,jean was turning the bow shoreward
about him everywhere were the evidences of luxury and of age,data/l2arctic/PNV/wav/arctic_a0136.wav,PNV,Vietnamese,F,above him everywhere were the evidences of luxury and of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/PNV/wav/arctic_a0153.wav,PNV,Vietnamese,F,mac dogal tapped his forehead suspiciously with a stubby forefinger
there was none of the joy of meeting in his face,data/l2arctic/PNV/wav/arctic_a0170.wav,PNV,Vietnamese,F,there was none of the joy of meeting in his face
ahead of them they saw a glimmer of sunshine,data/l2arctic/PNV/wav/arctic_a0187.wav,PNV,Vietnamese,F,ahead of them they saw a glimmer of sunshine
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/PNV/wav/arctic_a0204.wav,PNV,Vietnamese,F,the wolf tog thrust his gaunt muzzle toward him
i dont know why youre here at all,data/l2arctic/PNV/wav/arctic_a0221.wav,PNV,Vietnamese,F,i don't know why you are here at all
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/PNV/wav/arctic_a0238.wav,PNV,Vietnamese,F,it happened to him that the galina society in aukland one afternoon
you wont die of malnutrition be sure of that,data/l2arctic/PNV/wav/arctic_a0255.wav,PNV,Vietnamese,F,you won'st die of mon nutrition be sure of that
it was his intention to return to eileen and her father,data/l2arctic/PNV/wav/arctic_a0069.wav,PNV,Vietnamese,F,it was his intention to return to ileen and her father
he would first hunt up gregson and begin his work there,data/l2arctic/PNV/wav/arctic_a0070.wav,PNV,Vietnamese,F,he would first hunt up crexon and begin his work there
what was the object of your little sensation,data/l2arctic/PNV/wav/arctic_a0071.wav,PNV,Vietnamese,F,what was the object of your little sensation
but who was eileens double,data/l2arctic/PNV/wav/arctic_a0072.wav,PNV,Vietnamese,F,but who was ai leen's double
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/PNV/wav/arctic_a0073.wav,PNV,Vietnamese,F,the bramalto's eyes were heavy with little puffy bags under them
and now down there eileen was waiting for him,data/l2arctic/PNV/wav/arctic_a0074.wav,PNV,Vietnamese,F,and now tou there aileen was waiting for him
there has been a change she interrupted him,data/l2arctic/PNV/wav/arctic_a0075.wav,PNV,Vietnamese,F,there has been a change she interrupted him
the gray eyes faltered the flush deepened,data/l2arctic/PNV/wav/arctic_a0076.wav,PNV,Vietnamese,F,the gray eyes faltered the flush deepened
it is the fire partly she said,data/l2arctic/PNV/wav/arctic_a0077.wav,PNV,Vietnamese,F,it is the fire partly she said
then and at supper he tried to fathom her,data/l2arctic/PNV/wav/arctic_a0078.wav,PNV,Vietnamese,F,then and at supper he tried to fathom her he
it was a large canoe,data/l2arctic/PNV/wav/arctic_a0079.wav,PNV,Vietnamese,F,it was a large canoe
what if jeanne failed him,data/l2arctic/PNV/wav/arctic_a0080.wav,PNV,Vietnamese,F,quat if jean felt him
what if she did not come to the rock,data/l2arctic/PNV/wav/arctic_a0081.wav,PNV,Vietnamese,F,what if she did not come to the rock
his face was streaming with blood,data/l2arctic/PNV/wav/arctic_a0082.wav,PNV,Vietnamese,F,his face was streaming with blood
a shadow was creeping over pierres eyes,data/l2arctic/PNV/wav/arctic_a0083.wav,PNV,Vietnamese,F,a shadow was creeping over peat's eyes
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/PNV/wav/arctic_a0084.wav,PNV,Vietnamese,F,scarcely had he uttered the name when pers's closing eyes shot open
death had come with terrible suddenness,data/l2arctic/PNV/wav/arctic_a0086.wav,PNV,Vietnamese,F,death had come with terrible sudenness
philip bent lower and stared into the face of the dead man,data/l2arctic/PNV/wav/arctic_a0087.wav,PNV,Vietnamese,F,phyllis bent lower and stared into the face of the dead man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/PNV/wav/arctic_a0088.wav,PNV,Vietnamese,F,he made sure that the magazine was loaded and resumed his paddling
the night glow was treacherous to shoot by,data/l2arctic/PNV/wav/arctic_a0089.wav,PNV,Vietnamese,F,the night clothe was strecheres to shoot by
the singing voice approached rapidly,data/l2arctic/PNV/wav/arctic_a0090.wav,PNV,Vietnamese,F,the singing voice abroad rapidly
his blood grew hot with rage at the thought,data/l2arctic/PNV/wav/arctic_a0091.wav,PNV,Vietnamese,F,his blood grew hot with rage at the thought
he went down in midstream searching the shadows of both shores,data/l2arctic/PNV/wav/arctic_a0092.wav,PNV,Vietnamese,F,he went down in mid stream searching the shadows of both shores
for a full minute he crouched and listened,data/l2arctic/PNV/wav/arctic_a0093.wav,PNV,Vietnamese,F,for a full minute he jus crouched and listened
he had barely entered this when he saw the glow of a fire,data/l2arctic/PNV/wav/arctic_a0094.wav,PNV,Vietnamese,F,he had barely entered this when he saw the glow of a fire
a big canvas tent was the first thing to come within his vision,data/l2arctic/PNV/wav/arctic_a0095.wav,PNV,Vietnamese,F,a big canvas tent was the first thing to come within his vision
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/PNV/wav/arctic_a0096.wav,PNV,Vietnamese,F,perhaps she had already met her fate a little deeper in the forest
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/PNV/wav/arctic_a0097.wav,PNV,Vietnamese,F,then you can arrange yourselfs comfortably among these ropes in a bow
shall i carry you,data/l2arctic/PNV/wav/arctic_a0098.wav,PNV,Vietnamese,F,shall i carry you
a maddening joy pounded in his brain,data/l2arctic/PNV/wav/arctic_a0099.wav,PNV,Vietnamese,F,a maddening joy pounded in his brain
you must sleep he urged,data/l2arctic/PNV/wav/arctic_a0100.wav,PNV,Vietnamese,F,you must sleep he urged
you you would not keep the truth from me,data/l2arctic/PNV/wav/arctic_a0101.wav,PNV,Vietnamese,F,you you would not keep the truth from me
but there came no promise from the bow of the canoe,data/l2arctic/PNV/wav/arctic_a0103.wav,PNV,Vietnamese,F,ut there came no brahmes from the bow of the canoe
she was sleeping under his protection as sweetly as a child,data/l2arctic/PNV/wav/arctic_a0104.wav,PNV,Vietnamese,F,she was living under his protection as sweetly as a child
only it is so wonderful so almost impossible to believe,data/l2arctic/PNV/wav/arctic_a0105.wav,PNV,Vietnamese,F,only it is so wonderful so almost impossible to believe
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/PNV/wav/arctic_a0106.wav,PNV,Vietnamese,F,te emotion which she had suppressed burst forth now in a choking sob
if you only could know how i thank you,data/l2arctic/PNV/wav/arctic_a0107.wav,PNV,Vietnamese,F,if you only could know how i thank you
he waded into the edge of the water and began scrubbing himself,data/l2arctic/PNV/wav/arctic_a0108.wav,PNV,Vietnamese,F,he waded into the edge of the water and began shrubbing himself
do you know that you are shaking my confidence in you,data/l2arctic/PNV/wav/arctic_a0109.wav,PNV,Vietnamese,F,do you know that you are shaking my confidence in you
much replied jeanne as tersely,data/l2arctic/PNV/wav/arctic_a0110.wav,PNV,Vietnamese,F,much replied jean as tursely
instead he joined her and they ate like two hungry children,data/l2arctic/PNV/wav/arctic_a0111.wav,PNV,Vietnamese,F,instead he joined her and they ate like two hungry children
he was wounded in the arm,data/l2arctic/PNV/wav/arctic_a0112.wav,PNV,Vietnamese,F,he was wounded in the arm
i suppose you picked that lingo up among the indians,data/l2arctic/PNV/wav/arctic_a0113.wav,PNV,Vietnamese,F,i suppose you picked that lingo up among the indians
her words sent a strange chill through philip,data/l2arctic/PNV/wav/arctic_a0114.wav,PNV,Vietnamese,F,her words sent a strange chill through philip
he had no excuse for the feelings which were aroused in him,data/l2arctic/PNV/wav/arctic_a0115.wav,PNV,Vietnamese,F,h had no excuse for the feelings which were aroused in him
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/PNV/wav/arctic_a0116.wav,PNV,Vietnamese,F,was it the rendezvous of those who were striving to work his ruin
she added with genuine sympathy in her face and voice,data/l2arctic/PNV/wav/arctic_a0117.wav,PNV,Vietnamese,F,she added with genuine sympathy in her face and voice
pierre obeys me when we are together,data/l2arctic/PNV/wav/arctic_a0118.wav,PNV,Vietnamese,F,peace obeys me when we are together
my right foot feels like that of a chinese debutante,data/l2arctic/PNV/wav/arctic_a0120.wav,PNV,Vietnamese,F,my right foot feels like that of a chinese debutent
they ate dinner at the fifth and rested for two hours,data/l2arctic/PNV/wav/arctic_a0121.wav,PNV,Vietnamese,F,they ate dinner at the fifth and rested for two hours
two years ago i gave up civilization for this,data/l2arctic/PNV/wav/arctic_a0122.wav,PNV,Vietnamese,F,two years ago i gave up civilization for this
she had died from cold and starvation,data/l2arctic/PNV/wav/arctic_a0123.wav,PNV,Vietnamese,F,sh had died from cold and starvation
it was jeanne singing softly over beyond the rocks,data/l2arctic/PNV/wav/arctic_a0124.wav,PNV,Vietnamese,F,it was jean singing softly over beyond the rocks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/PNV/wav/arctic_a0125.wav,PNV,Vietnamese,F,he was determined now to maintain a more certain hold upon himself
each day she became a more vital part of him,data/l2arctic/PNV/wav/arctic_a0126.wav,PNV,Vietnamese,F,each day she became a more vital part of him
it was a temptation but he resisted it,data/l2arctic/PNV/wav/arctic_a0127.wav,PNV,Vietnamese,F,it was a temptation but he resisted it
this one hope was destroyed as quickly as it was born,data/l2arctic/PNV/wav/arctic_a0128.wav,PNV,Vietnamese,F,the one hope was destroyed as quickly as it was born
her face was against his breast,data/l2arctic/PNV/wav/arctic_a0129.wav,PNV,Vietnamese,F,her face was against his breast
she was his now forever,data/l2arctic/PNV/wav/arctic_a0130.wav,PNV,Vietnamese,F,she was his now for ever
providence had delivered him through the maelstrom,data/l2arctic/PNV/wav/arctic_a0131.wav,PNV,Vietnamese,F,providence had delivered him through the maelstrom
a cry of joy burst from philips lips,data/l2arctic/PNV/wav/arctic_a0132.wav,PNV,Vietnamese,F,a cry of joy burst from philip's lips
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/PNV/wav/arctic_a0133.wav,PNV,Vietnamese,F,philip began to feel that he had foolishly overestimated his strength
he obeyed the pressure of her hand,data/l2arctic/PNV/wav/arctic_a0134.wav,PNV,Vietnamese,F,he obeyed the pressure of her hand
i am going to surprise father and you will go with pierre,data/l2arctic/PNV/wav/arctic_a0135.wav,PNV,Vietnamese,F,i am going to surprise father and you will go with piers
then he stepped back with a low cry of pleasure,data/l2arctic/PNV/wav/arctic_a0137.wav,PNV,Vietnamese,F,then he stepped back with a low cry of pleasure
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/PNV/wav/arctic_a0138.wav,PNV,Vietnamese,F,in the picture he saw each moment a greater resemblance to jean
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/PNV/wav/arctic_a0139.wav,PNV,Vietnamese,F,he told himself that as he washed himself and groomed his dishevelled clothes
accept a fathers blessing and with it this,data/l2arctic/PNV/wav/arctic_a0140.wav,PNV,Vietnamese,F,accept o father's blessing and with it this
it seems like a strange pointing of the hand of god,data/l2arctic/PNV/wav/arctic_a0141.wav,PNV,Vietnamese,F,it seems like a strange pointing of the hand of god
such things had occurred before he told philip,data/l2arctic/PNV/wav/arctic_a0142.wav,PNV,Vietnamese,F,such things had occurred before he told philip
ah i had forgotten he exclaimed,data/l2arctic/PNV/wav/arctic_a0143.wav,PNV,Vietnamese,F,ah i had forgotten he exclaimed
but there was something even more startling than this resemblance,data/l2arctic/PNV/wav/arctic_a0144.wav,PNV,Vietnamese,F,but there was something even more startling than this resemblance
i have to be careful of them as they tear very easily,data/l2arctic/PNV/wav/arctic_a0145.wav,PNV,Vietnamese,F,i have to be careful of them as they tear very easily
of course that is uninteresting she continued,data/l2arctic/PNV/wav/arctic_a0146.wav,PNV,Vietnamese,F,of course that is uninteresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/PNV/wav/arctic_a0147.wav,PNV,Vietnamese,F,a movement before he was intoxicated by a joy that was almost madness
now these things had been struck dead within him,data/l2arctic/PNV/wav/arctic_a0148.wav,PNV,Vietnamese,F,now these things had been struck dead within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/PNV/wav/arctic_a0149.wav,PNV,Vietnamese,F,for an instant he saw ap pear jaw lie a silhouetted against the sky
goodbye pierre he shouted,data/l2arctic/PNV/wav/arctic_a0150.wav,PNV,Vietnamese,F,good bye here he shouted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/PNV/wav/arctic_a0151.wav,PNV,Vietnamese,F,and mike dogal was beyond the trail with three weeks to spare
philip thrust himself against it and entered,data/l2arctic/PNV/wav/arctic_a0152.wav,PNV,Vietnamese,F,philip thrust himself against it and entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/PNV/wav/arctic_a0154.wav,PNV,Vietnamese,F,he was smooth shaven and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/PNV/wav/arctic_a0155.wav,PNV,Vietnamese,F,won't you draw up gentlemen
a strange fire burned in his eyes when thorpe turned,data/l2arctic/PNV/wav/arctic_a0156.wav,PNV,Vietnamese,F,a strange fire burnt in his eyes when thorp turned
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/PNV/wav/arctic_a0157.wav,PNV,Vietnamese,F,he had worshipped her as dante might have worshipped beatrice
does that look good,data/l2arctic/PNV/wav/arctic_a0158.wav,PNV,Vietnamese,F,thes hat look good
they look as though he had been drumming a piano all his life,data/l2arctic/PNV/wav/arctic_a0159.wav,PNV,Vietnamese,F,they look as though he had been drumming a piano all his life
you want to go over and see his gang throw dirt,data/l2arctic/PNV/wav/arctic_a0160.wav,PNV,Vietnamese,F,you want to go over and see his gang throw dirt
take away their foreman and they wouldnt be worth their grub,data/l2arctic/PNV/wav/arctic_a0161.wav,PNV,Vietnamese,F,take away their foremen and they wouldn't be worth their group
thats the sub foreman explained thorpe,data/l2arctic/PNV/wav/arctic_a0162.wav,PNV,Vietnamese,F,that's the sub foreman explained throp
philip made no effort to follow,data/l2arctic/PNV/wav/arctic_a0163.wav,PNV,Vietnamese,F,philip made no effort to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/PNV/wav/arctic_a0164.wav,PNV,Vietnamese,F,he came first a year ago and revealed himself to jean
they are to attack your camp tomorrow night,data/l2arctic/PNV/wav/arctic_a0165.wav,PNV,Vietnamese,F,they are to attack your camp to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/PNV/wav/arctic_a0166.wav,PNV,Vietnamese,F,two days ago jean learned where her father's men were hiding
i was near the cabin and saw you,data/l2arctic/PNV/wav/arctic_a0167.wav,PNV,Vietnamese,F,i wus nee te cabin an saw you
a low bush whipped him in the face and left no sting,data/l2arctic/PNV/wav/arctic_a0168.wav,PNV,Vietnamese,F,a low bush whipped him in the face and left no sting
suddenly jeanne stopped for an instant,data/l2arctic/PNV/wav/arctic_a0169.wav,PNV,Vietnamese,F,suddenly jean stopped for an instant
and when you come back in a few days bring eileen,data/l2arctic/PNV/wav/arctic_a0171.wav,PNV,Vietnamese,F,and when you come back in a few days bring eileen
gregson had left the outer door slightly ajar,data/l2arctic/PNV/wav/arctic_a0172.wav,PNV,Vietnamese,F,gregson had left the outer door slightly ajar
the date was nearly eighteen years old,data/l2arctic/PNV/wav/arctic_a0173.wav,PNV,Vietnamese,F,he date was nearly eighteen years old
they were the presage of storm,data/l2arctic/PNV/wav/arctic_a0174.wav,PNV,Vietnamese,F,they were the presage of storm
down there the earth was already swelling with life,data/l2arctic/PNV/wav/arctic_a0175.wav,PNV,Vietnamese,F,down there the earth was already swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/PNV/wav/arctic_a0176.wav,PNV,Vietnamese,F,for the first time in his life he was yearning for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/PNV/wav/arctic_a0177.wav,PNV,Vietnamese,F,she had been thoroughly and efficiently mowed
every bone in her aged body seemed broken or dislocated,data/l2arctic/PNV/wav/arctic_a0178.wav,PNV,Vietnamese,F,every bone in her aged body seemed broken or dislocated
tomorrow im going after that bear he said,data/l2arctic/PNV/wav/arctic_a0179.wav,PNV,Vietnamese,F,to morrow i'm going after that bear he said
if not lets say our prayers and go to bed,data/l2arctic/PNV/wav/arctic_a0180.wav,PNV,Vietnamese,F,if not let us say our brayers and go to bed
so cheer up and give us your paw,data/l2arctic/PNV/wav/arctic_a0181.wav,PNV,Vietnamese,F,so cheer up and give us your paw
this time he did not yap for mercy,data/l2arctic/PNV/wav/arctic_a0182.wav,PNV,Vietnamese,F,this time he did not yap for mercy
and the air was growing chilly,data/l2arctic/PNV/wav/arctic_a0183.wav,PNV,Vietnamese,F,and the air was growing chilly
dont you see im chewing this thing in two,data/l2arctic/PNV/wav/arctic_a0184.wav,PNV,Vietnamese,F,don't you see i'm chewing this thing in two
the questions may have come vaguely in his mind,data/l2arctic/PNV/wav/arctic_a0185.wav,PNV,Vietnamese,F,te questions might have come vaguely in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/PNV/wav/arctic_a0186.wav,PNV,Vietnamese,F,like a flash he launched himself into the feathered mash of the owl
two gigantic owls were tearing at the carcass,data/l2arctic/PNV/wav/arctic_a0188.wav,PNV,Vietnamese,F,two gigantic owls were tearing at a cacas
the big eyed clucking moose birds were most annoying,data/l2arctic/PNV/wav/arctic_a0189.wav,PNV,Vietnamese,F,of big eyed clucking moose birds were most annoying
next to them the canada jays were most persistent,data/l2arctic/PNV/wav/arctic_a0190.wav,PNV,Vietnamese,F,next to them the canada jays were most persistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/PNV/wav/arctic_a0191.wav,PNV,Vietnamese,F,for a time the exciting thrill of his adventure was gone
he did not rush in,data/l2arctic/PNV/wav/arctic_a0192.wav,PNV,Vietnamese,F,he did not rush in
it was edged with ice,data/l2arctic/PNV/wav/arctic_a0193.wav,PNV,Vietnamese,F,it was edged with ice
he drank of the water cautiously,data/l2arctic/PNV/wav/arctic_a0194.wav,PNV,Vietnamese,F,he drank up the water cautiously
but a strange thing happened,data/l2arctic/PNV/wav/arctic_a0195.wav,PNV,Vietnamese,F,but a strange thing happened
he began to follow the footprints of the dog,data/l2arctic/PNV/wav/arctic_a0196.wav,PNV,Vietnamese,F,he began to follow the footprints of the dog
such a dog the wise driver kills or turns loose,data/l2arctic/PNV/wav/arctic_a0197.wav,PNV,Vietnamese,F,such a jok the wise driver kus or turns loose
sometimes her dreams were filled with visions,data/l2arctic/PNV/wav/arctic_a0198.wav,PNV,Vietnamese,F,sometimes her dreams were filled with visions
thus had the raw wilderness prepared him for this day,data/l2arctic/PNV/wav/arctic_a0199.wav,PNV,Vietnamese,F,thus had the raw wilderness prepared him for this day
he leapt again and the club caught him once more,data/l2arctic/PNV/wav/arctic_a0200.wav,PNV,Vietnamese,F,he leaped again and the club caught him once more
he cried and swung the club wildly,data/l2arctic/PNV/wav/arctic_a0201.wav,PNV,Vietnamese,F,he cried and swung the club widly
she turned fearing that jacques might see what was in her face,data/l2arctic/PNV/wav/arctic_a0202.wav,PNV,Vietnamese,F,she turned fearing that jack might see what was in her face
they were following the shore of a lake,data/l2arctic/PNV/wav/arctic_a0203.wav,PNV,Vietnamese,F,were following the shore of a lake
from now on were pals,data/l2arctic/PNV/wav/arctic_a0205.wav,PNV,Vietnamese,F,from now on we 're pows
he says he bought him of jacques le beau,data/l2arctic/PNV/wav/arctic_a0206.wav,PNV,Vietnamese,F,he says he bought him of jack le bou
how much was it,data/l2arctic/PNV/wav/arctic_a0207.wav,PNV,Vietnamese,F,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/PNV/wav/arctic_a0208.wav,PNV,Vietnamese,F,youth had come back to her freed from the yoke of oppression
it was not a large lake and almost round,data/l2arctic/PNV/wav/arctic_a0209.wav,PNV,Vietnamese,F,it was not a large lake and almost roud
its diameter was not more than two hundred yards,data/l2arctic/PNV/wav/arctic_a0210.wav,PNV,Vietnamese,F,its diameter was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/PNV/wav/arctic_a0211.wav,PNV,Vietnamese,F,it drew out also that brute agony and death might have made
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/PNV/wav/arctic_a0212.wav,PNV,Vietnamese,F,fresh cases still able to walk they clustered about the spokesman
between him and the beach was the cane grass fence of the compound,data/l2arctic/PNV/wav/arctic_a0213.wav,PNV,Vietnamese,F,between him and the beach was the cancrash fand of the compound
besides he was paid one case of tobacco per head,data/l2arctic/PNV/wav/arctic_a0214.wav,PNV,Vietnamese,F,besides he was paid one case of tobacco per head
they die out of spite,data/l2arctic/PNV/wav/arctic_a0215.wav,PNV,Vietnamese,F,they died out of spite
the other felt a sudden wave of irritation rush through him,data/l2arctic/PNV/wav/arctic_a0216.wav,PNV,Vietnamese,F,the other felt a sudden wave of irritation rush through him
