transcription,path_to_audio,speaker_id,native_language,gender,unispeechsat_base_transcriptions
so far as flags were concerned they were beyond all jurisdiction,data/l2arctic/MBMPS/wav/arctic_b0524.wav,MBMPS,Spanish,F,so far as flacks were concerned they were beyond all jurisdiction
new idea he volunteered brand new idea,data/l2arctic/MBMPS/wav/arctic_b0525.wav,MBMPS,Spanish,F,new idea he volunter brann idea
thirty pounds said the captain with finality,data/l2arctic/MBMPS/wav/arctic_b0526.wav,MBMPS,Spanish,F,thirty pounds said the capidan with finology
the very idea of it was preposterous,data/l2arctic/MBMPS/wav/arctic_b0527.wav,MBMPS,Spanish,F,the very idea of et was preposterous
captain doanes orders were swiftly obeyed,data/l2arctic/MBMPS/wav/arctic_b0528.wav,MBMPS,Spanish,F,cappidan ons or theirs were swiftly oveyed
come on del mar challenged,data/l2arctic/MBMPS/wav/arctic_b0529.wav,MBMPS,Spanish,F,come on dell mar challenge
he had a big chimpanzee that was a winner,data/l2arctic/MBMPS/wav/arctic_b0530.wav,MBMPS,Spanish,F,kicat a big champanc that i was a wheiner
i am sure it must have been some adventure,data/l2arctic/MBMPS/wav/arctic_b0531.wav,MBMPS,Spanish,F,i am sure it must have been some adventure
that longfellow chap most likely had written countless books of poetry,data/l2arctic/MBMPS/wav/arctic_b0532.wav,MBMPS,Spanish,F,the long fellow chap most likely had writteen countless books of poetry
his abnormal power of vision made abstractions take on concrete form,data/l2arctic/MBMPS/wav/arctic_b0533.wav,MBMPS,Spanish,F,his abnormal power of beachion ma abstructions take a conqrete form
ill tell you the librarian said with a brightening face,data/l2arctic/MBMPS/wav/arctic_b0534.wav,MBMPS,Spanish,F,i'll tal you the libredian said wiht a brighning face
he read his fragments aloud,data/l2arctic/MBMPS/wav/arctic_b0535.wav,MBMPS,Spanish,F,he read his fragments aloud
typhoid did i tell you,data/l2arctic/MBMPS/wav/arctic_b0536.wav,MBMPS,Spanish,F,ti foid did i tell you
but she had become an automaton,data/l2arctic/MBMPS/wav/arctic_b0537.wav,MBMPS,Spanish,F,but she had become an owtl maiden
at the best they were necessary accessories,data/l2arctic/MBMPS/wav/arctic_b0538.wav,MBMPS,Spanish,F,at the best they were necessary accessories
you were making them talk shop ruth charged him,data/l2arctic/MBMPS/wav/arctic_b0539.wav,MBMPS,Spanish,F,you were making them talk shop ruth charged him
author of the danger trail philip steels etc,data/l2arctic/NJS/wav/arctic_a0001.wav,NJS,Spanish,F,author of the danger of trail philip steals et cetera
not at this particular case tom apologized whittemore,data/l2arctic/NJS/wav/arctic_a0002.wav,NJS,Spanish,F,nat at this particular case tom apologized whit more
for the twentieth time that evening the two men shook hands,data/l2arctic/NJS/wav/arctic_a0003.wav,NJS,Spanish,F,for the twentieth time that evening the two men shook hands
lord but im glad to see you again phil,data/l2arctic/NJS/wav/arctic_a0004.wav,NJS,Spanish,F,lorid but i am glad to see you again fail
will we ever forget it,data/l2arctic/NJS/wav/arctic_a0005.wav,NJS,Spanish,F,will we ever forget it
god bless em i hope ill go on seeing them forever,data/l2arctic/NJS/wav/arctic_a0006.wav,NJS,Spanish,F,god bless him i hope i'll go onseeing then for ever
and you always want to see it in the superlative degree,data/l2arctic/NJS/wav/arctic_a0007.wav,NJS,Spanish,F,and you always want to said in a superlative degree
gad your letter came just in time,data/l2arctic/NJS/wav/arctic_a0008.wav,NJS,Spanish,F,gat you letter kim jest in time
he turned sharply and faced gregson across the table,data/l2arctic/NJS/wav/arctic_a0009.wav,NJS,Spanish,F,he turned sharply and faced greggson across the table
im playing a single hand in what looks like a losing game,data/l2arctic/NJS/wav/arctic_a0010.wav,NJS,Spanish,F,umplaying a single hand in what looks like a loosing game
if i ever needed a fighter in my life i need one now,data/l2arctic/NJS/wav/arctic_a0011.wav,NJS,Spanish,F,if i ever needed a fighter in my life i need wong now
gregson shoved back his chair and rose to his feet,data/l2arctic/NJS/wav/arctic_a0012.wav,NJS,Spanish,F,greggson shoved back his chair and rose to his feet
he was a head shorter than his companion of almost delicate physique,data/l2arctic/NJS/wav/arctic_a0013.wav,NJS,Spanish,F,he was a head shorter than his companion of almost delicate pfhysique
now youre coming down to business phil he exclaimed,data/l2arctic/NJS/wav/arctic_a0014.wav,NJS,Spanish,F,now you are coming down to basiness feel he exclaimed
its the aurora borealis,data/l2arctic/NJS/wav/arctic_a0015.wav,NJS,Spanish,F,is the ororuproyalice
theres fort churchill a rifle shot beyond the ridge asleep,data/l2arctic/NJS/wav/arctic_a0016.wav,NJS,Spanish,F,there's for it churchil a rifle should beyond the rich as leep
there was a change now,data/l2arctic/NJS/wav/arctic_a0018.wav,NJS,Spanish,F,there was a change now
i followed the line of the proposed railroad looking for chances,data/l2arctic/NJS/wav/arctic_a0019.wav,NJS,Spanish,F,i followed the line of the proposa redrol looking for chances
clubs and balls and cities grew to be only memories,data/l2arctic/NJS/wav/arctic_a0020.wav,NJS,Spanish,F,claps an walls an cities greew to be only memories
it fairly clubbed me into recognizing it,data/l2arctic/NJS/wav/arctic_a0021.wav,NJS,Spanish,F,it firmly clopped me into recognizing it
hardly were our plans made public before we were met by powerful opposition,data/l2arctic/NJS/wav/arctic_a0022.wav,NJS,Spanish,F,hardly were our plans made public before we were met by powerful opposition
a combination of canadian capital quickly organized and petitioned for the same privileges,data/l2arctic/NJS/wav/arctic_a0023.wav,NJS,Spanish,F,a combination of canadian copitel quickly organized and petitioned for the same privileges
it was my reports from the north which chiefly induced people to buy,data/l2arctic/NJS/wav/arctic_a0024.wav,NJS,Spanish,F,it was my reports from the north which chiefly induced people to buy
i was about to do this when cooler judgment prevailed,data/l2arctic/NJS/wav/arctic_a0025.wav,NJS,Spanish,F,i was about to do this when cooler judgment prevailed
it occurred to me that there would have to be an accounting,data/l2arctic/NJS/wav/arctic_a0026.wav,NJS,Spanish,F,it occurred to me that there would have to be anaccounting
to my surprise he began to show actual enthusiasm in my favor,data/l2arctic/NJS/wav/arctic_a0027.wav,NJS,Spanish,F,to my surprise he began to show actual enthusiasm in my favour
robbery bribery fraud,data/l2arctic/NJS/wav/arctic_a0028.wav,NJS,Spanish,F,robbery brivery fraud
their forces were already moving into the north country,data/l2arctic/NJS/wav/arctic_a0029.wav,NJS,Spanish,F,their forces were already moving into the north country
i had faith in them,data/l2arctic/NJS/wav/arctic_a0030.wav,NJS,Spanish,F,at i fade in them
they were three hundred yards apart,data/l2arctic/NJS/wav/arctic_a0031.wav,NJS,Spanish,F,they were three hundred yards apart
since then some mysterious force has been fighting us at every step,data/l2arctic/NJS/wav/arctic_a0032.wav,NJS,Spanish,F,since then some mysterious forest has been fighting us at every step
he unfolded a long typewritten letter and handed it to gregson,data/l2arctic/NJS/wav/arctic_a0033.wav,NJS,Spanish,F,he unfolded alone tiewreating letter and handed it to gregson
he stopped and philip nodded at the horrified question in his eyes,data/l2arctic/NJS/wav/arctic_a0035.wav,NJS,Spanish,F,he stopped and philip noted at a horrified question in his eyes
she turned in at the hotel,data/l2arctic/NJS/wav/arctic_a0036.wav,NJS,Spanish,F,she tourned in at the hotel
i was the only one who remained sitting,data/l2arctic/NJS/wav/arctic_a0037.wav,NJS,Spanish,F,i was the only one who remained sitting
well have to watch our chances,data/l2arctic/NJS/wav/arctic_a0038.wav,NJS,Spanish,F,will have to watch our chances
the ship should be in within a week or ten days,data/l2arctic/NJS/wav/arctic_a0039.wav,NJS,Spanish,F,the ship should be in waiting a week or ten days
i suppose you wonder why she is coming up here,data/l2arctic/NJS/wav/arctic_a0040.wav,NJS,Spanish,F,i suppose you wonder why she's coming up here
meanwhile ill go out to breathe a spell,data/l2arctic/NJS/wav/arctic_a0041.wav,NJS,Spanish,F,meanwhile i'll go out to breathe a spell
how could he explain his possession of the sketch,data/l2arctic/NJS/wav/arctic_a0042.wav,NJS,Spanish,F,how could he explain his possession of the sketch
it seemed nearer to him since he had seen and talked with gregson,data/l2arctic/NJS/wav/arctic_a0043.wav,NJS,Spanish,F,it sdime nearer to him since he had seen and talked with greggson
her own betrayal of herself was like tonic to philip,data/l2arctic/NJS/wav/arctic_a0044.wav,NJS,Spanish,F,heron betrayal of herself was like tonic to philip
he moved away as quietly as he had come,data/l2arctic/NJS/wav/arctic_a0045.wav,NJS,Spanish,F,he moved away as quietly as he had come
the girl faced him her eyes shining with sudden fear,data/l2arctic/NJS/wav/arctic_a0046.wav,NJS,Spanish,F,the girl faced him her eyes shining with sudden fear
close beside him gleamed the white fangs of the wolf dog,data/l2arctic/NJS/wav/arctic_a0047.wav,NJS,Spanish,F,close beside him gleamed the white fanks of the wolf dog
he looked at the handkerchief more closely,data/l2arctic/NJS/wav/arctic_a0048.wav,NJS,Spanish,F,he looked at the handkerchief more closely
gregson was asleep when he reentered the cabin,data/l2arctic/NJS/wav/arctic_a0049.wav,NJS,Spanish,F,greggson was sleep when he reentered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/NJS/wav/arctic_a0050.wav,NJS,Spanish,F,in ispite of their absordity the words affected philip curiously
it was a curious coincidence,data/l2arctic/NJS/wav/arctic_a0052.wav,NJS,Spanish,F,it was a curious coincidence
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/NJS/wav/arctic_a0053.wav,NJS,Spanish,F,suddenly his fingers closed tightly over the handkerchief
there was nothing on the rock,data/l2arctic/NJS/wav/arctic_a0054.wav,NJS,Spanish,F,there was nothing on the roc
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/NJS/wav/arctic_a0055.wav,NJS,Spanish,F,phillip s stood undecided his ears arestrained to catch this lilit' sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/NJS/wav/arctic_a0056.wav,NJS,Spanish,F,persia's little eyes were fixed on him shreadily
i have no idea replied philip,data/l2arctic/NJS/wav/arctic_a0057.wav,NJS,Spanish,F,i have no idea replied philip
i came for information more out of curiosity than anything else,data/l2arctic/NJS/wav/arctic_a0058.wav,NJS,Spanish,F,i can for information more out of creiosity than anything else
his immaculate appearance was gone,data/l2arctic/NJS/wav/arctic_a0059.wav,NJS,Spanish,F,his imaculate appearance was gone
anyway no one saw her like that,data/l2arctic/NJS/wav/arctic_a0060.wav,NJS,Spanish,F,anyway no one saw her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/NJS/wav/arctic_a0061.wav,NJS,Spanish,F,philip is snatched it by the letter which greggs on held out to him
the men stared into each others face,data/l2arctic/NJS/wav/arctic_a0062.wav,NJS,Spanish,F,the men stirred into each other's face
yes it was a man who asked a stranger,data/l2arctic/NJS/wav/arctic_a0063.wav,NJS,Spanish,F,yes it was a man who asked a stranger
the fourth and fifth days passed without any developments,data/l2arctic/NJS/wav/arctic_a0064.wav,NJS,Spanish,F,the fourth and fifth days passed without any developments
they closed now until his fingers were like cords of steel,data/l2arctic/NJS/wav/arctic_a0065.wav,NJS,Spanish,F,they closed now until his fingers were like coars of steel
he saw jeanne falter for a moment,data/l2arctic/NJS/wav/arctic_a0066.wav,NJS,Spanish,F,he saw jennye faltered for a moment
surely i will excuse you she cried,data/l2arctic/NJS/wav/arctic_a0067.wav,NJS,Spanish,F,surely i will excuse you she cried
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/NJS/wav/arctic_a0017.wav,NJS,Spanish,F,from that moment his friendship of beliece torns to heitread and jealousy
men of seldens stamp dont stop at women and children,data/l2arctic/NJS/wav/arctic_a0034.wav,NJS,Spanish,F,mano selledens is stamp dawn as stop at wemen and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/NJS/wav/arctic_a0051.wav,NJS,Spanish,F,delays was of delicate ivory color faintly tinted with yellow
in a flash philip followed its direction,data/l2arctic/NJS/wav/arctic_a0068.wav,NJS,Spanish,F,it was a flach pili followed its direction
a trickle of fresh blood ran over his face,data/l2arctic/NJS/wav/arctic_a0085.wav,NJS,Spanish,F,a trickle of flesh blood run over his face
he will follow us soon,data/l2arctic/NJS/wav/arctic_a0102.wav,NJS,Spanish,F,he would follow us ason
jeanne was turning the bow shoreward,data/l2arctic/NJS/wav/arctic_a0119.wav,NJS,Spanish,F,jennie was turning about shoreward
about him everywhere were the evidences of luxury and of age,data/l2arctic/NJS/wav/arctic_a0136.wav,NJS,Spanish,F,about him everywhere were the evidences of luxury en of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/NJS/wav/arctic_a0153.wav,NJS,Spanish,F,maduel tapped his forehead suspitiously with a stubby forefinger
there was none of the joy of meeting in his face,data/l2arctic/NJS/wav/arctic_a0170.wav,NJS,Spanish,F,there was no one of the joy of meeting in his face
ahead of them they saw a glimmer of sunshine,data/l2arctic/NJS/wav/arctic_a0187.wav,NJS,Spanish,F,a hair of den they saw a glimmer of sunshine
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/NJS/wav/arctic_a0204.wav,NJS,Spanish,F,de wolf dog thrust his gone muzzle toward him
i dont know why youre here at all,data/l2arctic/NJS/wav/arctic_a0221.wav,NJS,Spanish,F,i don't know why you are here at all
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/NJS/wav/arctic_a0238.wav,NJS,Spanish,F,it happened to him a de galina society in oclu one afternoon
you wont die of malnutrition be sure of that,data/l2arctic/NJS/wav/arctic_a0255.wav,NJS,Spanish,F,you wan't die of minutrician be sure of that
it was his intention to return to eileen and her father,data/l2arctic/NJS/wav/arctic_a0069.wav,NJS,Spanish,F,it was his intention to return to alin and her father
he would first hunt up gregson and begin his work there,data/l2arctic/NJS/wav/arctic_a0070.wav,NJS,Spanish,F,he would first hunt up greggson and begin his work avere
what was the object of your little sensation,data/l2arctic/NJS/wav/arctic_a0071.wav,NJS,Spanish,F,what was the object of your little sensation
but who was eileens double,data/l2arctic/NJS/wav/arctic_a0072.wav,NJS,Spanish,F,but who was a lean's duble
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/NJS/wav/arctic_a0073.wav,NJS,Spanish,F,the premotrous eyes were heavy weth little puffey bags entered them
and now down there eileen was waiting for him,data/l2arctic/NJS/wav/arctic_a0074.wav,NJS,Spanish,F,and now down there a lean was waiting for him
there has been a change she interrupted him,data/l2arctic/NJS/wav/arctic_a0075.wav,NJS,Spanish,F,there has been a change she interrupted him
the gray eyes faltered the flush deepened,data/l2arctic/NJS/wav/arctic_a0076.wav,NJS,Spanish,F,the gray eyes faltered the flash deepened
it is the fire partly she said,data/l2arctic/NJS/wav/arctic_a0077.wav,NJS,Spanish,F,it is the fire partly she said
then and at supper he tried to fathom her,data/l2arctic/NJS/wav/arctic_a0078.wav,NJS,Spanish,F,then and at supper he tried to fattom her
it was a large canoe,data/l2arctic/NJS/wav/arctic_a0079.wav,NJS,Spanish,F,it was a large gano
what if jeanne failed him,data/l2arctic/NJS/wav/arctic_a0080.wav,NJS,Spanish,F,whytivgin failed him
what if she did not come to the rock,data/l2arctic/NJS/wav/arctic_a0081.wav,NJS,Spanish,F,whyt if she did not come to the rock
his face was streaming with blood,data/l2arctic/NJS/wav/arctic_a0082.wav,NJS,Spanish,F,his face was a streaming with blood
a shadow was creeping over pierres eyes,data/l2arctic/NJS/wav/arctic_a0083.wav,NJS,Spanish,F,a shadowess creeping over pierce eyes
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/NJS/wav/arctic_a0084.wav,NJS,Spanish,F,scarcely had he uttered the name when pierced closing eyes shud open
death had come with terrible suddenness,data/l2arctic/NJS/wav/arctic_a0086.wav,NJS,Spanish,F,dead had come with terrible suddeness
philip bent lower and stared into the face of the dead man,data/l2arctic/NJS/wav/arctic_a0087.wav,NJS,Spanish,F,philip bent lower and his tur into the face of the dead man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/NJS/wav/arctic_a0088.wav,NJS,Spanish,F,he mad asured that demerasine was loaded and resumed his paddling
the night glow was treacherous to shoot by,data/l2arctic/NJS/wav/arctic_a0089.wav,NJS,Spanish,F,denied glo was treacherous to shoot by
the singing voice approached rapidly,data/l2arctic/NJS/wav/arctic_a0090.wav,NJS,Spanish,F,desinging voice approached rapidly
his blood grew hot with rage at the thought,data/l2arctic/NJS/wav/arctic_a0091.wav,NJS,Spanish,F,his blood greeal hat wulth rage at the thought
he went down in midstream searching the shadows of both shores,data/l2arctic/NJS/wav/arctic_a0092.wav,NJS,Spanish,F,he went down in midstream searching the shadows of both shores
for a full minute he crouched and listened,data/l2arctic/NJS/wav/arctic_a0093.wav,NJS,Spanish,F,for a full minute he gradged and listened
he had barely entered this when he saw the glow of a fire,data/l2arctic/NJS/wav/arctic_a0094.wav,NJS,Spanish,F,he hadberdly entered this when he saw the glow of a fire
a big canvas tent was the first thing to come within his vision,data/l2arctic/NJS/wav/arctic_a0095.wav,NJS,Spanish,F,a big canvas tent was the first thing duc unwithn his ivision
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/NJS/wav/arctic_a0096.wav,NJS,Spanish,F,perhaps she had already met her fate a little deeper in the forest
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/NJS/wav/arctic_a0097.wav,NJS,Spanish,F,then you can arrange yourself comfortably among these robs in the bow
shall i carry you,data/l2arctic/NJS/wav/arctic_a0098.wav,NJS,Spanish,F,chale caryou
a maddening joy pounded in his brain,data/l2arctic/NJS/wav/arctic_a0099.wav,NJS,Spanish,F,amadening joy pounded in his brain
you must sleep he urged,data/l2arctic/NJS/wav/arctic_a0100.wav,NJS,Spanish,F,you must lep he orished
you you would not keep the truth from me,data/l2arctic/NJS/wav/arctic_a0101.wav,NJS,Spanish,F,you you would not keep the truth from me
but there came no promise from the bow of the canoe,data/l2arctic/NJS/wav/arctic_a0103.wav,NJS,Spanish,F,but there came no promise from the bowg of de kenoi
she was sleeping under his protection as sweetly as a child,data/l2arctic/NJS/wav/arctic_a0104.wav,NJS,Spanish,F,she was sleeping under his protection as switly as a child
only it is so wonderful so almost impossible to believe,data/l2arctic/NJS/wav/arctic_a0105.wav,NJS,Spanish,F,only it is so wonderful so almost impossible to believe
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/NJS/wav/arctic_a0106.wav,NJS,Spanish,F,the emotion which he had suppressed burst forth now in a choking sob
if you only could know how i thank you,data/l2arctic/NJS/wav/arctic_a0107.wav,NJS,Spanish,F,if you only could know how id thank you
he waded into the edge of the water and began scrubbing himself,data/l2arctic/NJS/wav/arctic_a0108.wav,NJS,Spanish,F,he waded into the edge of the water and began scrubbing himself
do you know that you are shaking my confidence in you,data/l2arctic/NJS/wav/arctic_a0109.wav,NJS,Spanish,F,do you know that you are shakin my confidence in you
much replied jeanne as tersely,data/l2arctic/NJS/wav/arctic_a0110.wav,NJS,Spanish,F,much replied jennie astersly
instead he joined her and they ate like two hungry children,data/l2arctic/NJS/wav/arctic_a0111.wav,NJS,Spanish,F,instead he joined her and e ay like two hungry children
he was wounded in the arm,data/l2arctic/NJS/wav/arctic_a0112.wav,NJS,Spanish,F,he was wonded in the arm
i suppose you picked that lingo up among the indians,data/l2arctic/NJS/wav/arctic_a0113.wav,NJS,Spanish,F,i suppose you pick that lingo up among the indians
her words sent a strange chill through philip,data/l2arctic/NJS/wav/arctic_a0114.wav,NJS,Spanish,F,her words send a strange cheld through philip
he had no excuse for the feelings which were aroused in him,data/l2arctic/NJS/wav/arctic_a0115.wav,NJS,Spanish,F,he had no excuse for the phienes which were aroused in him
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/NJS/wav/arctic_a0116.wav,NJS,Spanish,F,was he the rendevou of those who were striving to work his royn
she added with genuine sympathy in her face and voice,data/l2arctic/NJS/wav/arctic_a0117.wav,NJS,Spanish,F,she added with genoying sympathy in her face and voice
pierre obeys me when we are together,data/l2arctic/NJS/wav/arctic_a0118.wav,NJS,Spanish,F,piere obeys me when we at together
my right foot feels like that of a chinese debutante,data/l2arctic/NJS/wav/arctic_a0120.wav,NJS,Spanish,F,my right foot fist like that of a chinese debotant
they ate dinner at the fifth and rested for two hours,data/l2arctic/NJS/wav/arctic_a0121.wav,NJS,Spanish,F,the eight deaner at the fifth and rested for two hours
two years ago i gave up civilization for this,data/l2arctic/NJS/wav/arctic_a0122.wav,NJS,Spanish,F,two years ago i gave a civilization for this
she had died from cold and starvation,data/l2arctic/NJS/wav/arctic_a0123.wav,NJS,Spanish,F,she had died from cold and starvation
it was jeanne singing softly over beyond the rocks,data/l2arctic/NJS/wav/arctic_a0124.wav,NJS,Spanish,F,it was jennie singing softly over beyond the rocks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/NJS/wav/arctic_a0125.wav,NJS,Spanish,F,he was determined now to maintain a more certain whole upon himself
each day she became a more vital part of him,data/l2arctic/NJS/wav/arctic_a0126.wav,NJS,Spanish,F,each day she became a more vital part of him
it was a temptation but he resisted it,data/l2arctic/NJS/wav/arctic_a0127.wav,NJS,Spanish,F,it was ha temptation but he resisted it
this one hope was destroyed as quickly as it was born,data/l2arctic/NJS/wav/arctic_a0128.wav,NJS,Spanish,F,thise one hope was destroye as quickly as it was born
her face was against his breast,data/l2arctic/NJS/wav/arctic_a0129.wav,NJS,Spanish,F,her face was against his breast
she was his now forever,data/l2arctic/NJS/wav/arctic_a0130.wav,NJS,Spanish,F,she was his now for ever
providence had delivered him through the maelstrom,data/l2arctic/NJS/wav/arctic_a0131.wav,NJS,Spanish,F,providence had delivered him through the mailstrum
a cry of joy burst from philips lips,data/l2arctic/NJS/wav/arctic_a0132.wav,NJS,Spanish,F,a cry of joy bursed from philip's lips
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/NJS/wav/arctic_a0133.wav,NJS,Spanish,F,philip began to feel that he had foolishly overestimated his strength
he obeyed the pressure of her hand,data/l2arctic/NJS/wav/arctic_a0134.wav,NJS,Spanish,F,he obeyed the preasure of her hand
im going to surprise father and you will go with pierre,data/l2arctic/NJS/wav/arctic_a0135.wav,NJS,Spanish,F,i'm going to surprise father and you will go with peere
then he stepped back with a low cry of pleasure,data/l2arctic/NJS/wav/arctic_a0137.wav,NJS,Spanish,F,then he stepped back with a loudd cry of pleasure
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/NJS/wav/arctic_a0138.wav,NJS,Spanish,F,in the picture he saw each moment a greater resemblance to jenny
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/NJS/wav/arctic_a0139.wav,NJS,Spanish,F,he told himself that as he watched himself in group his dishivelled clothes
accept a fathers blessing and with it this,data/l2arctic/NJS/wav/arctic_a0140.wav,NJS,Spanish,F,accept a father's blessing and wethed ves
it seems like a strange pointing of the hand of god,data/l2arctic/NJS/wav/arctic_a0141.wav,NJS,Spanish,F,it seems like a strange pointing of the hand of god
such things had occurred before he told philip,data/l2arctic/NJS/wav/arctic_a0142.wav,NJS,Spanish,F,such things had occurred before he told philip
ah i had forgotten he exclaimed,data/l2arctic/NJS/wav/arctic_a0143.wav,NJS,Spanish,F,ah i had forgotten he exclaimed
but there was something even more startling than this resemblance,data/l2arctic/NJS/wav/arctic_a0144.wav,NJS,Spanish,F,but there was something even more startling tat his resemblance
i have to be careful of them as they tear very easily,data/l2arctic/NJS/wav/arctic_a0145.wav,NJS,Spanish,F,i have to be cureful of dem as they ter aver easily
of course that is uninteresting she continued,data/l2arctic/NJS/wav/arctic_a0146.wav,NJS,Spanish,F,of course that is uninteresting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/NJS/wav/arctic_a0147.wav,NJS,Spanish,F,a moment before he was intoxicated byt a joy that was almost madness
now these things had been struck dead within him,data/l2arctic/NJS/wav/arctic_a0148.wav,NJS,Spanish,F,now these things had been a struck dead withem him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/NJS/wav/arctic_a0149.wav,NJS,Spanish,F,for an instant hesapeer dron like a celoite against the sky
goodbye pierre he shouted,data/l2arctic/NJS/wav/arctic_a0150.wav,NJS,Spanish,F,good by peere he shouted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/NJS/wav/arctic_a0151.wav,NJS,Spanish,F,and mag doue was beyond e trail with three weeks to spare
philip thrust himself against it and entered,data/l2arctic/NJS/wav/arctic_a0152.wav,NJS,Spanish,F,philip trust himself against it and entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/NJS/wav/arctic_a0154.wav,NJS,Spanish,F,he was is mouth shaven and heis hur ing eyes were black
wont you draw up gentlemen,data/l2arctic/NJS/wav/arctic_a0155.wav,NJS,Spanish,F,won't you drap gentlemen
a strange fire burned in his eyes when thorpe turned,data/l2arctic/NJS/wav/arctic_a0156.wav,NJS,Spanish,F,strange fireborn in his eyes when throp turned
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/NJS/wav/arctic_a0157.wav,NJS,Spanish,F,he had worshipped her as danty might have worshipped beatrice
does that look good,data/l2arctic/NJS/wav/arctic_a0158.wav,NJS,Spanish,F,does a low good
they look as though he had been drumming a piano all his life,data/l2arctic/NJS/wav/arctic_a0159.wav,NJS,Spanish,F,dey look as though he had been drumming a piean all his life
you want to go over and see his gang throw dirt,data/l2arctic/NJS/wav/arctic_a0160.wav,NJS,Spanish,F,you want to go over and see his gang throthrt
take away their foreman and they wouldnt be worth their grub,data/l2arctic/NJS/wav/arctic_a0161.wav,NJS,Spanish,F,take away their foremen and they wouldn' be worth thei grup
thats the sub foreman explained thorpe,data/l2arctic/NJS/wav/arctic_a0162.wav,NJS,Spanish,F,jusics of foremen explained thorope
philip made no effort to follow,data/l2arctic/NJS/wav/arctic_a0163.wav,NJS,Spanish,F,philip made no effort to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/NJS/wav/arctic_a0164.wav,NJS,Spanish,F,he came for us a year ago and revealed himself to jinni
they are to attack your camp tomorrow night,data/l2arctic/NJS/wav/arctic_a0165.wav,NJS,Spanish,F,the yard do attack your camp to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/NJS/wav/arctic_a0166.wav,NJS,Spanish,F,two days tago jennie learned where hor fatter's men were hiding
i was near the cabin and saw you,data/l2arctic/NJS/wav/arctic_a0167.wav,NJS,Spanish,F,i was near the cabin and saw you
a low bush whipped him in the face and left no sting,data/l2arctic/NJS/wav/arctic_a0168.wav,NJS,Spanish,F,a low bush whipped him in the face and left nosting
suddenly jeanne stopped for an instant,data/l2arctic/NJS/wav/arctic_a0169.wav,NJS,Spanish,F,saddingly jenny stopped for an instant
and when you come back in a few days bring eileen,data/l2arctic/NJS/wav/arctic_a0171.wav,NJS,Spanish,F,and when ducombaggin a few days bring a line
gregson had left the outer door slightly ajar,data/l2arctic/NJS/wav/arctic_a0172.wav,NJS,Spanish,F,greggson had left the outer door as lighly ajar
the date was nearly eighteen years old,data/l2arctic/NJS/wav/arctic_a0173.wav,NJS,Spanish,F,de day was nearly eighteen years old
they were the presage of storm,data/l2arctic/NJS/wav/arctic_a0174.wav,NJS,Spanish,F,they were the presege of storm
down there the earth was already swelling with life,data/l2arctic/NJS/wav/arctic_a0175.wav,NJS,Spanish,F,down there the earth was already swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/NJS/wav/arctic_a0176.wav,NJS,Spanish,F,for the first time in his life he was yearning for a scrap
she had been thoroughly and efficiently mauled,data/l2arctic/NJS/wav/arctic_a0177.wav,NJS,Spanish,F,she had been thoroughly andefficiently mould
every bone in her aged body seemed broken or dislocated,data/l2arctic/NJS/wav/arctic_a0178.wav,NJS,Spanish,F,every bune in her aged body seemed broken or dislocated
tomorrow im going after that bear he said,data/l2arctic/NJS/wav/arctic_a0179.wav,NJS,Spanish,F,to morrow i'm going after etbirgh he said
if not lets say our prayers and go to bed,data/l2arctic/NJS/wav/arctic_a0180.wav,NJS,Spanish,F,if not ley say oure prayers and go to bed
so cheer up and give us your paw,data/l2arctic/NJS/wav/arctic_a0181.wav,NJS,Spanish,F,soat yeer up and give us your paw
this time he did not yap for mercy,data/l2arctic/NJS/wav/arctic_a0182.wav,NJS,Spanish,F,tis time he did not yep for mercy
