transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_large_transcriptions
he looked at the handkerchief more closely,data/l2arctic/TLV/wav/arctic_a0048.wav,TLV,Vietnamese,M,he looked at the handkerchief more scloteles
gregson was asleep when he reentered the cabin,data/l2arctic/TLV/wav/arctic_a0049.wav,TLV,Vietnamese,M,crecion were asleep when he re entered the cabin
in spite of their absurdity the words affected philip curiously,data/l2arctic/TLV/wav/arctic_a0050.wav,TLV,Vietnamese,M,inspire their absurdity the wors affected philip's cursely
it was a curious coincidence,data/l2arctic/TLV/wav/arctic_a0052.wav,TLV,Vietnamese,M,this will curiot coincident
suddenly his fingers closed tightly over the handkerchief,data/l2arctic/TLV/wav/arctic_a0053.wav,TLV,Vietnamese,M,suddenly his fingers glowed tightly over the handkerchief
there was nothing on the rock,data/l2arctic/TLV/wav/arctic_a0054.wav,TLV,Vietnamese,M,there were nothing on the rock
philip stood undecided his ears strained to catch the slightest sound,data/l2arctic/TLV/wav/arctic_a0055.wav,TLV,Vietnamese,M,pilipstos undecided his ears trent to catch lilet's sound
pearces little eyes were fixed on him shrewdly,data/l2arctic/TLV/wav/arctic_a0056.wav,TLV,Vietnamese,M,pierre's little eyes were fix on him strowly
i have no idea replied philip,data/l2arctic/TLV/wav/arctic_a0057.wav,TLV,Vietnamese,M,i had no idea replied philip
i came for information more out of curiosity than anything else,data/l2arctic/TLV/wav/arctic_a0058.wav,TLV,Vietnamese,M,i can for information more our of curiosity than anything else
his immaculate appearance was gone,data/l2arctic/TLV/wav/arctic_a0059.wav,TLV,Vietnamese,M,his immeculate appearance woodon
anyway no one saw her like that,data/l2arctic/TLV/wav/arctic_a0060.wav,TLV,Vietnamese,M,anyway no one saw her like that
philip snatched at the letter which gregson held out to him,data/l2arctic/TLV/wav/arctic_a0061.wav,TLV,Vietnamese,M,philip natche at the letter which griton held out to him
the men stared into each others face,data/l2arctic/TLV/wav/arctic_a0062.wav,TLV,Vietnamese,M,the men stare into ex artiface
yes it was a man who asked a stranger,data/l2arctic/TLV/wav/arctic_a0063.wav,TLV,Vietnamese,M,yes it wa a man who asked a dranger
the fourth and fifth days passed without any developments,data/l2arctic/TLV/wav/arctic_a0064.wav,TLV,Vietnamese,M,the fourth and the fifth days pass without any developments
they closed now until his fingers were like cords of steel,data/l2arctic/TLV/wav/arctic_a0065.wav,TLV,Vietnamese,M,day closed now until his fingers were like hoars up stews
he saw jeanne falter for a moment,data/l2arctic/TLV/wav/arctic_a0066.wav,TLV,Vietnamese,M,he saw jennie falter for a moment
surely i will excuse you she cried,data/l2arctic/TLV/wav/arctic_a0067.wav,TLV,Vietnamese,M,surely i will escue you seek right
from that moment his friendship for belize turns to hatred and jealousy,data/l2arctic/TLV/wav/arctic_a0017.wav,TLV,Vietnamese,M,from that moment his friendship for b lies turns to hatchet and jealousies
men of seldens stamp dont stop at women and children,data/l2arctic/TLV/wav/arctic_a0034.wav,TLV,Vietnamese,M,men obsurdens them don't stop at woman and children
the lace was of a delicate ivory color faintly tinted with yellow,data/l2arctic/TLV/wav/arctic_a0051.wav,TLV,Vietnamese,M,the lace were a delicate ivory color fancily tint with yellow
in a flash philip followed its direction,data/l2arctic/TLV/wav/arctic_a0068.wav,TLV,Vietnamese,M,in a flasphilip followed its direction
a trickle of fresh blood ran over his face,data/l2arctic/TLV/wav/arctic_a0085.wav,TLV,Vietnamese,M,a tricor of fresh blood ran over his face
he will follow us soon,data/l2arctic/TLV/wav/arctic_a0102.wav,TLV,Vietnamese,M,here will follow us soon
jeanne was turning the bow shoreward,data/l2arctic/TLV/wav/arctic_a0119.wav,TLV,Vietnamese,M,ginnie were turning the bow sawward
about him everywhere were the evidences of luxury and of age,data/l2arctic/TLV/wav/arctic_a0136.wav,TLV,Vietnamese,M,about him everywhere were the evident of luxory and of age
macdougall tapped his forehead suspiciously with a stubby forefinger,data/l2arctic/TLV/wav/arctic_a0153.wav,TLV,Vietnamese,M,macdegold tapped his foreheat suspiciously with a stubby fore finger
there was none of the joy of meeting in his face,data/l2arctic/TLV/wav/arctic_a0170.wav,TLV,Vietnamese,M,there were none op the choice omitting his face
ahead of them they saw a glimmer of sunshine,data/l2arctic/TLV/wav/arctic_a0187.wav,TLV,Vietnamese,M,ahead up tem they saw a glimmer obson's eye
the wolf dog thrust his gaunt muzzle toward him,data/l2arctic/TLV/wav/arctic_a0204.wav,TLV,Vietnamese,M,the walf dock throt his gaunt muzzle tower him
i dont know why youre here at all,data/l2arctic/TLV/wav/arctic_a0221.wav,TLV,Vietnamese,M,i don't know why you are here at long
it happened to him at the gallina society in oakland one afternoon,data/l2arctic/TLV/wav/arctic_a0238.wav,TLV,Vietnamese,M,it happened to him at the loliner society in ockland one afternue
you wont die of malnutrition be sure of that,data/l2arctic/TLV/wav/arctic_a0255.wav,TLV,Vietnamese,M,you won't die ap mao nutitian but sure of that
it was his intention to return to eileen and her father,data/l2arctic/TLV/wav/arctic_a0069.wav,TLV,Vietnamese,M,is was his intention to return to alien and her fader
he would first hunt up gregson and begin his work there,data/l2arctic/TLV/wav/arctic_a0070.wav,TLV,Vietnamese,M,he would first hunt up grichon and begin his walk there
what was the object of your little sensation,data/l2arctic/TLV/wav/arctic_a0071.wav,TLV,Vietnamese,M,what were the objects up your little sensation
but who was eileens double,data/l2arctic/TLV/wav/arctic_a0072.wav,TLV,Vietnamese,M,but who wore ilian dupple
the promoters eyes were heavy with little puffy bags under them,data/l2arctic/TLV/wav/arctic_a0073.wav,TLV,Vietnamese,M,the romotes eye or heavy wit little puffy backs under them
and now down there eileen was waiting for him,data/l2arctic/TLV/wav/arctic_a0074.wav,TLV,Vietnamese,M,and now down there elon were waiting for him
there has been a change she interrupted him,data/l2arctic/TLV/wav/arctic_a0075.wav,TLV,Vietnamese,M,they had been a changs see interrupt him
the gray eyes faltered the flush deepened,data/l2arctic/TLV/wav/arctic_a0076.wav,TLV,Vietnamese,M,the gray eyes fondele the flost dependent
it is the fire partly she said,data/l2arctic/TLV/wav/arctic_a0077.wav,TLV,Vietnamese,M,is ed of y partly sea said
then and at supper he tried to fathom her,data/l2arctic/TLV/wav/arctic_a0078.wav,TLV,Vietnamese,M,then and at supper he tried to fathom her
it was a large canoe,data/l2arctic/TLV/wav/arctic_a0079.wav,TLV,Vietnamese,M,is were a last kennel
what if jeanne failed him,data/l2arctic/TLV/wav/arctic_a0080.wav,TLV,Vietnamese,M,what egourny felt him
what if she did not come to the rock,data/l2arctic/TLV/wav/arctic_a0081.wav,TLV,Vietnamese,M,what ipsy did not come to the rock
his face was streaming with blood,data/l2arctic/TLV/wav/arctic_a0082.wav,TLV,Vietnamese,M,his face were trimming with blood
a shadow was creeping over pierres eyes,data/l2arctic/TLV/wav/arctic_a0083.wav,TLV,Vietnamese,M,a suddle were creeping over pure eyes
scarcely had he uttered the name when pierres closing eyes shot open,data/l2arctic/TLV/wav/arctic_a0084.wav,TLV,Vietnamese,M,scarcely had he uttered the name when peer closing eyes sought open
death had come with terrible suddenness,data/l2arctic/TLV/wav/arctic_a0086.wav,TLV,Vietnamese,M,death had come with terrible suddennit
philip bent lower and stared into the face of the dead man,data/l2arctic/TLV/wav/arctic_a0087.wav,TLV,Vietnamese,M,philip bend lower and start into the face of the dead man
he made sure that the magazine was loaded and resumed his paddling,data/l2arctic/TLV/wav/arctic_a0088.wav,TLV,Vietnamese,M,he make sure that the magazine were lod and resumed his perilling
the night glow was treacherous to shoot by,data/l2arctic/TLV/wav/arctic_a0089.wav,TLV,Vietnamese,M,the night clow were treacherus to shoot buy
the singing voice approached rapidly,data/l2arctic/TLV/wav/arctic_a0090.wav,TLV,Vietnamese,M,the singing voy approach rapidly
his blood grew hot with rage at the thought,data/l2arctic/TLV/wav/arctic_a0091.wav,TLV,Vietnamese,M,his blush grew hot with grage at the thought
he went down in midstream searching the shadows of both shores,data/l2arctic/TLV/wav/arctic_a0092.wav,TLV,Vietnamese,M,he went down in mit dreams serching for sadoes af buth sors
for a full minute he crouched and listened,data/l2arctic/TLV/wav/arctic_a0093.wav,TLV,Vietnamese,M,far offoon minute he crutch and listen
he had barely entered this when he saw the glow of a fire,data/l2arctic/TLV/wav/arctic_a0094.wav,TLV,Vietnamese,M,he hast barely entere this when he saw the clow of a fire
a big canvas tent was the first thing to come within his vision,data/l2arctic/TLV/wav/arctic_a0095.wav,TLV,Vietnamese,M,a big canvaten were far seying to calm within his vision
perhaps she had already met her fate a little deeper in the forest,data/l2arctic/TLV/wav/arctic_a0096.wav,TLV,Vietnamese,M,perhaps she had already met her fate at little diper in the forest
then you can arrange yourself comfortably among these robes in the bow,data/l2arctic/TLV/wav/arctic_a0097.wav,TLV,Vietnamese,M,then you can arrange yourself comfortably among the roffs in the bow
shall i carry you,data/l2arctic/TLV/wav/arctic_a0098.wav,TLV,Vietnamese,M,sow i carry you
a maddening joy pounded in his brain,data/l2arctic/TLV/wav/arctic_a0099.wav,TLV,Vietnamese,M,a meddening joy poughed in his brain
you must sleep he urged,data/l2arctic/TLV/wav/arctic_a0100.wav,TLV,Vietnamese,M,you must sleep he ock
you you would not keep the truth from me,data/l2arctic/TLV/wav/arctic_a0101.wav,TLV,Vietnamese,M,you you would not keep the truth from me
but there came no promise from the bow of the canoe,data/l2arctic/TLV/wav/arctic_a0103.wav,TLV,Vietnamese,M,but there came no promise from the bow of the canoe
she was sleeping under his protection as sweetly as a child,data/l2arctic/TLV/wav/arctic_a0104.wav,TLV,Vietnamese,M,she was sleeping under his protection as swiftly as a chie
only it is so wonderful so almost impossible to believe,data/l2arctic/TLV/wav/arctic_a0105.wav,TLV,Vietnamese,M,only it is so wonderful so alnsmot impossible to believe
the emotion which she had suppressed burst forth now in a choking sob,data/l2arctic/TLV/wav/arctic_a0106.wav,TLV,Vietnamese,M,the emotion which he had suppressed but forth now in a sucking shop
if you only could know how i thank you,data/l2arctic/TLV/wav/arctic_a0107.wav,TLV,Vietnamese,M,if you only could know how i thank you
he waded into the edge of the water and began scrubbing himself,data/l2arctic/TLV/wav/arctic_a0108.wav,TLV,Vietnamese,M,he waved into the edge of the water and began scrubbing himself
do you know that you are shaking my confidence in you,data/l2arctic/TLV/wav/arctic_a0109.wav,TLV,Vietnamese,M,do you know that you are secking my confidence in you
much replied jeanne as tersely,data/l2arctic/TLV/wav/arctic_a0110.wav,TLV,Vietnamese,M,must be bly jinni at testely
instead he joined her and they ate like two hungry children,data/l2arctic/TLV/wav/arctic_a0111.wav,TLV,Vietnamese,M,instead he jarted her and they ate like two hungry chilren
he was wounded in the arm,data/l2arctic/TLV/wav/arctic_a0112.wav,TLV,Vietnamese,M,he were wound in the em
i suppose you picked that lingo up among the indians,data/l2arctic/TLV/wav/arctic_a0113.wav,TLV,Vietnamese,M,i suppose you pick a lingo up among the indians
her words sent a strange chill through philip,data/l2arctic/TLV/wav/arctic_a0114.wav,TLV,Vietnamese,M,her words send to trength to through philip
he had no excuse for the feelings which were aroused in him,data/l2arctic/TLV/wav/arctic_a0115.wav,TLV,Vietnamese,M,he had no excue for feelings which were aroused in him
was it the rendezvous of those who were striving to work his ruin,data/l2arctic/TLV/wav/arctic_a0116.wav,TLV,Vietnamese,M,was it the rendezvous of though who were triving to walk hitrew in
she added with genuine sympathy in her face and voice,data/l2arctic/TLV/wav/arctic_a0117.wav,TLV,Vietnamese,M,see it with gennie sympathy in her face and voice
pierre obeys me when we are together,data/l2arctic/TLV/wav/arctic_a0118.wav,TLV,Vietnamese,M,peer obeys me when we are together
my right foot feels like that of a chinese debutante,data/l2arctic/TLV/wav/arctic_a0120.wav,TLV,Vietnamese,M,my rifles fulies that obchinee de buton
they ate dinner at the fifth and rested for two hours,data/l2arctic/TLV/wav/arctic_a0121.wav,TLV,Vietnamese,M,they echt dineur at the fieth and rest for two hours
two years ago i gave up civilization for this,data/l2arctic/TLV/wav/arctic_a0122.wav,TLV,Vietnamese,M,two years ago i gape up civilization for this
she had died from cold and starvation,data/l2arctic/TLV/wav/arctic_a0123.wav,TLV,Vietnamese,M,sea had died from corn and starvation
it was jeanne singing softly over beyond the rocks,data/l2arctic/TLV/wav/arctic_a0124.wav,TLV,Vietnamese,M,is watching e singing softly over beyond the rocks
he was determined now to maintain a more certain hold upon himself,data/l2arctic/TLV/wav/arctic_a0125.wav,TLV,Vietnamese,M,he were determine now to maintain more certain horn upon himself
each day she became a more vital part of him,data/l2arctic/TLV/wav/arctic_a0126.wav,TLV,Vietnamese,M,his day see become more vital part of him
it was a temptation but he resisted it,data/l2arctic/TLV/wav/arctic_a0127.wav,TLV,Vietnamese,M,is quar temptation but he recit it
this one hope was destroyed as quickly as it was born,data/l2arctic/TLV/wav/arctic_a0128.wav,TLV,Vietnamese,M,this one holf wordy chid as quickly as it were born
her face was against his breast,data/l2arctic/TLV/wav/arctic_a0129.wav,TLV,Vietnamese,M,her face was again his breath
she was his now forever,data/l2arctic/TLV/wav/arctic_a0130.wav,TLV,Vietnamese,M,sea will hit now forever
providence had delivered him through the maelstrom,data/l2arctic/TLV/wav/arctic_a0131.wav,TLV,Vietnamese,M,roviden has delivered him tru da miftram
a cry of joy burst from philips lips,data/l2arctic/TLV/wav/arctic_a0132.wav,TLV,Vietnamese,M,out cry outjoy burst from philip lips
philip began to feel that he had foolishly overestimated his strength,data/l2arctic/TLV/wav/arctic_a0133.wav,TLV,Vietnamese,M,philip began to feal that he has foollishly overestimated trength
he obeyed the pressure of her hand,data/l2arctic/TLV/wav/arctic_a0134.wav,TLV,Vietnamese,M,he obeyed the freshure apohen
i am going to surprise father and you will go with pierre,data/l2arctic/TLV/wav/arctic_a0135.wav,TLV,Vietnamese,M,i'm going to supprise fadder and you will woe with peers
then he stepped back with a low cry of pleasure,data/l2arctic/TLV/wav/arctic_a0137.wav,TLV,Vietnamese,M,then he stepped back with low cry of leisure
in the picture he saw each moment a greater resemblance to jeanne,data/l2arctic/TLV/wav/arctic_a0138.wav,TLV,Vietnamese,M,in the picture he saw ich mommen a gretter resemblant to chennie
he told himself that as he washed himself and groomed his disheveled clothes,data/l2arctic/TLV/wav/arctic_a0139.wav,TLV,Vietnamese,M,he tond himself that as he was himself and groom hit the sevel clothes
accept a fathers blessing and with it this,data/l2arctic/TLV/wav/arctic_a0140.wav,TLV,Vietnamese,M,accept a father blessing and with is this
it seems like a strange pointing of the hand of god,data/l2arctic/TLV/wav/arctic_a0141.wav,TLV,Vietnamese,M,ishimlai a stranger pointing up the hend of god
such things had occurred before he told philip,data/l2arctic/TLV/wav/arctic_a0142.wav,TLV,Vietnamese,M,such things had occurred before he thount philip
ah i had forgotten he exclaimed,data/l2arctic/TLV/wav/arctic_a0143.wav,TLV,Vietnamese,M,ah i have forgotten he exclaimed
but there was something even more startling than this resemblance,data/l2arctic/TLV/wav/arctic_a0144.wav,TLV,Vietnamese,M,but there was something even more starling than this resemblanc
i have to be careful of them as they tear very easily,data/l2arctic/TLV/wav/arctic_a0145.wav,TLV,Vietnamese,M,i had to be careful of done and they teer u very easily
of course that is uninteresting she continued,data/l2arctic/TLV/wav/arctic_a0146.wav,TLV,Vietnamese,M,up carse that e uninteresting se continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/TLV/wav/arctic_a0147.wav,TLV,Vietnamese,M,a moment before he was intoxicated by joy thats were almost madness
now these things had been struck dead within him,data/l2arctic/TLV/wav/arctic_a0148.wav,TLV,Vietnamese,M,now thee things had been struck death within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/TLV/wav/arctic_a0149.wav,TLV,Vietnamese,M,fae an iston he saw peer rauly silhouet against the sky
goodbye pierre he shouted,data/l2arctic/TLV/wav/arctic_a0150.wav,TLV,Vietnamese,M,good bye peter he's out
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/TLV/wav/arctic_a0151.wav,TLV,Vietnamese,M,and mack the go wo beyond the trow with the wuick to spare
philip thrust himself against it and entered,data/l2arctic/TLV/wav/arctic_a0152.wav,TLV,Vietnamese,M,philip crossed himself against is and entered
he was smooth shaven and his hair and eyes were black,data/l2arctic/TLV/wav/arctic_a0154.wav,TLV,Vietnamese,M,he was busevon and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/TLV/wav/arctic_a0155.wav,TLV,Vietnamese,M,want you raw up gentlemen
a strange fire burned in his eyes when thorpe turned,data/l2arctic/TLV/wav/arctic_a0156.wav,TLV,Vietnamese,M,a trang fire burns in his eyes then trot turned
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/TLV/wav/arctic_a0157.wav,TLV,Vietnamese,M,he has worshipped her and ant my half worship betries
does that look good,data/l2arctic/TLV/wav/arctic_a0158.wav,TLV,Vietnamese,M,the datlug
they look as though he had been drumming a piano all his life,data/l2arctic/TLV/wav/arctic_a0159.wav,TLV,Vietnamese,M,they look at though he has brommin a piano on his life
you want to go over and see his gang throw dirt,data/l2arctic/TLV/wav/arctic_a0160.wav,TLV,Vietnamese,M,you want to go over and see his gang frow dirt
take away their foreman and they wouldnt be worth their grub,data/l2arctic/TLV/wav/arctic_a0161.wav,TLV,Vietnamese,M,take away deir fo'min an dey woulden be waff deir grup
thats the sub foreman explained thorpe,data/l2arctic/TLV/wav/arctic_a0162.wav,TLV,Vietnamese,M,that the sofomen is plain trop
philip made no effort to follow,data/l2arctic/TLV/wav/arctic_a0163.wav,TLV,Vietnamese,M,philip made no effort to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/TLV/wav/arctic_a0164.wav,TLV,Vietnamese,M,he came firt years ago and revealed himself to chinni
they are to attack your camp tomorrow night,data/l2arctic/TLV/wav/arctic_a0165.wav,TLV,Vietnamese,M,they are to attack your camp to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/TLV/wav/arctic_a0166.wav,TLV,Vietnamese,M,two days ago jhinnie learned where her faters men were hiding
i was near the cabin and saw you,data/l2arctic/TLV/wav/arctic_a0167.wav,TLV,Vietnamese,M,i were near the cabin and sawyu
a low bush whipped him in the face and left no sting,data/l2arctic/TLV/wav/arctic_a0168.wav,TLV,Vietnamese,M,alobas whipped him the face and left no sting
suddenly jeanne stopped for an instant,data/l2arctic/TLV/wav/arctic_a0169.wav,TLV,Vietnamese,M,suddenly chinged up it for an instant
and when you come back in a few days bring eileen,data/l2arctic/TLV/wav/arctic_a0171.wav,TLV,Vietnamese,M,and when you come back in a few days bring ilion
gregson had left the outer door slightly ajar,data/l2arctic/TLV/wav/arctic_a0172.wav,TLV,Vietnamese,M,grason had lept out o bloa slyly ajar
the date was nearly eighteen years old,data/l2arctic/TLV/wav/arctic_a0173.wav,TLV,Vietnamese,M,the day were nearly eighteen years ond
they were the presage of storm,data/l2arctic/TLV/wav/arctic_a0174.wav,TLV,Vietnamese,M,they were presses of ston
down there the earth was already swelling with life,data/l2arctic/TLV/wav/arctic_a0175.wav,TLV,Vietnamese,M,doubt there the earth were already swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/TLV/wav/arctic_a0176.wav,TLV,Vietnamese,M,for the first time in his life he were yawning for a graps
she had been thoroughly and efficiently mauled,data/l2arctic/TLV/wav/arctic_a0177.wav,TLV,Vietnamese,M,his head bean trottly and efficiently mauld
every bone in her aged body seemed broken or dislocated,data/l2arctic/TLV/wav/arctic_a0178.wav,TLV,Vietnamese,M,every bon in her aged body seemd broken or dislocate
tomorrow im going after that bear he said,data/l2arctic/TLV/wav/arctic_a0179.wav,TLV,Vietnamese,M,to morrow i am going after the bear he said
if not lets say our prayers and go to bed,data/l2arctic/TLV/wav/arctic_a0180.wav,TLV,Vietnamese,M,if not lest they are prayers go to bed
so cheer up and give us your paw,data/l2arctic/TLV/wav/arctic_a0181.wav,TLV,Vietnamese,M,so cheer up and give up your paw
this time he did not yap for mercy,data/l2arctic/TLV/wav/arctic_a0182.wav,TLV,Vietnamese,M,the time he did not yap for mercy
and the air was growing chilly,data/l2arctic/TLV/wav/arctic_a0183.wav,TLV,Vietnamese,M,and the air wok rowing chuly
dont you see im chewing this thing in two,data/l2arctic/TLV/wav/arctic_a0184.wav,TLV,Vietnamese,M,dong you see i'm chewing that thing in two
the questions may have come vaguely in his mind,data/l2arctic/TLV/wav/arctic_a0185.wav,TLV,Vietnamese,M,the question may have come valguely in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/TLV/wav/arctic_a0186.wav,TLV,Vietnamese,M,li o blass he lunched himself into featers mass up te awe
two gigantic owls were tearing at the carcass,data/l2arctic/TLV/wav/arctic_a0188.wav,TLV,Vietnamese,M,two gigantic ols was staring at the cacas
the big eyed clucking moose birds were most annoying,data/l2arctic/TLV/wav/arctic_a0189.wav,TLV,Vietnamese,M,the big eyes glucking smooth birts were most annoying
next to them the canada jays were most persistent,data/l2arctic/TLV/wav/arctic_a0190.wav,TLV,Vietnamese,M,next to them the canada chaise were mos positan
for a time the exciting thrill of his adventure was gone,data/l2arctic/TLV/wav/arctic_a0191.wav,TLV,Vietnamese,M,for a time the excitent threw up his adventure were gone
he did not rush in,data/l2arctic/TLV/wav/arctic_a0192.wav,TLV,Vietnamese,M,he did not russin
it was edged with ice,data/l2arctic/TLV/wav/arctic_a0193.wav,TLV,Vietnamese,M,iswall age with eyes
he drank of the water cautiously,data/l2arctic/TLV/wav/arctic_a0194.wav,TLV,Vietnamese,M,he drink of the water gauciously
but a strange thing happened,data/l2arctic/TLV/wav/arctic_a0195.wav,TLV,Vietnamese,M,but traingthing happened
he began to follow the footprints of the dog,data/l2arctic/TLV/wav/arctic_a0196.wav,TLV,Vietnamese,M,he began to follow footprints of the dock
such a dog the wise driver kills or turns loose,data/l2arctic/TLV/wav/arctic_a0197.wav,TLV,Vietnamese,M,said the docg the wile rivers kews are turnd loose
sometimes her dreams were filled with visions,data/l2arctic/TLV/wav/arctic_a0198.wav,TLV,Vietnamese,M,sometimes her rims were filled with visions
thus had the raw wilderness prepared him for this day,data/l2arctic/TLV/wav/arctic_a0199.wav,TLV,Vietnamese,M,thus hath a raw widerness prepared him for this day
he leapt again and the club caught him once more,data/l2arctic/TLV/wav/arctic_a0200.wav,TLV,Vietnamese,M,he liaped again the club caught him one more
he cried and swung the club wildly,data/l2arctic/TLV/wav/arctic_a0201.wav,TLV,Vietnamese,M,he cried and swung the club wildly
she turned fearing that jacques might see what was in her face,data/l2arctic/TLV/wav/arctic_a0202.wav,TLV,Vietnamese,M,he turns fearing that chequer migh see what were in her face
they were following the shore of a lake,data/l2arctic/TLV/wav/arctic_a0203.wav,TLV,Vietnamese,M,they were following the sore of aleke
from now on were pals,data/l2arctic/TLV/wav/arctic_a0205.wav,TLV,Vietnamese,M,from now on we pall
he says he bought him of jacques le beau,data/l2arctic/TLV/wav/arctic_a0206.wav,TLV,Vietnamese,M,he says he bought him a chacuer la bau
how much was it,data/l2arctic/TLV/wav/arctic_a0207.wav,TLV,Vietnamese,M,how much wasit
youth had come back to her freed from the yoke of oppression,data/l2arctic/TLV/wav/arctic_a0208.wav,TLV,Vietnamese,M,youth hath come back to her freed from the yach opp oppression
it was not a large lake and almost round,data/l2arctic/TLV/wav/arctic_a0209.wav,TLV,Vietnamese,M,this were not largh glake and onsmot roud
its diameter was not more than two hundred yards,data/l2arctic/TLV/wav/arctic_a0210.wav,TLV,Vietnamese,M,it thy metter were not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/TLV/wav/arctic_a0211.wav,TLV,Vietnamese,M,is round onsoud brute agony and death may hap me
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/TLV/wav/arctic_a0212.wav,TLV,Vietnamese,M,fresh cases stew a bow to walk they clutter abow the spockman
between him and the beach was the cane grass fence of the compound,data/l2arctic/TLV/wav/arctic_a0213.wav,TLV,Vietnamese,M,between him and the beech were can grass fan of the compound
besides he was paid one case of tobacco per head,data/l2arctic/TLV/wav/arctic_a0214.wav,TLV,Vietnamese,M,besides he would pat one case of tobacco pohet
they die out of spite,data/l2arctic/TLV/wav/arctic_a0215.wav,TLV,Vietnamese,M,they die out of spy
the other felt a sudden wave of irritation rush through him,data/l2arctic/TLV/wav/arctic_a0216.wav,TLV,Vietnamese,M,the other fare a sudden way of irritation wrought through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/TLV/wav/arctic_a0217.wav,TLV,Vietnamese,M,oppressive as he hav been it wene now even more oppressive
the ringing of the big bell aroused him,data/l2arctic/TLV/wav/arctic_a0218.wav,TLV,Vietnamese,M,the ringing of the beak bell arouse him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/TLV/wav/arctic_a0219.wav,TLV,Vietnamese,M,at first he puzzled over something untard he wore sue what had happened
a dead man is of no use on a plantation,data/l2arctic/TLV/wav/arctic_a0220.wav,TLV,Vietnamese,M,a dead man e of no use on a plantation
what part of the united states is your home,data/l2arctic/TLV/wav/arctic_a0222.wav,TLV,Vietnamese,M,was far up united states eyohom
my im almost homesick for it already,data/l2arctic/TLV/wav/arctic_a0223.wav,TLV,Vietnamese,M,my am onmos homsix for it already
she nodded and her eyes grew soft and moist,data/l2arctic/TLV/wav/arctic_a0224.wav,TLV,Vietnamese,M,see nought and her eyes grew soft and moist
i was brought up the way most girls in hawaii are brought up,data/l2arctic/TLV/wav/arctic_a0225.wav,TLV,Vietnamese,M,i well brought up the way mosgur in ha wi are brought up
that came before my a b cs,data/l2arctic/TLV/wav/arctic_a0226.wav,TLV,Vietnamese,M,dust came before my a b ceas
it was the same way with our revolvers and rifles,data/l2arctic/TLV/wav/arctic_a0227.wav,TLV,Vietnamese,M,is were the same way our revoler and riffere
but it contributed to the smash,data/l2arctic/TLV/wav/arctic_a0228.wav,TLV,Vietnamese,M,but it contribute to the mask
the last one i knew was an overseer,data/l2arctic/TLV/wav/arctic_a0229.wav,TLV,Vietnamese,M,the last one i knew were an overs here
do you know any good land around here,data/l2arctic/TLV/wav/arctic_a0230.wav,TLV,Vietnamese,M,do you know any good land around here
the resident commissioner is away in australia,data/l2arctic/TLV/wav/arctic_a0231.wav,TLV,Vietnamese,M,the resident commissioner is away in autraliar
i cannot follow you she said,data/l2arctic/TLV/wav/arctic_a0232.wav,TLV,Vietnamese,M,i cannot hollow you he said
i never allow what cant be changed to annoy me,data/l2arctic/TLV/wav/arctic_a0233.wav,TLV,Vietnamese,M,i never allowed what can be changed to annoy me
why the average review is more nauseating than cod liver oil,data/l2arctic/TLV/wav/arctic_a0234.wav,TLV,Vietnamese,M,why the averice review is more narsitting then caught liver oil
his voice was passionately rebellious,data/l2arctic/TLV/wav/arctic_a0235.wav,TLV,Vietnamese,M,his voice were passionately rebellious
dont you see i hate you,data/l2arctic/TLV/wav/arctic_a0236.wav,TLV,Vietnamese,M,don't you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/TLV/wav/arctic_a0237.wav,TLV,Vietnamese,M,see hoggi and i this managing ourselves
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/TLV/wav/arctic_a0239.wav,TLV,Vietnamese,M,he cried in short genuine dismay that he brok into hurty laughter
wash your hands of me,data/l2arctic/TLV/wav/arctic_a0240.wav,TLV,Vietnamese,M,washed your hands up me
i think its much nicer to quarrel,data/l2arctic/TLV/wav/arctic_a0241.wav,TLV,Vietnamese,M,i think is must nasure to swearer
i saw it when she rolled,data/l2arctic/TLV/wav/arctic_a0242.wav,TLV,Vietnamese,M,i saw its wend se dronned
i only read the quotations,data/l2arctic/TLV/wav/arctic_a0243.wav,TLV,Vietnamese,M,i only wreathe the quotations
he was the soul of devotion to his employers,data/l2arctic/TLV/wav/arctic_a0244.wav,TLV,Vietnamese,M,he was the sow of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/TLV/wav/arctic_a0245.wav,TLV,Vietnamese,M,ou eighteen hundred he lays assih sixteen hundred each year
