transcription,path_to_audio,speaker_id,native_language,gender,sewd_mid_transcriptions
ah i had forgotten he exclaimed,data/l2arctic/HQTV/wav/arctic_a0143.wav,HQTV,Vietnamese,M,ah i have forgotten his clem
but there was something even more startling than this resemblance,data/l2arctic/HQTV/wav/arctic_a0144.wav,HQTV,Vietnamese,M,but there was something even more stloughtening than dis resemblance
i have to be careful of them as they tear very easily,data/l2arctic/HQTV/wav/arctic_a0145.wav,HQTV,Vietnamese,M,i had to be careful not dem as they teer very easily
of course that is uninteresting she continued,data/l2arctic/HQTV/wav/arctic_a0146.wav,HQTV,Vietnamese,M,af caused dazzy and interesting she continued
a moment before he was intoxicated by a joy that was almost madness,data/l2arctic/HQTV/wav/arctic_a0147.wav,HQTV,Vietnamese,M,a moment before he will intoxiscate it by joys that will nmost matness
now these things had been struck dead within him,data/l2arctic/HQTV/wav/arctic_a0148.wav,HQTV,Vietnamese,M,now dese things has been struck dead within him
for an instant he saw pierre drawn like a silhouette against the sky,data/l2arctic/HQTV/wav/arctic_a0149.wav,HQTV,Vietnamese,M,for an instant he saw pere roned livar sihat against the skuy
goodbye pierre he shouted,data/l2arctic/HQTV/wav/arctic_a0150.wav,HQTV,Vietnamese,M,that by perre he solted
and macdougall was beyond the trail with three weeks to spare,data/l2arctic/HQTV/wav/arctic_a0151.wav,HQTV,Vietnamese,M,and mocdago wood beyongd the trail with tree wicks to spare
philip thrust himself against it and entered,data/l2arctic/HQTV/wav/arctic_a0152.wav,HQTV,Vietnamese,M,philip strurts himself against it and enter
he was smooth shaven and his hair and eyes were black,data/l2arctic/HQTV/wav/arctic_a0154.wav,HQTV,Vietnamese,M,he was mose sheven and his hair and eyes were black
wont you draw up gentlemen,data/l2arctic/HQTV/wav/arctic_a0155.wav,HQTV,Vietnamese,M,one you draw up in chendelmen
a strange fire burned in his eyes when thorpe turned,data/l2arctic/HQTV/wav/arctic_a0156.wav,HQTV,Vietnamese,M,a strandfir buhideos eye wen throng tun
he had worshiped her as dante might have worshiped beatrice,data/l2arctic/HQTV/wav/arctic_a0157.wav,HQTV,Vietnamese,M,he had worship her as dendle my whave worshipped petra
does that look good,data/l2arctic/HQTV/wav/arctic_a0158.wav,HQTV,Vietnamese,M,the das lugut
they look as though he had been drumming a piano all his life,data/l2arctic/HQTV/wav/arctic_a0159.wav,HQTV,Vietnamese,M,they look as though he has been drumming obiunal on his life
you want to go over and see his gang throw dirt,data/l2arctic/HQTV/wav/arctic_a0160.wav,HQTV,Vietnamese,M,you want to go over and see his yung phrodut
take away their foreman and they wouldnt be worth their grub,data/l2arctic/HQTV/wav/arctic_a0161.wav,HQTV,Vietnamese,M,take away ther folmen and i goudan'd be worth dhe crup
thats the sub foreman explained thorpe,data/l2arctic/HQTV/wav/arctic_a0162.wav,HQTV,Vietnamese,M,dhas dhe safforman is plant thot
philip made no effort to follow,data/l2arctic/HQTV/wav/arctic_a0163.wav,HQTV,Vietnamese,M,filit meth no fost to follow
he came first a year ago and revealed himself to jeanne,data/l2arctic/HQTV/wav/arctic_a0164.wav,HQTV,Vietnamese,M,he came first of years ago and review himself you journey
they are to attack your camp tomorrow night,data/l2arctic/HQTV/wav/arctic_a0165.wav,HQTV,Vietnamese,M,there to attack your camp to morrow night
two days ago jeanne learned where her fathers men were hiding,data/l2arctic/HQTV/wav/arctic_a0166.wav,HQTV,Vietnamese,M,two days ago jenny learned where her father men were hiding
i was near the cabin and saw you,data/l2arctic/HQTV/wav/arctic_a0167.wav,HQTV,Vietnamese,M,i was near the cobin and saw you
the low bush whipped him in the face and left no sting,data/l2arctic/HQTV/wav/arctic_a0168.wav,HQTV,Vietnamese,M,the low purch wheeped him in the face and left nostink
suddenly jeanne stopped for an instant,data/l2arctic/HQTV/wav/arctic_a0169.wav,HQTV,Vietnamese,M,sen anagenistow for an insistant
and when you come back in a few days bring eileen,data/l2arctic/HQTV/wav/arctic_a0171.wav,HQTV,Vietnamese,M,and swhen you come back in a few days bring elen
gregson had left the outer door slightly ajar,data/l2arctic/HQTV/wav/arctic_a0172.wav,HQTV,Vietnamese,M,breson has left the outerdor's liliojor
the date was nearly eighteen years old,data/l2arctic/HQTV/wav/arctic_a0173.wav,HQTV,Vietnamese,M,the days were nearly eighteen years old
they were the presage of storm,data/l2arctic/HQTV/wav/arctic_a0174.wav,HQTV,Vietnamese,M,they were bressrake opston
down there the earth was already swelling with life,data/l2arctic/HQTV/wav/arctic_a0175.wav,HQTV,Vietnamese,M,doubttia dhe earts wille already swelling with life
for the first time in his life he was yearning for a scrap,data/l2arctic/HQTV/wav/arctic_a0176.wav,HQTV,Vietnamese,M,for the first time in his life he were yearning this forst crap
she had been thoroughly and efficiently mauled,data/l2arctic/HQTV/wav/arctic_a0177.wav,HQTV,Vietnamese,M,she had been fruetly and efficiently mout
every bone in her aged body seemed broken and dislocated,data/l2arctic/HQTV/wav/arctic_a0178.wav,HQTV,Vietnamese,M,every borne in her age body simbroken and dislocated
tomorrow im going after that bear he said,data/l2arctic/HQTV/wav/arctic_a0179.wav,HQTV,Vietnamese,M,to morrow iam going after dhat beer hes said
if not lets say our prayers and go to bed,data/l2arctic/HQTV/wav/arctic_a0180.wav,HQTV,Vietnamese,M,if not lest tey ou prayers and go to bed
so cheer up and give us your paw,data/l2arctic/HQTV/wav/arctic_a0181.wav,HQTV,Vietnamese,M,should cheer up and give us your power
this time he did not yap for mercy,data/l2arctic/HQTV/wav/arctic_a0182.wav,HQTV,Vietnamese,M,this time he did not chap for mercy
and the air was growing chilly,data/l2arctic/HQTV/wav/arctic_a0183.wav,HQTV,Vietnamese,M,and dierre was growing chilly
dont you see im chewing this thing in two,data/l2arctic/HQTV/wav/arctic_a0184.wav,HQTV,Vietnamese,M,don't you see i'm cheering dhis thing into
the questions may have come vaguely in his mind,data/l2arctic/HQTV/wav/arctic_a0185.wav,HQTV,Vietnamese,M,the questions might have come vagly in his mind
like a flash he launched himself into the feathered mass of the owl,data/l2arctic/HQTV/wav/arctic_a0186.wav,HQTV,Vietnamese,M,lie a flash he launghed himself into the feeler mass of deo
two gigantic owls were tearing at the carcass,data/l2arctic/HQTV/wav/arctic_a0188.wav,HQTV,Vietnamese,M,tugigantic ord were teering at dhe castcus
the big eyed clucking moose birds were most annoying,data/l2arctic/HQTV/wav/arctic_a0189.wav,HQTV,Vietnamese,M,the big eyed clucking mose purst o most annoying
next to them the canada jays were most persistent,data/l2arctic/HQTV/wav/arctic_a0190.wav,HQTV,Vietnamese,M,next to tem the canader jased wermos persistent
for a time the exciting thrill of his adventure was gone,data/l2arctic/HQTV/wav/arctic_a0191.wav,HQTV,Vietnamese,M,for time the eisting crew of his oventors was won
he did not rush in,data/l2arctic/HQTV/wav/arctic_a0192.wav,HQTV,Vietnamese,M,he did not drush in
it was edged with ice,data/l2arctic/HQTV/wav/arctic_a0193.wav,HQTV,Vietnamese,M,iswell edge mities
he drank of the water cautiously,data/l2arctic/HQTV/wav/arctic_a0194.wav,HQTV,Vietnamese,M,his rank of dearno cosessly
but a strange thing happened,data/l2arctic/HQTV/wav/arctic_a0195.wav,HQTV,Vietnamese,M,blit ta strange thing happen
he began to follow the footprints of the dog,data/l2arctic/HQTV/wav/arctic_a0196.wav,HQTV,Vietnamese,M,he began to fall on the foot rings of the dov
such a dog the wise driver kills or turns loose,data/l2arctic/HQTV/wav/arctic_a0197.wav,HQTV,Vietnamese,M,such about the wide rival scuwe and turn't lose
sometimes her dreams were filled with visions,data/l2arctic/HQTV/wav/arctic_a0198.wav,HQTV,Vietnamese,M,sometime her brimbs or fluid vizzon
thus had the raw wilderness prepared him for this day,data/l2arctic/HQTV/wav/arctic_a0199.wav,HQTV,Vietnamese,M,tause hes a wrong whiden is repair him for this day
he leapt again and the club caught him once more,data/l2arctic/HQTV/wav/arctic_a0200.wav,HQTV,Vietnamese,M,he laughed again and te club cotched him once more
he cried and swung the club wildly,data/l2arctic/HQTV/wav/arctic_a0201.wav,HQTV,Vietnamese,M,he cried and swung the club widely
she turned fearing that jacques might see what was in her face,data/l2arctic/HQTV/wav/arctic_a0202.wav,HQTV,Vietnamese,M,she turned fearing dhat chect migt see what wors in her face
they were following the shore of a lake,data/l2arctic/HQTV/wav/arctic_a0203.wav,HQTV,Vietnamese,M,they were falling the show of the lake
from now on were pals,data/l2arctic/HQTV/wav/arctic_a0205.wav,HQTV,Vietnamese,M,from now on wio pou
he says he bought him of jacques le beau,data/l2arctic/HQTV/wav/arctic_a0206.wav,HQTV,Vietnamese,M,he says he port him a jhunkin lebor
how much was it,data/l2arctic/HQTV/wav/arctic_a0207.wav,HQTV,Vietnamese,M,how much was it
youth had come back to her freed from the yoke of oppression,data/l2arctic/HQTV/wav/arctic_a0208.wav,HQTV,Vietnamese,M,jews had come back to her freed from the troph of oppression
it was not a large lake and almost round,data/l2arctic/HQTV/wav/arctic_a0209.wav,HQTV,Vietnamese,M,it would nos a large leg and a musserau
its diameter was not more than two hundred yards,data/l2arctic/HQTV/wav/arctic_a0210.wav,HQTV,Vietnamese,M,this dameter was not more than two hundred yards
it drowned all sound that brute agony and death may have made,data/l2arctic/HQTV/wav/arctic_a0211.wav,HQTV,Vietnamese,M,hisphronon saul daprute agani and death may have met
fresh cases still able to walk they clustered about the spokesman,data/l2arctic/HQTV/wav/arctic_a0212.wav,HQTV,Vietnamese,M,fresh cases still a booch walk dey cluster about the spox men
between him and the beach was the cane grass fence of the compound,data/l2arctic/HQTV/wav/arctic_a0213.wav,HQTV,Vietnamese,M,between him and the beach was the kan grass fence of the compal
besides he was paid one case of tobacco per head,data/l2arctic/HQTV/wav/arctic_a0214.wav,HQTV,Vietnamese,M,besides he was paid one case of tobacco perhid
they die out of spite,data/l2arctic/HQTV/wav/arctic_a0215.wav,HQTV,Vietnamese,M,they die of a spi
the other felt a sudden wave of irritation rush through him,data/l2arctic/HQTV/wav/arctic_a0216.wav,HQTV,Vietnamese,M,the heard affair ofa sudden wave of iritation grushed through him
oppressive as the heat had been it was now even more oppressive,data/l2arctic/HQTV/wav/arctic_a0217.wav,HQTV,Vietnamese,M,pressive at the hit has been this wone now even more pressive
the ringing of the big bell aroused him,data/l2arctic/HQTV/wav/arctic_a0218.wav,HQTV,Vietnamese,M,the ringing of the big bell rose him
at first he puzzled over something untoward he was sure had happened,data/l2arctic/HQTV/wav/arctic_a0219.wav,HQTV,Vietnamese,M,of wa sepersol over something untoward he was sure what happened
a dead man is of no use on a plantation,data/l2arctic/HQTV/wav/arctic_a0220.wav,HQTV,Vietnamese,M,a deadman is of no use on a plantition
what part of the united states is your home,data/l2arctic/HQTV/wav/arctic_a0222.wav,HQTV,Vietnamese,M,what part of united stay is yo home
my im almost homesick for it already,data/l2arctic/HQTV/wav/arctic_a0223.wav,HQTV,Vietnamese,M,my amomos homs six for it already
she nodded and her eyes grew soft and moist,data/l2arctic/HQTV/wav/arctic_a0224.wav,HQTV,Vietnamese,M,she nodded and her eyes grew sharp in moist
i was brought up the way most girls in hawaii are brought up,data/l2arctic/HQTV/wav/arctic_a0225.wav,HQTV,Vietnamese,M,i was brought up the way most goo is owie abroca
that came before my a b cs,data/l2arctic/HQTV/wav/arctic_a0226.wav,HQTV,Vietnamese,M,that can before my ebs
it was the same way with our revolvers and rifles,data/l2arctic/HQTV/wav/arctic_a0227.wav,HQTV,Vietnamese,M,this were the same way with our revolvers and briefol
but it contributed to the smash,data/l2arctic/HQTV/wav/arctic_a0228.wav,HQTV,Vietnamese,M,but it contributed to their smash
the last one i knew was an overseer,data/l2arctic/HQTV/wav/arctic_a0229.wav,HQTV,Vietnamese,M,the last one i knew was an oviceer
do you know any good land around here,data/l2arctic/HQTV/wav/arctic_a0230.wav,HQTV,Vietnamese,M,do you know any good land arow hea
the resident commissioner is away in australia,data/l2arctic/HQTV/wav/arctic_a0231.wav,HQTV,Vietnamese,M,the resident commissioner is the way in australia
i cannot follow you she said,data/l2arctic/HQTV/wav/arctic_a0232.wav,HQTV,Vietnamese,M,i cannot follow you as she said
i never allow what cant be changed to annoy me,data/l2arctic/HQTV/wav/arctic_a0233.wav,HQTV,Vietnamese,M,and ever allow what can be chanceanor me
why the average review is more nauseating than cod liver oil,data/l2arctic/HQTV/wav/arctic_a0234.wav,HQTV,Vietnamese,M,why the average revil is more nassisting then caugt liveroi
his voice was passionately rebellious,data/l2arctic/HQTV/wav/arctic_a0235.wav,HQTV,Vietnamese,M,his voi will parsonally repellious
dont you see i hate you,data/l2arctic/HQTV/wav/arctic_a0236.wav,HQTV,Vietnamese,M,andon't you see i hate you
so hughie and i did the managing ourselves,data/l2arctic/HQTV/wav/arctic_a0237.wav,HQTV,Vietnamese,M,so hagi and i did the managings our service
he cried in such genuine dismay that she broke into hearty laughter,data/l2arctic/HQTV/wav/arctic_a0239.wav,HQTV,Vietnamese,M,he cried in such chin dismay dhas she broke into hurdy laughter
wash your hands of me,data/l2arctic/HQTV/wav/arctic_a0240.wav,HQTV,Vietnamese,M,wash ye hans away
i think its much nicer to quarrel,data/l2arctic/HQTV/wav/arctic_a0241.wav,HQTV,Vietnamese,M,i think as much nice as you are
i saw it when she rolled,data/l2arctic/HQTV/wav/arctic_a0242.wav,HQTV,Vietnamese,M,i saw his win she's rode
i only read the quotations,data/l2arctic/HQTV/wav/arctic_a0243.wav,HQTV,Vietnamese,M,i only rid a cordtation
he was the soul of devotion to his employers,data/l2arctic/HQTV/wav/arctic_a0244.wav,HQTV,Vietnamese,M,he wored the souce of devotion to his employers
out of his eighteen hundred he laid aside sixteen hundred each year,data/l2arctic/HQTV/wav/arctic_a0245.wav,HQTV,Vietnamese,M,ou of his eighteen hundred he less of sicisteen hundred each year
you have heard always how he was the lover of the princess naomi,data/l2arctic/HQTV/wav/arctic_a0246.wav,HQTV,Vietnamese,M,you have heard always how he was the lover of the princess nomi
they ought to pass here some time today,data/l2arctic/HQTV/wav/arctic_a0247.wav,HQTV,Vietnamese,M,there ought to pass here's some time to day
i had been sad too long already,data/l2arctic/HQTV/wav/arctic_a0248.wav,HQTV,Vietnamese,M,i hade been said too long already
all eyes however were staring at him in certitude of expectancy,data/l2arctic/HQTV/wav/arctic_a0249.wav,HQTV,Vietnamese,M,ornise however well sterring him in satitude of expectancy
he had observed the business life of hawaii and developed a vaulting ambition,data/l2arctic/HQTV/wav/arctic_a0250.wav,HQTV,Vietnamese,M,he has obserbed the business liof howiy and devalov ovouting ambition
i may manage to freight a cargo back as well,data/l2arctic/HQTV/wav/arctic_a0251.wav,HQTV,Vietnamese,M,i may manage you frey yor tole back as well
obrien had been a clean living young man with ideals,data/l2arctic/HQTV/wav/arctic_a0252.wav,HQTV,Vietnamese,M,orbriance has been a clean living young man with ideas
he it was that lived to found the family of the patino,data/l2arctic/HQTV/wav/arctic_a0253.wav,HQTV,Vietnamese,M,he is worth thas leaved to foug the family of the podino
straight out they swam their heads growing smaller and smaller,data/l2arctic/HQTV/wav/arctic_a0254.wav,HQTV,Vietnamese,M,straigh out they swarm dheir heads growing smaller and smaller
see the length of the body and that elongated neck,data/l2arctic/HQTV/wav/arctic_a0256.wav,HQTV,Vietnamese,M,see the length of the body and dust elonggate neck
they are coming ashore whoever they are,data/l2arctic/HQTV/wav/arctic_a0257.wav,HQTV,Vietnamese,M,dey are coming ashare whose ever dey are
soaked in seawater they offset the heat rays,data/l2arctic/HQTV/wav/arctic_a0258.wav,HQTV,Vietnamese,M,shuck in t sea water they op set the hit rays
think of investing in such an adventure,data/l2arctic/HQTV/wav/arctic_a0259.wav,HQTV,Vietnamese,M,thing or investing in such a noventor
nobody knew his history they of the junta least of all,data/l2arctic/HQTV/wav/arctic_a0260.wav,HQTV,Vietnamese,M,nobody knew his story dey of dhe tunter licapor
i have been doubly baptized,data/l2arctic/HQTV/wav/arctic_a0261.wav,HQTV,Vietnamese,M,ahippin dowle poptised
they wouldnt be sweeping a big vessel like the martha,data/l2arctic/HQTV/wav/arctic_a0262.wav,HQTV,Vietnamese,M,the woudan be sweeping a big vessel by the marthar
joan looked triumphantly at sheldon who bowed,data/l2arctic/HQTV/wav/arctic_a0263.wav,HQTV,Vietnamese,M,charn look triumph funly as chaunon hobo
and i hope youve got plenty of chain out captain young,data/l2arctic/HQTV/wav/arctic_a0264.wav,HQTV,Vietnamese,M,and i hove yo got plenty of cher now touch and young
the discovery seemed to have been made on the spur of the moment,data/l2arctic/HQTV/wav/arctic_a0265.wav,HQTV,Vietnamese,M,the discovery seemed to have been met on the spur of the moment
they handled two men already both grub thieves,data/l2arctic/HQTV/wav/arctic_a0266.wav,HQTV,Vietnamese,M,de handl to men aready bolcroved thiefs
eli harding asked as shunk started to follow,data/l2arctic/HQTV/wav/arctic_a0267.wav,HQTV,Vietnamese,M,alli harningax has sunk stotded to follow
now go ahead and tell me in a straightforward way what has happened,data/l2arctic/HQTV/wav/arctic_a0268.wav,HQTV,Vietnamese,M,now go ahead and tell me in a straf all that way what has happened
thats where they cut off the scottish chiefs and killed all hands,data/l2arctic/HQTV/wav/arctic_a0269.wav,HQTV,Vietnamese,M,that's where dey cut off de scuoder's ship and cuon hens
and after the bath a shave would not be bad,data/l2arctic/HQTV/wav/arctic_a0270.wav,HQTV,Vietnamese,M,and after the path off shafe could not be bad
now please give a plain statement of what occurred,data/l2arctic/HQTV/wav/arctic_a0271.wav,HQTV,Vietnamese,M,now please keep a plan staymen of what occurr
they are big trees and require plenty of room,data/l2arctic/HQTV/wav/arctic_a0273.wav,HQTV,Vietnamese,M,dhey are pick trees and requablenty of ruom
and raoul listened again to the tale of the house,data/l2arctic/HQTV/wav/arctic_a0274.wav,HQTV,Vietnamese,M,arowl listen again to the tel of the house
there are no kiddies and half grown youths among them,data/l2arctic/HQTV/wav/arctic_a0275.wav,HQTV,Vietnamese,M,theye are no kitties and have grown gut among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/HQTV/wav/arctic_a0276.wav,HQTV,Vietnamese,M,o long atorn was one humbreat and fally mise in circumferrence
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/HQTV/wav/arctic_a0277.wav,HQTV,Vietnamese,M,marcoy flowers stiff fling poisonoss asmooffy in the bend cubbing
it would give me nervous prostration,data/l2arctic/HQTV/wav/arctic_a0278.wav,HQTV,Vietnamese,M,his would give me novher's prostration
she said with chattering teeth,data/l2arctic/HQTV/wav/arctic_a0279.wav,HQTV,Vietnamese,M,she says with chattering fit
ill be out of my head in fifteen minutes,data/l2arctic/HQTV/wav/arctic_a0280.wav,HQTV,Vietnamese,M,i be out my head in fifty minutes
i do not blame you for anything remember that,data/l2arctic/HQTV/wav/arctic_a0281.wav,HQTV,Vietnamese,M,i do not blame do you for anything remembered that
if you mean to insinuate brentwood began hotly,data/l2arctic/HQTV/wav/arctic_a0282.wav,HQTV,Vietnamese,M,if you mean to insignuate brenbourt began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/HQTV/wav/arctic_a0283.wav,HQTV,Vietnamese,M,de guman in du is only ancidental acidental and irrelavent
there was no forecasting this strange girls processes,data/l2arctic/HQTV/wav/arctic_a0284.wav,HQTV,Vietnamese,M,there were no forecasting distrangb processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/HQTV/wav/arctic_a0285.wav,HQTV,Vietnamese,M,but what they want with yor totbrest is more than i can imagine
give them their choice between a fine or an official whipping,data/l2arctic/HQTV/wav/arctic_a0286.wav,HQTV,Vietnamese,M,give dhem der choice between a fy or an official whipping
keep an eye on him,data/l2arctic/HQTV/wav/arctic_a0287.wav,HQTV,Vietnamese,M,keep aeye on him
those are my oysters he said at last,data/l2arctic/HQTV/wav/arctic_a0288.wav,HQTV,Vietnamese,M,those are my oyster he says at last
one by one the boys were captured,data/l2arctic/HQTV/wav/arctic_a0290.wav,HQTV,Vietnamese,M,one by one the boys will cuch er
the weeks had gone by and no overt acts had been attempted,data/l2arctic/HQTV/wav/arctic_a0291.wav,HQTV,Vietnamese,M,the wifth has gone by and no overd act has been attempted
here in the midmorning the first casualty occurred,data/l2arctic/HQTV/wav/arctic_a0292.wav,HQTV,Vietnamese,M,here in the mid morning the first catlty occurr
they were deep in the primeval forest,data/l2arctic/HQTV/wav/arctic_a0293.wav,HQTV,Vietnamese,M,they were deep in their brival forest
he had been foiled in his attempt to escape,data/l2arctic/HQTV/wav/arctic_a0294.wav,HQTV,Vietnamese,M,he has been foyed in his attempt askep
and twenty men could hold it with spears and arrows,data/l2arctic/HQTV/wav/arctic_a0295.wav,HQTV,Vietnamese,M,and tranny man could hone it whispeerand arose
bassett was a fastidious man,data/l2arctic/HQTV/wav/arctic_a0296.wav,HQTV,Vietnamese,M,possis worth of fatidious men
theres a big english general right now whose name is roberts,data/l2arctic/HQTV/wav/arctic_a0297.wav,HQTV,Vietnamese,M,des a big english general lies now whose name is robert
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/HQTV/wav/arctic_a0298.wav,HQTV,Vietnamese,M,is tarsist fromis of continual aquaton give sasson a ledrichoy fru
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/HQTV/wav/arctic_a0299.wav,HQTV,Vietnamese,M,i tell you am disgusseted with his adventurs tom foollury and rute
from my earliest recollection my sleep was a period of terror,data/l2arctic/HQTV/wav/arctic_a0300.wav,HQTV,Vietnamese,M,from my earliest recollection must leave worp a pure up terror
but all my dreams violated this law,data/l2arctic/HQTV/wav/arctic_a0301.wav,HQTV,Vietnamese,M,but o my dreams violated neeslar
it is very plausible to such people a most convincing hypothesis,data/l2arctic/HQTV/wav/arctic_a0302.wav,HQTV,Vietnamese,M,is iverely plaucible to such people of must convincings his botises
but they make the mistake of ignoring their own duality,data/l2arctic/HQTV/wav/arctic_a0303.wav,HQTV,Vietnamese,M,but they made the mystic of ignoring their owndulity
i graduated last of my class,data/l2arctic/HQTV/wav/arctic_a0304.wav,HQTV,Vietnamese,M,i credited last op my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/HQTV/wav/arctic_a0305.wav,HQTV,Vietnamese,M,i had no fixed value to beonter my atdactive and above
very early in my life i separated from my mother,data/l2arctic/HQTV/wav/arctic_a0307.wav,HQTV,Vietnamese,M,very early in my life a separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/HQTV/wav/arctic_a0308.wav,HQTV,Vietnamese,M,his infernal chad turring worrie me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/HQTV/wav/arctic_a0309.wav,HQTV,Vietnamese,M,why let hon says missus mortimer
massage under tension was the cryptic reply,data/l2arctic/HQTV/wav/arctic_a0310.wav,HQTV,Vietnamese,M,much machagerous undertensions were a critic reply
therefore hurrah for the game,data/l2arctic/HQTV/wav/arctic_a0311.wav,HQTV,Vietnamese,M,therefore heard of foot again
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/HQTV/wav/arctic_a0312.wav,HQTV,Vietnamese,M,is leep ing a perpetual apprehensions of that carda of the compass
broken tooth yelled with fright and pain,data/l2arctic/HQTV/wav/arctic_a0313.wav,HQTV,Vietnamese,M,brockantood yer with friine pent
thus was momentum gained in the younger world,data/l2arctic/HQTV/wav/arctic_a0314.wav,HQTV,Vietnamese,M,us were momentimg again in the jung wor
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/HQTV/wav/arctic_a0315.wav,HQTV,Vietnamese,M,sargeon waited for she knew a fresh idea as struck billy
we had been chased by them ourselves more than once,data/l2arctic/HQTV/wav/arctic_a0316.wav,HQTV,Vietnamese,M,we had been chaised by dem ourselves more than once
he was a wise hyena,data/l2arctic/HQTV/wav/arctic_a0317.wav,HQTV,Vietnamese,M,he was a wise hizener
production is doubling and quadrupling upon itself,data/l2arctic/HQTV/wav/arctic_a0318.wav,HQTV,Vietnamese,M,productentis dopling and water ripling upen itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/HQTV/wav/arctic_a0319.wav,HQTV,Vietnamese,M,and de indebirth evening nu sa with the aditoria room
with my strength i slammed it full into red eyes face,data/l2arctic/HQTV/wav/arctic_a0320.wav,HQTV,Vietnamese,M,with my strength i let as lem it foon into red eyes face
the log on which lop ear was lying got adrift,data/l2arctic/HQTV/wav/arctic_a0321.wav,HQTV,Vietnamese,M,the lock on with love ear was lying got of rift
this is a common experience with all of us,data/l2arctic/HQTV/wav/arctic_a0322.wav,HQTV,Vietnamese,M,dizzi a common esperen wid on opes
it was not red eyes way to forego revenge so easily,data/l2arctic/HQTV/wav/arctic_a0324.wav,HQTV,Vietnamese,M,is would no's red eyes weigh to folgo revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/HQTV/wav/arctic_a0325.wav,HQTV,Vietnamese,M,weezy bank lockias scream with a sudden aguse
cherokee identified himself with his instinct,data/l2arctic/HQTV/wav/arctic_a0326.wav,HQTV,Vietnamese,M,cheroqhi identify himself with his instinct
they were less stooped than we less springy in their movements,data/l2arctic/HQTV/wav/arctic_a0327.wav,HQTV,Vietnamese,M,they were less tup than we less springi in ther movements
the fire people like ourselves lived in caves,data/l2arctic/HQTV/wav/arctic_a0328.wav,HQTV,Vietnamese,M,the fize people like ourselves live in a caiv
ah indeed,data/l2arctic/HQTV/wav/arctic_a0329.wav,HQTV,Vietnamese,M,ah indeed
red eye never committed a more outrageous deed,data/l2arctic/HQTV/wav/arctic_a0330.wav,HQTV,Vietnamese,M,red eyes never committed a more obstrogious did
poor little crooked leg was terribly scared,data/l2arctic/HQTV/wav/arctic_a0331.wav,HQTV,Vietnamese,M,holedo croup led would terribly scare
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/HQTV/wav/arctic_a0332.wav,HQTV,Vietnamese,M,unconciasently our yer as is clamation dured to hidis rhythm
this is no place for you,data/l2arctic/HQTV/wav/arctic_a0333.wav,HQTV,Vietnamese,M,i in no place for you
hell knock you off a few sticks in no time,data/l2arctic/HQTV/wav/arctic_a0334.wav,HQTV,Vietnamese,M,his nov a feer stick in nota
red eye swung back and forth on the branch farther down,data/l2arctic/HQTV/wav/arctic_a0335.wav,HQTV,Vietnamese,M,red eyes swell back and fougt on the brench fotted out
so unexpected was my charge that i knocked him off his feet,data/l2arctic/HQTV/wav/arctic_a0336.wav,HQTV,Vietnamese,M,so unexpectous will my charge dos i knock him off his tif fit
encouraged by my conduct big face became a sudden ally,data/l2arctic/HQTV/wav/arctic_a0337.wav,HQTV,Vietnamese,M,and coris by my conduct bicg face became a sudden allie
the fighting had now become intermittent,data/l2arctic/HQTV/wav/arctic_a0338.wav,HQTV,Vietnamese,M,the fighting has now become intermitten
they obeyed him and went here and there at his commands,data/l2arctic/HQTV/wav/arctic_a0339.wav,HQTV,Vietnamese,M,dhe abehin an when he and dhere in his command
why doggone you all shake again,data/l2arctic/HQTV/wav/arctic_a0341.wav,HQTV,Vietnamese,M,why dokin yorns shiok again
seventeen no eighteen days ago,data/l2arctic/HQTV/wav/arctic_a0342.wav,HQTV,Vietnamese,M,seventeen or eighteen days ago
you mean for this state general alberta,data/l2arctic/HQTV/wav/arctic_a0343.wav,HQTV,Vietnamese,M,you mean for dis stay gera o pettar
he seemed to fill it with his tremendous vitality,data/l2arctic/HQTV/wav/arctic_a0344.wav,HQTV,Vietnamese,M,he seemed to feel it with his tremendous vitaliti
she was trying to pass the apron string around him,data/l2arctic/HQTV/wav/arctic_a0345.wav,HQTV,Vietnamese,M,she wase trying to pass the uprown string around him
get down and dig in,data/l2arctic/HQTV/wav/arctic_a0346.wav,HQTV,Vietnamese,M,get down dicken
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/HQTV/wav/arctic_a0347.wav,HQTV,Vietnamese,M,de arqrely delightet with anything thas his prized ar gieth a sau
they only lifted seven hundred and fifty,data/l2arctic/HQTV/wav/arctic_a0348.wav,HQTV,Vietnamese,M,they only lifted seven hundred and fifty
