transcription,path_to_audio,speaker_id,native_language,gender,conformer_100_rope_large_transcriptions
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/TLV/wav/arctic_a0543.wav,TLV,Vietnamese,M,i had been born with no organic chemical redisposion tower alnkahole
the italian rancho was a bachelor establishment,data/l2arctic/TLV/wav/arctic_a0545.wav,TLV,Vietnamese,M,the italian drencho was a bachelor establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/TLV/wav/arctic_a0546.wav,TLV,Vietnamese,M,i lost my balance and pitched hassforemost into the oose
men like joe goose dated existence from drunk to drunk,data/l2arctic/TLV/wav/arctic_a0547.wav,TLV,Vietnamese,M,man like cho goose dat assistent from brunch to rung w
also churches and preachers i had never known,data/l2arctic/TLV/wav/arctic_a0548.wav,TLV,Vietnamese,M,azal churchet and bitshop i had never known
do you know that we weigh every pound of coal we burn,data/l2arctic/TLV/wav/arctic_a0549.wav,TLV,Vietnamese,M,do you know that we waste every pile of coal we burn
this also became part of the daily schedule,data/l2arctic/TLV/wav/arctic_a0550.wav,TLV,Vietnamese,M,this also became part of the diley sqetchal
all an appearance can know is mirage,data/l2arctic/TLV/wav/arctic_a0551.wav,TLV,Vietnamese,M,on an appearance can know is my rachel
yet he dreams he is immortal i argue feebly,data/l2arctic/TLV/wav/arctic_a0552.wav,TLV,Vietnamese,M,yes he rhyms he is immortal i ago fiply
i am writing these lines in honolulu hawaii,data/l2arctic/TLV/wav/arctic_a0553.wav,TLV,Vietnamese,M,am briting these lies in honoloolo hawi
jack london waikiki beach honolulu oahu,data/l2arctic/TLV/wav/arctic_a0554.wav,TLV,Vietnamese,M,checkland and wagakee bease honeloloo o lahoo
jerry was so secure in his nook that he did not roll away,data/l2arctic/TLV/wav/arctic_a0555.wav,TLV,Vietnamese,M,cherry was secure in hick nook that he did not run away
why hes bought forty pounds of goods from you already,data/l2arctic/TLV/wav/arctic_a0556.wav,TLV,Vietnamese,M,why he'd bought forty pounds of goodse from you already
the last refugee had passed,data/l2arctic/TLV/wav/arctic_a0557.wav,TLV,Vietnamese,M,that lat rifuchi has pass'd over
and the foundation stone of service in his case was obedience,data/l2arctic/TLV/wav/arctic_a0558.wav,TLV,Vietnamese,M,and the foundations thon observish'd in his gaze were obedient
peace be unto you and grace before the lord,data/l2arctic/TLV/wav/arctic_a0559.wav,TLV,Vietnamese,M,peep be unto you and cray before the lord
his mouth opened words shaped vainly on his lips,data/l2arctic/TLV/wav/arctic_a0560.wav,TLV,Vietnamese,M,his mout open wor saply vanley in his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/TLV/wav/arctic_a0289.wav,TLV,Vietnamese,M,they are not regular oyster piraced nicholas continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/TLV/wav/arctic_a0306.wav,TLV,Vietnamese,M,he were pressing bijon de lemis up his vocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/TLV/wav/arctic_a0323.wav,TLV,Vietnamese,M,he consider a victory already his and step it forward to the midlt
it was like the beating of hoofs,data/l2arctic/TLV/wav/arctic_a0340.wav,TLV,Vietnamese,M,it will lie bitthing uphoop
a month passed by and bonanza creek remained quiet,data/l2arctic/TLV/wav/arctic_a0357.wav,TLV,Vietnamese,M,a month passed by and bonaza grick remained quiet
but lifes worth more than cash she argued,data/l2arctic/TLV/wav/arctic_a0374.wav,TLV,Vietnamese,M,bust life worth more than cash see agut
but he reconciled himself to it by an act of faith,data/l2arctic/TLV/wav/arctic_a0391.wav,TLV,Vietnamese,M,but he reconciled himself to it by an act of faith
the eldorado emptied its occupants into the street to see the test,data/l2arctic/TLV/wav/arctic_a0408.wav,TLV,Vietnamese,M,the outor rado empties its opcupants into the trist to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/TLV/wav/arctic_a0425.wav,TLV,Vietnamese,M,otherwise no retriction ay put up an dhere sea farring
you live on an income which your father earned,data/l2arctic/TLV/wav/arctic_a0442.wav,TLV,Vietnamese,M,you leave on an income which your father earned
theres too much of the schoolboy in me,data/l2arctic/TLV/wav/arctic_a0459.wav,TLV,Vietnamese,M,they are too much obstinat scoumbory in me
at this moment i felt a stir at my shoulder,data/l2arctic/TLV/wav/arctic_a0476.wav,TLV,Vietnamese,M,at this moment i felt astir as my sauwder
the boy obrien was specially maltreated,data/l2arctic/TLV/wav/arctic_a0493.wav,TLV,Vietnamese,M,the boy o'brien was specially maltreated
much more ernest told them of themselves and of his disillusionment,data/l2arctic/TLV/wav/arctic_a0510.wav,TLV,Vietnamese,M,musmar ernest tondam of themselves of his dis illusion man
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/TLV/wav/arctic_a0527.wav,TLV,Vietnamese,M,the lustr vigestation of thus selter'd spoth macnet resu
what the flaming,data/l2arctic/TLV/wav/arctic_a0562.wav,TLV,Vietnamese,M,what they'l bleming
missus mcfees jaws brought together with a snap,data/l2arctic/TLV/wav/arctic_a0563.wav,TLV,Vietnamese,M,mis macfay's jaw boked togedher with a snap her
then it is as i said womble announced with finality,data/l2arctic/TLV/wav/arctic_a0564.wav,TLV,Vietnamese,M,dans is ha at i said wumbel announced with finality
with them were indians also three other men,data/l2arctic/TLV/wav/arctic_a0565.wav,TLV,Vietnamese,M,with them were indians onsotrie audomen
dennins hands were released long enough for him to sign the document,data/l2arctic/TLV/wav/arctic_a0566.wav,TLV,Vietnamese,M,denning hans were released long enough for him to sign the document
now irvine was a man of impulse a poet,data/l2arctic/TLV/wav/arctic_a0567.wav,TLV,Vietnamese,M,now oving war a man ap impore a poet
he was just bursting with joy joy over what,data/l2arctic/TLV/wav/arctic_a0568.wav,TLV,Vietnamese,M,he were just bursting with choice choice of a water
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/TLV/wav/arctic_a0569.wav,TLV,Vietnamese,M,a leg leanedr man a had one canoe very good bit's a brok canoe
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/TLV/wav/arctic_a0570.wav,TLV,Vietnamese,M,behind him light a thousand years long wroth across on siberia and russia
he had forgotten to build a fire and thaw out,data/l2arctic/TLV/wav/arctic_a0571.wav,TLV,Vietnamese,M,he had forgotten to beu of fi and froow
i never saw anything like her in my life,data/l2arctic/TLV/wav/arctic_a0572.wav,TLV,Vietnamese,M,i ne'ver saw anything like her in my lifehr
there was no law on the yukon save what they made for themselves,data/l2arctic/TLV/wav/arctic_a0573.wav,TLV,Vietnamese,M,there were no law on the uconseve that they make for themselves
good business man curly obrien was saying,data/l2arctic/TLV/wav/arctic_a0574.wav,TLV,Vietnamese,M,good misinene man curly o'brien was saying
there werent any missions and he was the man to know,data/l2arctic/TLV/wav/arctic_a0575.wav,TLV,Vietnamese,M,dey wern't any missions an he wer a man to know
and the big persian knew of his existence before he did of hers,data/l2arctic/TLV/wav/arctic_a0576.wav,TLV,Vietnamese,M,and de big spushian knew o his assistint before he dids a purse
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/TLV/wav/arctic_a0577.wav,TLV,Vietnamese,M,uan de chous halfs began emitting is barbaric rhythms michal were helpless
there was the emma louisa,data/l2arctic/TLV/wav/arctic_a0579.wav,TLV,Vietnamese,M,there ware em malusa
this is my fifth voyage,data/l2arctic/TLV/wav/arctic_a0580.wav,TLV,Vietnamese,M,dit in my fifth voiyerge
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/TLV/wav/arctic_a0581.wav,TLV,Vietnamese,M,is what is proportion thas starts the big idea in the dung tray's mine's
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/TLV/wav/arctic_a0582.wav,TLV,Vietnamese,M,doctory elaporates on the counting trick by bringing koki along
enjoy it he did but principally for stewards sake,data/l2arctic/TLV/wav/arctic_a0583.wav,TLV,Vietnamese,M,enjoy it he dis but principally faste wir sec
i have long noted your thirst unquenchable,data/l2arctic/TLV/wav/arctic_a0584.wav,TLV,Vietnamese,M,a hap long nothd your thrust unquenchable
wonder if hes a lion dog charles suggested,data/l2arctic/TLV/wav/arctic_a0585.wav,TLV,Vietnamese,M,wonder if he's a land doc chark suggested
we dont see ourselves as foolish,data/l2arctic/TLV/wav/arctic_a0586.wav,TLV,Vietnamese,M,we dong see our saro as foolless
he had comparatively no advantages at first,data/l2arctic/TLV/wav/arctic_a0587.wav,TLV,Vietnamese,M,he has comparatively no avengers at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/TLV/wav/arctic_a0588.wav,TLV,Vietnamese,M,he has broeug it to day with it a materis and submouras phroductions
i was sick once typhoid,data/l2arctic/TLV/wav/arctic_a0589.wav,TLV,Vietnamese,M,i was sick one typhoid
in a way he is my protege,data/l2arctic/TLV/wav/arctic_a0590.wav,TLV,Vietnamese,M,in a way he's my protiche
we are both children together,data/l2arctic/TLV/wav/arctic_a0591.wav,TLV,Vietnamese,M,we a bouf cheren togeder
its only his indigestion i find fault with,data/l2arctic/TLV/wav/arctic_a0592.wav,TLV,Vietnamese,M,is only his indigestion i fly forthwith
shed make a good wife for the cashier,data/l2arctic/TLV/wav/arctic_a0593.wav,TLV,Vietnamese,M,c smeckzs a good wife fought a casher
gad do i remember it,data/l2arctic/TLV/wav/arctic_b0001.wav,TLV,Vietnamese,M,gat do i remembered it
i can see that knife now,data/l2arctic/TLV/wav/arctic_b0003.wav,TLV,Vietnamese,M,i can see death knife now
when i cant see beauty in woman i want to die,data/l2arctic/TLV/wav/arctic_b0004.wav,TLV,Vietnamese,M,when i can't see beauty in woman i want to die  er
his slim fingers closed like steel about philips,data/l2arctic/TLV/wav/arctic_b0005.wav,TLV,Vietnamese,M,his slim fingers glot lie stew about philip's
he seized gregson by the arm and led him to the door,data/l2arctic/TLV/wav/arctic_b0006.wav,TLV,Vietnamese,M,he seized greshan by the m and led him to the door
hear the indian dogs wailing down at churchill,data/l2arctic/TLV/wav/arctic_b0007.wav,TLV,Vietnamese,M,hear the indian darcks wailling down at chuchoos
burke himself had criticized it because of the smile,data/l2arctic/TLV/wav/arctic_b0008.wav,TLV,Vietnamese,M,buck himself hat criticism is because of the smile
id say there was going to be a glorious scrap,data/l2arctic/TLV/wav/arctic_b0009.wav,TLV,Vietnamese,M,i say there will go in to be florida crap
he turned the map to gregson pointing with his finger,data/l2arctic/TLV/wav/arctic_b0010.wav,TLV,Vietnamese,M,he turned the map to kratian pointing with his finger
his eyes never took themselves for an instant from his companions face,data/l2arctic/TLV/wav/arctic_b0011.wav,TLV,Vietnamese,M,his eyes never took themselves for an instant from his companion face
something that whittemore had not yet said thrilled him,data/l2arctic/TLV/wav/arctic_b0012.wav,TLV,Vietnamese,M,something thus with more has not yet sast frothed him
lakes and rivers hundreds of them thousands of them,data/l2arctic/TLV/wav/arctic_b0013.wav,TLV,Vietnamese,M,lakes and river hundreds of dem thousand of them
whitefish gregson whitefish and trout,data/l2arctic/TLV/wav/arctic_b0014.wav,TLV,Vietnamese,M,whifish gracon whifis and trout
they robbed me a few years later,data/l2arctic/TLV/wav/arctic_b0015.wav,TLV,Vietnamese,M,dhey roughed me a few years later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/TLV/wav/arctic_b0016.wav,TLV,Vietnamese,M,he chuck at he poor naw hit pife and began feeling him
everything was working smoothly better than i had expected,data/l2arctic/TLV/wav/arctic_b0017.wav,TLV,Vietnamese,M,every thing will walk in smoothly better than i has expected
i was completely lost in my work,data/l2arctic/TLV/wav/arctic_b0018.wav,TLV,Vietnamese,M,i waere completely lost in my walk
he made no reply as he waited for whittemore to continue,data/l2arctic/TLV/wav/arctic_b0020.wav,TLV,Vietnamese,M,he miss't no reply as he wait for with more to continue
philip dropped back into his chair,data/l2arctic/TLV/wav/arctic_b0021.wav,TLV,Vietnamese,M,philip rub back't into his chair
if i was out of the game it would be easily made,data/l2arctic/TLV/wav/arctic_b0022.wav,TLV,Vietnamese,M,if i were auves of the game esh would be easily mate
macdougall my engineer believes it,data/l2arctic/TLV/wav/arctic_b0023.wav,TLV,Vietnamese,M,mat thew gos my engineer believed itsr
it is growing every day every hour,data/l2arctic/TLV/wav/arctic_b0024.wav,TLV,Vietnamese,M,this is growing every day every hour
now you understand,data/l2arctic/TLV/wav/arctic_b0025.wav,TLV,Vietnamese,M,now you understand
you have associated with some of these men,data/l2arctic/TLV/wav/arctic_b0026.wav,TLV,Vietnamese,M,you have associated with sham up these men
and theres no chivalry no quarter shown in this fight,data/l2arctic/TLV/wav/arctic_b0027.wav,TLV,Vietnamese,M,and dhere we know javrey nor quartersone in dits fith
lord fitzhugh is the key to the whole situation,data/l2arctic/TLV/wav/arctic_b0028.wav,TLV,Vietnamese,M,law fit her i ta keys to the home situation
all operations have been carried on from montreal and toronto,data/l2arctic/TLV/wav/arctic_b0029.wav,TLV,Vietnamese,M,all operations have been carried on from montreal and torento
gregson held a lighted match until it burnt his fingertips,data/l2arctic/TLV/wav/arctic_b0030.wav,TLV,Vietnamese,M,grace and hole a light mauch unto it burn't his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/TLV/wav/arctic_b0031.wav,TLV,Vietnamese,M,grason had sit himself under the lamb and was suppening of pencel
he caught himself with a jerk,data/l2arctic/TLV/wav/arctic_b0032.wav,TLV,Vietnamese,M,he cost himseil wit a jerk
how does your wager look now,data/l2arctic/TLV/wav/arctic_b0033.wav,TLV,Vietnamese,M,how do ya wager look now
he confessed that the sketch had startled him,data/l2arctic/TLV/wav/arctic_b0034.wav,TLV,Vietnamese,M,he confessed that the sketch had started him
after all the picture was only a resemblance,data/l2arctic/TLV/wav/arctic_b0035.wav,TLV,Vietnamese,M,afta own the pictur will only resemblin
philip knew that she was not an indian,data/l2arctic/TLV/wav/arctic_b0037.wav,TLV,Vietnamese,M,philip knew that cy wars not an indian
in her haste to get away she had forgotten these things,data/l2arctic/TLV/wav/arctic_b0038.wav,TLV,Vietnamese,M,in her hayso to get away cey has forgotten dee things
philip took a step toward gregson half determined to awaken him,data/l2arctic/TLV/wav/arctic_b0039.wav,TLV,Vietnamese,M,philipp took a step toward gracen half determined to aquaken him
the thought set his blood tingling,data/l2arctic/TLV/wav/arctic_b0040.wav,TLV,Vietnamese,M,the thought set his blood dingling
but if pierre did not return until tomorrow,data/l2arctic/TLV/wav/arctic_b0041.wav,TLV,Vietnamese,M,but a pair did not return until to morrow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/TLV/wav/arctic_b0042.wav,TLV,Vietnamese,M,ten minutes had not each laughed seen he had rubbed the handkerchiefs
it wont be for sale,data/l2arctic/TLV/wav/arctic_b0043.wav,TLV,Vietnamese,M,it swung me for sar
for a few moments he ate in silence,data/l2arctic/TLV/wav/arctic_b0044.wav,TLV,Vietnamese,M,for a few moments he exed in silence
philip did not pursue the subject,data/l2arctic/TLV/wav/arctic_b0045.wav,TLV,Vietnamese,M,felice did not pursue the subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/TLV/wav/arctic_b0046.wav,TLV,Vietnamese,M,philip produced a couplef obscigars and took a chair opposite him
suppose you saw me at work through the window,data/l2arctic/TLV/wav/arctic_b0047.wav,TLV,Vietnamese,M,suppose you saw me ast walked through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/TLV/wav/arctic_b0048.wav,TLV,Vietnamese,M,he looked like one who has passed through an uncomfortable hour or two
there was nothing more except a large ink blot under the words,data/l2arctic/TLV/wav/arctic_b0049.wav,TLV,Vietnamese,M,there were nothing more except our loch's ink bloth under the wars
all this day gregson remained in the cabin,data/l2arctic/TLV/wav/arctic_b0050.wav,TLV,Vietnamese,M,on this day grason remained in the cabin
the sixth day he spent in the cabin with gregson,data/l2arctic/TLV/wav/arctic_b0051.wav,TLV,Vietnamese,M,the sixth day he spent in the cabin with graston
the flush was gone from her face,data/l2arctic/TLV/wav/arctic_b0052.wav,TLV,Vietnamese,M,the flush ware gone from her face
he understood the meaning of the look,data/l2arctic/TLV/wav/arctic_b0054.wav,TLV,Vietnamese,M,he understood the meaning o de look
she was even more beautiful than when i saw her before,data/l2arctic/TLV/wav/arctic_b0055.wav,TLV,Vietnamese,M,she ware even more beautiful than when i saw her before
ill give a thousand if you produce her retorted gregson,data/l2arctic/TLV/wav/arctic_b0056.wav,TLV,Vietnamese,M,i'll give a thousand if you reduce her retorted grethian
they have won popular sentiment through the newspapers,data/l2arctic/TLV/wav/arctic_b0057.wav,TLV,Vietnamese,M,they have won popula sentiment through the newspapers
we must achieve our own salvation,data/l2arctic/TLV/wav/arctic_b0058.wav,TLV,Vietnamese,M,we must achieve our own salvation
in moments of mental energy philip was restless,data/l2arctic/TLV/wav/arctic_b0059.wav,TLV,Vietnamese,M,in moments up manto energy philipe were restless
he would keep his faith with gregson for the promised day or two,data/l2arctic/TLV/wav/arctic_b0060.wav,TLV,Vietnamese,M,he would keep his faith with gretion farther promisses day or two
something about it seemed to fascinate him to challenge his presence,data/l2arctic/TLV/wav/arctic_b0061.wav,TLV,Vietnamese,M,something about it seemed to fancinate him to challenge his bissense
now it was missing from the wall,data/l2arctic/TLV/wav/arctic_b0062.wav,TLV,Vietnamese,M,now is well missing from the warmth
he boiled himself some coffee and sat down to wait,data/l2arctic/TLV/wav/arctic_b0063.wav,TLV,Vietnamese,M,he borrowed himself some coffee and sat down to wait
im going down there with you and im going to fight,data/l2arctic/TLV/wav/arctic_b0064.wav,TLV,Vietnamese,M,i'm going thou there with you and i'm going to fight
now have you got anything to say against me mister philip,data/l2arctic/TLV/wav/arctic_b0065.wav,TLV,Vietnamese,M,now have you got anything to say against me mister philip
if i meet her again i shall apologize said eileen,data/l2arctic/TLV/wav/arctic_b0066.wav,TLV,Vietnamese,M,if i met her again i saw apolyzi set ilion
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/TLV/wav/arctic_b0067.wav,TLV,Vietnamese,M,below him the shadow will brucken into a pool of rippling star light
only the chance sound had led him to observe them,data/l2arctic/TLV/wav/arctic_b0068.wav,TLV,Vietnamese,M,only the chance sow has led him to observe them
could the incident have anything to do with jeanne and pierre,data/l2arctic/TLV/wav/arctic_b0069.wav,TLV,Vietnamese,M,could the incident have nothing to do with journey and pieret
there was no answer from the other side,data/l2arctic/TLV/wav/arctic_b0071.wav,TLV,Vietnamese,M,there were no answer from the other side
then he hastened on as pierre had guided him,data/l2arctic/TLV/wav/arctic_b0072.wav,TLV,Vietnamese,M,than the hastiness on astpeer hast guidd him
with these arguments he convinced himself that he should go on alone,data/l2arctic/TLV/wav/arctic_b0073.wav,TLV,Vietnamese,M,with the arguments he convinced himself that he should go on along
yet behind them there was another and more powerful motive,data/l2arctic/TLV/wav/arctic_b0074.wav,TLV,Vietnamese,M,yes behind them there was anoter and more powerful motive
in that case he could not miss them if he used caution,data/l2arctic/TLV/wav/arctic_b0075.wav,TLV,Vietnamese,M,in this cay he could not smit them if he used carson
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/TLV/wav/arctic_b0076.wav,TLV,Vietnamese,M,before philip could recover himself chuney's star guards were upon him
it is the nearest refuge,data/l2arctic/TLV/wav/arctic_b0077.wav,TLV,Vietnamese,M,is a the nearest refuge
there was pride and strength the ring of triumph in his voice,data/l2arctic/TLV/wav/arctic_b0078.wav,TLV,Vietnamese,M,there were bri and trenth the ring of triumph in his voice
the truth of it set jeanne quivering,data/l2arctic/TLV/wav/arctic_b0079.wav,TLV,Vietnamese,M,the thruss up iscechoney qwuivering
tomorrow it will be strong enough for you to stand upon,data/l2arctic/TLV/wav/arctic_b0080.wav,TLV,Vietnamese,M,to morrow this will be strong enough for you to stand up and
you were going to leave after you saw me on the rock,data/l2arctic/TLV/wav/arctic_b0081.wav,TLV,Vietnamese,M,you were going to live after you saw me on ther rock
he bit his tongue and cursed himself at this fresh break,data/l2arctic/TLV/wav/arctic_b0082.wav,TLV,Vietnamese,M,he bit his tongue and curred himsel at de fresbreck
in it there was something that was almost tragedy,data/l2arctic/TLV/wav/arctic_b0083.wav,TLV,Vietnamese,M,in it there was something that was almot craserdy
your face is red with blood,data/l2arctic/TLV/wav/arctic_b0084.wav,TLV,Vietnamese,M,yo face it wrathed with blood
her eyes smiled truth at him as he came up the bank,data/l2arctic/TLV/wav/arctic_b0085.wav,TLV,Vietnamese,M,her eyes mire thrust at him as he came up the bank
he can care for himself,data/l2arctic/TLV/wav/arctic_b0086.wav,TLV,Vietnamese,M,he can care for himself
until i die he exclaimed,data/l2arctic/TLV/wav/arctic_b0088.wav,TLV,Vietnamese,M,unto a die he exclaimed
her beautiful hair was done up in shining coils,data/l2arctic/TLV/wav/arctic_b0089.wav,TLV,Vietnamese,M,her beatifun hair wa done up signing coys
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/TLV/wav/arctic_b0090.wav,TLV,Vietnamese,M,the ceschu narrowed and its current became swifter as they progress
for a full half minute jeanne looked at him without speaking,data/l2arctic/TLV/wav/arctic_b0091.wav,TLV,Vietnamese,M,for a foon half minute churn looketh him wit thou speaking
i want to die in it,data/l2arctic/TLV/wav/arctic_b0092.wav,TLV,Vietnamese,M,i want to dine it
darkness hid him from jeanne,data/l2arctic/TLV/wav/arctic_b0093.wav,TLV,Vietnamese,M,dacknet his hymn from juney
and yet if she came he had no words to say,data/l2arctic/TLV/wav/arctic_b0094.wav,TLV,Vietnamese,M,and yet if sik came he had no words to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/TLV/wav/arctic_b0095.wav,TLV,Vietnamese,M,he hussed a sail whisk brought him quickly into consciousness up date
within himself he called it no longer his own,data/l2arctic/TLV/wav/arctic_b0096.wav,TLV,Vietnamese,M,within himselves he conis no longer his own
besides that noise makes me deaf,data/l2arctic/TLV/wav/arctic_b0097.wav,TLV,Vietnamese,M,besides thos noise mak me deaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/TLV/wav/arctic_b0098.wav,TLV,Vietnamese,M,philip looked back from the gress and saw chonneys leaning over the canon
fifty yards ahead of her were the first of the rocks,data/l2arctic/TLV/wav/arctic_b0099.wav,TLV,Vietnamese,M,fifty yards ahead a pearl wore first up the rocks
there was one chance and only one of saving jeanne,data/l2arctic/TLV/wav/arctic_b0100.wav,TLV,Vietnamese,M,there were one tents and only one of seven journeys
youre a devil for fighting and will surely win,data/l2arctic/TLV/wav/arctic_b0101.wav,TLV,Vietnamese,M,you are a de vo of fall fighting and we'll sorely win
ill only be in the way,data/l2arctic/TLV/wav/arctic_b0102.wav,TLV,Vietnamese,M,af alley be in the way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/TLV/wav/arctic_b0103.wav,TLV,Vietnamese,M,he lift his eye and transcrie burst from his lips
i know that you are in charge there and jeanne knows,data/l2arctic/TLV/wav/arctic_b0105.wav,TLV,Vietnamese,M,i know that you are in charge there and chourney knows
for a full minute the two men stared into each others face,data/l2arctic/TLV/wav/arctic_b0106.wav,TLV,Vietnamese,M,for a full minutes the two men started into ex chard a face
he was sure now of but few things,data/l2arctic/TLV/wav/arctic_b0107.wav,TLV,Vietnamese,M,he was sure now i ll bust feel things
it was a miracle and i owe you my life,data/l2arctic/TLV/wav/arctic_b0108.wav,TLV,Vietnamese,M,this wa a miracal and i own you my lie
philip ate lightly of the food which pierre had ready for him,data/l2arctic/TLV/wav/arctic_b0109.wav,TLV,Vietnamese,M,philip ast slyly up the foot whistpear hast rady fo him
such men believe when they come together,data/l2arctic/TLV/wav/arctic_b0110.wav,TLV,Vietnamese,M,such men believe when they come togeder
the journey was continued at dawn,data/l2arctic/TLV/wav/arctic_b0111.wav,TLV,Vietnamese,M,the chaurneys were contiul at dawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/TLV/wav/arctic_b0112.wav,TLV,Vietnamese,M,chans and pier both gates towerd the great rock
there was something pathetic in the girls attitude now,data/l2arctic/TLV/wav/arctic_b0113.wav,TLV,Vietnamese,M,there were something pathetic in the girl's attitude now
he moved his position and the illusion was gone,data/l2arctic/TLV/wav/arctic_b0114.wav,TLV,Vietnamese,M,he moves his position and elusion will lawn
for two hours not a word passed between them,data/l2arctic/TLV/wav/arctic_b0115.wav,TLV,Vietnamese,M,fortuosa not a word passeth between them
i have hunted along this ridge replied philip,data/l2arctic/TLV/wav/arctic_b0116.wav,TLV,Vietnamese,M,i hap hunt along dhe ridge replied philip
thats thorpes said the young engineer,data/l2arctic/TLV/wav/arctic_b0117.wav,TLV,Vietnamese,M,that throgft set a younger engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/TLV/wav/arctic_b0118.wav,TLV,Vietnamese,M,we shar yo lies and talk yo wouldent mik a comb
billinger may arrive in time,data/l2arctic/TLV/wav/arctic_b0119.wav,TLV,Vietnamese,M,bulinger may arise in time  r
theres the hitch replied thorpe rolling a cigarette,data/l2arctic/TLV/wav/arctic_b0120.wav,TLV,Vietnamese,M,dhere dthe hitch replied throp rolling a cigarette
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/TLV/wav/arctic_b0122.wav,TLV,Vietnamese,M,philip sal mac do soon after his shocked talk with tropt
neither could they understand the growing disaffection among thorpes men,data/l2arctic/TLV/wav/arctic_b0123.wav,TLV,Vietnamese,M,neither could they understand the growing disaffection among thrub men
two weeks passed and in that time thorpe left camp three times,data/l2arctic/TLV/wav/arctic_b0124.wav,TLV,Vietnamese,M,juwithpas and in the time throff left camp three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/TLV/wav/arctic_b0125.wav,TLV,Vietnamese,M,it twere the turs a fouth time das philipp had heard mac dusk swear
blood was oozing slowly from the wounded mans right breast,data/l2arctic/TLV/wav/arctic_b0126.wav,TLV,Vietnamese,M,blood were oozing slowly from the wound man's dry breast
he destroyed everything that had belonged to the woman,data/l2arctic/TLV/wav/arctic_b0127.wav,TLV,Vietnamese,M,he discharged everything that had belonged to the woman  her
philip bent low over pierre,data/l2arctic/TLV/wav/arctic_b0128.wav,TLV,Vietnamese,M,philip bends low overpeers
did thorpe go to see any one in churchill,data/l2arctic/TLV/wav/arctic_b0129.wav,TLV,Vietnamese,M,didst prof go to see any one in chestus
she saw the answer in his face,data/l2arctic/TLV/wav/arctic_b0130.wav,TLV,Vietnamese,M,she saw the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/TLV/wav/arctic_b0131.wav,TLV,Vietnamese,M,throp and his men were to destroy this camp and kill you
there is no need of further detail now for you can understand,data/l2arctic/TLV/wav/arctic_b0132.wav,TLV,Vietnamese,M,there bie no need of fur der detown now for you can understand
there followed a roar that shook the earth,data/l2arctic/TLV/wav/arctic_b0133.wav,TLV,Vietnamese,M,there followed a roar that shook the earth
blind with rage he darted in,data/l2arctic/TLV/wav/arctic_b0134.wav,TLV,Vietnamese,M,blyte with rage he's darted in
in it was the joy of life,data/l2arctic/TLV/wav/arctic_b0135.wav,TLV,Vietnamese,M,in this were tt joys of life
swiftly his eyes measured the situation,data/l2arctic/TLV/wav/arctic_b0136.wav,TLV,Vietnamese,M,swiftly his eye measure that situation
but this little defect did not worry him,data/l2arctic/TLV/wav/arctic_b0137.wav,TLV,Vietnamese,M,but these little defects did not worry him
together they ate the rabbit,data/l2arctic/TLV/wav/arctic_b0139.wav,TLV,Vietnamese,M,together they ex the rabbath
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/TLV/wav/arctic_b0140.wav,TLV,Vietnamese,M,they aced nearer and stood souter to sowder facing their wor
it was beating and waiting in the ambush of those black pits,data/l2arctic/TLV/wav/arctic_b0141.wav,TLV,Vietnamese,M,ist ware bitting and waiting in the ambers af though blackpeeth
something vastly more thrilling had come into it now,data/l2arctic/TLV/wav/arctic_b0142.wav,TLV,Vietnamese,M,something vastly more thrilling has come into it now
it took him half an hour to reach the edge of it,data/l2arctic/TLV/wav/arctic_b0143.wav,TLV,Vietnamese,M,it took him half an hour to reach the edge of it
