transcription,path_to_audio,speaker_id,native_language,gender,whisper_base_transcriptions
nowhere did the raw earth appear,data/l2arctic/MBMPS/wav/arctic_a0526.wav,MBMPS,Spanish,F,nowhere did the raw air appear.
men who endure it call it living death,data/l2arctic/MBMPS/wav/arctic_a0528.wav,MBMPS,Spanish,F,"men who endure it, call it leaving death."
as i say he had tapped the message very rapidly,data/l2arctic/MBMPS/wav/arctic_a0529.wav,MBMPS,Spanish,F,"as i say, he had taped the message very rapidly."
ask him i laughed then turned to pasquini,data/l2arctic/MBMPS/wav/arctic_a0530.wav,MBMPS,Spanish,F,"ask him, i loved, then turn to paschini."
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/MBMPS/wav/arctic_a0531.wav,MBMPS,Spanish,F,in what book colleagues' school offense he had been taught was beyond imagining.
may drought destroy your crops,data/l2arctic/MBMPS/wav/arctic_a0532.wav,MBMPS,Spanish,F,may drought destroy your crops.
dunham can your boy go along with jesse,data/l2arctic/MBMPS/wav/arctic_a0533.wav,MBMPS,Spanish,F,don't ham. can your boy go alone with cheese?
but johannes could and did,data/l2arctic/MBMPS/wav/arctic_a0534.wav,MBMPS,Spanish,F,but your hands scored and did.
a new preacher and a new doctrine come to jerusalem,data/l2arctic/MBMPS/wav/arctic_a0535.wav,MBMPS,Spanish,F,a new preacher and a new doctrine came to jerusalem.
he would destroy all things that are fixed,data/l2arctic/MBMPS/wav/arctic_a0536.wav,MBMPS,Spanish,F,he would destroy all things that are fixed.
he was an enthusiast and a desert dweller,data/l2arctic/MBMPS/wav/arctic_a0537.wav,MBMPS,Spanish,F,he was an enthusiast and a desert doler.
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/MBMPS/wav/arctic_a0538.wav,MBMPS,Spanish,F,what pascal blempsed with the vision of a seer? i have lived.
i should like to engage just for one whole life in that,data/l2arctic/MBMPS/wav/arctic_a0539.wav,MBMPS,Spanish,F,i should like to engage just for one whole life in that.
yea so are all the lesser animals of today clean,data/l2arctic/MBMPS/wav/arctic_a0540.wav,MBMPS,Spanish,F,yee. so are all the leaser animals of today clean.
the warden with a quart of champagne,data/l2arctic/MBMPS/wav/arctic_a0541.wav,MBMPS,Spanish,F,the warden with a cord of champagne.
without a doubt some of them have dinner engagements,data/l2arctic/MBMPS/wav/arctic_a0542.wav,MBMPS,Spanish,F,"without a doubt, some of them have thinner engagements."
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/MBMPS/wav/arctic_a0543.wav,MBMPS,Spanish,F,i had been born with no organic chemical predisposition toward alcohol.
the italian rancho was a bachelor establishment,data/l2arctic/MBMPS/wav/arctic_a0545.wav,MBMPS,Spanish,F,the italian rancho was a bachelor establishment.
i lost my balance and pitched head foremost into the ooze,data/l2arctic/MBMPS/wav/arctic_a0546.wav,MBMPS,Spanish,F,i lost my balance and pitched head foremost into the o's.
men like joe goose dated existence from drunk to drunk,data/l2arctic/MBMPS/wav/arctic_a0547.wav,MBMPS,Spanish,F,mangligeo goes dated existence from drunk to drunk.
also churches and preachers i had never known,data/l2arctic/MBMPS/wav/arctic_a0548.wav,MBMPS,Spanish,F,"also, churches and preachers i had never known."
do you know that we weigh every pound of coal we burn,data/l2arctic/MBMPS/wav/arctic_a0549.wav,MBMPS,Spanish,F,do you know that we weigh every pound of coal we burn?
this also became part of the daily schedule,data/l2arctic/MBMPS/wav/arctic_a0550.wav,MBMPS,Spanish,F,this also became part of the daily schedule.!
all an appearance can know is mirage,data/l2arctic/MBMPS/wav/arctic_a0551.wav,MBMPS,Spanish,F,all an appearance gangno is mirage.!
yet he dreams he is immortal i argue feebly,data/l2arctic/MBMPS/wav/arctic_a0552.wav,MBMPS,Spanish,F,yet he dreamed he is immortal. i argue feebly.!
i am writing these lines in honolulu hawaii,data/l2arctic/MBMPS/wav/arctic_a0553.wav,MBMPS,Spanish,F,"i am writing these lines in honolulu, hawaii.!"
jack london waikiki beach honolulu oahu,data/l2arctic/MBMPS/wav/arctic_a0554.wav,MBMPS,Spanish,F,"jack london, wakykey beach, honolulu, oahu.!"
jerry was so secure in his nook that he did not roll away,data/l2arctic/MBMPS/wav/arctic_a0555.wav,MBMPS,Spanish,F,jerry was so secure in his nuke that he did not roll away.!
why hes bought forty pounds of goods from you already,data/l2arctic/MBMPS/wav/arctic_a0556.wav,MBMPS,Spanish,F,why? he's brought 40 pounds of goods from you already.!
the last refugee had passed,data/l2arctic/MBMPS/wav/arctic_a0557.wav,MBMPS,Spanish,F,the last refugee had passed.!
and the foundation stone of service in his case was obedience,data/l2arctic/MBMPS/wav/arctic_a0558.wav,MBMPS,Spanish,F,and the foundation stone of service in his case was obedience.!
peace be unto you and grace before the lord,data/l2arctic/MBMPS/wav/arctic_a0559.wav,MBMPS,Spanish,F,peace be unto you and grace before the lord.!
his mouth opened words shaped vainly on his lips,data/l2arctic/MBMPS/wav/arctic_a0560.wav,MBMPS,Spanish,F,"his mouth opened, words shaped, baindly on his lips.!"
they are not regular oyster pirates nicholas continued,data/l2arctic/MBMPS/wav/arctic_a0289.wav,MBMPS,Spanish,F,they are not regular oyster pirates. nicolas continued.!
he was pressing beyond the limits of his vocabulary,data/l2arctic/MBMPS/wav/arctic_a0306.wav,MBMPS,Spanish,F,he was pressing beyond the limits of his vocabulary.!
he considered the victory already his and stepped forward to the meat,data/l2arctic/MBMPS/wav/arctic_a0323.wav,MBMPS,Spanish,F,"he considered the victory already his, and stepped forward to the meat.!"
it was like the beating of hoofs,data/l2arctic/MBMPS/wav/arctic_a0340.wav,MBMPS,Spanish,F,it was like the beating of hoves.!
a month passed by and bonanza creek remained quiet,data/l2arctic/MBMPS/wav/arctic_a0357.wav,MBMPS,Spanish,F,amount pass by and bonanza creek remained quiet.!
but lifes worth more than cash she argued,data/l2arctic/MBMPS/wav/arctic_a0374.wav,MBMPS,Spanish,F,"but life's worth more than cash, she argued.!"
but he reconciled himself to it by an act of faith,data/l2arctic/MBMPS/wav/arctic_a0391.wav,MBMPS,Spanish,F,but he reconciled himself to it by an act of aid.!
the eldorado emptied its occupants into the street to see the test,data/l2arctic/MBMPS/wav/arctic_a0408.wav,MBMPS,Spanish,F,the elderado emptied its occupants into the street to see the test.!
otherwise no restriction is put upon their seafaring,data/l2arctic/MBMPS/wav/arctic_a0425.wav,MBMPS,Spanish,F,"otherwise, no restrictions is put upon their c-faring.!"
you live on an income which your father earned,data/l2arctic/MBMPS/wav/arctic_a0442.wav,MBMPS,Spanish,F,you leave on an income which your father earned.!
theres too much of the schoolboy in me,data/l2arctic/MBMPS/wav/arctic_a0459.wav,MBMPS,Spanish,F,there's too much of this cool boy in me.!
at this moment i felt a stir at my shoulder,data/l2arctic/MBMPS/wav/arctic_a0476.wav,MBMPS,Spanish,F,"at this moment, i fell as dear at my shoulder.!"
the boy obrien was specially maltreated,data/l2arctic/MBMPS/wav/arctic_a0493.wav,MBMPS,Spanish,F,the boy o'brien was specially maltreated.!
much more ernest told them of themselves and of his disillusionment,data/l2arctic/MBMPS/wav/arctic_a0510.wav,MBMPS,Spanish,F,much more earnest told them of themselves and of his disillusionment.!
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/MBMPS/wav/arctic_a0527.wav,MBMPS,Spanish,F,the lush vegetation of that shelter it spot makes a natural shield.!
what the flaming,data/l2arctic/MBMPS/wav/arctic_a0562.wav,MBMPS,Spanish,F,what the flaming?!
missus mcfees jaws brought together with a snap,data/l2arctic/MBMPS/wav/arctic_a0563.wav,MBMPS,Spanish,F,"mrs. mcfeeze, joel, brought together with a snap.!"
then it is as i said womble announced with finality,data/l2arctic/MBMPS/wav/arctic_a0564.wav,MBMPS,Spanish,F,"then it is, as i said, womble announced with finality.!"
with them were indians also three other men,data/l2arctic/MBMPS/wav/arctic_a0565.wav,MBMPS,Spanish,F,"with them were indians, also three other men.!"
dennins hands were released long enough for him to sign the document,data/l2arctic/MBMPS/wav/arctic_a0566.wav,MBMPS,Spanish,F,the nin's hands were released long enough for him to sign the document.!
now irvine was a man of impulse a poet,data/l2arctic/MBMPS/wav/arctic_a0567.wav,MBMPS,Spanish,F,"now, our being was the men of impulse, a poet.!"
he was just bursting with joy joy over what,data/l2arctic/MBMPS/wav/arctic_a0568.wav,MBMPS,Spanish,F,he was just resting with joy. joy over what?
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/MBMPS/wav/arctic_a0569.wav,MBMPS,Spanish,F,"at lake linderman, i had one canoe, a very good peter-born canoe."
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/MBMPS/wav/arctic_a0570.wav,MBMPS,Spanish,F,"behind himalay, the thousand years long road across all siberia and russia."
he had forgotten to build a fire and thaw out,data/l2arctic/MBMPS/wav/arctic_a0571.wav,MBMPS,Spanish,F,he had forgotten to build a fire and throw out.
i never saw anything like her in my life,data/l2arctic/MBMPS/wav/arctic_a0572.wav,MBMPS,Spanish,F,i never saw anything like her in my life.
there was no law on the yukon save what they made for themselves,data/l2arctic/MBMPS/wav/arctic_a0573.wav,MBMPS,Spanish,F,"there was no law on the yukon safe, what they made for themselves."
good business man curly obrien was saying,data/l2arctic/MBMPS/wav/arctic_a0574.wav,MBMPS,Spanish,F,"good businessmen, curly o'brien was saying."
there werent any missions and he was the man to know,data/l2arctic/MBMPS/wav/arctic_a0575.wav,MBMPS,Spanish,F,there weren't any missions and he was the man to know.
and the big persian knew of his existence before he did of hers,data/l2arctic/MBMPS/wav/arctic_a0576.wav,MBMPS,Spanish,F,and the big person knew of his existence before he did of hers.
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/MBMPS/wav/arctic_a0577.wav,MBMPS,Spanish,F,"once the jews' harp began emitting its barbaric rhythms, michael was helpless."
there was the emma louisa,data/l2arctic/MBMPS/wav/arctic_a0579.wav,MBMPS,Spanish,F,there was the emma luisa.
this is my fifth voyage,data/l2arctic/MBMPS/wav/arctic_a0580.wav,MBMPS,Spanish,F,this is my fifth voyage.
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/MBMPS/wav/arctic_a0581.wav,MBMPS,Spanish,F,it was this proposition that started the big idea in the outrest mind.
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/MBMPS/wav/arctic_a0582.wav,MBMPS,Spanish,F,dao tree elaborated on the counting trick by bringing cocky along.
enjoy it he did but principally for stewards sake,data/l2arctic/MBMPS/wav/arctic_a0583.wav,MBMPS,Spanish,F,"enjoy it he did, but principally for stuart's sake."
i have long noted your thirst unquenchable,data/l2arctic/MBMPS/wav/arctic_a0584.wav,MBMPS,Spanish,F,i have long noted your thirst and quenchable.
wonder if hes a lion dog charles suggested,data/l2arctic/MBMPS/wav/arctic_a0585.wav,MBMPS,Spanish,F,"wonder if he's lion dog, charles suggested."
we dont see ourselves as foolish,data/l2arctic/MBMPS/wav/arctic_a0586.wav,MBMPS,Spanish,F,we don't see ourselves as foolish.
he had comparatively no advantages at first,data/l2arctic/MBMPS/wav/arctic_a0587.wav,MBMPS,Spanish,F,he had comparatively no advantages at first.
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/MBMPS/wav/arctic_a0588.wav,MBMPS,Spanish,F,he had proved it today with his amateurish and sophomoreique production.
i was sick once typhoid,data/l2arctic/MBMPS/wav/arctic_a0589.wav,MBMPS,Spanish,F,"i will seek once, thy foyd."
in a way he is my protege,data/l2arctic/MBMPS/wav/arctic_a0590.wav,MBMPS,Spanish,F,"in a way, he is my prodigy."
we are both children together,data/l2arctic/MBMPS/wav/arctic_a0591.wav,MBMPS,Spanish,F,we are both children together.
its only his indigestion i find fault with,data/l2arctic/MBMPS/wav/arctic_a0592.wav,MBMPS,Spanish,F,it's only his indigestion i find fault with.
shed make a good wife for the cashier,data/l2arctic/MBMPS/wav/arctic_a0593.wav,MBMPS,Spanish,F,she'd make a good wife for the cashier.
gad do i remember it,data/l2arctic/MBMPS/wav/arctic_b0001.wav,MBMPS,Spanish,F,"god, do i remember it?"
i can see that knife now,data/l2arctic/MBMPS/wav/arctic_b0003.wav,MBMPS,Spanish,F,i can see that knife now.
when i cant see beauty in woman i want to die,data/l2arctic/MBMPS/wav/arctic_b0004.wav,MBMPS,Spanish,F,"when i can see beauty in women, i want to die."
his slim fingers closed like steel about philips,data/l2arctic/MBMPS/wav/arctic_b0005.wav,MBMPS,Spanish,F,his limb fingers closed like steel about phalips.
he seized gregson by the arm and led him to the door,data/l2arctic/MBMPS/wav/arctic_b0006.wav,MBMPS,Spanish,F,he seized gregson by the arm and led him to the door.
hear the indian dogs wailing down at churchill,data/l2arctic/MBMPS/wav/arctic_b0007.wav,MBMPS,Spanish,F,here the indian dogs wailing down at churchill.
burke himself had criticized it because of the smile,data/l2arctic/MBMPS/wav/arctic_b0008.wav,MBMPS,Spanish,F,burke himself had criticized it because of the smile.
id say there was going to be a glorious scrap,data/l2arctic/MBMPS/wav/arctic_b0009.wav,MBMPS,Spanish,F,i'd say there was going to be a glorious scrap.
he turned the map to gregson pointing with his finger,data/l2arctic/MBMPS/wav/arctic_b0010.wav,MBMPS,Spanish,F,"he turned the map to gregson, pointing with his finger."
his eyes never took themselves for an instant from his companions face,data/l2arctic/MBMPS/wav/arctic_b0011.wav,MBMPS,Spanish,F,his eyes never took themselves for an instant from his companion's face.
something that whittemore had not yet said thrilled him,data/l2arctic/MBMPS/wav/arctic_b0012.wav,MBMPS,Spanish,F,something that whitmore had not yet said thrilled him.
lakes and rivers hundreds of them thousands of them,data/l2arctic/MBMPS/wav/arctic_b0013.wav,MBMPS,Spanish,F,lakes and rivers hundreds of them thousands of them
whitefish gregson whitefish and trout,data/l2arctic/MBMPS/wav/arctic_b0014.wav,MBMPS,Spanish,F,"white fish, gregson, white fish and troll."
they robbed me a few years later,data/l2arctic/MBMPS/wav/arctic_b0015.wav,MBMPS,Spanish,F,they robbed me a few years later.
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/MBMPS/wav/arctic_b0016.wav,MBMPS,Spanish,F,he chuckled as he pulled out his pipe and began filling it.
everything was working smoothly better than i had expected,data/l2arctic/MBMPS/wav/arctic_b0017.wav,MBMPS,Spanish,F,"everything was working smoothly, better than i had expected."
i was completely lost in my work,data/l2arctic/MBMPS/wav/arctic_b0018.wav,MBMPS,Spanish,F,i was completely lost in my work.
he made no reply as he waited for whittemore to continue,data/l2arctic/MBMPS/wav/arctic_b0020.wav,MBMPS,Spanish,F,he made no reply as he waited for whitmore to continue.
philip dropped back into his chair,data/l2arctic/MBMPS/wav/arctic_b0021.wav,MBMPS,Spanish,F,philip dropped back into his chair.
if i was out of the game it would be easily made,data/l2arctic/MBMPS/wav/arctic_b0022.wav,MBMPS,Spanish,F,"if i was out of the game, it would be easily made."
macdougall my engineer believes it,data/l2arctic/MBMPS/wav/arctic_b0023.wav,MBMPS,Spanish,F,"macdougall, my engineer, believes it."
it is growing every day every hour,data/l2arctic/MBMPS/wav/arctic_b0024.wav,MBMPS,Spanish,F,"it is growing every day, every hour."
now you understand,data/l2arctic/MBMPS/wav/arctic_b0025.wav,MBMPS,Spanish,F,now you understand.
you have associated with some of these men,data/l2arctic/MBMPS/wav/arctic_b0026.wav,MBMPS,Spanish,F,you have associated with some of this men.
and theres no chivalry no quarter shown in this fight,data/l2arctic/MBMPS/wav/arctic_b0027.wav,MBMPS,Spanish,F,and there is no sheba-lry. no quarter show in this fight.
lord fitzhugh is the key to the whole situation,data/l2arctic/MBMPS/wav/arctic_b0028.wav,MBMPS,Spanish,F,lord fits you is the key to the whole situation.
all operations have been carried on from montreal and toronto,data/l2arctic/MBMPS/wav/arctic_b0029.wav,MBMPS,Spanish,F,all operations have been carried on from montreal and toronto.
gregson held a lighted match until it burnt his fingertips,data/l2arctic/MBMPS/wav/arctic_b0030.wav,MBMPS,Spanish,F,gregson held a lighted match until it burned his finger tips.
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/MBMPS/wav/arctic_b0031.wav,MBMPS,Spanish,F,gregson had seated himself under the lamp and was sharpening a pencil.
he caught himself with a jerk,data/l2arctic/MBMPS/wav/arctic_b0032.wav,MBMPS,Spanish,F,he cout himself with a jerk.
how does your wager look now,data/l2arctic/MBMPS/wav/arctic_b0033.wav,MBMPS,Spanish,F,how does your wager look now?
he confessed that the sketch had startled him,data/l2arctic/MBMPS/wav/arctic_b0034.wav,MBMPS,Spanish,F,he confessed that the sketch had startled him.
after all the picture was only a resemblance,data/l2arctic/MBMPS/wav/arctic_b0035.wav,MBMPS,Spanish,F,"after all, the picture was only a resembles."
philip knew that she was not an indian,data/l2arctic/MBMPS/wav/arctic_b0037.wav,MBMPS,Spanish,F,philip knew that she was not an indian.
in her haste to get away she had forgotten these things,data/l2arctic/MBMPS/wav/arctic_b0038.wav,MBMPS,Spanish,F,in her haste to get ways she had forgotten these things.
philip took a step toward gregson half determined to awaken him,data/l2arctic/MBMPS/wav/arctic_b0039.wav,MBMPS,Spanish,F,"philip took a step toward gregson, half determined to awoke in him."
the thought set his blood tingling,data/l2arctic/MBMPS/wav/arctic_b0040.wav,MBMPS,Spanish,F,the third said his blood tingling.
but if pierre did not return until tomorrow,data/l2arctic/MBMPS/wav/arctic_b0041.wav,MBMPS,Spanish,F,but if pierre did not return until tomorrow?
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/MBMPS/wav/arctic_b0042.wav,MBMPS,Spanish,F,ten minutes had not elapsed since he had dropped the handkerchief.
it wont be for sale,data/l2arctic/MBMPS/wav/arctic_b0043.wav,MBMPS,Spanish,F,it won't be for sale.
for a few moments he ate in silence,data/l2arctic/MBMPS/wav/arctic_b0044.wav,MBMPS,Spanish,F,for a few moments he ate in silence.
philip did not pursue the subject,data/l2arctic/MBMPS/wav/arctic_b0045.wav,MBMPS,Spanish,F,philip did not pursue the subject.
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/MBMPS/wav/arctic_b0046.wav,MBMPS,Spanish,F,philip produced a couple of cigars and took a chair opposite him.
suppose you saw me at work through the window,data/l2arctic/MBMPS/wav/arctic_b0047.wav,MBMPS,Spanish,F,suppose you saw me at the work through the window.
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/MBMPS/wav/arctic_b0048.wav,MBMPS,Spanish,F,he looked like one who had passed through an uncomfortable hour or two.
there was nothing more except a large ink blot under the words,data/l2arctic/MBMPS/wav/arctic_b0049.wav,MBMPS,Spanish,F,there was nothing more except a large in blood under the words.
all this day gregson remained in the cabin,data/l2arctic/MBMPS/wav/arctic_b0050.wav,MBMPS,Spanish,F,all these day greg some remained in the cabin.
the sixth day he spent in the cabin with gregson,data/l2arctic/MBMPS/wav/arctic_b0051.wav,MBMPS,Spanish,F,the sixth day he spent in the cabin with gregson.
the flush was gone from her face,data/l2arctic/MBMPS/wav/arctic_b0052.wav,MBMPS,Spanish,F,the flush was gone from her face.
he understood the meaning of the look,data/l2arctic/MBMPS/wav/arctic_b0054.wav,MBMPS,Spanish,F,he understood the meaning of the lord.
she was even more beautiful than when i saw her before,data/l2arctic/MBMPS/wav/arctic_b0055.wav,MBMPS,Spanish,F,she was even more beautiful than when i saw her before.
ill give a thousand if you produce her retorted gregson,data/l2arctic/MBMPS/wav/arctic_b0056.wav,MBMPS,Spanish,F,"i'll be giving a thousand if you produce her. retorted, gregson."
they have won popular sentiment through the newspapers,data/l2arctic/MBMPS/wav/arctic_b0057.wav,MBMPS,Spanish,F,they have won popular sentiment through the newspaper.
we must achieve our own salvation,data/l2arctic/MBMPS/wav/arctic_b0058.wav,MBMPS,Spanish,F,we must achieve our own salvation.
in moments of mental energy philip was restless,data/l2arctic/MBMPS/wav/arctic_b0059.wav,MBMPS,Spanish,F,"in moments of mental energy, philips was restless."
he would keep his faith with gregson for the promised day or two,data/l2arctic/MBMPS/wav/arctic_b0060.wav,MBMPS,Spanish,F,he would keep his faith with gregson for the promised day or two.
something about it seemed to fascinate him to challenge his presence,data/l2arctic/MBMPS/wav/arctic_b0061.wav,MBMPS,Spanish,F,"something about it seemed to fascinate him, to challenge his presence."
now it was missing from the wall,data/l2arctic/MBMPS/wav/arctic_b0062.wav,MBMPS,Spanish,F,now it was missing from the wall.
he boiled himself some coffee and sat down to wait,data/l2arctic/MBMPS/wav/arctic_b0063.wav,MBMPS,Spanish,F,he boiled himself some coffee and sat down to wait.
im going down there with you and im going to fight,data/l2arctic/MBMPS/wav/arctic_b0064.wav,MBMPS,Spanish,F,i'm going down there with you. i'm going to fight.
now have you got anything to say against me mister philip,data/l2arctic/MBMPS/wav/arctic_b0065.wav,MBMPS,Spanish,F,"now have you got anything to say against me, mr. philip?"
if i meet her again i shall apologize said eileen,data/l2arctic/MBMPS/wav/arctic_b0066.wav,MBMPS,Spanish,F,"if i meet her again, i shall apologize. said eileen."
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/MBMPS/wav/arctic_b0067.wav,MBMPS,Spanish,F,below him the shadow was broken into a pool of re-pling starlight.
only the chance sound had led him to observe them,data/l2arctic/MBMPS/wav/arctic_b0068.wav,MBMPS,Spanish,F,only the chance sound had led him to have served them.
could the incident have anything to do with jeanne and pierre,data/l2arctic/MBMPS/wav/arctic_b0069.wav,MBMPS,Spanish,F,could they incident have anything to do with janine and pier?
there was no answer from the other side,data/l2arctic/MBMPS/wav/arctic_b0071.wav,MBMPS,Spanish,F,there was no answer from the other side.
then he hastened on as pierre had guided him,data/l2arctic/MBMPS/wav/arctic_b0072.wav,MBMPS,Spanish,F,"then he has turned on, as pierre had guided him."
with these arguments he convinced himself that he should go on alone,data/l2arctic/MBMPS/wav/arctic_b0073.wav,MBMPS,Spanish,F,"with these arguments, he convinced himself that he should go on alone."
yet behind them there was another and more powerful motive,data/l2arctic/MBMPS/wav/arctic_b0074.wav,MBMPS,Spanish,F,"yet behind them, there was another and more powerful motive."
in that case he could not miss them if he used caution,data/l2arctic/MBMPS/wav/arctic_b0075.wav,MBMPS,Spanish,F,"in that case, he could not miss them if he used caution."
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/MBMPS/wav/arctic_b0076.wav,MBMPS,Spanish,F,"before philip could recover himself, janine's startled guards were upon him."
it is the nearest refuge,data/l2arctic/MBMPS/wav/arctic_b0077.wav,MBMPS,Spanish,F,it is the nearest refuge.!
there was pride and strength the ring of triumph in his voice,data/l2arctic/MBMPS/wav/arctic_b0078.wav,MBMPS,Spanish,F,"there was pride and strength, the ring of triumph in his voice.!"
the truth of it set jeanne quivering,data/l2arctic/MBMPS/wav/arctic_b0079.wav,MBMPS,Spanish,F,the truth of it said janine quivering.!
tomorrow it will be strong enough for you to stand upon,data/l2arctic/MBMPS/wav/arctic_b0080.wav,MBMPS,Spanish,F,tomorrow it will be strong enough for you to stand up on.!
you were going to leave after you saw me on the rock,data/l2arctic/MBMPS/wav/arctic_b0081.wav,MBMPS,Spanish,F,you were going to leave after you saw me on the rock.!
he bit his tongue and cursed himself at this fresh break,data/l2arctic/MBMPS/wav/arctic_b0082.wav,MBMPS,Spanish,F,he beat his tongue and cursed himself at this fresh break.!
in it there was something that was almost tragedy,data/l2arctic/MBMPS/wav/arctic_b0083.wav,MBMPS,Spanish,F,in it there was something that was almost tragedy.!
your face is red with blood,data/l2arctic/MBMPS/wav/arctic_b0084.wav,MBMPS,Spanish,F,your face is red with blood.!
her eyes smiled truth at him as he came up the bank,data/l2arctic/MBMPS/wav/arctic_b0085.wav,MBMPS,Spanish,F,her eyes smile through at him as he came up the bank.!
he can care for himself,data/l2arctic/MBMPS/wav/arctic_b0086.wav,MBMPS,Spanish,F,he can care for himself.!
until i die he exclaimed,data/l2arctic/MBMPS/wav/arctic_b0088.wav,MBMPS,Spanish,F,"until i die, he exclaimed.!"
her beautiful hair was done up in shining coils,data/l2arctic/MBMPS/wav/arctic_b0089.wav,MBMPS,Spanish,F,her beautiful hair was done up in shining coils.!
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/MBMPS/wav/arctic_b0090.wav,MBMPS,Spanish,F,the churchill narrowed and its current became sweeter as they progressed.!
for a full half minute jeanne looked at him without speaking,data/l2arctic/MBMPS/wav/arctic_b0091.wav,MBMPS,Spanish,F,"for a full half minute, janine looked at him without speaking.!"
i want to die in it,data/l2arctic/MBMPS/wav/arctic_b0092.wav,MBMPS,Spanish,F,i want to die in it.!
darkness hid him from jeanne,data/l2arctic/MBMPS/wav/arctic_b0093.wav,MBMPS,Spanish,F,darkness hit him from janine.!
and yet if she came he had no words to say,data/l2arctic/MBMPS/wav/arctic_b0094.wav,MBMPS,Spanish,F,and yet if she came he had no words to say.!
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/MBMPS/wav/arctic_b0095.wav,MBMPS,Spanish,F,he heard a sound which brought him quickly into consciousness of day.!
within himself he called it no longer his own,data/l2arctic/MBMPS/wav/arctic_b0096.wav,MBMPS,Spanish,F,"within himself, he called it no longer his own.!"
besides that noise makes me deaf,data/l2arctic/MBMPS/wav/arctic_b0097.wav,MBMPS,Spanish,F,"besides, that noise makes me deaf.!"
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/MBMPS/wav/arctic_b0098.wav,MBMPS,Spanish,F,philip looked back from the crest and saw janine leaning over the canoe.!
fifty yards ahead of her were the first of the rocks,data/l2arctic/MBMPS/wav/arctic_b0099.wav,MBMPS,Spanish,F,50 yards ahead of her where the first of the rocks.!
there was one chance and only one of saving jeanne,data/l2arctic/MBMPS/wav/arctic_b0100.wav,MBMPS,Spanish,F,there was one chance and only one of saving janine.!
youre a devil for fighting and will surely win,data/l2arctic/MBMPS/wav/arctic_b0101.wav,MBMPS,Spanish,F,you are a devil for fighting and will surely win.!
ill only be in the way,data/l2arctic/MBMPS/wav/arctic_b0102.wav,MBMPS,Spanish,F,i'll only be in the way.!
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/MBMPS/wav/arctic_b0103.wav,MBMPS,Spanish,F,he lifted his eyes and a strange cry brost from his lips.!
i know that you are in charge there and jeanne knows,data/l2arctic/MBMPS/wav/arctic_b0105.wav,MBMPS,Spanish,F,i know that you are in charge there. and janine knows.!
for a full minute the two men stared into each others face,data/l2arctic/MBMPS/wav/arctic_b0106.wav,MBMPS,Spanish,F,for a full minute the two men stared into each other's face.!
he was sure now of but few things,data/l2arctic/MBMPS/wav/arctic_b0107.wav,MBMPS,Spanish,F,he was sure now. all but few things.!
it was a miracle and i owe you my life,data/l2arctic/MBMPS/wav/arctic_b0108.wav,MBMPS,Spanish,F,it was a miracle and i owe you my life.!
philip ate lightly of the food which pierre had ready for him,data/l2arctic/MBMPS/wav/arctic_b0109.wav,MBMPS,Spanish,F,philip ate likely of the food which pierre had ready for him.!
such men believe when they come together,data/l2arctic/MBMPS/wav/arctic_b0110.wav,MBMPS,Spanish,F,such men believe when they come together.!
the journey was continued at dawn,data/l2arctic/MBMPS/wav/arctic_b0111.wav,MBMPS,Spanish,F,the journey was continued at dawn.
jeanne and pierre both gazed toward the great rock,data/l2arctic/MBMPS/wav/arctic_b0112.wav,MBMPS,Spanish,F,janine and pierre both gazed towards the great rock.
there was something pathetic in the girls attitude now,data/l2arctic/MBMPS/wav/arctic_b0113.wav,MBMPS,Spanish,F,there was something pathetic in the girl's attitude now.
he moved his position and the illusion was gone,data/l2arctic/MBMPS/wav/arctic_b0114.wav,MBMPS,Spanish,F,he moved his position and the illusion was gone.
for two hours not a word passed between them,data/l2arctic/MBMPS/wav/arctic_b0115.wav,MBMPS,Spanish,F,for two hours not a word passed between them.
i have hunted along this ridge replied philip,data/l2arctic/MBMPS/wav/arctic_b0116.wav,MBMPS,Spanish,F,"i have hunted along this ridge, replied philip."
thats thorpes said the young engineer,data/l2arctic/MBMPS/wav/arctic_b0117.wav,MBMPS,Spanish,F,that's trump is said the young engineer.
