transcription,path_to_audio,speaker_id,native_language,gender,wav2vec2_base_transcriptions
blood was oozing slowly from the wounded mans right breast,data/l2arctic/PNV/wav/arctic_b0126.wav,PNV,Vietnamese,F,blood was oosing slowly from the wounded man's ripe breast
he destroyed everything that had belonged to the woman,data/l2arctic/PNV/wav/arctic_b0127.wav,PNV,Vietnamese,F,he destroyed everything that had belonged to the woman
philip bent low over pierre,data/l2arctic/PNV/wav/arctic_b0128.wav,PNV,Vietnamese,F,philip bent lo oval pier
did thorpe go to see any one in churchill,data/l2arctic/PNV/wav/arctic_b0129.wav,PNV,Vietnamese,F,thi thougp go to see anyone in jetu
she saw the answer in his face,data/l2arctic/PNV/wav/arctic_b0130.wav,PNV,Vietnamese,F,she saw the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/PNV/wav/arctic_b0131.wav,PNV,Vietnamese,F,falt and his man well to destroy this cam and kill you
there is no need of further detail now for you can understand,data/l2arctic/PNV/wav/arctic_b0132.wav,PNV,Vietnamese,F,there's no need of further detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/PNV/wav/arctic_b0133.wav,PNV,Vietnamese,F,there followed a roar that shook the earth
blind with rage he darted in,data/l2arctic/PNV/wav/arctic_b0134.wav,PNV,Vietnamese,F,blind with rage he darted in
in it was the joy of life,data/l2arctic/PNV/wav/arctic_b0135.wav,PNV,Vietnamese,F,in it weres the joy of life
swiftly his eyes measured the situation,data/l2arctic/PNV/wav/arctic_b0136.wav,PNV,Vietnamese,F,swiftly his eyes masured he situation
but this little defect did not worry him,data/l2arctic/PNV/wav/arctic_b0137.wav,PNV,Vietnamese,F,but this little defect did not worry et him
together they ate the rabbit,data/l2arctic/PNV/wav/arctic_b0139.wav,PNV,Vietnamese,F,together they ate the rabbit
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/PNV/wav/arctic_b0140.wav,PNV,Vietnamese,F,they eged nearer and stood shouted to shoutef facing word
it was beating and waiting in the ambush of those black pits,data/l2arctic/PNV/wav/arctic_b0141.wav,PNV,Vietnamese,F,it was beating and waiting in the ambush of those black pits
something vastly more thrilling had come into it now,data/l2arctic/PNV/wav/arctic_b0142.wav,PNV,Vietnamese,F,something vasly more throling had come into it now
it took him half an hour to reach the edge of it,data/l2arctic/PNV/wav/arctic_b0143.wav,PNV,Vietnamese,F,it took him half an hour to reach the edge of it
but there was no longer the mother yearning in his heart,data/l2arctic/PNV/wav/arctic_b0144.wav,PNV,Vietnamese,F,but there was no longer the mother yearning in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/PNV/wav/arctic_b0145.wav,PNV,Vietnamese,F,besides had he not whipped the big our in the forest
after all it was simply a mistake in judgment,data/l2arctic/PNV/wav/arctic_b0146.wav,PNV,Vietnamese,F,after all it was simply a mistake in judgment
had it struck squarely it would have killed him,data/l2arctic/PNV/wav/arctic_b0147.wav,PNV,Vietnamese,F,head i struck swarely it would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/PNV/wav/arctic_b0148.wav,PNV,Vietnamese,F,te indian even pop his thick into the thick growl spruce
pebbles and dirt flew along with hair and fur,data/l2arctic/PNV/wav/arctic_b0149.wav,PNV,Vietnamese,F,pepples and dirt flew along with hair and fur
and he was filled with a strange and foreboding fear,data/l2arctic/PNV/wav/arctic_b0150.wav,PNV,Vietnamese,F,and he was fute with a strange and foreboding fear
it was steel a fisher trap,data/l2arctic/PNV/wav/arctic_b0151.wav,PNV,Vietnamese,F,it was theo a fisha trap
ow a wild dog he growled,data/l2arctic/PNV/wav/arctic_b0152.wav,PNV,Vietnamese,F,owl a why dog he growled
he was a pariah a wanderer without a friend or a home,data/l2arctic/PNV/wav/arctic_b0153.wav,PNV,Vietnamese,F,he was a pariah a wanderer withou a friend on a home
that is the strange part of it,data/l2arctic/PNV/wav/arctic_b0154.wav,PNV,Vietnamese,F,that is the strange part of it
for that reason le beau had chosen him to fight the big fight,data/l2arctic/PNV/wav/arctic_b0156.wav,PNV,Vietnamese,F,for that reason le bou had chosen him to fight the big fight
in the crib the baby sat up and began to prattle,data/l2arctic/PNV/wav/arctic_b0157.wav,PNV,Vietnamese,F,in the crib the baby sat up and began to prattle
she obeyed shrinking back with the baby in her arms,data/l2arctic/PNV/wav/arctic_b0158.wav,PNV,Vietnamese,F,she obeyed shrinking back with a baby in lamps
his teeth shut with a last click,data/l2arctic/PNV/wav/arctic_b0159.wav,PNV,Vietnamese,F,his teeth shut with a last click
it was over when he made his way through the ring of spectators,data/l2arctic/PNV/wav/arctic_b0160.wav,PNV,Vietnamese,F,it was over when he made his way through the ring of spectators
in a flash he was on his feet facing him,data/l2arctic/PNV/wav/arctic_b0161.wav,PNV,Vietnamese,F,in a flash he was on his feet facing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/PNV/wav/arctic_b0162.wav,PNV,Vietnamese,F,he thought he saw a shudder pass through the fectors showers
the moon had already begun its westward decline,data/l2arctic/PNV/wav/arctic_b0163.wav,PNV,Vietnamese,F,the moon had already begun its westwar decline
they laughed like two happy children,data/l2arctic/PNV/wav/arctic_b0164.wav,PNV,Vietnamese,F,they laughed like two happy tudron
he pulled and the log crashed down to break his back,data/l2arctic/PNV/wav/arctic_b0165.wav,PNV,Vietnamese,F,he pooned and a lock crashed down to break his back
fast but endure,data/l2arctic/PNV/wav/arctic_b0166.wav,PNV,Vietnamese,F,fast but in due
a little before dawn of the day following the fire relief came,data/l2arctic/PNV/wav/arctic_b0167.wav,PNV,Vietnamese,F,a little before dawn of the day following the firy lief came
the indian felt the worship of her warm in his heart,data/l2arctic/PNV/wav/arctic_b0168.wav,PNV,Vietnamese,F,the indian feilt the wortship of her warm in his heart
he drew in a deep breath as he looked at them,data/l2arctic/PNV/wav/arctic_b0169.wav,PNV,Vietnamese,F,he drew in a deep breath as he looked at them
then he shouted shut up,data/l2arctic/PNV/wav/arctic_b0170.wav,PNV,Vietnamese,F,then he shouted shut up
he changed his seat for a steamer reclining chair,data/l2arctic/PNV/wav/arctic_b0171.wav,PNV,Vietnamese,F,he changed his seat for a steamer reclining chair
to these he gave castor oil,data/l2arctic/PNV/wav/arctic_b0173.wav,PNV,Vietnamese,F,to these he gave casta oy
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/PNV/wav/arctic_b0174.wav,PNV,Vietnamese,F,hatred and murder and lust for revenge they possessed to overflowing
sheldon glanced at the thermometer,data/l2arctic/PNV/wav/arctic_b0175.wav,PNV,Vietnamese,F,shouten clans dat the thimometer
ill see to poor hughie,data/l2arctic/PNV/wav/arctic_b0176.wav,PNV,Vietnamese,F,i'll see to poor hugi
her gray eyes were flashing and her lips were quivering,data/l2arctic/PNV/wav/arctic_b0177.wav,PNV,Vietnamese,F,her gray eyes were flashing and her lips were quivering
also i want information,data/l2arctic/PNV/wav/arctic_b0178.wav,PNV,Vietnamese,F,also i want information
let them go out and eat with my boys,data/l2arctic/PNV/wav/arctic_b0179.wav,PNV,Vietnamese,F,let em go out and it with my boys
i i beg pardon he drawled,data/l2arctic/PNV/wav/arctic_b0180.wav,PNV,Vietnamese,F,ay i bet pardon he droared
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/PNV/wav/arctic_b0181.wav,PNV,Vietnamese,F,and you referred a cennibal eye ann a cateris belt
i was in new york when the crash came,data/l2arctic/PNV/wav/arctic_b0182.wav,PNV,Vietnamese,F,i was in new york when a crast came
no i did not fall among thieves,data/l2arctic/PNV/wav/arctic_b0183.wav,PNV,Vietnamese,F,no i did not fall among fits
such things in her brain were like so many oaths on her lips,data/l2arctic/PNV/wav/arctic_b0184.wav,PNV,Vietnamese,F,such things in her brain were like so many oars on her lips
your being wrecked here has been a godsend to me,data/l2arctic/PNV/wav/arctic_b0185.wav,PNV,Vietnamese,F,your being rect here hays been a gotsent to me
i cant go elsewhere by your own account,data/l2arctic/PNV/wav/arctic_b0186.wav,PNV,Vietnamese,F,i can't go elsewhere by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/PNV/wav/arctic_b0187.wav,PNV,Vietnamese,F,her achievements with cocoanucts were a revelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/PNV/wav/arctic_b0188.wav,PNV,Vietnamese,F,he glanced down at her haplessly and moistened his lips
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/PNV/wav/arctic_b0190.wav,PNV,Vietnamese,F,idealism let him too philosophic anarchy and his family frew himoff
he also contended that better confidence was established by carrying no weapons,data/l2arctic/PNV/wav/arctic_b0191.wav,PNV,Vietnamese,F,he also contented that better confidence was established by carrying no weapons
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/PNV/wav/arctic_b0192.wav,PNV,Vietnamese,F,outsiders are allowned five minute spitches the sick men urged
so was packards finish suicide,data/l2arctic/PNV/wav/arctic_b0193.wav,PNV,Vietnamese,F,so was pacats finish sucite
joan cried with shining eyes,data/l2arctic/PNV/wav/arctic_b0194.wav,PNV,Vietnamese,F,joanne cried with shining eyes
nobody knows how the natives got them,data/l2arctic/PNV/wav/arctic_b0195.wav,PNV,Vietnamese,F,nobody knows how te native's got them
how can you manage all alone mister young,data/l2arctic/PNV/wav/arctic_b0196.wav,PNV,Vietnamese,F,how can you manage all along mister young
the planters are already considering the matter,data/l2arctic/PNV/wav/arctic_b0197.wav,PNV,Vietnamese,F,the planters were already considering the matter
i use great trouble advisedly,data/l2arctic/PNV/wav/arctic_b0198.wav,PNV,Vietnamese,F,i use great trouble advisely
dear sir your second victim has fallen on schedule time,data/l2arctic/PNV/wav/arctic_b0199.wav,PNV,Vietnamese,F,dear sir your second vitim had fallen on scetyor time
we leave the eventuality to time and law,data/l2arctic/PNV/wav/arctic_b0200.wav,PNV,Vietnamese,F,we leave the eventuality to time and law
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/PNV/wav/arctic_b0201.wav,PNV,Vietnamese,F,i also understand that similar branch organizations how made the appearance in europe
society is shaken to its foundations,data/l2arctic/PNV/wav/arctic_b0202.wav,PNV,Vietnamese,F,society is shaken to its foundations
a month in australia would finish me,data/l2arctic/PNV/wav/arctic_b0203.wav,PNV,Vietnamese,F,a month in australia will finish me
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/PNV/wav/arctic_b0204.wav,PNV,Vietnamese,F,down frough te pufime weighted air flutterd the snow fluffs of the cottonwoods
you were destroying my life,data/l2arctic/PNV/wav/arctic_b0205.wav,PNV,Vietnamese,F,you will destroy my life
im as good as a man she urged,data/l2arctic/PNV/wav/arctic_b0207.wav,PNV,Vietnamese,F,i'm as good as a man she urged
you read the quotations in todays paper,data/l2arctic/PNV/wav/arctic_b0208.wav,PNV,Vietnamese,F,you read the cotateons into day's paper
hes terribly touchy about his black wards as he calls them,data/l2arctic/PNV/wav/arctic_b0209.wav,PNV,Vietnamese,F,his terribly touchy about his blackwards as he conse them
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/PNV/wav/arctic_b0210.wav,PNV,Vietnamese,F,whatever he guessed he locked away in the taboo room off naumi
this is eighteen eighty,data/l2arctic/PNV/wav/arctic_b0211.wav,PNV,Vietnamese,F,this is eighteen eighty
death is and has been ever since old maui died,data/l2arctic/PNV/wav/arctic_b0212.wav,PNV,Vietnamese,F,their thes and has been ever since old mai diet
some boy she laughed acquiescence,data/l2arctic/PNV/wav/arctic_b0213.wav,PNV,Vietnamese,F,some boy she laved achiessen
let us talk it over and find a way out,data/l2arctic/PNV/wav/arctic_b0214.wav,PNV,Vietnamese,F,let us talk it over and fight away outs
it is a good property and worth more than that,data/l2arctic/PNV/wav/arctic_b0215.wav,PNV,Vietnamese,F,it is a good property and worth more than that
i wish you were more adaptable joan retorted,data/l2arctic/PNV/wav/arctic_b0216.wav,PNV,Vietnamese,F,i wish you were more adoptable ju anne retorted
such is my passage engaged on the steamer,data/l2arctic/PNV/wav/arctic_b0217.wav,PNV,Vietnamese,F,such is my passage engaged on the steamer
the issue was not in doubt,data/l2arctic/PNV/wav/arctic_b0218.wav,PNV,Vietnamese,F,the issue was not in doubt
well there are better men in hawaii thats all,data/l2arctic/PNV/wav/arctic_b0219.wav,PNV,Vietnamese,F,well they are better men in a uai that's all
harry bancroft dave lied,data/l2arctic/PNV/wav/arctic_b0220.wav,PNV,Vietnamese,F,harry bancroft day flight
its a yankee joan cried,data/l2arctic/PNV/wav/arctic_b0221.wav,PNV,Vietnamese,F,is a yankee joann crit
he was the leader and tudor was his lieutenant,data/l2arctic/PNV/wav/arctic_b0222.wav,PNV,Vietnamese,F,he was the leader and tudor was it lieutenant
but to culture the revolution thus far had exhausted the junta,data/l2arctic/PNV/wav/arctic_b0224.wav,PNV,Vietnamese,F,but to couchiar the revolution thus far had exhausted the guntor
the president of the united states was his friend,data/l2arctic/PNV/wav/arctic_b0225.wav,PNV,Vietnamese,F,the president of the united states was his friend
your face was the personification of duplicity,data/l2arctic/PNV/wav/arctic_b0226.wav,PNV,Vietnamese,F,your face was the personification of dublicity
shorty turned to their employers,data/l2arctic/PNV/wav/arctic_b0227.wav,PNV,Vietnamese,F,sure re turn to them lawyers
you were engaged,data/l2arctic/PNV/wav/arctic_b0228.wav,PNV,Vietnamese,F,you were engaged
i saw it all myself and it was splendid,data/l2arctic/PNV/wav/arctic_b0229.wav,PNV,Vietnamese,F,i saw it all myself and it was splendid
now run along and tell them to hurry,data/l2arctic/PNV/wav/arctic_b0230.wav,PNV,Vietnamese,F,now run along and tell them to hurry
whats that grub thief got to do with it,data/l2arctic/PNV/wav/arctic_b0231.wav,PNV,Vietnamese,F,whilst that grew of fifth got to do with it
it was a superb picture,data/l2arctic/PNV/wav/arctic_b0232.wav,PNV,Vietnamese,F,it was a superb picture
so she said the irate skipper dashed on,data/l2arctic/PNV/wav/arctic_b0233.wav,PNV,Vietnamese,F,so she said the erasqipo dashed on
and watch out for wet feet was his parting advice,data/l2arctic/PNV/wav/arctic_b0234.wav,PNV,Vietnamese,F,and guataufol wet fit was his parting advice
raoul yelled in order to make himself heard,data/l2arctic/PNV/wav/arctic_b0235.wav,PNV,Vietnamese,F,raoul yeld in order to make himself hurt
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/PNV/wav/arctic_b0236.wav,PNV,Vietnamese,F,along was two hundred and fifty miles from the nearest land
they just lay off in the bush and plugged away,data/l2arctic/PNV/wav/arctic_b0237.wav,PNV,Vietnamese,F,they just lay off in the bush and blot away
the very thought of the effort to swim over was nauseating,data/l2arctic/PNV/wav/arctic_b0238.wav,PNV,Vietnamese,F,the very thought of the effort to swib over was nuseating
and there was a dog that barked,data/l2arctic/PNV/wav/arctic_b0239.wav,PNV,Vietnamese,F,and there was a dork that barked
bill lingered contemplating his work with artistic appreciation,data/l2arctic/PNV/wav/arctic_a0561.wav,PNV,Vietnamese,F,bew lingered contemplating his work with artistic appreciation
but well just postpone this,data/l2arctic/PNV/wav/arctic_a0578.wav,PNV,Vietnamese,F,but we of just postpon this
you got out by fighting and i through a pretty girl,data/l2arctic/PNV/wav/arctic_b0002.wav,PNV,Vietnamese,F,you got out by fighting and i frew of bridiger
his slim hands gripped the edges of the table,data/l2arctic/PNV/wav/arctic_b0019.wav,PNV,Vietnamese,F,his limb hands gripped the edges of the table
he wondered too where roscoe was,data/l2arctic/PNV/wav/arctic_b0036.wav,PNV,Vietnamese,F,he wonder too where rose cou was
that is why i am am rattled he laughed,data/l2arctic/PNV/wav/arctic_b0053.wav,PNV,Vietnamese,F,that is why i am am rattld he laughed
there was no chance to fire without hitting him,data/l2arctic/PNV/wav/arctic_b0070.wav,PNV,Vietnamese,F,there was no chance to fy without hidding him
they will search for us between their camp and churchill,data/l2arctic/PNV/wav/arctic_b0087.wav,PNV,Vietnamese,F,they will search for us between the camp and checu
shooting pains passed like flashes of electricity through his body,data/l2arctic/PNV/wav/arctic_b0104.wav,PNV,Vietnamese,F,shooding pens past life flashes of electricity through his body
i want my men to work by themselves,data/l2arctic/PNV/wav/arctic_b0121.wav,PNV,Vietnamese,F,i want my man to work by themselves
and then steadily he began to chew,data/l2arctic/PNV/wav/arctic_b0138.wav,PNV,Vietnamese,F,and then steadily he began to chew
his freshly caught furs he flung to the floor,data/l2arctic/PNV/wav/arctic_b0155.wav,PNV,Vietnamese,F,his freshy coart furze he's flung to the flow
on the far corner of the compound fence a hawk brooded,data/l2arctic/PNV/wav/arctic_b0172.wav,PNV,Vietnamese,F,on de far corner of the compound fence a hawk brudet
that is what distinguishes all of us from the lower animals,data/l2arctic/PNV/wav/arctic_b0189.wav,PNV,Vietnamese,F,thary is what distinguishes all of us from lower animals
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/PNV/wav/arctic_b0206.wav,PNV,Vietnamese,F,horses and rifles had been her toys camped and railed her nursery
the women they carried away with them to the big valley,data/l2arctic/PNV/wav/arctic_b0241.wav,PNV,Vietnamese,F,the women they carry away with them to the big valet
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/PNV/wav/arctic_b0242.wav,PNV,Vietnamese,F,the jebanese understood as we could never schoon ourselves or hope to understand
they had been on the same lay as ourselves,data/l2arctic/PNV/wav/arctic_b0243.wav,PNV,Vietnamese,F,they had been on the same lay as ourselves
you are positively soulless he said savagely,data/l2arctic/PNV/wav/arctic_b0244.wav,PNV,Vietnamese,F,you are positively soulless he said savagely
harrison is still my chauffeur,data/l2arctic/PNV/wav/arctic_b0245.wav,PNV,Vietnamese,F,harrison is to ue my chalfer
the boy grew and prospered,data/l2arctic/PNV/wav/arctic_b0246.wav,PNV,Vietnamese,F,the boy grew and prosperit
he wanted to give the finish to this foe already so far gone,data/l2arctic/PNV/wav/arctic_b0247.wav,PNV,Vietnamese,F,he wanted to give the finish to this foe already so far gone
exciting times are the lot of the fish patrol,data/l2arctic/PNV/wav/arctic_b0248.wav,PNV,Vietnamese,F,exciting times are the lot of the fish patro
i know they are my oysters,data/l2arctic/PNV/wav/arctic_b0249.wav,PNV,Vietnamese,F,i know they are my always does
by this time charley was as enraged as the greek,data/l2arctic/PNV/wav/arctic_b0250.wav,PNV,Vietnamese,F,by this time charlie was as enraged as the creek
they must have been swept away by the chaotic currents,data/l2arctic/PNV/wav/arctic_b0251.wav,PNV,Vietnamese,F,it must have been swept away by the chaoric currents
it resembled tea less than lager beer resembles champagne,data/l2arctic/PNV/wav/arctic_b0252.wav,PNV,Vietnamese,F,it resembled t less than lagure beer resembles champagn
the very opposite is true they are discouraged vagabonds,data/l2arctic/PNV/wav/arctic_b0253.wav,PNV,Vietnamese,F,the very opposite is true they are these cores vagabonds
at the same time spears and arrows began to fall among the invaders,data/l2arctic/PNV/wav/arctic_b0254.wav,PNV,Vietnamese,F,at the same time spears and arrows began to fall among the invaders
then again tudor had such an irritating way about him,data/l2arctic/PNV/wav/arctic_b0255.wav,PNV,Vietnamese,F,then again tude had such an irritating way about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/PNV/wav/arctic_b0256.wav,PNV,Vietnamese,F,outwardly he maintained a camp and smiling aspect
you fired me out of your house in short,data/l2arctic/PNV/wav/arctic_b0258.wav,PNV,Vietnamese,F,you fighd me out of your house in short
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/PNV/wav/arctic_b0259.wav,PNV,Vietnamese,F,her mouth opened but instead of speaking he drew a long sigh
its worth eight dollars,data/l2arctic/PNV/wav/arctic_b0260.wav,PNV,Vietnamese,F,is worth eight dollars
and he did hurt my arm,data/l2arctic/PNV/wav/arctic_b0261.wav,PNV,Vietnamese,F,and he did hurt my arm
saxons onto her job,data/l2arctic/PNV/wav/arctic_b0262.wav,PNV,Vietnamese,F,sasan's on to her job
only once did i confide the strangeness of it all to another,data/l2arctic/PNV/wav/arctic_b0263.wav,PNV,Vietnamese,F,only once did i confide the strenes of it all to another
but this time it was saxon who rebelled,data/l2arctic/PNV/wav/arctic_b0264.wav,PNV,Vietnamese,F,but this time it was sasson horebelld
i was not to cry out in the face of fear,data/l2arctic/PNV/wav/arctic_b0265.wav,PNV,Vietnamese,F,i was not to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/PNV/wav/arctic_b0266.wav,PNV,Vietnamese,F,and now put yourself in my place for a moment
the boy threw back his head with pride,data/l2arctic/PNV/wav/arctic_b0267.wav,PNV,Vietnamese,F,the boy threw back his hat with bright
saxon nodded and the boy frowned,data/l2arctic/PNV/wav/arctic_b0268.wav,PNV,Vietnamese,F,susson nodded and a boy frowned
why not like any railroad station or ferry depot,data/l2arctic/PNV/wav/arctic_b0269.wav,PNV,Vietnamese,F,why not like any railroad station of very deport
we could throw stones with our feet,data/l2arctic/PNV/wav/arctic_b0270.wav,PNV,Vietnamese,F,we could froast ons with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/PNV/wav/arctic_b0271.wav,PNV,Vietnamese,F,it was put together in a casual helter scalter sawdaway
these were merely stout sticks an inch or so in diameter,data/l2arctic/PNV/wav/arctic_b0272.wav,PNV,Vietnamese,F,these were merely stau sticks an inch or so in diameter
then it was that a strange thing happened,data/l2arctic/PNV/wav/arctic_b0273.wav,PNV,Vietnamese,F,then it was that a strange thing happened
but i did not enjoy it long,data/l2arctic/PNV/wav/arctic_b0275.wav,PNV,Vietnamese,F,but i did not enjoy it long
we were now good friends,data/l2arctic/PNV/wav/arctic_b0276.wav,PNV,Vietnamese,F,we were now good friends
two of the folk were already up,data/l2arctic/PNV/wav/arctic_b0277.wav,PNV,Vietnamese,F,two of the folk wirl already up
now animals do not like mockery,data/l2arctic/PNV/wav/arctic_b0278.wav,PNV,Vietnamese,F,now enimals do not like mockery
he gave one last snarl and slid from view among the trees,data/l2arctic/PNV/wav/arctic_b0279.wav,PNV,Vietnamese,F,he gave one last snar and slit from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/PNV/wav/arctic_b0280.wav,PNV,Vietnamese,F,again the girls applaud it and missus horm cried
just the same id sooner be myself than have book indigestion,data/l2arctic/PNV/wav/arctic_b0281.wav,PNV,Vietnamese,F,just the same i'd sooner be myself than have booked in adgetion
some of the smaller veins had doubtless been ruptured,data/l2arctic/PNV/wav/arctic_b0282.wav,PNV,Vietnamese,F,some of the smallervans had dovelers b rupchote
but we were without this momentum,data/l2arctic/PNV/wav/arctic_b0283.wav,PNV,Vietnamese,F,but we were without this momentum
there was one difficulty however,data/l2arctic/PNV/wav/arctic_b0284.wav,PNV,Vietnamese,F,there was one diffante however
the hyena proceeded to dine,data/l2arctic/PNV/wav/arctic_b0285.wav,PNV,Vietnamese,F,the hayena proceeded to dine
the time was considered auspicious,data/l2arctic/PNV/wav/arctic_b0286.wav,PNV,Vietnamese,F,the time was conceitoed auspicious
or have they already devised one,data/l2arctic/PNV/wav/arctic_b0287.wav,PNV,Vietnamese,F,or have they already devised one
we would not spend another such night,data/l2arctic/PNV/wav/arctic_b0288.wav,PNV,Vietnamese,F,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/PNV/wav/arctic_b0289.wav,PNV,Vietnamese,F,at fus his brogress was low and eratic
he placed his paw on one and its movements were accelerated,data/l2arctic/PNV/wav/arctic_b0290.wav,PNV,Vietnamese,F,he plays his paw on one and its movements were accelerated
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/PNV/wav/arctic_b0292.wav,PNV,Vietnamese,F,the firemen wore enimals skins around their waist and across ther shotters
between him and all domestic animals there must be no hostilities,data/l2arctic/PNV/wav/arctic_b0293.wav,PNV,Vietnamese,F,between him and all domestic animals there must be no hostilities
for a much longer time lop ear and i remained and watched,data/l2arctic/PNV/wav/arctic_b0294.wav,PNV,Vietnamese,F,for a much longer time lop e and i remained and what
all right sir replied jock with great regret,data/l2arctic/PNV/wav/arctic_b0295.wav,PNV,Vietnamese,F,all right sir replied jacqu with great regret
at times i wondered where sir archibald got his style,data/l2arctic/PNV/wav/arctic_b0296.wav,PNV,Vietnamese,F,at times i wonder where sir arquibond got his style
why should a fellow throw up the sponge after the first round,data/l2arctic/PNV/wav/arctic_b0297.wav,PNV,Vietnamese,F,why should a fellow throw up the sponge after the first route
his hand shot out and clutched crooked leg by the neck,data/l2arctic/PNV/wav/arctic_b0298.wav,PNV,Vietnamese,F,his hand shot out and clut crooked lag by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/PNV/wav/arctic_b0299.wav,PNV,Vietnamese,F,miss brodie smiles was lightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/PNV/wav/arctic_b0300.wav,PNV,Vietnamese,F,does the old boy often go off it half cock that way
a flying arrow passed between us,data/l2arctic/PNV/wav/arctic_b0301.wav,PNV,Vietnamese,F,a flyin arrow passed between us
i pulled suddenly with all my might,data/l2arctic/PNV/wav/arctic_b0302.wav,PNV,Vietnamese,F,i poned suddenly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/PNV/wav/arctic_b0303.wav,PNV,Vietnamese,F,here we allow our solicitors to look after our leval work
his previous wives had never lived long enough to bear him children,data/l2arctic/PNV/wav/arctic_b0304.wav,PNV,Vietnamese,F,his breavheurs wives had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/PNV/wav/arctic_b0305.wav,PNV,Vietnamese,F,it was our river emerging like ourselves from the great swamp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/PNV/wav/arctic_b0306.wav,PNV,Vietnamese,F,cameron looked at his hands with a long sooner he fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/PNV/wav/arctic_b0307.wav,PNV,Vietnamese,F,we got few vegetables fruits and became fish ittas
nor was elam harnish an exception,data/l2arctic/PNV/wav/arctic_b0309.wav,PNV,Vietnamese,F,nor was ilam hanige an exception
a little treatment massage with some help from the doctor,data/l2arctic/PNV/wav/arctic_b0310.wav,PNV,Vietnamese,F,a lido treatment massage with some harap from the docter
the twenty ninth very foggy,data/l2arctic/PNV/wav/arctic_b0311.wav,PNV,Vietnamese,F,the twenty ninth very foggy
dig in youre sure good was daylights answer,data/l2arctic/PNV/wav/arctic_b0312.wav,PNV,Vietnamese,F,dicken you're sure good was de ly's answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/PNV/wav/arctic_b0313.wav,PNV,Vietnamese,F,the apron string loomed near and he shit lie an unbroken coit
he had been born with this endowment,data/l2arctic/PNV/wav/arctic_b0314.wav,PNV,Vietnamese,F,he had been bored with this enoement
and this was their sole conversation throughout the meal,data/l2arctic/PNV/wav/arctic_b0315.wav,PNV,Vietnamese,F,and this was their song cofversation for aremeu
though the aurora still flamed another day had begun,data/l2arctic/PNV/wav/arctic_b0316.wav,PNV,Vietnamese,F,though the aurora still flammed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/PNV/wav/arctic_b0317.wav,PNV,Vietnamese,F,he did not believe in the burning of daylight for such a luxxery
again he had done the big thing,data/l2arctic/PNV/wav/arctic_b0318.wav,PNV,Vietnamese,F,again he had done the big thing
daylight was tired profoundly tired,data/l2arctic/PNV/wav/arctic_b0319.wav,PNV,Vietnamese,F,daylight was tired profoutly tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/PNV/wav/arctic_b0320.wav,PNV,Vietnamese,F,the regret in his voice was provocative of a second burst of laughter
instead he arrived on the night of the second day,data/l2arctic/PNV/wav/arctic_b0321.wav,PNV,Vietnamese,F,instead he arrived on a night of the second day
their supply of grub was gone,data/l2arctic/PNV/wav/arctic_b0322.wav,PNV,Vietnamese,F,the supbly of croup was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/PNV/wav/arctic_b0323.wav,PNV,Vietnamese,F,crickets began to chip and morgise and ducks flew overhead
not till the twentieth of may did the river break,data/l2arctic/PNV/wav/arctic_b0324.wav,PNV,Vietnamese,F,not till the twentieth of may did the rever break
our mister howison will call upon you at your hotel,data/l2arctic/PNV/wav/arctic_b0326.wav,PNV,Vietnamese,F,our mister holwison will conarpoint you at you hotel
