transcription,path_to_audio,speaker_id,native_language,gender,whisper_large_transcriptions
idealism led him to philosophic anarchy and his family threw him off,data/l2arctic/TLV/wav/arctic_b0190.wav,TLV,Vietnamese,M,"idealism led him to philosophies, and natchez and his family threw him out."
he also contended that better confidence was established by carrying no weapons,data/l2arctic/TLV/wav/arctic_b0191.wav,TLV,Vietnamese,M,he also contended that peddler called frieden were established by carrying no weapons.
outsiders are allowed five minute speeches the sick man urged,data/l2arctic/TLV/wav/arctic_b0192.wav,TLV,Vietnamese,M,outsiders are allowed 5 minutes speeches. this 6-man urge
so was packards finish suicide,data/l2arctic/TLV/wav/arctic_b0193.wav,TLV,Vietnamese,M,sower packer's penis suicide!!!!!!!
joan cried with shining eyes,data/l2arctic/TLV/wav/arctic_b0194.wav,TLV,Vietnamese,M,joan cried with shining eyes.!!!!!!!
nobody knows how the natives got them,data/l2arctic/TLV/wav/arctic_b0195.wav,TLV,Vietnamese,M,nobody knows how the nazi got them.!!!!!!!
how can you manage all alone mister young,data/l2arctic/TLV/wav/arctic_b0196.wav,TLV,Vietnamese,M,"how can you manage all along, ms. jong?!!!!!!!"
the planters are already considering the matter,data/l2arctic/TLV/wav/arctic_b0197.wav,TLV,Vietnamese,M,the planters are already considering the matter!!!!!!!
i use great trouble advisedly,data/l2arctic/TLV/wav/arctic_b0198.wav,TLV,Vietnamese,M,i use great trouble advicely!!!!!!!
dear sir your second victim has fallen on schedule time,data/l2arctic/TLV/wav/arctic_b0199.wav,TLV,Vietnamese,M,"dear sir, your second victim has fallen on a scheduled time.!!!!!!!"
we leave the eventuality to time and law,data/l2arctic/TLV/wav/arctic_b0200.wav,TLV,Vietnamese,M,we lived eventually two time in lore!!!!!!!
i also understand that similar branch organizations have made their appearance in europe,data/l2arctic/TLV/wav/arctic_b0201.wav,TLV,Vietnamese,M,i also understand that similar branch organizations had mixed their experience in europe.
society is shaken to its foundations,data/l2arctic/TLV/wav/arctic_b0202.wav,TLV,Vietnamese,M,society is second to its foundations
a month in australia would finish me,data/l2arctic/TLV/wav/arctic_b0203.wav,TLV,Vietnamese,M,a month in australia would finish me.
down through the perfume weighted air fluttered the snowy fluffs of the cottonwoods,data/l2arctic/TLV/wav/arctic_b0204.wav,TLV,Vietnamese,M,thou throw the perfume weeds and flutter the snowy fluff of the cottonwoods.
you were destroying my life,data/l2arctic/TLV/wav/arctic_b0205.wav,TLV,Vietnamese,M,you were the choice of my life.
im as good as a man she urged,data/l2arctic/TLV/wav/arctic_b0207.wav,TLV,Vietnamese,M,i'm as good as the mansi earth.
you read the quotations in todays paper,data/l2arctic/TLV/wav/arctic_b0208.wav,TLV,Vietnamese,M,you read the quotation in today's paper.
hes terribly touchy about his black wards as he calls them,data/l2arctic/TLV/wav/arctic_b0209.wav,TLV,Vietnamese,M,he's terribly touchy about his black words as he calls them.
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/TLV/wav/arctic_b0210.wav,TLV,Vietnamese,M,"whatever he gets, he locks away in the taboo room of naomi.!!!!!!"
this is eighteen eighty,data/l2arctic/TLV/wav/arctic_b0211.wav,TLV,Vietnamese,M,this is 1880!!!!!!
death is and has been ever since old maui died,data/l2arctic/TLV/wav/arctic_b0212.wav,TLV,Vietnamese,M,that's it and has been ever since old maui died.!!!!!!
some boy she laughed acquiescence,data/l2arctic/TLV/wav/arctic_b0213.wav,TLV,Vietnamese,M,some boys at his lab are creation.!!!!!!
let us talk it over and find a way out,data/l2arctic/TLV/wav/arctic_b0214.wav,TLV,Vietnamese,M,let's talk it over and find a way out.!!!!!!
it is a good property and worth more than that,data/l2arctic/TLV/wav/arctic_b0215.wav,TLV,Vietnamese,M,these are good properties and worth more than that.!!!!!!
i wish you were more adaptable joan retorted,data/l2arctic/TLV/wav/arctic_b0216.wav,TLV,Vietnamese,M,i wish you all more adaptable children with thoughts.!!!!!!
such is my passage engaged on the steamer,data/l2arctic/TLV/wav/arctic_b0217.wav,TLV,Vietnamese,M,short in my passage and gauge on the steamer!!!!!!
the issue was not in doubt,data/l2arctic/TLV/wav/arctic_b0218.wav,TLV,Vietnamese,M,the issue were not in doubt
well there are better men in hawaii thats all,data/l2arctic/TLV/wav/arctic_b0219.wav,TLV,Vietnamese,M,"well, there are better men in hawaii, that's all."
harry bancroft dave lied,data/l2arctic/TLV/wav/arctic_b0220.wav,TLV,Vietnamese,M,"harry bankrupt, dave lied."
its a yankee joan cried,data/l2arctic/TLV/wav/arctic_b0221.wav,TLV,Vietnamese,M,it's a yankee drone glide.
he was the leader and tudor was his lieutenant,data/l2arctic/TLV/wav/arctic_b0222.wav,TLV,Vietnamese,M,he was the leader and tutor was his lieutenant.
but to culture the revolution thus far had exhausted the junta,data/l2arctic/TLV/wav/arctic_b0224.wav,TLV,Vietnamese,M,"but the culture of the revolution thus far has its chaucist, the junta."
the president of the united states was his friend,data/l2arctic/TLV/wav/arctic_b0225.wav,TLV,Vietnamese,M,the president of the united states was his friend.
your face was the personification of duplicity,data/l2arctic/TLV/wav/arctic_b0226.wav,TLV,Vietnamese,M,jaffa awarded personification of the placid city.
shorty turned to their employers,data/l2arctic/TLV/wav/arctic_b0227.wav,TLV,Vietnamese,M,shortly turned to their employers.!!!!!!!
you were engaged,data/l2arctic/TLV/wav/arctic_b0228.wav,TLV,Vietnamese,M,you were engaged.!!!!!!!
i saw it all myself and it was splendid,data/l2arctic/TLV/wav/arctic_b0229.wav,TLV,Vietnamese,M,i saw it all myself and it was splendid.!!!!!!!
now run along and tell them to hurry,data/l2arctic/TLV/wav/arctic_b0230.wav,TLV,Vietnamese,M,now run along and tell them to hurry.!!!!!!!
whats that grub thief got to do with it,data/l2arctic/TLV/wav/arctic_b0231.wav,TLV,Vietnamese,M,what does robfath got to do with this?!!!!!!!
it was a superb picture,data/l2arctic/TLV/wav/arctic_b0232.wav,TLV,Vietnamese,M,it's a water-soaked pitcher!!!!!!!
so she said the irate skipper dashed on,data/l2arctic/TLV/wav/arctic_b0233.wav,TLV,Vietnamese,M,so she says the erase skipper that's on!!!!!!!
and watch out for wet feet was his parting advice,data/l2arctic/TLV/wav/arctic_b0234.wav,TLV,Vietnamese,M,and watch out for webfeet where it passing by!!!!!!!
raoul yelled in order to make himself heard,data/l2arctic/TLV/wav/arctic_b0235.wav,TLV,Vietnamese,M,rao yelled in order to make himself hurt!!
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/TLV/wav/arctic_b0236.wav,TLV,Vietnamese,M,all along were 250 miles from the nearest land.!!
they just lay off in the bush and plugged away,data/l2arctic/TLV/wav/arctic_b0237.wav,TLV,Vietnamese,M,they just lay off in the bush and block away!!
the very thought of the effort to swim over was nauseating,data/l2arctic/TLV/wav/arctic_b0238.wav,TLV,Vietnamese,M,the very thought of the effort to swim over was nauseating.!!
and there was a dog that barked,data/l2arctic/TLV/wav/arctic_b0239.wav,TLV,Vietnamese,M,and there was a dog that barked!!
bill lingered contemplating his work with artistic appreciation,data/l2arctic/TLV/wav/arctic_a0561.wav,TLV,Vietnamese,M,buelinger contemplating his work with artistic appreciation.!!
but well just postpone this,data/l2arctic/TLV/wav/arctic_a0578.wav,TLV,Vietnamese,M,but we'll just pop on this.!!
you got out by fighting and i through a pretty girl,data/l2arctic/TLV/wav/arctic_b0002.wav,TLV,Vietnamese,M,you got out by fighting and idol a retiger!!
his slim hands gripped the edges of the table,data/l2arctic/TLV/wav/arctic_b0019.wav,TLV,Vietnamese,M,his slim hands grip the edge of the table.
he wondered too where roscoe was,data/l2arctic/TLV/wav/arctic_b0036.wav,TLV,Vietnamese,M,he wandered to where roscoe was.
that is why i am am rattled he laughed,data/l2arctic/TLV/wav/arctic_b0053.wav,TLV,Vietnamese,M,that's why i am. i'm bratto. he laughs.
there was no chance to fire without hitting him,data/l2arctic/TLV/wav/arctic_b0070.wav,TLV,Vietnamese,M,there was no chance to fight without hitting him
they will search for us between their camp and churchill,data/l2arctic/TLV/wav/arctic_b0087.wav,TLV,Vietnamese,M,they will search for us between their camp and churches
shooting pains passed like flashes of electricity through his body,data/l2arctic/TLV/wav/arctic_b0104.wav,TLV,Vietnamese,M,su tien phan passed light flashes of electricity through his body.
i want my men to work by themselves,data/l2arctic/TLV/wav/arctic_b0121.wav,TLV,Vietnamese,M,i want my men to work by themselves.
and then steadily he began to chew,data/l2arctic/TLV/wav/arctic_b0138.wav,TLV,Vietnamese,M,"and then, steadily, he began to chew."
his freshly caught furs he flung to the floor,data/l2arctic/TLV/wav/arctic_b0155.wav,TLV,Vietnamese,M,he's freshly cut fur and flung to the floor.
on the far corner of the compound fence a hawk brooded,data/l2arctic/TLV/wav/arctic_b0172.wav,TLV,Vietnamese,M,"on the far corner of the compound fence, a hawk roared."
that is what distinguishes all of us from the lower animals,data/l2arctic/TLV/wav/arctic_b0189.wav,TLV,Vietnamese,M,that is what distinguish all of us from the lower animals
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/TLV/wav/arctic_b0206.wav,TLV,Vietnamese,M,"horse and riffles had been her toys, came and trailed her nursery."
the women they carried away with them to the big valley,data/l2arctic/TLV/wav/arctic_b0241.wav,TLV,Vietnamese,M,the woman they carry away with them to the big valley
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/TLV/wav/arctic_b0242.wav,TLV,Vietnamese,M,the japanese understood as we could never stood ourselves or hoped to understand
they had been on the same lay as ourselves,data/l2arctic/TLV/wav/arctic_b0243.wav,TLV,Vietnamese,M,they have been on the same lane as ourselves.
you are positively soulless he said savagely,data/l2arctic/TLV/wav/arctic_b0244.wav,TLV,Vietnamese,M,"you are positively, softly, he said softly."
harrison is still my chauffeur,data/l2arctic/TLV/wav/arctic_b0245.wav,TLV,Vietnamese,M,harrison is still my chauffeur.!!!
the boy grew and prospered,data/l2arctic/TLV/wav/arctic_b0246.wav,TLV,Vietnamese,M,the bar grew and prospered.!!!
he wanted to give the finish to this foe already so far gone,data/l2arctic/TLV/wav/arctic_b0247.wav,TLV,Vietnamese,M,he wants to give a finish to this fold already so far gone!!!
exciting times are the lot of the fish patrol,data/l2arctic/TLV/wav/arctic_b0248.wav,TLV,Vietnamese,M,exciting time are the loss of the fifth patron!!!
i know they are my oysters,data/l2arctic/TLV/wav/arctic_b0249.wav,TLV,Vietnamese,M,i know they are my oysters.!!!
by this time charley was as enraged as the greek,data/l2arctic/TLV/wav/arctic_b0250.wav,TLV,Vietnamese,M,"by this time, charlie was engaged at the creek.!!!"
they must have been swept away by the chaotic currents,data/l2arctic/TLV/wav/arctic_b0251.wav,TLV,Vietnamese,M,they must have been swept away by chaotic currents!!!
it resembled tea less than lager beer resembles champagne,data/l2arctic/TLV/wav/arctic_b0252.wav,TLV,Vietnamese,M,it resembles tea less than lager beer resembles champagne!!!
the very opposite is true they are discouraged vagabonds,data/l2arctic/TLV/wav/arctic_b0253.wav,TLV,Vietnamese,M,"the very opposite is true, they are discouraged vagabonds"
at the same time spears and arrows began to fall among the invaders,data/l2arctic/TLV/wav/arctic_b0254.wav,TLV,Vietnamese,M,"at the same time, spear and arrow began to fall among the invaders."
then again tudor had such an irritating way about him,data/l2arctic/TLV/wav/arctic_b0255.wav,TLV,Vietnamese,M,then again tudor has such an irritating way about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/TLV/wav/arctic_b0256.wav,TLV,Vietnamese,M,"outwardly, he maintains a calm and smiling aspect."
you fired me out of your house in short,data/l2arctic/TLV/wav/arctic_b0258.wav,TLV,Vietnamese,M,you fired me out of your house in chok.
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/TLV/wav/arctic_b0259.wav,TLV,Vietnamese,M,"her mouth opened, but instead of speaking he grew a long sigh."
its worth eight dollars,data/l2arctic/TLV/wav/arctic_b0260.wav,TLV,Vietnamese,M,it's worth $8.
and he did hurt my arm,data/l2arctic/TLV/wav/arctic_b0261.wav,TLV,Vietnamese,M,and he disheart my arm.
saxons onto her job,data/l2arctic/TLV/wav/arctic_b0262.wav,TLV,Vietnamese,M,section onto her top!!
only once did i confide the strangeness of it all to another,data/l2arctic/TLV/wav/arctic_b0263.wav,TLV,Vietnamese,M,only one this i can find the trenchiness of its own to another!!
but this time it was saxon who rebelled,data/l2arctic/TLV/wav/arctic_b0264.wav,TLV,Vietnamese,M,but this time it was saxon who rebelled.!!
i was not to cry out in the face of fear,data/l2arctic/TLV/wav/arctic_b0265.wav,TLV,Vietnamese,M,i was not to cry out in the face of fear.!!
and now put yourself in my place for a moment,data/l2arctic/TLV/wav/arctic_b0266.wav,TLV,Vietnamese,M,"and now, put yourself in my place for a moment.!!"
the boy threw back his head with pride,data/l2arctic/TLV/wav/arctic_b0267.wav,TLV,Vietnamese,M,the boy grew back his head with pride.!!
saxon nodded and the boy frowned,data/l2arctic/TLV/wav/arctic_b0268.wav,TLV,Vietnamese,M,sassan not and the boy frowned.!!
why not like any railroad station or ferry depot,data/l2arctic/TLV/wav/arctic_b0269.wav,TLV,Vietnamese,M,why not like any railroad station or ferry depot?!!
we could throw stones with our feet,data/l2arctic/TLV/wav/arctic_b0270.wav,TLV,Vietnamese,M,we cut through stone with our feet!!!!
it was put together in a casual helter skelter sort of way,data/l2arctic/TLV/wav/arctic_b0271.wav,TLV,Vietnamese,M,it was put together in the cultural health care sector so up way!!!!
these were merely stout sticks an inch or so in diameter,data/l2arctic/TLV/wav/arctic_b0272.wav,TLV,Vietnamese,M,they were merely style sticks an inch or so in diameter!!!!
then it was that a strange thing happened,data/l2arctic/TLV/wav/arctic_b0273.wav,TLV,Vietnamese,M,then 6 word change thing happened.!!!!
but i did not enjoy it long,data/l2arctic/TLV/wav/arctic_b0275.wav,TLV,Vietnamese,M,but i did not enjoy it long.!!!!
we were now good friends,data/l2arctic/TLV/wav/arctic_b0276.wav,TLV,Vietnamese,M,we were no good friends.!!!!
two of the folk were already up,data/l2arctic/TLV/wav/arctic_b0277.wav,TLV,Vietnamese,M,2 out of 4 were already up!!!!
now animals do not like mockery,data/l2arctic/TLV/wav/arctic_b0278.wav,TLV,Vietnamese,M,now animals do not like mockery.!!!!
he gave one last snarl and slid from view among the trees,data/l2arctic/TLV/wav/arctic_b0279.wav,TLV,Vietnamese,M,he gathered one large node and split form view among the trees
again the girls applauded and missus hall cried,data/l2arctic/TLV/wav/arctic_b0280.wav,TLV,Vietnamese,M,again the girl applauded and mrs. hall cried.
just the same id sooner be myself than have book indigestion,data/l2arctic/TLV/wav/arctic_b0281.wav,TLV,Vietnamese,M,"just the same, i should not be myself then, have book indigestion."
some of the smaller veins had doubtless been ruptured,data/l2arctic/TLV/wav/arctic_b0282.wav,TLV,Vietnamese,M,some of the smaller veins had doubtless been ruptured.
but we were without this momentum,data/l2arctic/TLV/wav/arctic_b0283.wav,TLV,Vietnamese,M,but we were without the momentum.
there was one difficulty however,data/l2arctic/TLV/wav/arctic_b0284.wav,TLV,Vietnamese,M,there were one difficulty however.
the hyena proceeded to dine,data/l2arctic/TLV/wav/arctic_b0285.wav,TLV,Vietnamese,M,the hatched nerve resisted to die.
the time was considered auspicious,data/l2arctic/TLV/wav/arctic_b0286.wav,TLV,Vietnamese,M,that time was considered auspicious
or have they already devised one,data/l2arctic/TLV/wav/arctic_b0287.wav,TLV,Vietnamese,M,or have they already divide one!
we would not spend another such night,data/l2arctic/TLV/wav/arctic_b0288.wav,TLV,Vietnamese,M,we would not spend another such night.!
at first his progress was slow and erratic,data/l2arctic/TLV/wav/arctic_b0289.wav,TLV,Vietnamese,M,"at first, his progress was slow and erratic.!"
he placed his paw on one and its movements were accelerated,data/l2arctic/TLV/wav/arctic_b0290.wav,TLV,Vietnamese,M,he placed his power on one and this movement were accelerate!
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/TLV/wav/arctic_b0292.wav,TLV,Vietnamese,M,the firemen wore animal skin around their waist and across their shoulders.!
between him and all domestic animals there must be no hostilities,data/l2arctic/TLV/wav/arctic_b0293.wav,TLV,Vietnamese,M,"between him and all domestic animals, there must be no hostility.!"
for a much longer time lop ear and i remained and watched,data/l2arctic/TLV/wav/arctic_b0294.wav,TLV,Vietnamese,M,for most a longer time loop here and i remain and watch!
all right sir replied jock with great regret,data/l2arctic/TLV/wav/arctic_b0295.wav,TLV,Vietnamese,M,"alright sir, reply jock with regret.!"
at times i wondered where sir archibald got his style,data/l2arctic/TLV/wav/arctic_b0296.wav,TLV,Vietnamese,M,at times i wondered where sir achibar got his style.
why should a fellow throw up the sponge after the first round,data/l2arctic/TLV/wav/arctic_b0297.wav,TLV,Vietnamese,M,why should a fellow throw up the spawner after the first round?
his hand shot out and clutched crooked leg by the neck,data/l2arctic/TLV/wav/arctic_b0298.wav,TLV,Vietnamese,M,his hand sought out and clutched kruk's legs by the neck.
miss brodies smile was slightly sarcastic,data/l2arctic/TLV/wav/arctic_b0299.wav,TLV,Vietnamese,M,miss brody's smile was slightly sarcastic.
does the old boy often go off at half cock that way,data/l2arctic/TLV/wav/arctic_b0300.wav,TLV,Vietnamese,M,the dione board often go off and have caulks that way.
a flying arrow passed between us,data/l2arctic/TLV/wav/arctic_b0301.wav,TLV,Vietnamese,M,a flying arrow passed between us
i pulled suddenly with all my might,data/l2arctic/TLV/wav/arctic_b0302.wav,TLV,Vietnamese,M,i pull suddenly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/TLV/wav/arctic_b0303.wav,TLV,Vietnamese,M,here we allow our solicitors to look after our legal work
his previous wives had never lived long enough to bear him children,data/l2arctic/TLV/wav/arctic_b0304.wav,TLV,Vietnamese,M,his furious wife has never lived long enough to bear him children.!!
it was our river emerging like ourselves from the great swamp,data/l2arctic/TLV/wav/arctic_b0305.wav,TLV,Vietnamese,M,it was our river emerging like ourselves from the great swamp!!
cameron looked at his hands with their long sinewy fingers,data/l2arctic/TLV/wav/arctic_b0306.wav,TLV,Vietnamese,M,cameroon look at his hands with their long sanguine fingers.!!
we got few vegetables and fruits and became fish eaters,data/l2arctic/TLV/wav/arctic_b0307.wav,TLV,Vietnamese,M,we got a few vegetables and fruits and became fish eaters.!!
nor was elam harnish an exception,data/l2arctic/TLV/wav/arctic_b0309.wav,TLV,Vietnamese,M,nor were elamp harness an exception.!!
a little treatment massage with some help from the doctor,data/l2arctic/TLV/wav/arctic_b0310.wav,TLV,Vietnamese,M,a little treatment message with some help from the doctor.!!
the twenty ninth very foggy,data/l2arctic/TLV/wav/arctic_b0311.wav,TLV,Vietnamese,M,the 29th very foggy!!
dig in youre sure good was daylights answer,data/l2arctic/TLV/wav/arctic_b0312.wav,TLV,Vietnamese,M,dicking your sugar body like answer!!
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/TLV/wav/arctic_b0313.wav,TLV,Vietnamese,M,the abron string loomed near and he sighed like a broken chord.
he had been born with this endowment,data/l2arctic/TLV/wav/arctic_b0314.wav,TLV,Vietnamese,M,he had been born with this endorsement
and this was their sole conversation throughout the meal,data/l2arctic/TLV/wav/arctic_b0315.wav,TLV,Vietnamese,M,and this was their conversation throughout the meal
though the aurora still flamed another day had begun,data/l2arctic/TLV/wav/arctic_b0316.wav,TLV,Vietnamese,M,through the aurora still slammed another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/TLV/wav/arctic_b0317.wav,TLV,Vietnamese,M,he did not believe in the burning of daylight for just a luxury.
again he had done the big thing,data/l2arctic/TLV/wav/arctic_b0318.wav,TLV,Vietnamese,M,"again, he had done the big thing."
daylight was tired profoundly tired,data/l2arctic/TLV/wav/arctic_b0319.wav,TLV,Vietnamese,M,"daylight will tire, frailly tired."
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/TLV/wav/arctic_b0320.wav,TLV,Vietnamese,M,the regrets in his voice were provocative after second burst of laughter
instead he arrived on the night of the second day,data/l2arctic/TLV/wav/arctic_b0321.wav,TLV,Vietnamese,M,"instead, he arrives on the night of the second day."
their supply of grub was gone,data/l2arctic/TLV/wav/arctic_b0322.wav,TLV,Vietnamese,M,the supply of rough were gone.
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/TLV/wav/arctic_b0323.wav,TLV,Vietnamese,M,cricket began to drop and more geese and duck flowed overhead
not till the twentieth of may did the river break,data/l2arctic/TLV/wav/arctic_b0324.wav,TLV,Vietnamese,M,not till the 20th of may this river break.
our mister howison will call upon you at your hotel,data/l2arctic/TLV/wav/arctic_b0326.wav,TLV,Vietnamese,M,i'll meet the hao shan. we'll call up on your hotel.
he had been so easy,data/l2arctic/TLV/wav/arctic_b0327.wav,TLV,Vietnamese,M,he has been so easy.
change chairs daylight commanded,data/l2arctic/TLV/wav/arctic_b0328.wav,TLV,Vietnamese,M,"change chairs, daylight command."
id sooner have my chips back,data/l2arctic/TLV/wav/arctic_b0329.wav,TLV,Vietnamese,M,i'll soon get my chip back
they only had a little thirty thousand dollar fire,data/l2arctic/TLV/wav/arctic_b0330.wav,TLV,Vietnamese,M,"the only has a little $30,000 file!!!"
his partners had starved and died on the stewart,data/l2arctic/TLV/wav/arctic_b0331.wav,TLV,Vietnamese,M,his partner has starved and died on a steward.!!!
as to how she dressed he had no ideas at all,data/l2arctic/TLV/wav/arctic_b0332.wav,TLV,Vietnamese,M,"as to how she rests, he has no idea at all.!!!"
it does was her audacious answer,data/l2arctic/TLV/wav/arctic_b0333.wav,TLV,Vietnamese,M,it's though were her audacious answer!!!
oh its just a novel a love story,data/l2arctic/TLV/wav/arctic_b0334.wav,TLV,Vietnamese,M,"oh, it's just a novel or love story.!!!"
whoever lived on the ranch did that,data/l2arctic/TLV/wav/arctic_b0335.wav,TLV,Vietnamese,M,whoever lives on the ranch did that.!!!
how old are you mother,data/l2arctic/TLV/wav/arctic_b0336.wav,TLV,Vietnamese,M,"how old are you, mada?!!!"
here he got a fresh thrill,data/l2arctic/TLV/wav/arctic_b0337.wav,TLV,Vietnamese,M,here he got a fret through.!!!
it was unobtrusive yet it was there,data/l2arctic/TLV/wav/arctic_b0338.wav,TLV,Vietnamese,M,"it was an objective, yes it was there"
well ill be plumb gosh darned,data/l2arctic/TLV/wav/arctic_b0339.wav,TLV,Vietnamese,M,"well, i'll be plum gosh-don."
these quick little joys of hers were sources of joy to him,data/l2arctic/TLV/wav/arctic_b0340.wav,TLV,Vietnamese,M,the quick little joys of hers were socks of joy to him.
i play that choice wide open to win,data/l2arctic/TLV/wav/arctic_b0341.wav,TLV,Vietnamese,M,i play that choice while open to win.
but how are you going to do it,data/l2arctic/TLV/wav/arctic_b0343.wav,TLV,Vietnamese,M,but how are you going to do it?
lots of men take women buggy riding,data/l2arctic/TLV/wav/arctic_b0344.wav,TLV,Vietnamese,M,lots of men take women buggy riding.
daylight made no answer and the door closed behind him,data/l2arctic/TLV/wav/arctic_b0345.wav,TLV,Vietnamese,M,daylight makes no answer and the door closed behind him.
theres not an iota of truth in it,data/l2arctic/TLV/wav/arctic_b0346.wav,TLV,Vietnamese,M,there is not an iota of truth in it.
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/TLV/wav/arctic_b0347.wav,TLV,Vietnamese,M,but ever hit k returned to the crotch bonus on the piano!
would you be satisfied with that one hundredth part of me,data/l2arctic/TLV/wav/arctic_b0348.wav,TLV,Vietnamese,M,would you be satisfied if that's 100th part of me?!
in such a tumbling of values was no time to sell,data/l2arctic/TLV/wav/arctic_b0349.wav,TLV,Vietnamese,M,instead of plumbing of value there was no time to sell!
stand off butcher and baker and all the rest,data/l2arctic/TLV/wav/arctic_b0350.wav,TLV,Vietnamese,M,"stand up, butcher and baker and own the breast.!"
matthewson whos this bookkeeper rogers,data/l2arctic/TLV/wav/arctic_b0351.wav,TLV,Vietnamese,M,magician who this bookkeeper rogers!
now just what do you want to know,data/l2arctic/TLV/wav/arctic_b0352.wav,TLV,Vietnamese,M,"now, just what do you want to know?!"
i want to know how all this is possible,data/l2arctic/TLV/wav/arctic_b0353.wav,TLV,Vietnamese,M,i want to know how on this possible!
its that much junk,data/l2arctic/TLV/wav/arctic_b0354.wav,TLV,Vietnamese,M,it's that much junk.!
there was proper division of labor in the work they individually performed,data/l2arctic/TLV/wav/arctic_b0355.wav,TLV,Vietnamese,M,there were proper division of labor in the work they individually performed!!
he loved to play chinese lottery,data/l2arctic/TLV/wav/arctic_b0356.wav,TLV,Vietnamese,M,he loves to play chinese lottery.!!
the law of club and fang,data/l2arctic/TLV/wav/arctic_b0357.wav,TLV,Vietnamese,M,the law of club and fang!!
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/TLV/wav/arctic_b0358.wav,TLV,Vietnamese,M,the temperature dropped to 50 below zero and remained there whole trip!!
this state of mind comes of an undue prominence of the ego,data/l2arctic/TLV/wav/arctic_b0360.wav,TLV,Vietnamese,M,this state of mind comes often and you prominent of the ego!!
there are the canals of china and the yangtse river,data/l2arctic/TLV/wav/arctic_b0361.wav,TLV,Vietnamese,M,there are the canals of china and the yangtze river.!!
we threaten to be of the one mind before the voyage is completed,data/l2arctic/TLV/wav/arctic_b0362.wav,TLV,Vietnamese,M,we threaten to be off the one mile before voyage is complete!!
she was built primarily to sail,data/l2arctic/TLV/wav/arctic_b0363.wav,TLV,Vietnamese,M,she will build family to sell!!
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/TLV/wav/arctic_b0364.wav,TLV,Vietnamese,M,"in the bohemian club of san francisco, there are some crack sellers."
my age in years is twenty two,data/l2arctic/TLV/wav/arctic_b0365.wav,TLV,Vietnamese,M,my age in years is 22.
i forgot how easily i had taught myself from the printed page,data/l2arctic/TLV/wav/arctic_b0366.wav,TLV,Vietnamese,M,i forgot how easily i had talked myself from the print page
any average young fellow can teach himself in a week,data/l2arctic/TLV/wav/arctic_b0367.wav,TLV,Vietnamese,M,any average young fellow can teach himself in a week.
please do not think that i already know it all,data/l2arctic/TLV/wav/arctic_b0368.wav,TLV,Vietnamese,M,please do not think that i already know it all.
you see we were teaching ourselves,data/l2arctic/TLV/wav/arctic_b0369.wav,TLV,Vietnamese,M,"you see, we were teaching ourselves"
and now behold the perversity of things,data/l2arctic/TLV/wav/arctic_b0370.wav,TLV,Vietnamese,M,and now behold the perversity of things.
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/TLV/wav/arctic_b0371.wav,TLV,Vietnamese,M,yell yourself to the waters that's ripping and tearing at you
mister mcveigh told me about him,data/l2arctic/TLV/wav/arctic_b0372.wav,TLV,Vietnamese,M,mr. mcveigh told me about him.
unlike joshua he stood in no need of divine assistance,data/l2arctic/TLV/wav/arctic_b0373.wav,TLV,Vietnamese,M,"unlike joshua, he stood in no need of divine assistance."
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/TLV/wav/arctic_b0374.wav,TLV,Vietnamese,M,"to say the least, catherine cook was very thorough going in peruses"
man could not conquer them,data/l2arctic/TLV/wav/arctic_b0375.wav,TLV,Vietnamese,M,men could not conquer them.
a scarlet loincloth completed his costume,data/l2arctic/TLV/wav/arctic_b0377.wav,TLV,Vietnamese,M,a skeleton's long gloves complete his costume
i like to speculate upon the glorious future of man,data/l2arctic/TLV/wav/arctic_b0378.wav,TLV,Vietnamese,M,i like to speculate upon the glorious future of man.
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/TLV/wav/arctic_b0379.wav,TLV,Vietnamese,M,tristamud is an easy problem compared with a polynesian giving fish.
he had peeled off his shirt and was wildly waving it,data/l2arctic/TLV/wav/arctic_b0380.wav,TLV,Vietnamese,M,he has peeled off his shirt and was wisely waving it.
and how would we ever find ourselves,data/l2arctic/TLV/wav/arctic_b0381.wav,TLV,Vietnamese,M,and how would we ever find ourselves!
i defy any man to get a solomon island sore in california,data/l2arctic/TLV/wav/arctic_b0382.wav,TLV,Vietnamese,M,i defy any man to get solomon's iceland sword in california.!
