transcription,path_to_audio,speaker_id,native_language,gender,wavlm_large_transcriptions
now please give a plain statement of what occurred,data/l2arctic/MBMPS/wav/arctic_a0271.wav,MBMPS,Spanish,F,now please give a plain statement of what occured
they are big trees and require plenty of room,data/l2arctic/MBMPS/wav/arctic_a0273.wav,MBMPS,Spanish,F,there are big trees and require plenty of room
and raoul listened again to the tale of the house,data/l2arctic/MBMPS/wav/arctic_a0274.wav,MBMPS,Spanish,F,and rowul lisstened again to the tale of the house
there are no kiddies and half grown youths among them,data/l2arctic/MBMPS/wav/arctic_a0275.wav,MBMPS,Spanish,F,there are no kities and half grown youths among them
oolong atoll was one hundred and forty miles in circumference,data/l2arctic/MBMPS/wav/arctic_a0276.wav,MBMPS,Spanish,F,olon atall was one hundred and forty miles in circonference
mcoy found a stifling poisonous atmosphere in the pent cabin,data/l2arctic/MBMPS/wav/arctic_a0277.wav,MBMPS,Spanish,F,macoy found a stiffling poisonous atmospher in the bend cavin
it would give me nervous prostration,data/l2arctic/MBMPS/wav/arctic_a0278.wav,MBMPS,Spanish,F,it would give me nervous prostration
she said with chattering teeth,data/l2arctic/MBMPS/wav/arctic_a0279.wav,MBMPS,Spanish,F,she said with chattering teeth
ill be out of my head in fifteen minutes,data/l2arctic/MBMPS/wav/arctic_a0280.wav,MBMPS,Spanish,F,ill be out of my head in fiften minutes
i do not blame you for anything remember that,data/l2arctic/MBMPS/wav/arctic_a0281.wav,MBMPS,Spanish,F,i do not blame you for anything remember that
if you mean to insinuate brentwood began hotly,data/l2arctic/MBMPS/wav/arctic_a0282.wav,MBMPS,Spanish,F,if you mean too insinuate brend would began hotly
the woman in you is only incidental accidental and irrelevant,data/l2arctic/MBMPS/wav/arctic_a0283.wav,MBMPS,Spanish,F,the woman in you is only incidental accidental and irrelevant
there was no forecasting this strange girls processes,data/l2arctic/MBMPS/wav/arctic_a0284.wav,MBMPS,Spanish,F,there was no forcasting these strange girls processes
but what they want with your toothbrush is more than i can imagine,data/l2arctic/MBMPS/wav/arctic_a0285.wav,MBMPS,Spanish,F,but what they want with your tood broush is more than what i can imag
give them their choice between a fine or an official whipping,data/l2arctic/MBMPS/wav/arctic_a0286.wav,MBMPS,Spanish,F,give them their choice between a fine or an official wheeping
keep an eye on him,data/l2arctic/MBMPS/wav/arctic_a0287.wav,MBMPS,Spanish,F,ep aneye on him
those are my oysters he said at last,data/l2arctic/MBMPS/wav/arctic_a0288.wav,MBMPS,Spanish,F,those are my oysters he said at last
one by one the boys were captured,data/l2arctic/MBMPS/wav/arctic_a0290.wav,MBMPS,Spanish,F,one by one the voyse were captured
the weeks had gone by and no overt acts had been attempted,data/l2arctic/MBMPS/wav/arctic_a0291.wav,MBMPS,Spanish,F,the weeks had gone by and no over attacks have been attempted
here in the midmorning the first casualty occurred,data/l2arctic/MBMPS/wav/arctic_a0292.wav,MBMPS,Spanish,F,here in the mid morning the first casuality occured
they were deep in the primeval forest,data/l2arctic/MBMPS/wav/arctic_a0293.wav,MBMPS,Spanish,F,they were deep in the primeval forest
he had been foiled in his attempt to escape,data/l2arctic/MBMPS/wav/arctic_a0294.wav,MBMPS,Spanish,F,he had been foiled in his attemt to escape
and twenty men could hold it with spears and arrows,data/l2arctic/MBMPS/wav/arctic_a0295.wav,MBMPS,Spanish,F,and twenty men could hold it with spears and arrows
bassett was a fastidious man,data/l2arctic/MBMPS/wav/arctic_a0296.wav,MBMPS,Spanish,F,baset was a fastidious man
theres a big english general right now whose name is roberts,data/l2arctic/MBMPS/wav/arctic_a0297.wav,MBMPS,Spanish,F,theres a big english general right now whose name is roberts
this tacit promise of continued acquaintance gave saxon a little joy thrill,data/l2arctic/MBMPS/wav/arctic_a0298.wav,MBMPS,Spanish,F,this tacit promise of continued acquitancy gave saxon a little joy thrill
i tell you i am disgusted with this adventure tomfoolery and rot,data/l2arctic/MBMPS/wav/arctic_a0299.wav,MBMPS,Spanish,F,i tell you i am disgusted with this adventure thom fulery and rot
from my earliest recollection my sleep was a period of terror,data/l2arctic/MBMPS/wav/arctic_a0300.wav,MBMPS,Spanish,F,from my erliest recollection my sleep was a period of terror
but all my dreams violated this law,data/l2arctic/MBMPS/wav/arctic_a0301.wav,MBMPS,Spanish,F,but all my dreams violated thes laow
it is very plausible to such people a most convincing hypothesis,data/l2arctic/MBMPS/wav/arctic_a0302.wav,MBMPS,Spanish,F,it is very plausible to such people a most convincing hyipothesis
but they make the mistake of ignoring their own duality,data/l2arctic/MBMPS/wav/arctic_a0303.wav,MBMPS,Spanish,F,but they make a mistake of ignoring their own dueality
i graduated last of my class,data/l2arctic/MBMPS/wav/arctic_a0304.wav,MBMPS,Spanish,F,i graduated last of my class
they had no fixed values to be altered by adjectives and adverbs,data/l2arctic/MBMPS/wav/arctic_a0305.wav,MBMPS,Spanish,F,they had no fixed values to be altered by ajetives and adverbes
very early in my life i separated from my mother,data/l2arctic/MBMPS/wav/arctic_a0307.wav,MBMPS,Spanish,F,very eirly in my life i separated from my mother
his infernal chattering worries me even now as i think of it,data/l2arctic/MBMPS/wav/arctic_a0308.wav,MBMPS,Spanish,F,his infernal chartering worris me even now as i think of it
white leghorns said missus mortimer,data/l2arctic/MBMPS/wav/arctic_a0309.wav,MBMPS,Spanish,F,white leg horns said missus mortimer
massage under tension was the cryptic reply,data/l2arctic/MBMPS/wav/arctic_a0310.wav,MBMPS,Spanish,F,massage under tension was the criptic reply
therefore hurrah for the game,data/l2arctic/MBMPS/wav/arctic_a0311.wav,MBMPS,Spanish,F,therefore houraay for the game
it lived in perpetual apprehension of that quarter of the compass,data/l2arctic/MBMPS/wav/arctic_a0312.wav,MBMPS,Spanish,F,it leived in perpetual apprehension of that quarter of the compas
broken tooth yelled with fright and pain,data/l2arctic/MBMPS/wav/arctic_a0313.wav,MBMPS,Spanish,F,broken tod yell with fright and pain
thus was momentum gained in the younger world,data/l2arctic/MBMPS/wav/arctic_a0314.wav,MBMPS,Spanish,F,thus was momentums gain in the younger world
saxon waited for she knew a fresh idea had struck billy,data/l2arctic/MBMPS/wav/arctic_a0315.wav,MBMPS,Spanish,F,saxon waited for she knew a fresh idea had struck billy
we had been chased by them ourselves more than once,data/l2arctic/MBMPS/wav/arctic_a0316.wav,MBMPS,Spanish,F,we had been chased by them ourselves more than once
he was a wise hyena,data/l2arctic/MBMPS/wav/arctic_a0317.wav,MBMPS,Spanish,F,he was a wise haina
production is doubling and quadrupling upon itself,data/l2arctic/MBMPS/wav/arctic_a0318.wav,MBMPS,Spanish,F,production is tobling and quadropling upon itself
and the edinburgh evening news says with editorial gloom,data/l2arctic/MBMPS/wav/arctic_a0319.wav,MBMPS,Spanish,F,a the edenborn evening news saays with editorial gloom
with my strength i slammed it full into red eyes face,data/l2arctic/MBMPS/wav/arctic_a0320.wav,MBMPS,Spanish,F,with my strenth iys lamed in full into red eyes face
the log on which lop ear was lying got adrift,data/l2arctic/MBMPS/wav/arctic_a0321.wav,MBMPS,Spanish,F,the log on which lop ear was liying cauht adrift
this is a common experience with all of us,data/l2arctic/MBMPS/wav/arctic_a0322.wav,MBMPS,Spanish,F,this is a common experience with all of us
it was not red eyes way to forego revenge so easily,data/l2arctic/MBMPS/wav/arctic_a0324.wav,MBMPS,Spanish,F,it was no red eyes way to forgo revenge so easily
whiz zip bang lop ear screamed with sudden anguish,data/l2arctic/MBMPS/wav/arctic_a0325.wav,MBMPS,Spanish,F,wisy bang loop ear screiamed with sudon anguish
cherokee identified himself with his instinct,data/l2arctic/MBMPS/wav/arctic_a0326.wav,MBMPS,Spanish,F,sheroki identifyed himself with his instinctt
they were less stooped than we less springy in their movements,data/l2arctic/MBMPS/wav/arctic_a0327.wav,MBMPS,Spanish,F,they were less stoped than we less springly in their movements
the fire people like ourselves lived in caves,data/l2arctic/MBMPS/wav/arctic_a0328.wav,MBMPS,Spanish,F,he fire people like ourselves liave in caves
ah indeed,data/l2arctic/MBMPS/wav/arctic_a0329.wav,MBMPS,Spanish,F,ah indeed
red eye never committed a more outrageous deed,data/l2arctic/MBMPS/wav/arctic_a0330.wav,MBMPS,Spanish,F,red eye never commited a more outrageous deed
poor little crooked leg was terribly scared,data/l2arctic/MBMPS/wav/arctic_a0331.wav,MBMPS,Spanish,F,poor little crooked leg was teribly scared
unconsciously our yells and exclamations yielded to this rhythm,data/l2arctic/MBMPS/wav/arctic_a0332.wav,MBMPS,Spanish,F,unconsciously our yeels and exclamations yield to this rhythm
this is no place for you,data/l2arctic/MBMPS/wav/arctic_a0333.wav,MBMPS,Spanish,F,this is no place for you
hell knock you off a few sticks in no time,data/l2arctic/MBMPS/wav/arctic_a0334.wav,MBMPS,Spanish,F,hell knok ou off a few stiks in no time
red eye swung back and forth on the branch farther down,data/l2arctic/MBMPS/wav/arctic_a0335.wav,MBMPS,Spanish,F,red eye swung back and forth on the branch father down
so unexpected was my charge that i knocked him off his feet,data/l2arctic/MBMPS/wav/arctic_a0336.wav,MBMPS,Spanish,F,so unexpected was my charge that i knogt him of his feet
encouraged by my conduct big face became a sudden ally,data/l2arctic/MBMPS/wav/arctic_a0337.wav,MBMPS,Spanish,F,encouraged by my conduct big face became a sudern allie
the fighting had now become intermittent,data/l2arctic/MBMPS/wav/arctic_a0338.wav,MBMPS,Spanish,F,the fiting had now become intermitent
they obeyed him and went here and there at his commands,data/l2arctic/MBMPS/wav/arctic_a0339.wav,MBMPS,Spanish,F,they obeyed him and went here and there at his commands
why doggone you all shake again,data/l2arctic/MBMPS/wav/arctic_a0341.wav,MBMPS,Spanish,F,why do gone you all shake again
seventeen no eighteen days ago,data/l2arctic/MBMPS/wav/arctic_a0342.wav,MBMPS,Spanish,F,seventeen no eighteen days ago
you mean for this state general alberta,data/l2arctic/MBMPS/wav/arctic_a0343.wav,MBMPS,Spanish,F,you mean for this state generalberta
he seemed to fill it with his tremendous vitality,data/l2arctic/MBMPS/wav/arctic_a0344.wav,MBMPS,Spanish,F,he seemed to feell it with his tremendous vitality
she was trying to pass the apron string around him,data/l2arctic/MBMPS/wav/arctic_a0345.wav,MBMPS,Spanish,F,she was trying to pass the apron string around him
get down and dig in,data/l2arctic/MBMPS/wav/arctic_a0346.wav,MBMPS,Spanish,F,get down and digk in
they are greatly delighted with anything that is bright or giveth a sound,data/l2arctic/MBMPS/wav/arctic_a0347.wav,MBMPS,Spanish,F,they are greatly delighted with anything that is bright or give it a sound
they only lifted seven hundred and fifty,data/l2arctic/MBMPS/wav/arctic_a0348.wav,MBMPS,Spanish,F,they only lifted seven hundred and fifty
it was simple in its way and no virtue of his,data/l2arctic/MBMPS/wav/arctic_a0349.wav,MBMPS,Spanish,F,it was simple in its way and no virtue ofhis
is that pat hanrahans mug looking hungry and willing,data/l2arctic/MBMPS/wav/arctic_a0350.wav,MBMPS,Spanish,F,is that bad handrahansmok looking hungry un willing
it was more like sugar,data/l2arctic/MBMPS/wav/arctic_a0351.wav,MBMPS,Spanish,F,it was more like sugar
im sure going along with you all elijah,data/l2arctic/MBMPS/wav/arctic_a0352.wav,MBMPS,Spanish,F,i am sure going alone with you eliah
here the explosion of mirth drowned him out,data/l2arctic/MBMPS/wav/arctic_a0353.wav,MBMPS,Spanish,F,heres the explosion of mirth droned him out
fresh meat they failed to obtain,data/l2arctic/MBMPS/wav/arctic_a0354.wav,MBMPS,Spanish,F,fresh meat they fail to obtain
a burst of laughter was his reward,data/l2arctic/MBMPS/wav/arctic_a0355.wav,MBMPS,Spanish,F,a burst of laughter was his reward
you dont catch me at any such foolishness,data/l2arctic/MBMPS/wav/arctic_a0356.wav,MBMPS,Spanish,F,you dont catch me at any such follishness
they continued valiantly to lie but the truth continued to outrun them,data/l2arctic/MBMPS/wav/arctic_a0358.wav,MBMPS,Spanish,F,they continued valiantly to lie but the truth continued to outturn them
earth and gravel seemed to fill the pan,data/l2arctic/MBMPS/wav/arctic_a0359.wav,MBMPS,Spanish,F,earth and graval seemed to feel the pan
but he no longer cared quite so much for that form of diversion,data/l2arctic/MBMPS/wav/arctic_a0360.wav,MBMPS,Spanish,F,but he no longer cared quite so much for that from of diversion
but he did not broach it preferring to mature it carefully,data/l2arctic/MBMPS/wav/arctic_a0361.wav,MBMPS,Spanish,F,but he did not broch it prefering to mature it carefully
nope not the slightest idea,data/l2arctic/MBMPS/wav/arctic_a0362.wav,MBMPS,Spanish,F,nope not the sitest idea
it is not an attempt to smash the market,data/l2arctic/MBMPS/wav/arctic_a0363.wav,MBMPS,Spanish,F,it is no one attempt to smash the market
we have plenty of capital ourselves and yet we want more,data/l2arctic/MBMPS/wav/arctic_a0364.wav,MBMPS,Spanish,F,we have plenty of capital ourselves and yet we want more
these rumors may even originate with us,data/l2arctic/MBMPS/wav/arctic_a0365.wav,MBMPS,Spanish,F,this rumours may even originate with us
a wildly exciting time was his during the week preceding thursday the eighteenth,data/l2arctic/MBMPS/wav/arctic_a0366.wav,MBMPS,Spanish,F,a widely exciting time was his during the wek preceding thursday the eighteenth
there is not an iota of truth in it certainly not,data/l2arctic/MBMPS/wav/arctic_a0367.wav,MBMPS,Spanish,F,there is not an aioda of truth in it certainly not
i just do appreciate it without being able to express my feelings,data/l2arctic/MBMPS/wav/arctic_a0368.wav,MBMPS,Spanish,F,i just do appreciatit without being able to express my feelings
in partnership with daylight the pair raided the san jose interurban,data/l2arctic/MBMPS/wav/arctic_a0369.wav,MBMPS,Spanish,F,in parnership with dayliight the payr raided the sant choset interourban
he saw all men in the business game doing this,data/l2arctic/MBMPS/wav/arctic_a0370.wav,MBMPS,Spanish,F,he saw all men in the business game doing this
it issued a rate of forty two dollars a car on charcoal,data/l2arctic/MBMPS/wav/arctic_a0371.wav,MBMPS,Spanish,F,it issued a raite of forty two dollars a card on charcol
he saw only the effect in a general sketchy way,data/l2arctic/MBMPS/wav/arctic_a0372.wav,MBMPS,Spanish,F,he saw only the effect in a general skechy way
points of view new ideas life,data/l2arctic/MBMPS/wav/arctic_a0373.wav,MBMPS,Spanish,F,points of view new ideas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/MBMPS/wav/arctic_a0375.wav,MBMPS,Spanish,F,the butchers and meat catters refused to hundle meat destinated for unfair restarants
your price my son is just about thirty per week,data/l2arctic/MBMPS/wav/arctic_a0376.wav,MBMPS,Spanish,F,your price my son is just about thirty per week
this sound did not disturb the hush and awe of the place,data/l2arctic/MBMPS/wav/arctic_a0377.wav,MBMPS,Spanish,F,theise sound did not disturb the hush and awe of the place
thats why its boundaries are all gouged and jagged,data/l2arctic/MBMPS/wav/arctic_a0378.wav,MBMPS,Spanish,F,thats why its bunders are jaed and jugged
how old are you daddy,data/l2arctic/MBMPS/wav/arctic_a0379.wav,MBMPS,Spanish,F,how all are you daddy
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/MBMPS/wav/arctic_a0380.wav,MBMPS,Spanish,F,but in the cannyons water was blentiful and also a lugguriant forest grow
my names ferguson,data/l2arctic/MBMPS/wav/arctic_a0381.wav,MBMPS,Spanish,F,my names ferguson
daylight found himself charmed and made curious by the little man,data/l2arctic/MBMPS/wav/arctic_a0382.wav,MBMPS,Spanish,F,the light found himself charmed and made curious by the little man
to his surprise her answer was flat and uncompromising,data/l2arctic/MBMPS/wav/arctic_a0383.wav,MBMPS,Spanish,F,to his surprise her answer was flat and uncompromising
the farmer works the soil and produces grain,data/l2arctic/MBMPS/wav/arctic_a0384.wav,MBMPS,Spanish,F,the farmer works the soil and produces grain
thats what carnegie did,data/l2arctic/MBMPS/wav/arctic_a0385.wav,MBMPS,Spanish,F,thats wat carnegi said
i cant argue with you and you know that,data/l2arctic/MBMPS/wav/arctic_a0386.wav,MBMPS,Spanish,F,i can argue with you you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/MBMPS/wav/arctic_a0387.wav,MBMPS,Spanish,F,bob growing distinuished turned back sudenly and attempted to pass map
it was my idea to a tee,data/l2arctic/MBMPS/wav/arctic_a0388.wav,MBMPS,Spanish,F,it was my idea toati
mab she said,data/l2arctic/MBMPS/wav/arctic_a0389.wav,MBMPS,Spanish,F,map she said
ill go over tomorrow afternoon,data/l2arctic/MBMPS/wav/arctic_a0390.wav,MBMPS,Spanish,F,ill go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/MBMPS/wav/arctic_a0392.wav,MBMPS,Spanish,F,there is that magnificent bov eting his head off in the stable
already he had begun borrowing from the banks,data/l2arctic/MBMPS/wav/arctic_a0393.wav,MBMPS,Spanish,F,already he had begon borrowwing from the banks
its the strap hangers thatll keep us from going under,data/l2arctic/MBMPS/wav/arctic_a0394.wav,MBMPS,Spanish,F,is the strap hungers that ll keep us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/MBMPS/wav/arctic_a0395.wav,MBMPS,Spanish,F,as for himself wherein the street railway ernans incresen steadonly
a rising tide of fat had submerged them,data/l2arctic/MBMPS/wav/arctic_a0396.wav,MBMPS,Spanish,F,a rising tide of flat had submerged them
call me that again he murmured ecstatically,data/l2arctic/MBMPS/wav/arctic_a0397.wav,MBMPS,Spanish,F,call me again he murmured exsthatically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/MBMPS/wav/arctic_a0398.wav,MBMPS,Spanish,F,in the car were onwind and harison while jons sat with the chaffere
and heres another idea,data/l2arctic/MBMPS/wav/arctic_a0399.wav,MBMPS,Spanish,F,and heres another idea
manuel had one besetting sin,data/l2arctic/MBMPS/wav/arctic_a0400.wav,MBMPS,Spanish,F,mannuel had one beseeding sin
the man smiled grimly and brought a hatchet and a club,data/l2arctic/MBMPS/wav/arctic_a0401.wav,MBMPS,Spanish,F,the man smiled greimly and broahed a hatchet and a club
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/MBMPS/wav/arctic_a0402.wav,MBMPS,Spanish,F,curly rushed hair antagonist who struck again and leaped aside
his newborn cunning gave him poise and control,data/l2arctic/MBMPS/wav/arctic_a0403.wav,MBMPS,Spanish,F,his new born conin gave him poise and control
perrault found one with head buried in the grub box,data/l2arctic/MBMPS/wav/arctic_a0404.wav,MBMPS,Spanish,F,parod found one with head buried in a grov box
it seemed the ordained order of things that dogs should work,data/l2arctic/MBMPS/wav/arctic_a0405.wav,MBMPS,Spanish,F,it semed that they ordeained orther of things that dogs should work
and that was the last of francois and perrault,data/l2arctic/MBMPS/wav/arctic_a0406.wav,MBMPS,Spanish,F,and that was the last of francos and pera
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/MBMPS/wav/arctic_a0407.wav,MBMPS,Spanish,F,merceides screamed cried lughed and manifested the chootic abandonment of hysteria
he could feel a new stir in the land,data/l2arctic/MBMPS/wav/arctic_a0409.wav,MBMPS,Spanish,F,he could feel a new steer in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/MBMPS/wav/arctic_a0410.wav,MBMPS,Spanish,F,so we have to feed the boat throug out with oil lamps as well
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/MBMPS/wav/arctic_a0411.wav,MBMPS,Spanish,F,it will break our hearts on our backs to host ancor by hand
there is another virtue in these bulkheads,data/l2arctic/MBMPS/wav/arctic_a0412.wav,MBMPS,Spanish,F,there is another bear to in these balk heads
but i am at the end of my resources,data/l2arctic/MBMPS/wav/arctic_a0413.wav,MBMPS,Spanish,F,but i am at the end of my resources
now our figuring was all right,data/l2arctic/MBMPS/wav/arctic_a0414.wav,MBMPS,Spanish,F,now our figuring was all right
it lasted as a deterrent for two days,data/l2arctic/MBMPS/wav/arctic_a0415.wav,MBMPS,Spanish,F,it lasted as a deterient for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/MBMPS/wav/arctic_a0416.wav,MBMPS,Spanish,F,the aded weit had a velocity of fifteen miles per hour
it is also an insidious deceitful sun,data/l2arctic/MBMPS/wav/arctic_a0417.wav,MBMPS,Spanish,F,it is also an insidious deceidful san
the portuguese boy crawled nearer and nearer,data/l2arctic/MBMPS/wav/arctic_a0418.wav,MBMPS,Spanish,F,the portoges boy crowedit nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/MBMPS/wav/arctic_a0419.wav,MBMPS,Spanish,F,the portuogees boy passed the haowian
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/MBMPS/wav/arctic_a0420.wav,MBMPS,Spanish,F,when i came to i was waving my hat and murmuling estatically
by golly the boy wins,data/l2arctic/MBMPS/wav/arctic_a0421.wav,MBMPS,Spanish,F,by golliy the boy wins
halfway around the track one donkey got into an argument with its rider,data/l2arctic/MBMPS/wav/arctic_a0422.wav,MBMPS,Spanish,F,half way around the track one donkey got into an argument with its rider
mcveigh when he returns from a trip to honolulu,data/l2arctic/MBMPS/wav/arctic_a0423.wav,MBMPS,Spanish,F,magvel when he returns from a trip to honololu
obviously it was a disease that could be contracted by contact,data/l2arctic/MBMPS/wav/arctic_a0424.wav,MBMPS,Spanish,F,obviously it was a deseise that could be contracted by contact
they do not know the length of time of incubation,data/l2arctic/MBMPS/wav/arctic_a0426.wav,MBMPS,Spanish,F,they do not know the length of time of incubation
enters now the psychology of the situation,data/l2arctic/MBMPS/wav/arctic_a0427.wav,MBMPS,Spanish,F,enters now the psychology of the situation
it was not exactly a deportation,data/l2arctic/MBMPS/wav/arctic_a0428.wav,MBMPS,Spanish,F,it was not exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/MBMPS/wav/arctic_a0429.wav,MBMPS,Spanish,F,quiickly was the disappointment in his face yet smiling was the acquases
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/MBMPS/wav/arctic_a0430.wav,MBMPS,Spanish,F,nevertheless we found ourselves once more in the high seed of abundance
wada and na ka ta were in a bit of a funk,data/l2arctic/MBMPS/wav/arctic_a0431.wav,MBMPS,Spanish,F,wata and nacata were in a bit of a funk
the boy at the wheel lost his head,data/l2arctic/MBMPS/wav/arctic_a0432.wav,MBMPS,Spanish,F,the boy at the wheel lost his head
to her the bridge was tambo which is the native for taboo,data/l2arctic/MBMPS/wav/arctic_a0433.wav,MBMPS,Spanish,F,to her the bridgh was tambo which is the native for tabou
a half a case of tobacco was worth three pounds,data/l2arctic/MBMPS/wav/arctic_a0434.wav,MBMPS,Spanish,F,a half a case of tobacco was worth three pounds
what do you mean by this outrageous conduct,data/l2arctic/MBMPS/wav/arctic_a0435.wav,MBMPS,Spanish,F,what do you mean by this ourageous conduct
but martin smiled a superior smile,data/l2arctic/MBMPS/wav/arctic_a0436.wav,MBMPS,Spanish,F,but martin smiled a superior smile
by that answer my professional medical prestige stood or fell,data/l2arctic/MBMPS/wav/arctic_a0437.wav,MBMPS,Spanish,F,by that answer my professional medical prestiege stood or failed
at sea monday march sixteenth nineteen o eight,data/l2arctic/MBMPS/wav/arctic_a0438.wav,MBMPS,Spanish,F,at s monday march sixteenth nineteen o eight
at sea wednesday march eighteenth nineteen o eight,data/l2arctic/MBMPS/wav/arctic_a0439.wav,MBMPS,Spanish,F,at s wedneseday march eighteent nineteen zero eight
yes sir i corrected,data/l2arctic/MBMPS/wav/arctic_a0440.wav,MBMPS,Spanish,F,yes sir i corrected
violent life and athletic sports had never appealed to me,data/l2arctic/MBMPS/wav/arctic_a0441.wav,MBMPS,Spanish,F,violent life and athletic sports had never appealed to me
he was worth nothing to the world,data/l2arctic/MBMPS/wav/arctic_a0443.wav,MBMPS,Spanish,F,he was worth nothing to the world
then you dont believe in altruism,data/l2arctic/MBMPS/wav/arctic_a0444.wav,MBMPS,Spanish,F,then you dont believe in altroistm
the creative joy i murmured,data/l2arctic/MBMPS/wav/arctic_a0445.wav,MBMPS,Spanish,F,the creative joy i murmured
he deluged me overwhelmed me with argument,data/l2arctic/MBMPS/wav/arctic_a0446.wav,MBMPS,Spanish,F,he delaghed me overwhelmed me with argument
ah it is growing dark and darker,data/l2arctic/MBMPS/wav/arctic_a0447.wav,MBMPS,Spanish,F,ah it is growing dark and darker
i was hump cabin boy on the schooner ghost,data/l2arctic/MBMPS/wav/arctic_a0448.wav,MBMPS,Spanish,F,i was hamp cabbin boy on the schoner gos
a sinewy hand dripping with water was clutching the rail,data/l2arctic/MBMPS/wav/arctic_a0449.wav,MBMPS,Spanish,F,a sinw hand dreping with wather was clutching the rail
no man ate of the seal meat or the oil,data/l2arctic/MBMPS/wav/arctic_a0450.wav,MBMPS,Spanish,F,no man ate of the seal meat or the ol
i noticed blood spouting from kerfoot left hand,data/l2arctic/MBMPS/wav/arctic_a0451.wav,MBMPS,Spanish,F,i notised blod spoding from carefoot left hand
three oilers and a fourth engineer was his greeting,data/l2arctic/MBMPS/wav/arctic_a0452.wav,MBMPS,Spanish,F,three oilers and a fourth engineer was his greeting
eighteen hundred he calculated,data/l2arctic/MBMPS/wav/arctic_a0453.wav,MBMPS,Spanish,F,eighteen hundred he calculated
the sharp voice of wolf larsen aroused me,data/l2arctic/MBMPS/wav/arctic_a0454.wav,MBMPS,Spanish,F,the sharp voice of wolf larson aroused me
i obeyed and a minute or two later they stood before him,data/l2arctic/MBMPS/wav/arctic_a0455.wav,MBMPS,Spanish,F,i obeyed and a minntat or two later they stood before him
but it wont continue she said with easy confidence,data/l2arctic/MBMPS/wav/arctic_a0456.wav,MBMPS,Spanish,F,but it wont continue she said with easy confidence
what i saw i could not at first believe,data/l2arctic/MBMPS/wav/arctic_a0457.wav,MBMPS,Spanish,F,what i saw i could not at first believe
the stout wood was crushed like an eggshell,data/l2arctic/MBMPS/wav/arctic_a0458.wav,MBMPS,Spanish,F,the stood wood was crashed like an ag shell
i had forgotten their existence,data/l2arctic/MBMPS/wav/arctic_a0460.wav,MBMPS,Spanish,F,i had forgotten their existence
ah we were very close together in that moment,data/l2arctic/MBMPS/wav/arctic_a0461.wav,MBMPS,Spanish,F,ah we were very close together in that moment
but she swung obediently on her heel into the wind,data/l2arctic/MBMPS/wav/arctic_a0462.wav,MBMPS,Spanish,F,but she swoun obediently on her hel into the wind
they are his tongue by which he makes his knowledge articulate,data/l2arctic/MBMPS/wav/arctic_a0463.wav,MBMPS,Spanish,F,there are his tongue by which he makes his knowledge articulate
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/MBMPS/wav/arctic_a0464.wav,MBMPS,Spanish,F,between the raushe of the cascades streaks of rust showed everywhere
hell never do a tap of work the whole voyage,data/l2arctic/MBMPS/wav/arctic_a0465.wav,MBMPS,Spanish,F,hell never do a tap of work the whole voyage
captain west may be a samurai but he is also human,data/l2arctic/MBMPS/wav/arctic_a0466.wav,MBMPS,Spanish,F,captan west may be sameri but he is also human
and so early in the voyage too,data/l2arctic/MBMPS/wav/arctic_a0467.wav,MBMPS,Spanish,F,and so early in the voyage too
in the matter of curry she is a sheer genius,data/l2arctic/MBMPS/wav/arctic_a0468.wav,MBMPS,Spanish,F,in the matter of cory she is a sheere genius
the eastern heavens were equally spectacular,data/l2arctic/MBMPS/wav/arctic_a0469.wav,MBMPS,Spanish,F,the eastern heavens were equally spectacular
he spat it out like so much venom,data/l2arctic/MBMPS/wav/arctic_a0470.wav,MBMPS,Spanish,F,he spied in out like somuch venom
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/MBMPS/wav/arctic_a0471.wav,MBMPS,Spanish,F,i saw mister pge knod his head grimly and sarcastically
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/MBMPS/wav/arctic_a0472.wav,MBMPS,Spanish,F,he is too keinly intelligent too sharply sensitive successfully to endure
the night was calm and snowy,data/l2arctic/MBMPS/wav/arctic_a0473.wav,MBMPS,Spanish,F,the night was calm and snowy
i sailed third mate in the little vampire before you were born,data/l2arctic/MBMPS/wav/arctic_a0474.wav,MBMPS,Spanish,F,i sailed three maid in the little vanpire before you were born
