transcription,path_to_audio,speaker_id,native_language,gender,sew_large_transcriptions
each insult added to the value of the claim,data/l2arctic/ERMS/wav/arctic_a0485.wav,ERMS,Spanish,M,each insult added to the value of the claim
for the rest he was a mere automaton,data/l2arctic/ERMS/wav/arctic_a0486.wav,ERMS,Spanish,M,for the rest he was a mere automaton
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/ERMS/wav/arctic_a0487.wav,ERMS,Spanish,M,the river bed its bosom and snoring steamboats challenged the wilderness
their love burned with increasing brightness,data/l2arctic/ERMS/wav/arctic_a0488.wav,ERMS,Spanish,M,their love burnt with increase in brightness
they were artists not biologists,data/l2arctic/ERMS/wav/arctic_a0489.wav,ERMS,Spanish,M,they were artists not byologists
both johnny and his mother shuffled their feet as they walked,data/l2arctic/ERMS/wav/arctic_a0490.wav,ERMS,Spanish,M,both johnnie and his mother shuffled their feet as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/ERMS/wav/arctic_a0491.wav,ERMS,Spanish,M,and as in the nile of kilt the one legged boy replied
burnt out like the crater of a volcano,data/l2arctic/ERMS/wav/arctic_a0492.wav,ERMS,Spanish,M,burnt out like the crater of a volcano
obrien took off his coat and bared his right arm,data/l2arctic/ERMS/wav/arctic_a0494.wav,ERMS,Spanish,M,a brilliant duke of his court and bare his right arm
he bore no grudges and had few enemies,data/l2arctic/ERMS/wav/arctic_a0495.wav,ERMS,Spanish,M,he bore no grudges and had few enemies
and tom king patiently endured,data/l2arctic/ERMS/wav/arctic_a0496.wav,ERMS,Spanish,M,m tom king patiently endured
king took every advantage he knew,data/l2arctic/ERMS/wav/arctic_a0497.wav,ERMS,Spanish,M,keen took every advantage he knew
the lines were now very taut,data/l2arctic/ERMS/wav/arctic_a0498.wav,ERMS,Spanish,M,the lines were now very taut
and right there i saw and knew it all,data/l2arctic/ERMS/wav/arctic_a0499.wav,ERMS,Spanish,M,and the ride there i saw and knew it oft
who the devil gave it to you to be judge and jury,data/l2arctic/ERMS/wav/arctic_a0500.wav,ERMS,Spanish,M,who the devil gave it to you to be the judge and jury
youre joking me sir the other managed to articulate,data/l2arctic/ERMS/wav/arctic_a0501.wav,ERMS,Spanish,M,your yoke monsieur the other managed to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/ERMS/wav/arctic_a0502.wav,ERMS,Spanish,M,anything unusual or up normal was sufficient to send a fellow to moloka
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/ERMS/wav/arctic_a0503.wav,ERMS,Spanish,M,his heady black eyes saw bargains were other men so bankruptcy
he was an athlete and a giant,data/l2arctic/ERMS/wav/arctic_a0504.wav,ERMS,Spanish,M,he was an athlete and a giant
we fished sharks on niihau together,data/l2arctic/ERMS/wav/arctic_a0505.wav,ERMS,Spanish,M,with fished sharks only how together
the claudine was leaving next morning for honolulu,data/l2arctic/ERMS/wav/arctic_a0506.wav,ERMS,Spanish,M,the cloudying was leaving next morning for on a little
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/ERMS/wav/arctic_a0507.wav,ERMS,Spanish,M,in short moliere's individualism was dominated by the orthodox bourgeois ethics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/ERMS/wav/arctic_a0508.wav,ERMS,Spanish,M,soon shall it be thrust back from off prostrate humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/ERMS/wav/arctic_a0509.wav,ERMS,Spanish,M,yet in accordance with earnest death of truth he worked
there is more behind this than a mere university ideal,data/l2arctic/ERMS/wav/arctic_a0511.wav,ERMS,Spanish,M,there is more behind these than a mere university ideal
no it is a palace wherein there are many servants,data/l2arctic/ERMS/wav/arctic_a0512.wav,ERMS,Spanish,M,no it is a palace wherein there are many servants
we must give ourselves and not our money alone,data/l2arctic/ERMS/wav/arctic_a0513.wav,ERMS,Spanish,M,we must keep ourselves and not our money along
we are consumed in our own flesh pots,data/l2arctic/ERMS/wav/arctic_a0514.wav,ERMS,Spanish,M,we are consumed in our own flesh but
but here amongst ourselves let us speak out,data/l2arctic/ERMS/wav/arctic_a0515.wav,ERMS,Spanish,M,but here amongst ourselves let us speak out
also there was awe in their faces,data/l2arctic/ERMS/wav/arctic_a0516.wav,ERMS,Spanish,M,also there was all in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/ERMS/wav/arctic_a0517.wav,ERMS,Spanish,M,out of abstractions ernest had conjured a bishop and made him see it
illuminating oil was becoming all profit,data/l2arctic/ERMS/wav/arctic_a0518.wav,ERMS,Spanish,M,illuminating oil was becoming all profit
such an act was in direct violation of the laws of the land,data/l2arctic/ERMS/wav/arctic_a0519.wav,ERMS,Spanish,M,such an act was indirect by elation of the laws of the land
he was fond of quoting a fragment from a certain poem,data/l2arctic/ERMS/wav/arctic_a0520.wav,ERMS,Spanish,M,he was fond of quoting a fragment from a certain point
without them he could not run his empire,data/l2arctic/ERMS/wav/arctic_a0521.wav,ERMS,Spanish,M,without them he could not run his empire
for such countries nothing remained but reorganization,data/l2arctic/ERMS/wav/arctic_a0522.wav,ERMS,Spanish,M,for such countries neither in remaining but a reorganization
they could not continue their method of producing surpluses,data/l2arctic/ERMS/wav/arctic_a0523.wav,ERMS,Spanish,M,they could not continue their methods of precision so plus his
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/ERMS/wav/arctic_a0524.wav,ERMS,Spanish,M,at once would be instituted a dozen co operative commonwealth states
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/ERMS/wav/arctic_a0525.wav,ERMS,Spanish,M,the oligarchy wanted violence and it said it agents provocation to work
nowhere did the raw earth appear,data/l2arctic/ERMS/wav/arctic_a0526.wav,ERMS,Spanish,M,nor where did their awe erst appear
men who endure it call it living death,data/l2arctic/ERMS/wav/arctic_a0528.wav,ERMS,Spanish,M,men who endure it call it leaving that
as i say he had tapped the message very rapidly,data/l2arctic/ERMS/wav/arctic_a0529.wav,ERMS,Spanish,M,as i say he had tapped the meshes very rapidly
ask him i laughed then turned to pasquini,data/l2arctic/ERMS/wav/arctic_a0530.wav,ERMS,Spanish,M,ask him i laughed when tore to pesky
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/ERMS/wav/arctic_a0531.wav,ERMS,Spanish,M,in what bucolic school of fence he had been taught whilst beyond imagining
may drought destroy your crops,data/l2arctic/ERMS/wav/arctic_a0532.wav,ERMS,Spanish,M,mayhap destroyed your crops
dunham can your boy go along with jesse,data/l2arctic/ERMS/wav/arctic_a0533.wav,ERMS,Spanish,M,durham can your boy go along with yes he
but johannes could and did,data/l2arctic/ERMS/wav/arctic_a0534.wav,ERMS,Spanish,M,but genesis could and it
a new preacher and a new doctrine come to jerusalem,data/l2arctic/ERMS/wav/arctic_a0535.wav,ERMS,Spanish,M,a new preacher and a new doctrine come to jerusalem
he would destroy all things that are fixed,data/l2arctic/ERMS/wav/arctic_a0536.wav,ERMS,Spanish,M,he would destroy all things that are fixed
he was an enthusiast and a desert dweller,data/l2arctic/ERMS/wav/arctic_a0537.wav,ERMS,Spanish,M,he was an enthusiast and a desert dweller
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/ERMS/wav/arctic_a0538.wav,ERMS,Spanish,M,worth pascal gleams with the vision of a seer i have lived
i should like to engage just for one whole life in that,data/l2arctic/ERMS/wav/arctic_a0539.wav,ERMS,Spanish,M,i should like to engage just for one whole life and that
yea so are all the lesser animals of today clean,data/l2arctic/ERMS/wav/arctic_a0540.wav,ERMS,Spanish,M,dia so are all the later animals of to day clean
the warden with a quart of champagne,data/l2arctic/ERMS/wav/arctic_a0541.wav,ERMS,Spanish,M,the warden with the court of champagne
without a doubt some of them have dinner engagements,data/l2arctic/ERMS/wav/arctic_a0542.wav,ERMS,Spanish,M,we are adopted some of them have dinner engagements
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/ERMS/wav/arctic_a0543.wav,ERMS,Spanish,M,i had been bore with noorganic chemical predisposition to oralco hall
the italian rancho was a bachelor establishment,data/l2arctic/ERMS/wav/arctic_a0545.wav,ERMS,Spanish,M,the italian rancher was a bachelor establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/ERMS/wav/arctic_a0546.wav,ERMS,Spanish,M,i lost my balance and pitched head foremost into those
men like joe goose dated existence from drunk to drunk,data/l2arctic/ERMS/wav/arctic_a0547.wav,ERMS,Spanish,M,men like joy goose dated existence from drunk to drunk
also churches and preachers i had never known,data/l2arctic/ERMS/wav/arctic_a0548.wav,ERMS,Spanish,M,also churches and preachers i had never known
do you know that we weigh every pound of coal we burn,data/l2arctic/ERMS/wav/arctic_a0549.wav,ERMS,Spanish,M,do you know that we weighed every pound of coral we burned
this also became part of the daily schedule,data/l2arctic/ERMS/wav/arctic_a0550.wav,ERMS,Spanish,M,this also became part of the daily scandal
all an appearance can know is mirage,data/l2arctic/ERMS/wav/arctic_a0551.wav,ERMS,Spanish,M,all an appearance galore is murash
yet he dreams he is immortal i argue feebly,data/l2arctic/ERMS/wav/arctic_a0552.wav,ERMS,Spanish,M,dirt his dreams he is immortal i argue feebly
i am writing these lines in honolulu hawaii,data/l2arctic/ERMS/wav/arctic_a0553.wav,ERMS,Spanish,M,i am writing these lines in honolulu how i
jack london waikiki beach honolulu oahu,data/l2arctic/ERMS/wav/arctic_a0554.wav,ERMS,Spanish,M,jack l'olonnois why kicky beach honolulu oho
jerry was so secure in his nook that he did not roll away,data/l2arctic/ERMS/wav/arctic_a0555.wav,ERMS,Spanish,M,jerry was so secure in his note that he did not roll away
why hes bought forty pounds of goods from you already,data/l2arctic/ERMS/wav/arctic_a0556.wav,ERMS,Spanish,M,why he has bought forty pounds of goods from you already
the last refugee had passed,data/l2arctic/ERMS/wav/arctic_a0557.wav,ERMS,Spanish,M,the last refugee has passed
and the foundation stone of service in his case was obedience,data/l2arctic/ERMS/wav/arctic_a0558.wav,ERMS,Spanish,M,and the foundation and tongue of service in his case was obedience
peace be unto you and grace before the lord,data/l2arctic/ERMS/wav/arctic_a0559.wav,ERMS,Spanish,M,peace be and to you and grace before the lord
his mouth opened words shaped vainly on his lips,data/l2arctic/ERMS/wav/arctic_a0560.wav,ERMS,Spanish,M,he smiled open it words shaped vainly on his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/ERMS/wav/arctic_a0289.wav,ERMS,Spanish,M,they are no regular oyster pirates nicholas continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/ERMS/wav/arctic_a0306.wav,ERMS,Spanish,M,he was pressing beyond the limits of his vocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/ERMS/wav/arctic_a0323.wav,ERMS,Spanish,M,he considered the victory already he is and stepped forward to the meet
it was like the beating of hoofs,data/l2arctic/ERMS/wav/arctic_a0340.wav,ERMS,Spanish,M,it was like the beating of hoofs
a month passed by and bonanza creek remained quiet,data/l2arctic/ERMS/wav/arctic_a0357.wav,ERMS,Spanish,M,a month passed by and bonanza creek remained quiet
but lifes worth more than cash she argued,data/l2arctic/ERMS/wav/arctic_a0374.wav,ERMS,Spanish,M,but life's worth more than cash she argued
but he reconciled himself to it by an act of faith,data/l2arctic/ERMS/wav/arctic_a0391.wav,ERMS,Spanish,M,but here reconcile himself to it by an act of fate
the eldorado emptied its occupants into the street to see the test,data/l2arctic/ERMS/wav/arctic_a0408.wav,ERMS,Spanish,M,the el dorado and yet its occupants into the street to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/ERMS/wav/arctic_a0425.wav,ERMS,Spanish,M,otherwise never stretching his foot upon their suffering
you live on an income which your father earned,data/l2arctic/ERMS/wav/arctic_a0442.wav,ERMS,Spanish,M,you live on an income which your father earned
theres too much of the schoolboy in me,data/l2arctic/ERMS/wav/arctic_a0459.wav,ERMS,Spanish,M,there's too much of the school boy in me
at this moment i felt a stir at my shoulder,data/l2arctic/ERMS/wav/arctic_a0476.wav,ERMS,Spanish,M,at this moment i failed as to at my shoulder
the boy obrien was specially maltreated,data/l2arctic/ERMS/wav/arctic_a0493.wav,ERMS,Spanish,M,the boy o'brien was especially maltreated
much more ernest told them of themselves and of his disillusionment,data/l2arctic/ERMS/wav/arctic_a0510.wav,ERMS,Spanish,M,much more earnest told them of themselves and of his disillusionment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/ERMS/wav/arctic_a0527.wav,ERMS,Spanish,M,the large vegetation of that sheltered spot may cannot reach hill
what the flaming,data/l2arctic/ERMS/wav/arctic_a0562.wav,ERMS,Spanish,M,while the flaming
missus mcfees jaws brought together with a snap,data/l2arctic/ERMS/wav/arctic_a0563.wav,ERMS,Spanish,M,missus macallan's broke together with a snap
then it is as i said womble announced with finality,data/l2arctic/ERMS/wav/arctic_a0564.wav,ERMS,Spanish,M,then it is as i said humble announce with finality
with them were indians also three other men,data/l2arctic/ERMS/wav/arctic_a0565.wav,ERMS,Spanish,M,with them were indians also three other men
dennins hands were released long enough for him to sign the document,data/l2arctic/ERMS/wav/arctic_a0566.wav,ERMS,Spanish,M,deennis hands were release long enough for him to sign the document
now irvine was a man of impulse a poet,data/l2arctic/ERMS/wav/arctic_a0567.wav,ERMS,Spanish,M,now irwine was a man of impulse apart
he was just bursting with joy joy over what,data/l2arctic/ERMS/wav/arctic_a0568.wav,ERMS,Spanish,M,he was just bustling with joy joy over what
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/ERMS/wav/arctic_a0569.wav,ERMS,Spanish,M,at lake linderman i had one canoy very good peterborough canoy
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/ERMS/wav/arctic_a0570.wav,ERMS,Spanish,M,behind him lay the thousand years long road across all siberia and russia
he had forgotten to build a fire and thaw out,data/l2arctic/ERMS/wav/arctic_a0571.wav,ERMS,Spanish,M,he had forgotten to build a fire and tow out
i never saw anything like her in my life,data/l2arctic/ERMS/wav/arctic_a0572.wav,ERMS,Spanish,M,i never saw anything like her in my life
there was no law on the yukon save what they made for themselves,data/l2arctic/ERMS/wav/arctic_a0573.wav,ERMS,Spanish,M,there was no law only you can't say what they may for themselves
good business man curly obrien was saying,data/l2arctic/ERMS/wav/arctic_a0574.wav,ERMS,Spanish,M,good business man coolly or brainlessly
there werent any missions and he was the man to know,data/l2arctic/ERMS/wav/arctic_a0575.wav,ERMS,Spanish,M,there weren't any missions and he was the man to know
and the big persian knew of his existence before he did of hers,data/l2arctic/ERMS/wav/arctic_a0576.wav,ERMS,Spanish,M,and the big persian knew of his existence before he did of hers
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/ERMS/wav/arctic_a0577.wav,ERMS,Spanish,M,once the youths her began immediately its barbaric freedoms michael was helpless
there was the emma louisa,data/l2arctic/ERMS/wav/arctic_a0579.wav,ERMS,Spanish,M,there was the amalfisa
this is my fifth voyage,data/l2arctic/ERMS/wav/arctic_a0580.wav,ERMS,Spanish,M,this is my fate's voyage
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/ERMS/wav/arctic_a0581.wav,ERMS,Spanish,M,it was this proposition that the started the big idea in doubter's mind
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/ERMS/wav/arctic_a0582.wav,ERMS,Spanish,M,gautry elaborated on the compton trick by bringing croquet along
enjoy it he did but principally for stewards sake,data/l2arctic/ERMS/wav/arctic_a0583.wav,ERMS,Spanish,M,enjoyed he did but principally for his steward's sake
i have long noted your thirst unquenchable,data/l2arctic/ERMS/wav/arctic_a0584.wav,ERMS,Spanish,M,i have long noted your thirst unquenchable
wonder if hes a lion dog charles suggested,data/l2arctic/ERMS/wav/arctic_a0585.wav,ERMS,Spanish,M,wonder if he is a lion dark charles suggested
we dont see ourselves as foolish,data/l2arctic/ERMS/wav/arctic_a0586.wav,ERMS,Spanish,M,we don't see ourselves as foolish
he had comparatively no advantages at first,data/l2arctic/ERMS/wav/arctic_a0587.wav,ERMS,Spanish,M,he had comparatively no advantageous at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/ERMS/wav/arctic_a0588.wav,ERMS,Spanish,M,he had proved it to day with his amateurishes and sophomore introductions
i was sick once typhoid,data/l2arctic/ERMS/wav/arctic_a0589.wav,ERMS,Spanish,M,i was seeking once typhoid
in a way he is my protege,data/l2arctic/ERMS/wav/arctic_a0590.wav,ERMS,Spanish,M,in a way he is my protegee
we are both children together,data/l2arctic/ERMS/wav/arctic_a0591.wav,ERMS,Spanish,M,we are both children together
its only his indigestion i find fault with,data/l2arctic/ERMS/wav/arctic_a0592.wav,ERMS,Spanish,M,it's only his sunday gesture i find fault with
shed make a good wife for the cashier,data/l2arctic/ERMS/wav/arctic_a0593.wav,ERMS,Spanish,M,she'd make a good wife for the cashier
gad do i remember it,data/l2arctic/ERMS/wav/arctic_b0001.wav,ERMS,Spanish,M,gat the boy remembered it
i can see that knife now,data/l2arctic/ERMS/wav/arctic_b0003.wav,ERMS,Spanish,M,i can see that knife now
when i cant see beauty in woman i want to die,data/l2arctic/ERMS/wav/arctic_b0004.wav,ERMS,Spanish,M,when i can see beauty in woman i went to die
his slim fingers closed like steel about philips,data/l2arctic/ERMS/wav/arctic_b0005.wav,ERMS,Spanish,M,he's a slim fingers closed like steel about philip's
he seized gregson by the arm and led him to the door,data/l2arctic/ERMS/wav/arctic_b0006.wav,ERMS,Spanish,M,he sees it grexam by there and led him to the door
hear the indian dogs wailing down at churchill,data/l2arctic/ERMS/wav/arctic_b0007.wav,ERMS,Spanish,M,here they indian dogs wailing down at churchill
burke himself had criticized it because of the smile,data/l2arctic/ERMS/wav/arctic_b0008.wav,ERMS,Spanish,M,book himself had criticised because of the smile
id say there was going to be a glorious scrap,data/l2arctic/ERMS/wav/arctic_b0009.wav,ERMS,Spanish,M,at tay there was going to be a glorious scrap
he turned the map to gregson pointing with his finger,data/l2arctic/ERMS/wav/arctic_b0010.wav,ERMS,Spanish,M,he turned the map to grexam pointing with his finger
his eyes never took themselves for an instant from his companions face,data/l2arctic/ERMS/wav/arctic_b0011.wav,ERMS,Spanish,M,his eyes never took themselves for an instant from his companion's face
something that whittemore had not yet said thrilled him,data/l2arctic/ERMS/wav/arctic_b0012.wav,ERMS,Spanish,M,something that with more had not yet said cheered him
lakes and rivers hundreds of them thousands of them,data/l2arctic/ERMS/wav/arctic_b0013.wav,ERMS,Spanish,M,lakes and rivers hundreds of them thousands of them
whitefish gregson whitefish and trout,data/l2arctic/ERMS/wav/arctic_b0014.wav,ERMS,Spanish,M,wild fish gracksome white fish antrude
they robbed me a few years later,data/l2arctic/ERMS/wav/arctic_b0015.wav,ERMS,Spanish,M,they wrote me a few years later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/ERMS/wav/arctic_b0016.wav,ERMS,Spanish,M,he chuckled and he pulled out his pipe and began feeling it
everything was working smoothly better than i had expected,data/l2arctic/ERMS/wav/arctic_b0017.wav,ERMS,Spanish,M,everything was working smoothly better than i had expected
i was completely lost in my work,data/l2arctic/ERMS/wav/arctic_b0018.wav,ERMS,Spanish,M,i was completely lost in my work
he made no reply as he waited for whittemore to continue,data/l2arctic/ERMS/wav/arctic_b0020.wav,ERMS,Spanish,M,he made no reply as he waited for whitmore to continue
philip dropped back into his chair,data/l2arctic/ERMS/wav/arctic_b0021.wav,ERMS,Spanish,M,philip dropped back into his chair
if i was out of the game it would be easily made,data/l2arctic/ERMS/wav/arctic_b0022.wav,ERMS,Spanish,M,if i was out of the game it would be easy to mate
macdougall my engineer believes it,data/l2arctic/ERMS/wav/arctic_b0023.wav,ERMS,Spanish,M,macdukal my engineer believes it
it is growing every day every hour,data/l2arctic/ERMS/wav/arctic_b0024.wav,ERMS,Spanish,M,it is growing every day every hour
now you understand,data/l2arctic/ERMS/wav/arctic_b0025.wav,ERMS,Spanish,M,now you understand
you have associated with some of these men,data/l2arctic/ERMS/wav/arctic_b0026.wav,ERMS,Spanish,M,you have associated with some of these men
and theres no chivalry no quarter shown in this fight,data/l2arctic/ERMS/wav/arctic_b0027.wav,ERMS,Spanish,M,there is no chivalry no quarter shown in this fight
lord fitzhugh is the key to the whole situation,data/l2arctic/ERMS/wav/arctic_b0028.wav,ERMS,Spanish,M,lor fits you is the key to the whole situation
all operations have been carried on from montreal and toronto,data/l2arctic/ERMS/wav/arctic_b0029.wav,ERMS,Spanish,M,all operations having carried on from montreal and toronto
gregson held a lighted match until it burnt his fingertips,data/l2arctic/ERMS/wav/arctic_b0030.wav,ERMS,Spanish,M,works on him a lighted match until it burns his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/ERMS/wav/arctic_b0031.wav,ERMS,Spanish,M,grexon had seated himself under the lamp and was sharpening a pencil
he caught himself with a jerk,data/l2arctic/ERMS/wav/arctic_b0032.wav,ERMS,Spanish,M,he caught himself with a jerk
how does your wager look now,data/l2arctic/ERMS/wav/arctic_b0033.wav,ERMS,Spanish,M,how thus your wider look now
he confessed that the sketch had startled him,data/l2arctic/ERMS/wav/arctic_b0034.wav,ERMS,Spanish,M,he confessed that the sketch had a startled thing
after all the picture was only a resemblance,data/l2arctic/ERMS/wav/arctic_b0035.wav,ERMS,Spanish,M,after all the picture was only a resemblance
philip knew that she was not an indian,data/l2arctic/ERMS/wav/arctic_b0037.wav,ERMS,Spanish,M,philip knew that she was not an indian
in her haste to get away she had forgotten these things,data/l2arctic/ERMS/wav/arctic_b0038.wav,ERMS,Spanish,M,in her haste to get away she had forgotten these things
philip took a step toward gregson half determined to awaken him,data/l2arctic/ERMS/wav/arctic_b0039.wav,ERMS,Spanish,M,philip took a step forward rexton half determined to awaken him
the thought set his blood tingling,data/l2arctic/ERMS/wav/arctic_b0040.wav,ERMS,Spanish,M,n the twelfth set his blood tingling
but if pierre did not return until tomorrow,data/l2arctic/ERMS/wav/arctic_b0041.wav,ERMS,Spanish,M,but if fear did not return until to morrow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/ERMS/wav/arctic_b0042.wav,ERMS,Spanish,M,ten minutes at naughty lips since he had dropped the handkerchief
it wont be for sale,data/l2arctic/ERMS/wav/arctic_b0043.wav,ERMS,Spanish,M,it won't be for sale
for a few moments he ate in silence,data/l2arctic/ERMS/wav/arctic_b0044.wav,ERMS,Spanish,M,for a few moments he ate in silence
philip did not pursue the subject,data/l2arctic/ERMS/wav/arctic_b0045.wav,ERMS,Spanish,M,philip did not pursue the subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/ERMS/wav/arctic_b0046.wav,ERMS,Spanish,M,philip produced a couple of cigars and took a chairs opposite him
suppose you saw me at work through the window,data/l2arctic/ERMS/wav/arctic_b0047.wav,ERMS,Spanish,M,suppose you saw me at work through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/ERMS/wav/arctic_b0048.wav,ERMS,Spanish,M,he looked like one who had passed through an uncomfortable hour or two
there was nothing more except a large ink blot under the words,data/l2arctic/ERMS/wav/arctic_b0049.wav,ERMS,Spanish,M,there was nothing more except a large ink blot under the wars
all this day gregson remained in the cabin,data/l2arctic/ERMS/wav/arctic_b0050.wav,ERMS,Spanish,M,all this day gruesome remained in the cabin
the sixth day he spent in the cabin with gregson,data/l2arctic/ERMS/wav/arctic_b0051.wav,ERMS,Spanish,M,the sixth day he is spent in the cabin with rexton
the flush was gone from her face,data/l2arctic/ERMS/wav/arctic_b0052.wav,ERMS,Spanish,M,the flush was gone from her face
he understood the meaning of the look,data/l2arctic/ERMS/wav/arctic_b0054.wav,ERMS,Spanish,M,he understood the meaning of the look
she was even more beautiful than when i saw her before,data/l2arctic/ERMS/wav/arctic_b0055.wav,ERMS,Spanish,M,she was even more beautiful than when i saw her before
ill give a thousand if you produce her retorted gregson,data/l2arctic/ERMS/wav/arctic_b0056.wav,ERMS,Spanish,M,i'll give at tausan if you produce her retorted jackson
they have won popular sentiment through the newspapers,data/l2arctic/ERMS/wav/arctic_b0057.wav,ERMS,Spanish,M,they have one popular sentiment through the newspapers
we must achieve our own salvation,data/l2arctic/ERMS/wav/arctic_b0058.wav,ERMS,Spanish,M,we must achieve our own salvation
in moments of mental energy philip was restless,data/l2arctic/ERMS/wav/arctic_b0059.wav,ERMS,Spanish,M,in moments of mental energy philip was restless
he would keep his faith with gregson for the promised day or two,data/l2arctic/ERMS/wav/arctic_b0060.wav,ERMS,Spanish,M,he would keep his fate with grexam for he promised day or two
something about it seemed to fascinate him to challenge his presence,data/l2arctic/ERMS/wav/arctic_b0061.wav,ERMS,Spanish,M,something about it seemed to fascinate him to challenge his presence
now it was missing from the wall,data/l2arctic/ERMS/wav/arctic_b0062.wav,ERMS,Spanish,M,now it was missing from the wall
he boiled himself some coffee and sat down to wait,data/l2arctic/ERMS/wav/arctic_b0063.wav,ERMS,Spanish,M,he boiled himself some coffee and sat down to wait
im going down there with you and im going to fight,data/l2arctic/ERMS/wav/arctic_b0064.wav,ERMS,Spanish,M,i am going down there with you and i'm going to fight
now have you got anything to say against me mister philip,data/l2arctic/ERMS/wav/arctic_b0065.wav,ERMS,Spanish,M,now have you got anything to say against me mister phillips
if i meet her again i shall apologize said eileen,data/l2arctic/ERMS/wav/arctic_b0066.wav,ERMS,Spanish,M,if i'm meet her again i shall apologize said link
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/ERMS/wav/arctic_b0067.wav,ERMS,Spanish,M,below him the child was broken into a pool of rippling starlight
only the chance sound had led him to observe them,data/l2arctic/ERMS/wav/arctic_b0068.wav,ERMS,Spanish,M,only the chance sound had led him to observe them
could the incident have anything to do with jeanne and pierre,data/l2arctic/ERMS/wav/arctic_b0069.wav,ERMS,Spanish,M,could they instantly have anything to do with jane and pierre
there was no answer from the other side,data/l2arctic/ERMS/wav/arctic_b0071.wav,ERMS,Spanish,M,there was no answer from the other side
then he hastened on as pierre had guided him,data/l2arctic/ERMS/wav/arctic_b0072.wav,ERMS,Spanish,M,then he hastened on a spear had guiding him
with these arguments he convinced himself that he should go on alone,data/l2arctic/ERMS/wav/arctic_b0073.wav,ERMS,Spanish,M,with these arguments he convinced himself that he should go on along
yet behind them there was another and more powerful motive,data/l2arctic/ERMS/wav/arctic_b0074.wav,ERMS,Spanish,M,dead behind them there was another and more powerful motive
in that case he could not miss them if he used caution,data/l2arctic/ERMS/wav/arctic_b0075.wav,ERMS,Spanish,M,in that case he could not miss them if he used caution
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/ERMS/wav/arctic_b0076.wav,ERMS,Spanish,M,before he philip could recover himself jean valjean's were upon him
it is the nearest refuge,data/l2arctic/ERMS/wav/arctic_b0077.wav,ERMS,Spanish,M,it is the nearest refuge
there was pride and strength the ring of triumph in his voice,data/l2arctic/ERMS/wav/arctic_b0078.wav,ERMS,Spanish,M,there was pride and strength the ring of triumph in his voice
the truth of it set jeanne quivering,data/l2arctic/ERMS/wav/arctic_b0079.wav,ERMS,Spanish,M,the truth of it said jean quivering
tomorrow it will be strong enough for you to stand upon,data/l2arctic/ERMS/wav/arctic_b0080.wav,ERMS,Spanish,M,to morrow it will be strong enough for you to stand upon
you were going to leave after you saw me on the rock,data/l2arctic/ERMS/wav/arctic_b0081.wav,ERMS,Spanish,M,you were going to leave after you saw me on the rock
he bit his tongue and cursed himself at this fresh break,data/l2arctic/ERMS/wav/arctic_b0082.wav,ERMS,Spanish,M,heaved his tongue and cursed himself at this fresh break
in it there was something that was almost tragedy,data/l2arctic/ERMS/wav/arctic_b0083.wav,ERMS,Spanish,M,in it there was something that was almost tragedy
your face is red with blood,data/l2arctic/ERMS/wav/arctic_b0084.wav,ERMS,Spanish,M,your face is red with blood
her eyes smiled truth at him as he came up the bank,data/l2arctic/ERMS/wav/arctic_b0085.wav,ERMS,Spanish,M,her eyes smiled true to him as he came up the bank
he can care for himself,data/l2arctic/ERMS/wav/arctic_b0086.wav,ERMS,Spanish,M,he can care of for himself
