transcription,path_to_audio,speaker_id,native_language,gender,sewd_base_transcriptions
points of view new ideas life,data/l2arctic/ERMS/wav/arctic_a0373.wav,ERMS,Spanish,M,points of view newadeas life
the butchers and meat cutters refused to handle meat destined for unfair restaurants,data/l2arctic/ERMS/wav/arctic_a0375.wav,ERMS,Spanish,M,the bachelors and mit cutters refused to handle mit destinit for unfair restaurance
your price my son is just about thirty per week,data/l2arctic/ERMS/wav/arctic_a0376.wav,ERMS,Spanish,M,your prize my son it's just about tiri per wik
this sound did not disturb the hush and awe of the place,data/l2arctic/ERMS/wav/arctic_a0377.wav,ERMS,Spanish,M,this sound did not disturb the hash an oe of the place
thats why its boundaries are all gouged and jagged,data/l2arctic/ERMS/wav/arctic_a0378.wav,ERMS,Spanish,M,that's why its boundaries are all goced and jagged
how old are you daddy,data/l2arctic/ERMS/wav/arctic_a0379.wav,ERMS,Spanish,M,how ol are you thaty o
but in the canyons water was plentiful and also a luxuriant forest growth,data/l2arctic/ERMS/wav/arctic_a0380.wav,ERMS,Spanish,M,but in the canyon's water was plentiful and also a luxuriant forest rout
my names ferguson,data/l2arctic/ERMS/wav/arctic_a0381.wav,ERMS,Spanish,M,myne ames fergazent
daylight found himself charmed and made curious by the little man,data/l2arctic/ERMS/wav/arctic_a0382.wav,ERMS,Spanish,M,they liy found himselves charmed and made curious by the little man
to his surprise her answer was flat and uncompromising,data/l2arctic/ERMS/wav/arctic_a0383.wav,ERMS,Spanish,M,te hitl's prize kiranter was flat and uncompromising
the farmer works the soil and produces grain,data/l2arctic/ERMS/wav/arctic_a0384.wav,ERMS,Spanish,M,the farmer worked the tall abroduses grain
thats what carnegie did,data/l2arctic/ERMS/wav/arctic_a0385.wav,ERMS,Spanish,M,that that's what counies did
i cant argue with you and you know that,data/l2arctic/ERMS/wav/arctic_a0386.wav,ERMS,Spanish,M,i can argue with you and you know that
bob growing disgusted turned back suddenly and attempted to pass mab,data/l2arctic/ERMS/wav/arctic_a0387.wav,ERMS,Spanish,M,bob growing disgusted turned back suddenly and attempted to pass map
it was my idea to a tee,data/l2arctic/ERMS/wav/arctic_a0388.wav,ERMS,Spanish,M,it was my eteatuity
mab she said,data/l2arctic/ERMS/wav/arctic_a0389.wav,ERMS,Spanish,M,mut she said
ill go over tomorrow afternoon,data/l2arctic/ERMS/wav/arctic_a0390.wav,ERMS,Spanish,M,i'l go over to morrow afternoon
there is that magnificent bob eating his head off in the stable,data/l2arctic/ERMS/wav/arctic_a0392.wav,ERMS,Spanish,M,there is a magnificent bot inin his head oft in the stable
already he had begun borrowing from the banks,data/l2arctic/ERMS/wav/arctic_a0393.wav,ERMS,Spanish,M,already he had begun wharrowing from the banks
its the strap hangers thatll keep us from going under,data/l2arctic/ERMS/wav/arctic_a0394.wav,ERMS,Spanish,M,eats the truff hangers they'll keep us from going under
as for himself werent the street railway earnings increasing steadily,data/l2arctic/ERMS/wav/arctic_a0395.wav,ERMS,Spanish,M,as for himself were in the strict rile way arning increasing as steadily
a rising tide of fat had submerged them,data/l2arctic/ERMS/wav/arctic_a0396.wav,ERMS,Spanish,M,a riting tie of falett had submerged them
call me that again he murmured ecstatically,data/l2arctic/ERMS/wav/arctic_a0397.wav,ERMS,Spanish,M,caull me that again he murmured ecstatically
in the car were unwin and harrison while jones sat with the chauffeur,data/l2arctic/ERMS/wav/arctic_a0398.wav,ERMS,Spanish,M,in the car where i'm win and harrisome while johns sat with a choffeur
and heres another idea,data/l2arctic/ERMS/wav/arctic_a0399.wav,ERMS,Spanish,M,an fur is another idea
manuel had one besetting sin,data/l2arctic/ERMS/wav/arctic_a0400.wav,ERMS,Spanish,M,mone will have on besaid in sining
the man smiled grimly and brought a hatchet and a club,data/l2arctic/ERMS/wav/arctic_a0401.wav,ERMS,Spanish,M,the man smiling grimly and brought a hatchet under clup
curly rushed her antagonist who struck again and leaped aside,data/l2arctic/ERMS/wav/arctic_a0402.wav,ERMS,Spanish,M,carly ruscered antagonist who struck again and leap aside
his newborn cunning gave him poise and control,data/l2arctic/ERMS/wav/arctic_a0403.wav,ERMS,Spanish,M,his new world cunning gave him poise and control
perrault found one with head buried in the grub box,data/l2arctic/ERMS/wav/arctic_a0404.wav,ERMS,Spanish,M,perolt found one with head buried in the grap box
it seemed the ordained order of things that dogs should work,data/l2arctic/ERMS/wav/arctic_a0405.wav,ERMS,Spanish,M,it seemed the ordain earlier of things that dugs should work
and that was the last of francois and perrault,data/l2arctic/ERMS/wav/arctic_a0406.wav,ERMS,Spanish,M,and that was the lot of fronsoir amperolt
mercedes screamed cried laughed and manifested the chaotic abandonment of hysteria,data/l2arctic/ERMS/wav/arctic_a0407.wav,ERMS,Spanish,M,merciless screamed cried laughed and manifested the carotic abandumnamt of a isterior
he could feel a new stir in the land,data/l2arctic/ERMS/wav/arctic_a0409.wav,ERMS,Spanish,M,he could feel a newsteer in the land
so we have to fit the boat throughout with oil lamps as well,data/l2arctic/ERMS/wav/arctic_a0410.wav,ERMS,Spanish,M,so we have to fit the boat throg out t wit oil lamps as well as
it will break our hearts and our backs to hoist anchor by hand,data/l2arctic/ERMS/wav/arctic_a0411.wav,ERMS,Spanish,M,it will break our heart an hour bact to hoids anchor by hand
there is another virtue in these bulkheads,data/l2arctic/ERMS/wav/arctic_a0412.wav,ERMS,Spanish,M,there is another virtu in this buol qet
but i am at the end of my resources,data/l2arctic/ERMS/wav/arctic_a0413.wav,ERMS,Spanish,M,but i am at the end of my resources
now our figuring was all right,data/l2arctic/ERMS/wav/arctic_a0414.wav,ERMS,Spanish,M,now our figure ing wests are right
it lasted as a deterrent for two days,data/l2arctic/ERMS/wav/arctic_a0415.wav,ERMS,Spanish,M,it lasted a had a terram for two days
the added weight had a velocity of fifteen miles per hour,data/l2arctic/ERMS/wav/arctic_a0416.wav,ERMS,Spanish,M,they added wey it had a velosity of fifty miles perour
it is also an insidious deceitful sun,data/l2arctic/ERMS/wav/arctic_a0417.wav,ERMS,Spanish,M,it is also an insidious the sithrov sand
the portuguese boy crawled nearer and nearer,data/l2arctic/ERMS/wav/arctic_a0418.wav,ERMS,Spanish,M,the portugues boy crowled nearer and nearer
the portuguese boy passed the hawaiian,data/l2arctic/ERMS/wav/arctic_a0419.wav,ERMS,Spanish,M,the portuguese boy past the houians
when i came to i was waving my hat and murmuring ecstatically,data/l2arctic/ERMS/wav/arctic_a0420.wav,ERMS,Spanish,M,when i came to i was waving my had an murmuring extatically
by golly the boy wins,data/l2arctic/ERMS/wav/arctic_a0421.wav,ERMS,Spanish,M,by goley the voice wins
halfway around the track one donkey got into an argument with its rider,data/l2arctic/ERMS/wav/arctic_a0422.wav,ERMS,Spanish,M,half way round dectrac wandonki got into an argument with it's rither
mcveigh when he returns from a trip to honolulu,data/l2arctic/ERMS/wav/arctic_a0423.wav,ERMS,Spanish,M,macbay when he returns from atrip to honalud
obviously it was a disease that could be contracted by contact,data/l2arctic/ERMS/wav/arctic_a0424.wav,ERMS,Spanish,M,obviously it was a disease that could be contracted by conduct
they do not know the length of time of incubation,data/l2arctic/ERMS/wav/arctic_a0426.wav,ERMS,Spanish,M,they do not know the lent of time of incuvation
enters now the psychology of the situation,data/l2arctic/ERMS/wav/arctic_a0427.wav,ERMS,Spanish,M,enters now the psychology of the situation
it was not exactly a deportation,data/l2arctic/ERMS/wav/arctic_a0428.wav,ERMS,Spanish,M,it was not exactly a deportation
quick was the disappointment in his face yet smiling was the acquiescence,data/l2arctic/ERMS/wav/arctic_a0429.wav,ERMS,Spanish,M,quick was the disappointment in his face deta smiling was ther quiescence
nevertheless we found ourselves once more in the high seat of abundance,data/l2arctic/ERMS/wav/arctic_a0430.wav,ERMS,Spanish,M,nevertheless we found ourselves once more in the high seat of appundats
wada and na ka ta were in a bit of a funk,data/l2arctic/ERMS/wav/arctic_a0431.wav,ERMS,Spanish,M,whilla ing a cata were in a bit of opfunt
the boy at the wheel lost his head,data/l2arctic/ERMS/wav/arctic_a0432.wav,ERMS,Spanish,M,the boy at the wheel lowed his head
to her the bridge was tambo which is the native for taboo,data/l2arctic/ERMS/wav/arctic_a0433.wav,ERMS,Spanish,M,to heare the british was tumble which is the native for tuboo
a half a case of tobacco was worth three pounds,data/l2arctic/ERMS/wav/arctic_a0434.wav,ERMS,Spanish,M,a half a case of tobacco was worth three pounds
what do you mean by this outrageous conduct,data/l2arctic/ERMS/wav/arctic_a0435.wav,ERMS,Spanish,M,what do you mean by this outrageous conduct
but martin smiled a superior smile,data/l2arctic/ERMS/wav/arctic_a0436.wav,ERMS,Spanish,M,but martinus smiled a superior smile
by that answer my professional medical prestige stood or fell,data/l2arctic/ERMS/wav/arctic_a0437.wav,ERMS,Spanish,M,by that answered my professional medical prestige astood or fell
at sea monday march sixteenth nineteen o eight,data/l2arctic/ERMS/wav/arctic_a0438.wav,ERMS,Spanish,M,at t monday march sixteenth nineteen o eight
at sea wednesday march eighteenth nineteen o eight,data/l2arctic/ERMS/wav/arctic_a0439.wav,ERMS,Spanish,M,at ta weddesday march eighteenth nineteen o eight
yes sir i corrected,data/l2arctic/ERMS/wav/arctic_a0440.wav,ERMS,Spanish,M,yes sir i correct it
violent life and athletic sports had never appealed to me,data/l2arctic/ERMS/wav/arctic_a0441.wav,ERMS,Spanish,M,violent life an athletic sports had never appealed to me
he was worth nothing to the world,data/l2arctic/ERMS/wav/arctic_a0443.wav,ERMS,Spanish,M,he was word nothing to the word
then you dont believe in altruism,data/l2arctic/ERMS/wav/arctic_a0444.wav,ERMS,Spanish,M,then do thou believe in atorism
the creative joy i murmured,data/l2arctic/ERMS/wav/arctic_a0445.wav,ERMS,Spanish,M,the creative joy i murmured
he deluged me overwhelmed me with argument,data/l2arctic/ERMS/wav/arctic_a0446.wav,ERMS,Spanish,M,he thelurged me overwhelmed me with argument
ah it is growing dark and darker,data/l2arctic/ERMS/wav/arctic_a0447.wav,ERMS,Spanish,M,ant it is growing dark and darker
i was hump cabin boy on the schooner ghost,data/l2arctic/ERMS/wav/arctic_a0448.wav,ERMS,Spanish,M,i was hamp cabbin boy on the cuner gost
a sinewy hand dripping with water was clutching the rail,data/l2arctic/ERMS/wav/arctic_a0449.wav,ERMS,Spanish,M,a sin wale hand dreaping with water was clatching the rail
no man ate of the seal meat or the oil,data/l2arctic/ERMS/wav/arctic_a0450.wav,ERMS,Spanish,M,no man ate of the seal meat or the oil
i noticed blood spouting from kerfoot left hand,data/l2arctic/ERMS/wav/arctic_a0451.wav,ERMS,Spanish,M,i notted blood spouring from carefoots left's hand
three oilers and a fourth engineer was his greeting,data/l2arctic/ERMS/wav/arctic_a0452.wav,ERMS,Spanish,M,tree oilers an a fourth engineer was his greeting
eighteen hundred he calculated,data/l2arctic/ERMS/wav/arctic_a0453.wav,ERMS,Spanish,M,eighteen hundred he calculated
the sharp voice of wolf larsen aroused me,data/l2arctic/ERMS/wav/arctic_a0454.wav,ERMS,Spanish,M,the charp boys of woolf larting aroused me
i obeyed and a minute or two later they stood before him,data/l2arctic/ERMS/wav/arctic_a0455.wav,ERMS,Spanish,M,i obeyed and a minute or two later they stood before him
but it wont continue she said with easy confidence,data/l2arctic/ERMS/wav/arctic_a0456.wav,ERMS,Spanish,M,but it winl continu she said with easy confidence
what i saw i could not at first believe,data/l2arctic/ERMS/wav/arctic_a0457.wav,ERMS,Spanish,M,what i saw i could not at first believe
the stout wood was crushed like an eggshell,data/l2arctic/ERMS/wav/arctic_a0458.wav,ERMS,Spanish,M,the stau woot was crashed like an egshell
i had forgotten their existence,data/l2arctic/ERMS/wav/arctic_a0460.wav,ERMS,Spanish,M,i hade forgotten their existence
ah we were very close together in that moment,data/l2arctic/ERMS/wav/arctic_a0461.wav,ERMS,Spanish,M,ah we were very close together in that moment
but she swung obediently on her heel into the wind,data/l2arctic/ERMS/wav/arctic_a0462.wav,ERMS,Spanish,M,but she swung obediently on her heel into the wind
they are his tongue by which he makes his knowledge articulate,data/l2arctic/ERMS/wav/arctic_a0463.wav,ERMS,Spanish,M,they are his tongue by which he makes his knowledge articulate
between the rush of the cascades streaks of rust showed everywhere,data/l2arctic/ERMS/wav/arctic_a0464.wav,ERMS,Spanish,M,between the rush of the cascades e streaks of ras chowed everywhere
hell never do a tap of work the whole voyage,data/l2arctic/ERMS/wav/arctic_a0465.wav,ERMS,Spanish,M,he never do a tub of work they're all boyish
captain west may be a samurai but he is also human,data/l2arctic/ERMS/wav/arctic_a0466.wav,ERMS,Spanish,M,captain wigars maybe a samori but he's also human
and so early in the voyage too,data/l2arctic/ERMS/wav/arctic_a0467.wav,ERMS,Spanish,M,unsoylly in the bouyash to
in the matter of curry she is a sheer genius,data/l2arctic/ERMS/wav/arctic_a0468.wav,ERMS,Spanish,M,in the matter of cury i is a cheer genius
the eastern heavens were equally spectacular,data/l2arctic/ERMS/wav/arctic_a0469.wav,ERMS,Spanish,M,the eastern heavens were equally a spectacular
he spat it out like so much venom,data/l2arctic/ERMS/wav/arctic_a0470.wav,ERMS,Spanish,M,he is tuddied out like so much venom
i saw mister pike nod his head grimly and sarcastically,data/l2arctic/ERMS/wav/arctic_a0471.wav,ERMS,Spanish,M,i saw mister pegg nod his head grimly andsarcastically
he is too keenly intelligent too sharply sensitive successfully to endure,data/l2arctic/ERMS/wav/arctic_a0472.wav,ERMS,Spanish,M,he is too keenly intelligent too sharply sensitive successfully to endure
the night was calm and snowy,data/l2arctic/ERMS/wav/arctic_a0473.wav,ERMS,Spanish,M,then i was calm unsnowy
i sailed third mate in the little vampire before you were born,data/l2arctic/ERMS/wav/arctic_a0474.wav,ERMS,Spanish,M,i sailed to your maite in the lider bampire before you were born
his outstretched arm dropped to his side and he paused,data/l2arctic/ERMS/wav/arctic_a0475.wav,ERMS,Spanish,M,his outstretched arm dropped to his side and he paused
wada louis and the steward are servants of asiatic breed,data/l2arctic/ERMS/wav/arctic_a0477.wav,ERMS,Spanish,M,wather louis and the stewar are servants of athiatic breed
also she has forbidden them smoking their pipes in the after room,data/l2arctic/ERMS/wav/arctic_a0478.wav,ERMS,Spanish,M,also she has forbidden them a smoking their pipes in the after room
i tried to read george moore last night and was dreadfully bored,data/l2arctic/ERMS/wav/arctic_a0479.wav,ERMS,Spanish,M,i tried to read jeourge more last night and was dreadfully bored
tom spink has a harpoon,data/l2arctic/ERMS/wav/arctic_a0480.wav,ERMS,Spanish,M,tompins pink half an arpoon
nimrod replied with a slight manifestation of sensitiveness,data/l2arctic/ERMS/wav/arctic_a0481.wav,ERMS,Spanish,M,nimro replied with a slight manifestation of sensitiveness
and their chief virtue lies in that they will never wear out,data/l2arctic/ERMS/wav/arctic_a0482.wav,ERMS,Spanish,M,and their chief irtu lies in that they will never wear out
beyond dispute corry hutchinson had married mabel holmes,data/l2arctic/ERMS/wav/arctic_a0483.wav,ERMS,Spanish,M,beyond dispute kori hatchingson had married mabbel holms
no sir ee,data/l2arctic/ERMS/wav/arctic_a0484.wav,ERMS,Spanish,M,no deary
each insult added to the value of the claim,data/l2arctic/ERMS/wav/arctic_a0485.wav,ERMS,Spanish,M,each insel added to the value of the claim
for the rest he was a mere automaton,data/l2arctic/ERMS/wav/arctic_a0486.wav,ERMS,Spanish,M,for the rest he was a meaning of the mattan
the river bared its bosom and snorting steamboats challenged the wilderness,data/l2arctic/ERMS/wav/arctic_a0487.wav,ERMS,Spanish,M,the riggor beared its bosom and snorin steamboats challenge the wilderness
their love burned with increasing brightness,data/l2arctic/ERMS/wav/arctic_a0488.wav,ERMS,Spanish,M,their love burnet within gritten brightnessd
they were artists not biologists,data/l2arctic/ERMS/wav/arctic_a0489.wav,ERMS,Spanish,M,they were artist no biologist
both johnny and his mother shuffled their feet as they walked,data/l2arctic/ERMS/wav/arctic_a0490.wav,ERMS,Spanish,M,both johnnye and his mother shaffled their feet as they walked
and as in denial of guilt the one legged boy replied,data/l2arctic/ERMS/wav/arctic_a0491.wav,ERMS,Spanish,M,and as in thenial of gill the one legged boy replied
burnt out like the crater of a volcano,data/l2arctic/ERMS/wav/arctic_a0492.wav,ERMS,Spanish,M,burnt out like the crater of appl kanner
obrien took off his coat and bared his right arm,data/l2arctic/ERMS/wav/arctic_a0494.wav,ERMS,Spanish,M,a brilliant duk of his coat and beare his right arm
he bore no grudges and had few enemies,data/l2arctic/ERMS/wav/arctic_a0495.wav,ERMS,Spanish,M,he bore no grudges and had few enemies
and tom king patiently endured,data/l2arctic/ERMS/wav/arctic_a0496.wav,ERMS,Spanish,M,amtompeing patientry endured
king took every advantage he knew,data/l2arctic/ERMS/wav/arctic_a0497.wav,ERMS,Spanish,M,keen took every advantage he knew
the lines were now very taut,data/l2arctic/ERMS/wav/arctic_a0498.wav,ERMS,Spanish,M,the lines were now bery tot
and right there i saw and knew it all,data/l2arctic/ERMS/wav/arctic_a0499.wav,ERMS,Spanish,M,and right there i saw i knew it olved
who the devil gave it to you to be judge and jury,data/l2arctic/ERMS/wav/arctic_a0500.wav,ERMS,Spanish,M,who the devil gave it to you to be the judge and jury
youre joking me sir the other managed to articulate,data/l2arctic/ERMS/wav/arctic_a0501.wav,ERMS,Spanish,M,you are yoking mit sir the other managed to articulate
anything unusual or abnormal was sufficient to send a fellow to molokai,data/l2arctic/ERMS/wav/arctic_a0502.wav,ERMS,Spanish,M,anything ubnutual or abnormal was sufficient to sern a fellow to molchi
his beady black eyes saw bargains where other men saw bankruptcy,data/l2arctic/ERMS/wav/arctic_a0503.wav,ERMS,Spanish,M,his heady black eyes saw baragans where other men saw begrupti
he was an athlete and a giant,data/l2arctic/ERMS/wav/arctic_a0504.wav,ERMS,Spanish,M,was an athlit and a giant
we fished sharks on niihau together,data/l2arctic/ERMS/wav/arctic_a0505.wav,ERMS,Spanish,M,we feeched tark only how together
the claudine was leaving next morning for honolulu,data/l2arctic/ERMS/wav/arctic_a0506.wav,ERMS,Spanish,M,the clowty in wuest leaving next morning for onalulo
in short my joyous individualism was dominated by the orthodox bourgeois ethics,data/l2arctic/ERMS/wav/arctic_a0507.wav,ERMS,Spanish,M,in short mayoyus in de vidoliton was dominated by the orthodox burjuas erics
soon shall it be thrust back from off prostrate humanity,data/l2arctic/ERMS/wav/arctic_a0508.wav,ERMS,Spanish,M,soon shall it be trus back from off prostrate humanity
yet in accordance with ernests test of truth it worked,data/l2arctic/ERMS/wav/arctic_a0509.wav,ERMS,Spanish,M,jet in accordance with earnest tes of truth ewarked
there is more behind this than a mere university ideal,data/l2arctic/ERMS/wav/arctic_a0511.wav,ERMS,Spanish,M,there is more behind these than a mere university idea
no it is a palace wherein there are many servants,data/l2arctic/ERMS/wav/arctic_a0512.wav,ERMS,Spanish,M,no it is a palace wherein there are many serpents
we must give ourselves and not our money alone,data/l2arctic/ERMS/wav/arctic_a0513.wav,ERMS,Spanish,M,we must geep ourselve and not our money alone
we are consumed in our own flesh pots,data/l2arctic/ERMS/wav/arctic_a0514.wav,ERMS,Spanish,M,we are consumed in our own flesh spot
but here amongst ourselves let us speak out,data/l2arctic/ERMS/wav/arctic_a0515.wav,ERMS,Spanish,M,but here amongs ortelve let us speak aout
also there was awe in their faces,data/l2arctic/ERMS/wav/arctic_a0516.wav,ERMS,Spanish,M,also there was all in their faces
out of abstractions ernest had conjured a vision and made them see it,data/l2arctic/ERMS/wav/arctic_a0517.wav,ERMS,Spanish,M,out of abtractions ernet had condured abition and made him see it
illuminating oil was becoming all profit,data/l2arctic/ERMS/wav/arctic_a0518.wav,ERMS,Spanish,M,illuminating oil was becoming all prophet
such an act was in direct violation of the laws of the land,data/l2arctic/ERMS/wav/arctic_a0519.wav,ERMS,Spanish,M,such an act was in direct violation of the laws of the land
he was fond of quoting a fragment from a certain poem,data/l2arctic/ERMS/wav/arctic_a0520.wav,ERMS,Spanish,M,he was fond of quoting a fragmon from a certain point
without them he could not run his empire,data/l2arctic/ERMS/wav/arctic_a0521.wav,ERMS,Spanish,M,without them he could not run his empire
for such countries nothing remained but reorganization,data/l2arctic/ERMS/wav/arctic_a0522.wav,ERMS,Spanish,M,for such contrits nothing remained but re organization
they could not continue their method of producing surpluses,data/l2arctic/ERMS/wav/arctic_a0523.wav,ERMS,Spanish,M,they could not continue their mettars of prodution soplasists
at once would be instituted a dozen cooperative commonwealth states,data/l2arctic/ERMS/wav/arctic_a0524.wav,ERMS,Spanish,M,at once would be instituted adopting corporative common well estate
the oligarchy wanted violence and it set its agents provocateurs to work,data/l2arctic/ERMS/wav/arctic_a0525.wav,ERMS,Spanish,M,the oligarqui wanted biolance and it said it agents provigators to work
nowhere did the raw earth appear,data/l2arctic/ERMS/wav/arctic_a0526.wav,ERMS,Spanish,M,now where the there all hert appear
men who endure it call it living death,data/l2arctic/ERMS/wav/arctic_a0528.wav,ERMS,Spanish,M,man who endure it call it living dead
as i say he had tapped the message very rapidly,data/l2arctic/ERMS/wav/arctic_a0529.wav,ERMS,Spanish,M,as i say he had tapped the mesard very rapidly
ask him i laughed then turned to pasquini,data/l2arctic/ERMS/wav/arctic_a0530.wav,ERMS,Spanish,M,ask him i laughed went towards pascini
in what bucolic school of fence he had been taught was beyond imagining,data/l2arctic/ERMS/wav/arctic_a0531.wav,ERMS,Spanish,M,in what bo colic school of fens he had been taught whilst bejon imagining
may drought destroy your crops,data/l2arctic/ERMS/wav/arctic_a0532.wav,ERMS,Spanish,M,may drow destroyed your craft
dunham can your boy go along with jesse,data/l2arctic/ERMS/wav/arctic_a0533.wav,ERMS,Spanish,M,duham can your boy go along with jessie
but johannes could and did,data/l2arctic/ERMS/wav/arctic_a0534.wav,ERMS,Spanish,M,but genasis could and dit
a new preacher and a new doctrine come to jerusalem,data/l2arctic/ERMS/wav/arctic_a0535.wav,ERMS,Spanish,M,a new preacher and a new doctrine count to jerusalem
he would destroy all things that are fixed,data/l2arctic/ERMS/wav/arctic_a0536.wav,ERMS,Spanish,M,he would destroy all things that are fixed
he was an enthusiast and a desert dweller,data/l2arctic/ERMS/wav/arctic_a0537.wav,ERMS,Spanish,M,he was an enthusiast and a deser dweller
what pascal glimpsed with the vision of a seer i have lived,data/l2arctic/ERMS/wav/arctic_a0538.wav,ERMS,Spanish,M,whet bascal glims with the beaching of a seer i have lived
i should like to engage just for one whole life in that,data/l2arctic/ERMS/wav/arctic_a0539.wav,ERMS,Spanish,M,i should like to engage just for one whole life in that
yea so are all the lesser animals of today clean,data/l2arctic/ERMS/wav/arctic_a0540.wav,ERMS,Spanish,M,giar so are all the letter animals of tuday klin
the warden with a quart of champagne,data/l2arctic/ERMS/wav/arctic_a0541.wav,ERMS,Spanish,M,thet wildin with a cord of tampain
without a doubt some of them have dinner engagements,data/l2arctic/ERMS/wav/arctic_a0542.wav,ERMS,Spanish,M,were a athapt some of them happt in eur engagement
i had been born with no organic chemical predisposition toward alcohol,data/l2arctic/ERMS/wav/arctic_a0543.wav,ERMS,Spanish,M,i had been born with no organic chemical predisposition tour alcohol
the italian rancho was a bachelor establishment,data/l2arctic/ERMS/wav/arctic_a0545.wav,ERMS,Spanish,M,the italian rancho was a bachelor establishment
i lost my balance and pitched head foremost into the ooze,data/l2arctic/ERMS/wav/arctic_a0546.wav,ERMS,Spanish,M,i lost my vialance and peerched head formost into the woost
men like joe goose dated existence from drunk to drunk,data/l2arctic/ERMS/wav/arctic_a0547.wav,ERMS,Spanish,M,mang like joyguls daved existence from drunk to drunk
also churches and preachers i had never known,data/l2arctic/ERMS/wav/arctic_a0548.wav,ERMS,Spanish,M,also charches and preachers i had never known
do you know that we weigh every pound of coal we burn,data/l2arctic/ERMS/wav/arctic_a0549.wav,ERMS,Spanish,M,do you know that we weighd every pound of corl we burnt
this also became part of the daily schedule,data/l2arctic/ERMS/wav/arctic_a0550.wav,ERMS,Spanish,M,this also became pat of the dailey's kettle
all an appearance can know is mirage,data/l2arctic/ERMS/wav/arctic_a0551.wav,ERMS,Spanish,M,all an appearance camnon is merashe
yet he dreams he is immortal i argue feebly,data/l2arctic/ERMS/wav/arctic_a0552.wav,ERMS,Spanish,M,jed his dreams he is immortal i argue feebly
i am writing these lines in honolulu hawaii,data/l2arctic/ERMS/wav/arctic_a0553.wav,ERMS,Spanish,M,i am wreiting these lines in honorulo how i
jack london waikiki beach honolulu oahu,data/l2arctic/ERMS/wav/arctic_a0554.wav,ERMS,Spanish,M,jack londo quatikibich honolulo hohaho
jerry was so secure in his nook that he did not roll away,data/l2arctic/ERMS/wav/arctic_a0555.wav,ERMS,Spanish,M,jerry was so secure in his nove that he did not roll away
why hes bought forty pounds of goods from you already,data/l2arctic/ERMS/wav/arctic_a0556.wav,ERMS,Spanish,M,why he's bought forty pounds of good from you are ready
the last refugee had passed,data/l2arctic/ERMS/wav/arctic_a0557.wav,ERMS,Spanish,M,the last refuge has passed
and the foundation stone of service in his case was obedience,data/l2arctic/ERMS/wav/arctic_a0558.wav,ERMS,Spanish,M,and the foundationass tongue of service in his case was obeidience
peace be unto you and grace before the lord,data/l2arctic/ERMS/wav/arctic_a0559.wav,ERMS,Spanish,M,piece be unto you and grace before the lord
his mouth opened words shaped vainly on his lips,data/l2arctic/ERMS/wav/arctic_a0560.wav,ERMS,Spanish,M,his mouth openit words shaped banly on his lips
they are not regular oyster pirates nicholas continued,data/l2arctic/ERMS/wav/arctic_a0289.wav,ERMS,Spanish,M,they are no regular oyster pirates nicholas continued
he was pressing beyond the limits of his vocabulary,data/l2arctic/ERMS/wav/arctic_a0306.wav,ERMS,Spanish,M,he was pressing beyond the limits of his pocabulary
he considered the victory already his and stepped forward to the meat,data/l2arctic/ERMS/wav/arctic_a0323.wav,ERMS,Spanish,M,he considered the victory already his and stepped forward to the mit
it was like the beating of hoofs,data/l2arctic/ERMS/wav/arctic_a0340.wav,ERMS,Spanish,M,it was like the beating of hoof
a month passed by and bonanza creek remained quiet,data/l2arctic/ERMS/wav/arctic_a0357.wav,ERMS,Spanish,M,a month passed by and bonansa crik remained quiet
but lifes worth more than cash she argued,data/l2arctic/ERMS/wav/arctic_a0374.wav,ERMS,Spanish,M,but life's word more than cash she argued
but he reconciled himself to it by an act of faith,data/l2arctic/ERMS/wav/arctic_a0391.wav,ERMS,Spanish,M,but here reconcile himself to it by an act of fate
the eldorado emptied its occupants into the street to see the test,data/l2arctic/ERMS/wav/arctic_a0408.wav,ERMS,Spanish,M,the elderado and yet its occupants into the street to see the test
otherwise no restriction is put upon their seafaring,data/l2arctic/ERMS/wav/arctic_a0425.wav,ERMS,Spanish,M,otherwise no restriction is put upon their suffering
you live on an income which your father earned,data/l2arctic/ERMS/wav/arctic_a0442.wav,ERMS,Spanish,M,you live on an income which your father earned
theres too much of the schoolboy in me,data/l2arctic/ERMS/wav/arctic_a0459.wav,ERMS,Spanish,M,there is too much of the schoolboy ke
at this moment i felt a stir at my shoulder,data/l2arctic/ERMS/wav/arctic_a0476.wav,ERMS,Spanish,M,at this moment i failed ask to at my shoulder
the boy obrien was specially maltreated,data/l2arctic/ERMS/wav/arctic_a0493.wav,ERMS,Spanish,M,the boy oralion was aspecially maltruded
much more ernest told them of themselves and of his disillusionment,data/l2arctic/ERMS/wav/arctic_a0510.wav,ERMS,Spanish,M,much more earnest told him of themself and of his disillusionment
the lush vegetation of that sheltered spot make a natural shield,data/l2arctic/ERMS/wav/arctic_a0527.wav,ERMS,Spanish,M,the lash bigetajun of that sheltered spot make a natural child
what the flaming,data/l2arctic/ERMS/wav/arctic_a0562.wav,ERMS,Spanish,M,what de claiming
missus mcfees jaws brought together with a snap,data/l2arctic/ERMS/wav/arctic_a0563.wav,ERMS,Spanish,M,missus macphi joes broke together with a snap
then it is as i said womble announced with finality,data/l2arctic/ERMS/wav/arctic_a0564.wav,ERMS,Spanish,M,then it is as i said hompol announced with finality
with them were indians also three other men,data/l2arctic/ERMS/wav/arctic_a0565.wav,ERMS,Spanish,M,with them were indians also three other men
