transcription,path_to_audio,speaker_id,native_language,gender,wavlm_base_transcriptions
whatever he guessed he locked away in the taboo room of naomi,data/l2arctic/MBMPS/wav/arctic_b0210.wav,MBMPS,Spanish,F,whatever he guesed he looked away in hes tabu room off name
this is eighteen eighty,data/l2arctic/MBMPS/wav/arctic_b0211.wav,MBMPS,Spanish,F,dis is eighteen eighty
death is and has been ever since old maui died,data/l2arctic/MBMPS/wav/arctic_b0212.wav,MBMPS,Spanish,F,bed es and hasben ever seens oll maey thy
some boy she laughed acquiescence,data/l2arctic/MBMPS/wav/arctic_b0213.wav,MBMPS,Spanish,F,some boy she laughed acquaitance
let us talk it over and find a way out,data/l2arctic/MBMPS/wav/arctic_b0214.wav,MBMPS,Spanish,F,let us tugkg it over and find a way out
it is a good property and worth more than that,data/l2arctic/MBMPS/wav/arctic_b0215.wav,MBMPS,Spanish,F,itis a god property and worth more than that
i wish you were more adaptable joan retorted,data/l2arctic/MBMPS/wav/arctic_b0216.wav,MBMPS,Spanish,F,i wish you were more aduptable jehan retorted
such is my passage engaged on the steamer,data/l2arctic/MBMPS/wav/arctic_b0217.wav,MBMPS,Spanish,F,thashes my passage engaged on the steamer
the issue was not in doubt,data/l2arctic/MBMPS/wav/arctic_b0218.wav,MBMPS,Spanish,F,the isu was not indoubt
well there are better men in hawaii thats all,data/l2arctic/MBMPS/wav/arctic_b0219.wav,MBMPS,Spanish,F,well there are better man an howwy thats all
harry bancroft dave lied,data/l2arctic/MBMPS/wav/arctic_b0220.wav,MBMPS,Spanish,F,hairy buncroft ta lie
its a yankee joan cried,data/l2arctic/MBMPS/wav/arctic_b0221.wav,MBMPS,Spanish,F,its a janky joi cried
he was the leader and tudor was his lieutenant,data/l2arctic/MBMPS/wav/arctic_b0222.wav,MBMPS,Spanish,F,he was a leader a totor was heis leutenant
but to culture the revolution thus far had exhausted the junta,data/l2arctic/MBMPS/wav/arctic_b0224.wav,MBMPS,Spanish,F,but to culture the revolution thus far had exausted the gunta
the president of the united states was his friend,data/l2arctic/MBMPS/wav/arctic_b0225.wav,MBMPS,Spanish,F,the precident of the united states was his friend
your face was the personification of duplicity,data/l2arctic/MBMPS/wav/arctic_b0226.wav,MBMPS,Spanish,F,your face was the personification of the plicity
shorty turned to their employers,data/l2arctic/MBMPS/wav/arctic_b0227.wav,MBMPS,Spanish,F,shorty turned to their empliers
you were engaged,data/l2arctic/MBMPS/wav/arctic_b0228.wav,MBMPS,Spanish,F,you were engaged
i saw it all myself and it was splendid,data/l2arctic/MBMPS/wav/arctic_b0229.wav,MBMPS,Spanish,F,i saw it all myself an ed was asplandid
now run along and tell them to hurry,data/l2arctic/MBMPS/wav/arctic_b0230.wav,MBMPS,Spanish,F,now run along and tell them to harry
whats that grub thief got to do with it,data/l2arctic/MBMPS/wav/arctic_b0231.wav,MBMPS,Spanish,F,whats that grab thief god to do with it
it was a superb picture,data/l2arctic/MBMPS/wav/arctic_b0232.wav,MBMPS,Spanish,F,it was super picture
so she said the irate skipper dashed on,data/l2arctic/MBMPS/wav/arctic_b0233.wav,MBMPS,Spanish,F,so she said the ira keeper dashed on
and watch out for wet feet was his parting advice,data/l2arctic/MBMPS/wav/arctic_b0234.wav,MBMPS,Spanish,F,and watch out for wed feet woth hisparting atvice
raoul yelled in order to make himself heard,data/l2arctic/MBMPS/wav/arctic_b0235.wav,MBMPS,Spanish,F,rahole yel in order to make himself hared
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/MBMPS/wav/arctic_b0236.wav,MBMPS,Spanish,F,alon was two hundred and fifty miles from the nearest land
they just lay off in the bush and plugged away,data/l2arctic/MBMPS/wav/arctic_b0237.wav,MBMPS,Spanish,F,they just lay off in the bush un blocked away
the very thought of the effort to swim over was nauseating,data/l2arctic/MBMPS/wav/arctic_b0238.wav,MBMPS,Spanish,F,the very thought of the efor of swin over was nowciating
and there was a dog that barked,data/l2arctic/MBMPS/wav/arctic_b0239.wav,MBMPS,Spanish,F,and there was a dog dutd barked
bill lingered contemplating his work with artistic appreciation,data/l2arctic/MBMPS/wav/arctic_a0561.wav,MBMPS,Spanish,F,bil lingurit contemplating hes work with artistic appreciation
but well just postpone this,data/l2arctic/MBMPS/wav/arctic_a0578.wav,MBMPS,Spanish,F,yt weel just postpond tis
you got out by fighting and i through a pretty girl,data/l2arctic/MBMPS/wav/arctic_b0002.wav,MBMPS,Spanish,F,you god out by fighting and i thru a pretty girl
his slim hands gripped the edges of the table,data/l2arctic/MBMPS/wav/arctic_b0019.wav,MBMPS,Spanish,F,his lim hands gripped the edges of the table
he wondered too where roscoe was,data/l2arctic/MBMPS/wav/arctic_b0036.wav,MBMPS,Spanish,F,he wandered too where rosco was
that is why i am am rattled he laughed,data/l2arctic/MBMPS/wav/arctic_b0053.wav,MBMPS,Spanish,F,that is why i am im redle he love
there was no chance to fire without hitting him,data/l2arctic/MBMPS/wav/arctic_b0070.wav,MBMPS,Spanish,F,there was no chance to fire without heeding him
they will search for us between their camp and churchill,data/l2arctic/MBMPS/wav/arctic_b0087.wav,MBMPS,Spanish,F,they will search for us between theyr camp an churchil
shooting pains passed like flashes of electricity through his body,data/l2arctic/MBMPS/wav/arctic_b0104.wav,MBMPS,Spanish,F,shooding pains pass like flashes off in the trecity throughhis body
i want my men to work by themselves,data/l2arctic/MBMPS/wav/arctic_b0121.wav,MBMPS,Spanish,F,i want my men to work by themselves
and then steadily he began to chew,data/l2arctic/MBMPS/wav/arctic_b0138.wav,MBMPS,Spanish,F,and then steely he began to to
his freshly caught furs he flung to the floor,data/l2arctic/MBMPS/wav/arctic_b0155.wav,MBMPS,Spanish,F,his freshly cod first he flung to the floor
on the far corner of the compound fence a hawk brooded,data/l2arctic/MBMPS/wav/arctic_b0172.wav,MBMPS,Spanish,F,on the far corner of the compound fence a hak brudaid
that is what distinguishes all of us from the lower animals,data/l2arctic/MBMPS/wav/arctic_b0189.wav,MBMPS,Spanish,F,that is what distinguishes all of us from the lowwer animals
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/MBMPS/wav/arctic_b0206.wav,MBMPS,Spanish,F,hurses and raffles had been her tois camps untrails her nursery
the women they carried away with them to the big valley,data/l2arctic/MBMPS/wav/arctic_b0241.wav,MBMPS,Spanish,F,the woman they cried away with them to the beak valley
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/MBMPS/wav/arctic_b0242.wav,MBMPS,Spanish,F,the japanese understood as we could never schol ourselves or hope to understand
they had been on the same lay as ourselves,data/l2arctic/MBMPS/wav/arctic_b0243.wav,MBMPS,Spanish,F,they had been on the same they ask ourselves
you are positively soulless he said savagely,data/l2arctic/MBMPS/wav/arctic_b0244.wav,MBMPS,Spanish,F,you are positively soless he said savagely
harrison is still my chauffeur,data/l2arctic/MBMPS/wav/arctic_b0245.wav,MBMPS,Spanish,F,harryson is estill my chofair
the boy grew and prospered,data/l2arctic/MBMPS/wav/arctic_b0246.wav,MBMPS,Spanish,F,the boy grew an prosperd
he wanted to give the finish to this foe already so far gone,data/l2arctic/MBMPS/wav/arctic_b0247.wav,MBMPS,Spanish,F,he wanted to give the fish to his fou a rady so far gone
exciting times are the lot of the fish patrol,data/l2arctic/MBMPS/wav/arctic_b0248.wav,MBMPS,Spanish,F,exciting times ar the lod of the fish putrol
i know they are my oysters,data/l2arctic/MBMPS/wav/arctic_b0249.wav,MBMPS,Spanish,F,i know they are my osters
by this time charley was as enraged as the greek,data/l2arctic/MBMPS/wav/arctic_b0250.wav,MBMPS,Spanish,F,by this time charly was a enraged as the greek
they must have been swept away by the chaotic currents,data/l2arctic/MBMPS/wav/arctic_b0251.wav,MBMPS,Spanish,F,they must have beeng swept away by dhecordi corents
it resembled tea less than lager beer resembles champagne,data/l2arctic/MBMPS/wav/arctic_b0252.wav,MBMPS,Spanish,F,it were soumbol t less than nagger ber resemble champaine
the very opposite is true they are discouraged vagabonds,data/l2arctic/MBMPS/wav/arctic_b0253.wav,MBMPS,Spanish,F,the very oposit istru they are the scorage bagabonts
at the same time spears and arrows began to fall among the invaders,data/l2arctic/MBMPS/wav/arctic_b0254.wav,MBMPS,Spanish,F,at the same time spears and arrows began to follow among the invaders
then again tudor had such an irritating way about him,data/l2arctic/MBMPS/wav/arctic_b0255.wav,MBMPS,Spanish,F,then again tudor had such an irritating way about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/MBMPS/wav/arctic_b0256.wav,MBMPS,Spanish,F,out wordly he mantaine a calm unsmiling aspect
you fired me out of your house in short,data/l2arctic/MBMPS/wav/arctic_b0258.wav,MBMPS,Spanish,F,you fired me out of your house in short
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/MBMPS/wav/arctic_b0259.wav,MBMPS,Spanish,F,her mouth open but instead of speaking she drew alongsihte
its worth eight dollars,data/l2arctic/MBMPS/wav/arctic_b0260.wav,MBMPS,Spanish,F,its worth a dollars
and he did hurt my arm,data/l2arctic/MBMPS/wav/arctic_b0261.wav,MBMPS,Spanish,F,and he did her my arm
saxons onto her job,data/l2arctic/MBMPS/wav/arctic_b0262.wav,MBMPS,Spanish,F,saxons onto her job
only once did i confide the strangeness of it all to another,data/l2arctic/MBMPS/wav/arctic_b0263.wav,MBMPS,Spanish,F,only once the i confide the strangeness of it all to onother
but this time it was saxon who rebelled,data/l2arctic/MBMPS/wav/arctic_b0264.wav,MBMPS,Spanish,F,byt this time it was saxon who rebelled
i was not to cry out in the face of fear,data/l2arctic/MBMPS/wav/arctic_b0265.wav,MBMPS,Spanish,F,i was not to cry out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/MBMPS/wav/arctic_b0266.wav,MBMPS,Spanish,F,and now put yourself in my place for a moment ooo
the boy threw back his head with pride,data/l2arctic/MBMPS/wav/arctic_b0267.wav,MBMPS,Spanish,F,the boy threw back his head with pride
saxon nodded and the boy frowned,data/l2arctic/MBMPS/wav/arctic_b0268.wav,MBMPS,Spanish,F,saxon nuddled and the boy fhroned it
why not like any railroad station or ferry depot,data/l2arctic/MBMPS/wav/arctic_b0269.wav,MBMPS,Spanish,F,why not like any railroad station or fary dbot
we could throw stones with our feet,data/l2arctic/MBMPS/wav/arctic_b0270.wav,MBMPS,Spanish,F,we could throw stans with our feet
it was put together in a casual helter skelter sort of way,data/l2arctic/MBMPS/wav/arctic_b0271.wav,MBMPS,Spanish,F,it was put together in a casho helter skeltar sort of way
these were merely stout sticks an inch or so in diameter,data/l2arctic/MBMPS/wav/arctic_b0272.wav,MBMPS,Spanish,F,these were merely stout staks an inch or so in diamear
then it was that a strange thing happened,data/l2arctic/MBMPS/wav/arctic_b0273.wav,MBMPS,Spanish,F,then it was that a strange thing happened
but i did not enjoy it long,data/l2arctic/MBMPS/wav/arctic_b0275.wav,MBMPS,Spanish,F,but i did not enjoy it long oo
we were now good friends,data/l2arctic/MBMPS/wav/arctic_b0276.wav,MBMPS,Spanish,F,we were now good friends
two of the folk were already up,data/l2arctic/MBMPS/wav/arctic_b0277.wav,MBMPS,Spanish,F,two of the fold where a rady up
now animals do not like mockery,data/l2arctic/MBMPS/wav/arctic_b0278.wav,MBMPS,Spanish,F,now animals do not like monkery
he gave one last snarl and slid from view among the trees,data/l2arctic/MBMPS/wav/arctic_b0279.wav,MBMPS,Spanish,F,he gave one last snarl and lead from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/MBMPS/wav/arctic_b0280.wav,MBMPS,Spanish,F,again the girls aplouded an misses hall cried
just the same id sooner be myself than have book indigestion,data/l2arctic/MBMPS/wav/arctic_b0281.wav,MBMPS,Spanish,F,just the same id soon be myself than have book in digetion
some of the smaller veins had doubtless been ruptured,data/l2arctic/MBMPS/wav/arctic_b0282.wav,MBMPS,Spanish,F,some of the smaller veins had toulest been raptere
but we were without this momentum,data/l2arctic/MBMPS/wav/arctic_b0283.wav,MBMPS,Spanish,F,but we were widot this moment
there was one difficulty however,data/l2arctic/MBMPS/wav/arctic_b0284.wav,MBMPS,Spanish,F,there was one difficulty however
the hyena proceeded to dine,data/l2arctic/MBMPS/wav/arctic_b0285.wav,MBMPS,Spanish,F,te hayena proceeded to ding
the time was considered auspicious,data/l2arctic/MBMPS/wav/arctic_b0286.wav,MBMPS,Spanish,F,the time was concidered auspicious
or have they already devised one,data/l2arctic/MBMPS/wav/arctic_b0287.wav,MBMPS,Spanish,F,or have they arady devised one
we would not spend another such night,data/l2arctic/MBMPS/wav/arctic_b0288.wav,MBMPS,Spanish,F,we would not spend another such night
at first his progress was slow and erratic,data/l2arctic/MBMPS/wav/arctic_b0289.wav,MBMPS,Spanish,F,at first hes progress was lo an eratic
he placed his paw on one and its movements were accelerated,data/l2arctic/MBMPS/wav/arctic_b0290.wav,MBMPS,Spanish,F,he blaces his pow on one and its movements were accelerated
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/MBMPS/wav/arctic_b0292.wav,MBMPS,Spanish,F,the firemen wore animol skins around their waist and acrosse their shoulders
between him and all domestic animals there must be no hostilities,data/l2arctic/MBMPS/wav/arctic_b0293.wav,MBMPS,Spanish,F,between him and ther domestic animals there must be no hostalities
for a much longer time lop ear and i remained and watched,data/l2arctic/MBMPS/wav/arctic_b0294.wav,MBMPS,Spanish,F,for a much longer time looped er and i remained und watched
all right sir replied jock with great regret,data/l2arctic/MBMPS/wav/arctic_b0295.wav,MBMPS,Spanish,F,all right sir replied jogg wih great regret
at times i wondered where sir archibald got his style,data/l2arctic/MBMPS/wav/arctic_b0296.wav,MBMPS,Spanish,F,at times i wonder where theire archibal god histyle
why should a fellow throw up the sponge after the first round,data/l2arctic/MBMPS/wav/arctic_b0297.wav,MBMPS,Spanish,F,why should i fello throw a this pongh after the first run
his hand shot out and clutched crooked leg by the neck,data/l2arctic/MBMPS/wav/arctic_b0298.wav,MBMPS,Spanish,F,his hun shoret out unclunched croked legd by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/MBMPS/wav/arctic_b0299.wav,MBMPS,Spanish,F,meis brody smile was lightly sarcastic
does the old boy often go off at half cock that way,data/l2arctic/MBMPS/wav/arctic_b0300.wav,MBMPS,Spanish,F,toes the old boy often go off a half ga that way
a flying arrow passed between us,data/l2arctic/MBMPS/wav/arctic_b0301.wav,MBMPS,Spanish,F,a flying arro passed between us
i pulled suddenly with all my might,data/l2arctic/MBMPS/wav/arctic_b0302.wav,MBMPS,Spanish,F,i poled siddenly with all my might
here we allow our solicitors to look after our legal work,data/l2arctic/MBMPS/wav/arctic_b0303.wav,MBMPS,Spanish,F,here we allow our solicitors to look after our ligal work
his previous wives had never lived long enough to bear him children,data/l2arctic/MBMPS/wav/arctic_b0304.wav,MBMPS,Spanish,F,his previous wifes had never lived long enough to bear him children
it was our river emerging like ourselves from the great swamp,data/l2arctic/MBMPS/wav/arctic_b0305.wav,MBMPS,Spanish,F,it was our rever emerging like ourselves from the great swamp
cameron looked at his hands with their long sinewy fingers,data/l2arctic/MBMPS/wav/arctic_b0306.wav,MBMPS,Spanish,F,gomrom look at his hands with their long sinowy fingers
we got few vegetables and fruits and became fish eaters,data/l2arctic/MBMPS/wav/arctic_b0307.wav,MBMPS,Spanish,F,we got few vegetabls and fruit and became fish eaters
nor was elam harnish an exception,data/l2arctic/MBMPS/wav/arctic_b0309.wav,MBMPS,Spanish,F,nor watsh alam harish an excemption
a little treatment massage with some help from the doctor,data/l2arctic/MBMPS/wav/arctic_b0310.wav,MBMPS,Spanish,F,a little treatman mashach with some held from the doctor
the twenty ninth very foggy,data/l2arctic/MBMPS/wav/arctic_b0311.wav,MBMPS,Spanish,F,the twenty ninth very foggy
dig in youre sure good was daylights answer,data/l2arctic/MBMPS/wav/arctic_b0312.wav,MBMPS,Spanish,F,te in youre sure good wats the lights answer
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/MBMPS/wav/arctic_b0313.wav,MBMPS,Spanish,F,the apron string loumped near and he shield like an unbroken cold
he had been born with this endowment,data/l2arctic/MBMPS/wav/arctic_b0314.wav,MBMPS,Spanish,F,he had been born with des endowment
and this was their sole conversation throughout the meal,data/l2arctic/MBMPS/wav/arctic_b0315.wav,MBMPS,Spanish,F,and these was their sole conversation througout the meal
though the aurora still flamed another day had begun,data/l2arctic/MBMPS/wav/arctic_b0316.wav,MBMPS,Spanish,F,though the arora steel flamed an nother they had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/MBMPS/wav/arctic_b0317.wav,MBMPS,Spanish,F,he did not believe in the burning of day light for such a luxury
again he had done the big thing,data/l2arctic/MBMPS/wav/arctic_b0318.wav,MBMPS,Spanish,F,again he had don the beak thing
daylight was tired profoundly tired,data/l2arctic/MBMPS/wav/arctic_b0319.wav,MBMPS,Spanish,F,the light wastire profoundly tired
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/MBMPS/wav/arctic_b0320.wav,MBMPS,Spanish,F,their regreating his voice was provocative of a secon burst of laugter
instead he arrived on the night of the second day,data/l2arctic/MBMPS/wav/arctic_b0321.wav,MBMPS,Spanish,F,instead he arrived on the night of the second day
their supply of grub was gone,data/l2arctic/MBMPS/wav/arctic_b0322.wav,MBMPS,Spanish,F,theire suply of grab was gone
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/MBMPS/wav/arctic_b0323.wav,MBMPS,Spanish,F,crickets began to chirp and more ges and dogs flew over head
not till the twentieth of may did the river break,data/l2arctic/MBMPS/wav/arctic_b0324.wav,MBMPS,Spanish,F,not till the twenteth of may did the river break
our mister howison will call upon you at your hotel,data/l2arctic/MBMPS/wav/arctic_b0326.wav,MBMPS,Spanish,F,our misster hoson will call upon you at your hotel
he had been so easy,data/l2arctic/MBMPS/wav/arctic_b0327.wav,MBMPS,Spanish,F,he had been so easy
change chairs daylight commanded,data/l2arctic/MBMPS/wav/arctic_b0328.wav,MBMPS,Spanish,F,change chairs te light comonded
id sooner have my chips back,data/l2arctic/MBMPS/wav/arctic_b0329.wav,MBMPS,Spanish,F,id sooner have my cheapes back
they only had a little thirty thousand dollar fire,data/l2arctic/MBMPS/wav/arctic_b0330.wav,MBMPS,Spanish,F,hey only had a little thirty thousand dollars fire
his partners had starved and died on the stewart,data/l2arctic/MBMPS/wav/arctic_b0331.wav,MBMPS,Spanish,F,he sparners had starved and dhied on the stward
as to how she dressed he had no ideas at all,data/l2arctic/MBMPS/wav/arctic_b0332.wav,MBMPS,Spanish,F,as to how she dressed he had no ideas at all
it does was her audacious answer,data/l2arctic/MBMPS/wav/arctic_b0333.wav,MBMPS,Spanish,F,idas was her adicous answer
oh its just a novel a love story,data/l2arctic/MBMPS/wav/arctic_b0334.wav,MBMPS,Spanish,F,oh its just a novel a loves story
whoever lived on the ranch did that,data/l2arctic/MBMPS/wav/arctic_b0335.wav,MBMPS,Spanish,F,who ever leaped on the ranch di tat
how old are you mother,data/l2arctic/MBMPS/wav/arctic_b0336.wav,MBMPS,Spanish,F,how oll are you mother
here he got a fresh thrill,data/l2arctic/MBMPS/wav/arctic_b0337.wav,MBMPS,Spanish,F,here he god a fresh threl
it was unobtrusive yet it was there,data/l2arctic/MBMPS/wav/arctic_b0338.wav,MBMPS,Spanish,F,it was unobstrusave yet it was there
well ill be plumb gosh darned,data/l2arctic/MBMPS/wav/arctic_b0339.wav,MBMPS,Spanish,F,well ae blump cash darn
these quick little joys of hers were sources of joy to him,data/l2arctic/MBMPS/wav/arctic_b0340.wav,MBMPS,Spanish,F,these quik little joycs of hers where surces of joy to him
i play that choice wide open to win,data/l2arctic/MBMPS/wav/arctic_b0341.wav,MBMPS,Spanish,F,i play that coys wide open to win
but how are you going to do it,data/l2arctic/MBMPS/wav/arctic_b0343.wav,MBMPS,Spanish,F,but how are you going to the wit
lots of men take women buggy riding,data/l2arctic/MBMPS/wav/arctic_b0344.wav,MBMPS,Spanish,F,lots of main tak woman bogy writing
daylight made no answer and the door closed behind him,data/l2arctic/MBMPS/wav/arctic_b0345.wav,MBMPS,Spanish,F,they like may no answer and the door closed behind him
theres not an iota of truth in it,data/l2arctic/MBMPS/wav/arctic_b0346.wav,MBMPS,Spanish,F,there is not an ayota of truth in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/MBMPS/wav/arctic_b0347.wav,MBMPS,Spanish,F,but ever his gaze return to that crouched venus on the piano
would you be satisfied with that one hundredth part of me,data/l2arctic/MBMPS/wav/arctic_b0348.wav,MBMPS,Spanish,F,would you be satisfied with that one hundred barts of me
in such a tumbling of values was no time to sell,data/l2arctic/MBMPS/wav/arctic_b0349.wav,MBMPS,Spanish,F,in such a tumbling of bals was no time to sell
stand off butcher and baker and all the rest,data/l2arctic/MBMPS/wav/arctic_b0350.wav,MBMPS,Spanish,F,stand off butcher and baker and all the rest
matthewson whos this bookkeeper rogers,data/l2arctic/MBMPS/wav/arctic_b0351.wav,MBMPS,Spanish,F,mihtyson whos these boo keeper rodgers
now just what do you want to know,data/l2arctic/MBMPS/wav/arctic_b0352.wav,MBMPS,Spanish,F,now just what do you want to know
i want to know how all this is possible,data/l2arctic/MBMPS/wav/arctic_b0353.wav,MBMPS,Spanish,F,i want to know how all thes espasival
its that much junk,data/l2arctic/MBMPS/wav/arctic_b0354.wav,MBMPS,Spanish,F,its tha much junk
there was proper division of labor in the work they individually performed,data/l2arctic/MBMPS/wav/arctic_b0355.wav,MBMPS,Spanish,F,there was proper divition of labor in the work they individually performed
he loved to play chinese lottery,data/l2arctic/MBMPS/wav/arctic_b0356.wav,MBMPS,Spanish,F,he loved to play chinese lautery
the law of club and fang,data/l2arctic/MBMPS/wav/arctic_b0357.wav,MBMPS,Spanish,F,ther law of clap and fine
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/MBMPS/wav/arctic_b0358.wav,MBMPS,Spanish,F,the temperature dropped to fifty below sear and remained there the whole treap
this state of mind comes of an undue prominence of the ego,data/l2arctic/MBMPS/wav/arctic_b0360.wav,MBMPS,Spanish,F,thes es state of mind comes of an undu prominence of the eggle
there are the canals of china and the yangtse river,data/l2arctic/MBMPS/wav/arctic_b0361.wav,MBMPS,Spanish,F,there are the canals of china on the young sair reiver
we threaten to be of the one mind before the voyage is completed,data/l2arctic/MBMPS/wav/arctic_b0362.wav,MBMPS,Spanish,F,we threaten to be of the one mind before the volage is complete
she was built primarily to sail,data/l2arctic/MBMPS/wav/arctic_b0363.wav,MBMPS,Spanish,F,she was builed primarily to sail
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/MBMPS/wav/arctic_b0364.wav,MBMPS,Spanish,F,in the bohemian club of san franceisco there are some crag saliors
my age in years is twenty two,data/l2arctic/MBMPS/wav/arctic_b0365.wav,MBMPS,Spanish,F,my age in years is twenty two
i forgot how easily i had taught myself from the printed page,data/l2arctic/MBMPS/wav/arctic_b0366.wav,MBMPS,Spanish,F,i forgot how easily i had towed myself from the printed page
any average young fellow can teach himself in a week,data/l2arctic/MBMPS/wav/arctic_b0367.wav,MBMPS,Spanish,F,any average young fellow can teach himself in a week
please do not think that i already know it all,data/l2arctic/MBMPS/wav/arctic_b0368.wav,MBMPS,Spanish,F,please do not think that i arrady know it all
you see we were teaching ourselves,data/l2arctic/MBMPS/wav/arctic_b0369.wav,MBMPS,Spanish,F,you see we were teaching ourselves
and now behold the perversity of things,data/l2arctic/MBMPS/wav/arctic_b0370.wav,MBMPS,Spanish,F,and now behold the perversity of things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/MBMPS/wav/arctic_b0371.wav,MBMPS,Spanish,F,yield yourself to the waters that are wreeping and teering at you
mister mcveigh told me about him,data/l2arctic/MBMPS/wav/arctic_b0372.wav,MBMPS,Spanish,F,mister magway told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/MBMPS/wav/arctic_b0373.wav,MBMPS,Spanish,F,and like joshua he stood in no need of divine assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/MBMPS/wav/arctic_b0374.wav,MBMPS,Spanish,F,to say the least capitan hok was rather thoroh going emprs sist
man could not conquer them,data/l2arctic/MBMPS/wav/arctic_b0375.wav,MBMPS,Spanish,F,mine could not conquer them
a scarlet loincloth completed his costume,data/l2arctic/MBMPS/wav/arctic_b0377.wav,MBMPS,Spanish,F,a scarlet lowin clod completed hiscosten
i like to speculate upon the glorious future of man,data/l2arctic/MBMPS/wav/arctic_b0378.wav,MBMPS,Spanish,F,i like to speculate upon the glorious feuture of men
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/MBMPS/wav/arctic_b0379.wav,MBMPS,Spanish,F,cristmas is aneasy problem compare with a polination giveing fiast
he had peeled off his shirt and was wildly waving it,data/l2arctic/MBMPS/wav/arctic_b0380.wav,MBMPS,Spanish,F,he had peeled off hes shirtd and was widely waving it
and how would we ever find ourselves,data/l2arctic/MBMPS/wav/arctic_b0381.wav,MBMPS,Spanish,F,and how would we ever fine ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/MBMPS/wav/arctic_b0382.wav,MBMPS,Spanish,F,i defy any man to get a solemon island sor in california
a bush chief had died a natural death,data/l2arctic/MBMPS/wav/arctic_b0383.wav,MBMPS,Spanish,F,a bush chief had died a natural dead
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/MBMPS/wav/arctic_b0384.wav,MBMPS,Spanish,F,this keepers annacatas jimnastic served as a translation without words
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/MBMPS/wav/arctic_b0385.wav,MBMPS,Spanish,F,last night he showed all the symtoms of coming down with no moni
my idea was that he would have more influence over the natives,data/l2arctic/MBMPS/wav/arctic_b0386.wav,MBMPS,Spanish,F,my idea was that he would have more influence over the natives
it is merely the simple superlative,data/l2arctic/MBMPS/wav/arctic_b0387.wav,MBMPS,Spanish,F,it is merely the simple superlative
i made no more overtures,data/l2arctic/MBMPS/wav/arctic_b0388.wav,MBMPS,Spanish,F,i may now more over trs
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/MBMPS/wav/arctic_b0389.wav,MBMPS,Spanish,F,amo my minor afflictions i may mantion a new an mysterious one
the voyage was our idea of a good time,data/l2arctic/MBMPS/wav/arctic_b0390.wav,MBMPS,Spanish,F,the voyage wath our idea of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/MBMPS/wav/arctic_b0391.wav,MBMPS,Spanish,F,at the tuesday march seventeen nineteen zero eight
yes sir he answered with cheerful alacrity,data/l2arctic/MBMPS/wav/arctic_b0392.wav,MBMPS,Spanish,F,yes sir he answered with cheerful ilakrady
the boy hesitated then mastered his temper,data/l2arctic/MBMPS/wav/arctic_b0394.wav,MBMPS,Spanish,F,the boy hesitated then mastered his temper
i was beneath the water suffocating and drowning,data/l2arctic/MBMPS/wav/arctic_b0395.wav,MBMPS,Spanish,F,i was beneath the water sufocating and droaning
the pain from my hurt knee was agonizing,data/l2arctic/MBMPS/wav/arctic_b0396.wav,MBMPS,Spanish,F,the pain from my herd knee was agonizing
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/MBMPS/wav/arctic_b0397.wav,MBMPS,Spanish,F,the hunters where stil arguing and roding like some samy humon of phebous bred
i have been robbed sir i amended,data/l2arctic/MBMPS/wav/arctic_b0398.wav,MBMPS,Spanish,F,i have been robed sir i am mended
you were looking squeamish this afternoon he began,data/l2arctic/MBMPS/wav/arctic_b0399.wav,MBMPS,Spanish,F,you were looking squamish this after noon he began
how could i answer the question on the spur of the moment,data/l2arctic/MBMPS/wav/arctic_b0400.wav,MBMPS,Spanish,F,how could i answer the question on this spur of the moment
i learned it myself in english ships,data/l2arctic/MBMPS/wav/arctic_b0401.wav,MBMPS,Spanish,F,i learned myself in english ships
an altruistic act is an act performed for the welfare of others,data/l2arctic/MBMPS/wav/arctic_b0402.wav,MBMPS,Spanish,F,an altrustac act its an act perform for the welfare of aothers
