transcription,path_to_audio,speaker_id,native_language,gender,s2t_small_transcriptions
he was just bursting with joy joy over what,data/l2arctic/ERMS/wav/arctic_a0568.wav,ERMS,Spanish,M,he was just bustling with joy joy over what
at lake linderman i had one canoe very good peterborough canoe,data/l2arctic/ERMS/wav/arctic_a0569.wav,ERMS,Spanish,M,at lake linderman i had one canoee very good peter borrowe conway
behind him lay the thousand years long road across all siberia and russia,data/l2arctic/ERMS/wav/arctic_a0570.wav,ERMS,Spanish,M,behind him lay the thousand years long road across all celeary on russia
he had forgotten to build a fire and thaw out,data/l2arctic/ERMS/wav/arctic_a0571.wav,ERMS,Spanish,M,he had forgotten to build a fire and towered
i never saw anything like her in my life,data/l2arctic/ERMS/wav/arctic_a0572.wav,ERMS,Spanish,M,i never saw anything like her in my life
there was no law on the yukon save what they made for themselves,data/l2arctic/ERMS/wav/arctic_a0573.wav,ERMS,Spanish,M,there was no law only you can't say what they may for themselves
good business man curly obrien was saying,data/l2arctic/ERMS/wav/arctic_a0574.wav,ERMS,Spanish,M,good business man curly or brion was saying
there werent any missions and he was the man to know,data/l2arctic/ERMS/wav/arctic_a0575.wav,ERMS,Spanish,M,there were in any missions and he was the man to know
and the big persian knew of his existence before he did of hers,data/l2arctic/ERMS/wav/arctic_a0576.wav,ERMS,Spanish,M,and the big persian knew of his existence before he did of hers
once the jews harp began emitting its barbaric rhythms michael was helpless,data/l2arctic/ERMS/wav/arctic_a0577.wav,ERMS,Spanish,M,once the jews her began immediately its barbaric freedoms michael was helpless
there was the emma louisa,data/l2arctic/ERMS/wav/arctic_a0579.wav,ERMS,Spanish,M,there was the amallisa
this is my fifth voyage,data/l2arctic/ERMS/wav/arctic_a0580.wav,ERMS,Spanish,M,this is my fate's voyage
it was this proposition that started the big idea in daughtrys mind,data/l2arctic/ERMS/wav/arctic_a0581.wav,ERMS,Spanish,M,it was this proposition that started the big idea in doubt is mine
daughtry elaborated on the counting trick by bringing cocky along,data/l2arctic/ERMS/wav/arctic_a0582.wav,ERMS,Spanish,M,dotry elaborated on the counting trick by bringing coquet along
enjoy it he did but principally for stewards sake,data/l2arctic/ERMS/wav/arctic_a0583.wav,ERMS,Spanish,M,enjoyed he did but principally for a steward's sake
i have long noted your thirst unquenchable,data/l2arctic/ERMS/wav/arctic_a0584.wav,ERMS,Spanish,M,i happen long noted your thirst unquenchable
wonder if hes a lion dog charles suggested,data/l2arctic/ERMS/wav/arctic_a0585.wav,ERMS,Spanish,M,wonder if he is a lion dog charles suggested
we dont see ourselves as foolish,data/l2arctic/ERMS/wav/arctic_a0586.wav,ERMS,Spanish,M,we don't see ourselves as foolish
he had comparatively no advantages at first,data/l2arctic/ERMS/wav/arctic_a0587.wav,ERMS,Spanish,M,he had comparatively not bandages at first
he had proved it today with his amateurish and sophomoric productions,data/l2arctic/ERMS/wav/arctic_a0588.wav,ERMS,Spanish,M,he had proved it to day with his amatiracious and so for moral productions
i was sick once typhoid,data/l2arctic/ERMS/wav/arctic_a0589.wav,ERMS,Spanish,M,i was six once typhoid
in a way he is my protege,data/l2arctic/ERMS/wav/arctic_a0590.wav,ERMS,Spanish,M,in a way he is my protegee
we are both children together,data/l2arctic/ERMS/wav/arctic_a0591.wav,ERMS,Spanish,M,we are both children together
its only his indigestion i find fault with,data/l2arctic/ERMS/wav/arctic_a0592.wav,ERMS,Spanish,M,it's only his kindly gesture i find foul wit
shed make a good wife for the cashier,data/l2arctic/ERMS/wav/arctic_a0593.wav,ERMS,Spanish,M,she'd make a good wise for the cashier
gad do i remember it,data/l2arctic/ERMS/wav/arctic_b0001.wav,ERMS,Spanish,M,gat do i remember it
i can see that knife now,data/l2arctic/ERMS/wav/arctic_b0003.wav,ERMS,Spanish,M,i can see that knife now
when i cant see beauty in woman i want to die,data/l2arctic/ERMS/wav/arctic_b0004.wav,ERMS,Spanish,M,when i can't see beauty in woman i went to die
his slim fingers closed like steel about philips,data/l2arctic/ERMS/wav/arctic_b0005.wav,ERMS,Spanish,M,he's slim fingers closed like steam about philip's
he seized gregson by the arm and led him to the door,data/l2arctic/ERMS/wav/arctic_b0006.wav,ERMS,Spanish,M,he sees grex on by the arm and led him to the door
hear the indian dogs wailing down at churchill,data/l2arctic/ERMS/wav/arctic_b0007.wav,ERMS,Spanish,M,here they in the andes wailing down at torture
burke himself had criticized it because of the smile,data/l2arctic/ERMS/wav/arctic_b0008.wav,ERMS,Spanish,M,bork himself had criticised it because of the smile
id say there was going to be a glorious scrap,data/l2arctic/ERMS/wav/arctic_b0009.wav,ERMS,Spanish,M,at say there was going to be a glorious scrap
he turned the map to gregson pointing with his finger,data/l2arctic/ERMS/wav/arctic_b0010.wav,ERMS,Spanish,M,he turned the map to grexam pointing with his finger
his eyes never took themselves for an instant from his companions face,data/l2arctic/ERMS/wav/arctic_b0011.wav,ERMS,Spanish,M,he sized never took themselves for an instant from his companion's face
something that whittemore had not yet said thrilled him,data/l2arctic/ERMS/wav/arctic_b0012.wav,ERMS,Spanish,M,something that whitmore had not yet said cheered him
lakes and rivers hundreds of them thousands of them,data/l2arctic/ERMS/wav/arctic_b0013.wav,ERMS,Spanish,M,lakes and rivers hundreds of them thousands of them
whitefish gregson whitefish and trout,data/l2arctic/ERMS/wav/arctic_b0014.wav,ERMS,Spanish,M,whitefish grexum whitefish and trot
they robbed me a few years later,data/l2arctic/ERMS/wav/arctic_b0015.wav,ERMS,Spanish,M,they wrote me a few years later
he chuckled as he pulled out his pipe and began filling it,data/l2arctic/ERMS/wav/arctic_b0016.wav,ERMS,Spanish,M,he chuckled and he pulled out his pipe and began feeling it
everything was working smoothly better than i had expected,data/l2arctic/ERMS/wav/arctic_b0017.wav,ERMS,Spanish,M,everything was working smoothly better than i had expected
i was completely lost in my work,data/l2arctic/ERMS/wav/arctic_b0018.wav,ERMS,Spanish,M,i was completely lost in my work
he made no reply as he waited for whittemore to continue,data/l2arctic/ERMS/wav/arctic_b0020.wav,ERMS,Spanish,M,he made no reply as he waited for whitsmore to continue
philip dropped back into his chair,data/l2arctic/ERMS/wav/arctic_b0021.wav,ERMS,Spanish,M,philip dropped back into his chair
if i was out of the game it would be easily made,data/l2arctic/ERMS/wav/arctic_b0022.wav,ERMS,Spanish,M,if i was out of the game it would be easy to mate
macdougall my engineer believes it,data/l2arctic/ERMS/wav/arctic_b0023.wav,ERMS,Spanish,M,macduco my engineer believes it
it is growing every day every hour,data/l2arctic/ERMS/wav/arctic_b0024.wav,ERMS,Spanish,M,it is growing every day every hour
now you understand,data/l2arctic/ERMS/wav/arctic_b0025.wav,ERMS,Spanish,M,now you understand
you have associated with some of these men,data/l2arctic/ERMS/wav/arctic_b0026.wav,ERMS,Spanish,M,you have associated with some of these men
and theres no chivalry no quarter shown in this fight,data/l2arctic/ERMS/wav/arctic_b0027.wav,ERMS,Spanish,M,there is not chivalry nor quarrition in this fight
lord fitzhugh is the key to the whole situation,data/l2arctic/ERMS/wav/arctic_b0028.wav,ERMS,Spanish,M,lord fitzhiel is the key to the hall situation
all operations have been carried on from montreal and toronto,data/l2arctic/ERMS/wav/arctic_b0029.wav,ERMS,Spanish,M,or operations having carrion from montreal and toronto
gregson held a lighted match until it burnt his fingertips,data/l2arctic/ERMS/wav/arctic_b0030.wav,ERMS,Spanish,M,rex on hill alighted much until it burned his finger tips
gregson had seated himself under the lamp and was sharpening a pencil,data/l2arctic/ERMS/wav/arctic_b0031.wav,ERMS,Spanish,M,griggson had seated himself under the lamp and was sharpening a pencil
he caught himself with a jerk,data/l2arctic/ERMS/wav/arctic_b0032.wav,ERMS,Spanish,M,he caught himself with a jerk
how does your wager look now,data/l2arctic/ERMS/wav/arctic_b0033.wav,ERMS,Spanish,M,how thus your wagger look now
he confessed that the sketch had startled him,data/l2arctic/ERMS/wav/arctic_b0034.wav,ERMS,Spanish,M,he confessed that the sketch had a startled thing
after all the picture was only a resemblance,data/l2arctic/ERMS/wav/arctic_b0035.wav,ERMS,Spanish,M,after all the picture was only a resemblance
philip knew that she was not an indian,data/l2arctic/ERMS/wav/arctic_b0037.wav,ERMS,Spanish,M,felix knew that she was not an indian
in her haste to get away she had forgotten these things,data/l2arctic/ERMS/wav/arctic_b0038.wav,ERMS,Spanish,M,in her haste to get away she had forgotten these things
philip took a step toward gregson half determined to awaken him,data/l2arctic/ERMS/wav/arctic_b0039.wav,ERMS,Spanish,M,philip took a step forward dixon half determined to awaken him
the thought set his blood tingling,data/l2arctic/ERMS/wav/arctic_b0040.wav,ERMS,Spanish,M,no the thought set his blood tingling
but if pierre did not return until tomorrow,data/l2arctic/ERMS/wav/arctic_b0041.wav,ERMS,Spanish,M,but if fear did not return until to morrow
ten minutes had not elapsed since he had dropped the handkerchief,data/l2arctic/ERMS/wav/arctic_b0042.wav,ERMS,Spanish,M,day minute at night elapsed since he had dropped the handkerchief
it wont be for sale,data/l2arctic/ERMS/wav/arctic_b0043.wav,ERMS,Spanish,M,it won't be for sales
for a few moments he ate in silence,data/l2arctic/ERMS/wav/arctic_b0044.wav,ERMS,Spanish,M,for a few moments he ate in silence
philip did not pursue the subject,data/l2arctic/ERMS/wav/arctic_b0045.wav,ERMS,Spanish,M,philip did not pursue the subject
philip produced a couple of cigars and took a chair opposite him,data/l2arctic/ERMS/wav/arctic_b0046.wav,ERMS,Spanish,M,philip produced a couple of cigars and took a chairs opposite him
suppose you saw me at work through the window,data/l2arctic/ERMS/wav/arctic_b0047.wav,ERMS,Spanish,M,suppose you saw me at work through the window
he looked like one who had passed through an uncomfortable hour or two,data/l2arctic/ERMS/wav/arctic_b0048.wav,ERMS,Spanish,M,he looked like one who had passed through and uncomfortable hour or two
there was nothing more except a large ink blot under the words,data/l2arctic/ERMS/wav/arctic_b0049.wav,ERMS,Spanish,M,there was nothing more except a large ingot under the walls
all this day gregson remained in the cabin,data/l2arctic/ERMS/wav/arctic_b0050.wav,ERMS,Spanish,M,all this day gruesome remain in the cabin
the sixth day he spent in the cabin with gregson,data/l2arctic/ERMS/wav/arctic_b0051.wav,ERMS,Spanish,M,the sixth day he has spent in the cabin with rexen
the flush was gone from her face,data/l2arctic/ERMS/wav/arctic_b0052.wav,ERMS,Spanish,M,the flush was gone from her face
he understood the meaning of the look,data/l2arctic/ERMS/wav/arctic_b0054.wav,ERMS,Spanish,M,he understood the meaning of the look
she was even more beautiful than when i saw her before,data/l2arctic/ERMS/wav/arctic_b0055.wav,ERMS,Spanish,M,she was sitting more beautiful than when i saw her before
ill give a thousand if you produce her retorted gregson,data/l2arctic/ERMS/wav/arctic_b0056.wav,ERMS,Spanish,M,algieba tells him if you produce cur retorted grexton
they have won popular sentiment through the newspapers,data/l2arctic/ERMS/wav/arctic_b0057.wav,ERMS,Spanish,M,they have one popular sentiment through the news papers
we must achieve our own salvation,data/l2arctic/ERMS/wav/arctic_b0058.wav,ERMS,Spanish,M,we must achieve our own salvation
in moments of mental energy philip was restless,data/l2arctic/ERMS/wav/arctic_b0059.wav,ERMS,Spanish,M,a moment of mortal energy philly was restless
he would keep his faith with gregson for the promised day or two,data/l2arctic/ERMS/wav/arctic_b0060.wav,ERMS,Spanish,M,he would keep his fate with gregson for he promised day or two
something about it seemed to fascinate him to challenge his presence,data/l2arctic/ERMS/wav/arctic_b0061.wav,ERMS,Spanish,M,something about it seemed to fascinate him to challenge his presence
now it was missing from the wall,data/l2arctic/ERMS/wav/arctic_b0062.wav,ERMS,Spanish,M,now it was missing from the wall
he boiled himself some coffee and sat down to wait,data/l2arctic/ERMS/wav/arctic_b0063.wav,ERMS,Spanish,M,he boiled himself some coffee and sat down to wait
im going down there with you and im going to fight,data/l2arctic/ERMS/wav/arctic_b0064.wav,ERMS,Spanish,M,i am going down there with you and i am going to fight
now have you got anything to say against me mister philip,data/l2arctic/ERMS/wav/arctic_b0065.wav,ERMS,Spanish,M,now have you got anything to say against me mister phillips
if i meet her again i shall apologize said eileen,data/l2arctic/ERMS/wav/arctic_b0066.wav,ERMS,Spanish,M,if i meet her again i shall apologize said ling chu
below him the shadow was broken into a pool of rippling starlight,data/l2arctic/ERMS/wav/arctic_b0067.wav,ERMS,Spanish,M,below him the shadow was broken into a port of rippling a starlight
only the chance sound had led him to observe them,data/l2arctic/ERMS/wav/arctic_b0068.wav,ERMS,Spanish,M,only the chance sound had led him to observe them
could the incident have anything to do with jeanne and pierre,data/l2arctic/ERMS/wav/arctic_b0069.wav,ERMS,Spanish,M,could the incident help anything to do with jean and pierre
there was no answer from the other side,data/l2arctic/ERMS/wav/arctic_b0071.wav,ERMS,Spanish,M,there was no answer from the other side
then he hastened on as pierre had guided him,data/l2arctic/ERMS/wav/arctic_b0072.wav,ERMS,Spanish,M,then he hastened on a spear had guided him
with these arguments he convinced himself that he should go on alone,data/l2arctic/ERMS/wav/arctic_b0073.wav,ERMS,Spanish,M,with these arguments he convinced himself that he should go on alone
yet behind them there was another and more powerful motive,data/l2arctic/ERMS/wav/arctic_b0074.wav,ERMS,Spanish,M,dead behind them there was another and more powerful motive
in that case he could not miss them if he used caution,data/l2arctic/ERMS/wav/arctic_b0075.wav,ERMS,Spanish,M,in that case he could not miss them if he used caution
before philip could recover himself jeannes startled guards were upon him,data/l2arctic/ERMS/wav/arctic_b0076.wav,ERMS,Spanish,M,before he philip could recover himself jean's father guards were upon him
it is the nearest refuge,data/l2arctic/ERMS/wav/arctic_b0077.wav,ERMS,Spanish,M,idios teneurus refuse
there was pride and strength the ring of triumph in his voice,data/l2arctic/ERMS/wav/arctic_b0078.wav,ERMS,Spanish,M,there was pride and strength during of triumph in his voice
the truth of it set jeanne quivering,data/l2arctic/ERMS/wav/arctic_b0079.wav,ERMS,Spanish,M,the truth of it said jean quivering
tomorrow it will be strong enough for you to stand upon,data/l2arctic/ERMS/wav/arctic_b0080.wav,ERMS,Spanish,M,to morrow it will be strong enough for you to stand upon
you were going to leave after you saw me on the rock,data/l2arctic/ERMS/wav/arctic_b0081.wav,ERMS,Spanish,M,you were going to leave after you saw me on the rock
he bit his tongue and cursed himself at this fresh break,data/l2arctic/ERMS/wav/arctic_b0082.wav,ERMS,Spanish,M,heaved his tongue and cursed himself at this fresh break
in it there was something that was almost tragedy,data/l2arctic/ERMS/wav/arctic_b0083.wav,ERMS,Spanish,M,in it there was something that was almost tragedy
your face is red with blood,data/l2arctic/ERMS/wav/arctic_b0084.wav,ERMS,Spanish,M,your face is red with blood
her eyes smiled truth at him as he came up the bank,data/l2arctic/ERMS/wav/arctic_b0085.wav,ERMS,Spanish,M,her eyes smiled drew to him as he came up the bank
he can care for himself,data/l2arctic/ERMS/wav/arctic_b0086.wav,ERMS,Spanish,M,he can care of for himself
until i die he exclaimed,data/l2arctic/ERMS/wav/arctic_b0088.wav,ERMS,Spanish,M,until i die he exclaimed
her beautiful hair was done up in shining coils,data/l2arctic/ERMS/wav/arctic_b0089.wav,ERMS,Spanish,M,her beautiful hair was done up in shining coils
the churchill narrowed and its current became swifter as they progressed,data/l2arctic/ERMS/wav/arctic_b0090.wav,ERMS,Spanish,M,the church was narrow and his courting became swifter as they progressed
for a full half minute jeanne looked at him without speaking,data/l2arctic/ERMS/wav/arctic_b0091.wav,ERMS,Spanish,M,for a full half minute jean looked at him without speaking
i want to die in it,data/l2arctic/ERMS/wav/arctic_b0092.wav,ERMS,Spanish,M,i want to die in it
darkness hid him from jeanne,data/l2arctic/ERMS/wav/arctic_b0093.wav,ERMS,Spanish,M,darkness hit him from jane
and yet if she came he had no words to say,data/l2arctic/ERMS/wav/arctic_b0094.wav,ERMS,Spanish,M,and jed if she came he had no worse to say
he heard a sound which brought him quickly into consciousness of day,data/l2arctic/ERMS/wav/arctic_b0095.wav,ERMS,Spanish,M,he heard a sound which bore him quickly into consciousness of day
within himself he called it no longer his own,data/l2arctic/ERMS/wav/arctic_b0096.wav,ERMS,Spanish,M,within himself he called it no longer his home
besides that noise makes me deaf,data/l2arctic/ERMS/wav/arctic_b0097.wav,ERMS,Spanish,M,besides that noise makes me deaf
philip looked back from the crest and saw jeanne leaning over the canoe,data/l2arctic/ERMS/wav/arctic_b0098.wav,ERMS,Spanish,M,philip looked back from the crest and saw jane leaning over the canary
fifty yards ahead of her were the first of the rocks,data/l2arctic/ERMS/wav/arctic_b0099.wav,ERMS,Spanish,M,fifty yards ahead of her were the first of the rocks
there was one chance and only one of saving jeanne,data/l2arctic/ERMS/wav/arctic_b0100.wav,ERMS,Spanish,M,there was no chance and only one of saving jean
youre a devil for fighting and will surely win,data/l2arctic/ERMS/wav/arctic_b0101.wav,ERMS,Spanish,M,jura davy's afore fighting and we'll surely wing
ill only be in the way,data/l2arctic/ERMS/wav/arctic_b0102.wav,ERMS,Spanish,M,i'd only be on their way
he lifted his eyes and a strange cry burst from his lips,data/l2arctic/ERMS/wav/arctic_b0103.wav,ERMS,Spanish,M,he lifts his eyes and a strained cry burst from his lips
i know that you are in charge there and jeanne knows,data/l2arctic/ERMS/wav/arctic_b0105.wav,ERMS,Spanish,M,i know that you are in charge there and you knows
for a full minute the two men stared into each others face,data/l2arctic/ERMS/wav/arctic_b0106.wav,ERMS,Spanish,M,for a full minute the two men stared into each other's face
he was sure now of but few things,data/l2arctic/ERMS/wav/arctic_b0107.wav,ERMS,Spanish,M,he was sure now of but few things
it was a miracle and i owe you my life,data/l2arctic/ERMS/wav/arctic_b0108.wav,ERMS,Spanish,M,it was a miracle and i owe you my life
philip ate lightly of the food which pierre had ready for him,data/l2arctic/ERMS/wav/arctic_b0109.wav,ERMS,Spanish,M,filled a laggly of the fort which pierre had ready for him
such men believe when they come together,data/l2arctic/ERMS/wav/arctic_b0110.wav,ERMS,Spanish,M,such men believe when they come together
the journey was continued at dawn,data/l2arctic/ERMS/wav/arctic_b0111.wav,ERMS,Spanish,M,the journey was continued at dawn
jeanne and pierre both gazed toward the great rock,data/l2arctic/ERMS/wav/arctic_b0112.wav,ERMS,Spanish,M,jeanne and pierre both gazed toward the great rock
there was something pathetic in the girls attitude now,data/l2arctic/ERMS/wav/arctic_b0113.wav,ERMS,Spanish,M,there was something pathetic in the girl's attitude now
he moved his position and the illusion was gone,data/l2arctic/ERMS/wav/arctic_b0114.wav,ERMS,Spanish,M,he moved his position and the illusion was gone
for two hours not a word passed between them,data/l2arctic/ERMS/wav/arctic_b0115.wav,ERMS,Spanish,M,for two hours not a war passed between them
i have hunted along this ridge replied philip,data/l2arctic/ERMS/wav/arctic_b0116.wav,ERMS,Spanish,M,i have hunted along these ridges replied philip
thats thorpes said the young engineer,data/l2arctic/ERMS/wav/arctic_b0117.wav,ERMS,Spanish,M,that stops said the young engineer
we saw your light and thought you wouldnt mind a call,data/l2arctic/ERMS/wav/arctic_b0118.wav,ERMS,Spanish,M,we saw your light and thought you would remind a call
billinger may arrive in time,data/l2arctic/ERMS/wav/arctic_b0119.wav,ERMS,Spanish,M,billinger may arrive in time
theres the hitch replied thorpe rolling a cigarette,data/l2arctic/ERMS/wav/arctic_b0120.wav,ERMS,Spanish,M,there is the hitch replied torp following a cigarette
philip saw macdougall soon after his short talk with thorpe,data/l2arctic/ERMS/wav/arctic_b0122.wav,ERMS,Spanish,M,philip saw mc dugal soon after his short talk with torp
neither could they understand the growing disaffection among thorpes men,data/l2arctic/ERMS/wav/arctic_b0123.wav,ERMS,Spanish,M,neither could they understand the growing disaffection amongst top's men
two weeks passed and in that time thorpe left camp three times,data/l2arctic/ERMS/wav/arctic_b0124.wav,ERMS,Spanish,M,two weeks past and in that time torp left come three times
it was the third or fourth time that philip had heard macdougall swear,data/l2arctic/ERMS/wav/arctic_b0125.wav,ERMS,Spanish,M,it was a third or for a time that philip had cared mc de velseur
blood was oozing slowly from the wounded mans right breast,data/l2arctic/ERMS/wav/arctic_b0126.wav,ERMS,Spanish,M,blood was oozing slowly from the wounded man's right breast
he destroyed everything that had belonged to the woman,data/l2arctic/ERMS/wav/arctic_b0127.wav,ERMS,Spanish,M,he destroyed everything that had belonged to the woman
philip bent low over pierre,data/l2arctic/ERMS/wav/arctic_b0128.wav,ERMS,Spanish,M,filippet lo of a peer
did thorpe go to see any one in churchill,data/l2arctic/ERMS/wav/arctic_b0129.wav,ERMS,Spanish,M,did top go to see any one in churchill
she saw the answer in his face,data/l2arctic/ERMS/wav/arctic_b0130.wav,ERMS,Spanish,M,she saw the answer in his face
thorpe and his men were to destroy this camp and kill you,data/l2arctic/ERMS/wav/arctic_b0131.wav,ERMS,Spanish,M,talk and his men were to destroy this camp and kill you
there is no need of further detail now for you can understand,data/l2arctic/ERMS/wav/arctic_b0132.wav,ERMS,Spanish,M,there is no need of further detail now for you can understand
there followed a roar that shook the earth,data/l2arctic/ERMS/wav/arctic_b0133.wav,ERMS,Spanish,M,there followed a roar that shook their ears
blind with rage he darted in,data/l2arctic/ERMS/wav/arctic_b0134.wav,ERMS,Spanish,M,blind with rage he d'artagnan
in it was the joy of life,data/l2arctic/ERMS/wav/arctic_b0135.wav,ERMS,Spanish,M,in it was the joy of life
swiftly his eyes measured the situation,data/l2arctic/ERMS/wav/arctic_b0136.wav,ERMS,Spanish,M,swiftly his eyes measured the situation
but this little defect did not worry him,data/l2arctic/ERMS/wav/arctic_b0137.wav,ERMS,Spanish,M,but this little effect did not worry him
together they ate the rabbit,data/l2arctic/ERMS/wav/arctic_b0139.wav,ERMS,Spanish,M,together they ate the rabbit
they edged nearer and stood shoulder to shoulder facing their world,data/l2arctic/ERMS/wav/arctic_b0140.wav,ERMS,Spanish,M,they edged nearer as to shoulder to shoulder facing their war
it was beating and waiting in the ambush of those black pits,data/l2arctic/ERMS/wav/arctic_b0141.wav,ERMS,Spanish,M,it was peering and waiting in the ambush of those black peats
something vastly more thrilling had come into it now,data/l2arctic/ERMS/wav/arctic_b0142.wav,ERMS,Spanish,M,something bustling more trailing had come into it now
it took him half an hour to reach the edge of it,data/l2arctic/ERMS/wav/arctic_b0143.wav,ERMS,Spanish,M,it took him half an hour to reach the edge of it
but there was no longer the mother yearning in his heart,data/l2arctic/ERMS/wav/arctic_b0144.wav,ERMS,Spanish,M,but there was no longer the mother journeying in his heart
besides had he not whipped the big owl in the forest,data/l2arctic/ERMS/wav/arctic_b0145.wav,ERMS,Spanish,M,besides had he not whipped the beak all in the forest
after all it was simply a mistake in judgment,data/l2arctic/ERMS/wav/arctic_b0146.wav,ERMS,Spanish,M,after all it was simply a mistake in judgment
had it struck squarely it would have killed him,data/l2arctic/ERMS/wav/arctic_b0147.wav,ERMS,Spanish,M,had it struck squalid would have killed him
the indian even poked his stick into the thick ground spruce,data/l2arctic/ERMS/wav/arctic_b0148.wav,ERMS,Spanish,M,the indian even poked his stick into the tea crown spruced
pebbles and dirt flew along with hair and fur,data/l2arctic/ERMS/wav/arctic_b0149.wav,ERMS,Spanish,M,people's and their flew along with hair and four
and he was filled with a strange and foreboding fear,data/l2arctic/ERMS/wav/arctic_b0150.wav,ERMS,Spanish,M,and he was filled with a strange unfortunate fear
it was steel a fisher trap,data/l2arctic/ERMS/wav/arctic_b0151.wav,ERMS,Spanish,M,it was a steel a fish or trap
ow a wild dog he growled,data/l2arctic/ERMS/wav/arctic_b0152.wav,ERMS,Spanish,M,all a while long he groved
he was a pariah a wanderer without a friend or a home,data/l2arctic/ERMS/wav/arctic_b0153.wav,ERMS,Spanish,M,he was a pariah a wanderer without a friend or a home
that is the strange part of it,data/l2arctic/ERMS/wav/arctic_b0154.wav,ERMS,Spanish,M,that is the strange part of it
for that reason le beau had chosen him to fight the big fight,data/l2arctic/ERMS/wav/arctic_b0156.wav,ERMS,Spanish,M,for that reason the view had chosen him to fight the big fight
in the crib the baby sat up and began to prattle,data/l2arctic/ERMS/wav/arctic_b0157.wav,ERMS,Spanish,M,in the group the babies sat up and began to prattle
she obeyed shrinking back with the baby in her arms,data/l2arctic/ERMS/wav/arctic_b0158.wav,ERMS,Spanish,M,she obeyed shrinking back with the baby in her arms
his teeth shut with a last click,data/l2arctic/ERMS/wav/arctic_b0159.wav,ERMS,Spanish,M,he stayed shut with a last click
it was over when he made his way through the ring of spectators,data/l2arctic/ERMS/wav/arctic_b0160.wav,ERMS,Spanish,M,it was harboured when he made his way through the ring of spectators
in a flash he was on his feet facing him,data/l2arctic/ERMS/wav/arctic_b0161.wav,ERMS,Spanish,M,in a flash he was on his feet facing him
he thought he saw a shudder pass through the factors shoulders,data/l2arctic/ERMS/wav/arctic_b0162.wav,ERMS,Spanish,M,he thought he saw a shooter pass through the fact or shoulders
the moon had already begun its westward decline,data/l2arctic/ERMS/wav/arctic_b0163.wav,ERMS,Spanish,M,the moon had already begun it was what declined
they laughed like two happy children,data/l2arctic/ERMS/wav/arctic_b0164.wav,ERMS,Spanish,M,they laughed like two happy children
he pulled and the log crashed down to break his back,data/l2arctic/ERMS/wav/arctic_b0165.wav,ERMS,Spanish,M,he pulled and the log crashed down to break his back
fast but endure,data/l2arctic/ERMS/wav/arctic_b0166.wav,ERMS,Spanish,M,fast but in deer
a little before dawn of the day following the fire relief came,data/l2arctic/ERMS/wav/arctic_b0167.wav,ERMS,Spanish,M,a little before dawn of the day following the fire life came
the indian felt the worship of her warm in his heart,data/l2arctic/ERMS/wav/arctic_b0168.wav,ERMS,Spanish,M,the indian felt the worship of her one in his heart
he drew in a deep breath as he looked at them,data/l2arctic/ERMS/wav/arctic_b0169.wav,ERMS,Spanish,M,he drew in a deep breath as he looked at them
then he shouted shut up,data/l2arctic/ERMS/wav/arctic_b0170.wav,ERMS,Spanish,M,then he shouted shut up
he changed his seat for a steamer reclining chair,data/l2arctic/ERMS/wav/arctic_b0171.wav,ERMS,Spanish,M,he chained his seat for a steamer reclining chair
to these he gave castor oil,data/l2arctic/ERMS/wav/arctic_b0173.wav,ERMS,Spanish,M,through these he gave castor oil
hatred and murder and lust for revenge they possessed to overflowing,data/l2arctic/ERMS/wav/arctic_b0174.wav,ERMS,Spanish,M,hatred and murder unless for revenge they possess it to overflowing
sheldon glanced at the thermometer,data/l2arctic/ERMS/wav/arctic_b0175.wav,ERMS,Spanish,M,shelstone glance at the thermometer
ill see to poor hughie,data/l2arctic/ERMS/wav/arctic_b0176.wav,ERMS,Spanish,M,i'll see it to poor haggy
her gray eyes were flashing and her lips were quivering,data/l2arctic/ERMS/wav/arctic_b0177.wav,ERMS,Spanish,M,her grey eyes were flashing and her lips were quivering
also i want information,data/l2arctic/ERMS/wav/arctic_b0178.wav,ERMS,Spanish,M,also i want information
let them go out and eat with my boys,data/l2arctic/ERMS/wav/arctic_b0179.wav,ERMS,Spanish,M,let him go out and eat with my boys
i i beg pardon he drawled,data/l2arctic/ERMS/wav/arctic_b0180.wav,ERMS,Spanish,M,i a big pardon he strolled
and you preferred a cannibal isle and a cartridge belt,data/l2arctic/ERMS/wav/arctic_b0181.wav,ERMS,Spanish,M,and duper thirds a cannibal isles and a cartridge belt
i was in new york when the crash came,data/l2arctic/ERMS/wav/arctic_b0182.wav,ERMS,Spanish,M,i was in new york when the crush came
no i did not fall among thieves,data/l2arctic/ERMS/wav/arctic_b0183.wav,ERMS,Spanish,M,no i did not fall a month if
such things in her brain were like so many oaths on her lips,data/l2arctic/ERMS/wav/arctic_b0184.wav,ERMS,Spanish,M,such things eat her brain well like so many oats on her lips
your being wrecked here has been a godsend to me,data/l2arctic/ERMS/wav/arctic_b0185.wav,ERMS,Spanish,M,you're being reckot here has been a good send to me
i cant go elsewhere by your own account,data/l2arctic/ERMS/wav/arctic_b0186.wav,ERMS,Spanish,M,i can go as well by your own account
her achievements with cocoanuts were a revelation,data/l2arctic/ERMS/wav/arctic_b0187.wav,ERMS,Spanish,M,here are cheap men's with cocoanuts where a revelation
he glanced down at her helplessly and moistened his lips,data/l2arctic/ERMS/wav/arctic_b0188.wav,ERMS,Spanish,M,he glanced down at her helplessly and moistened his lip
