transcription,path_to_audio,speaker_id,native_language,gender,sew_mid_transcriptions
it was a superb picture,data/l2arctic/THV/wav/arctic_b0232.wav,THV,Vietnamese,F,is wort superd biccher
so she said the irate skipper dashed on,data/l2arctic/THV/wav/arctic_b0233.wav,THV,Vietnamese,F,so she said the eras  keper dasha
and watch out for wet feet was his parting advice,data/l2arctic/THV/wav/arctic_b0234.wav,THV,Vietnamese,F,an gwatch out forr wet fit was his parten advise
raoul yelled in order to make himself heard,data/l2arctic/THV/wav/arctic_b0235.wav,THV,Vietnamese,F,raon gellt in order to make him self hert
oolong was two hundred and fifty miles from the nearest land,data/l2arctic/THV/wav/arctic_b0236.wav,THV,Vietnamese,F,wo long were two hundrad and fifty mils from the neearest land
they just lay off in the bush and plugged away,data/l2arctic/THV/wav/arctic_b0237.wav,THV,Vietnamese,F,the chesss lay off in the bush and blod aawayed
the very thought of the effort to swim over was nauseating,data/l2arctic/THV/wav/arctic_b0238.wav,THV,Vietnamese,F,the very tolkk of the effort to screm overworn no citing
and there was a dog that barked,data/l2arctic/THV/wav/arctic_b0239.wav,THV,Vietnamese,F,an theswer dalk that park
bill lingered contemplating his work with artistic appreciation,data/l2arctic/THV/wav/arctic_a0561.wav,THV,Vietnamese,F,bylinger contembrating his worp with apthitist oprreciatiions
but well just postpone this,data/l2arctic/THV/wav/arctic_a0578.wav,THV,Vietnamese,F,but which is bosborn this
you got out by fighting and i through a pretty girl,data/l2arctic/THV/wav/arctic_b0002.wav,THV,Vietnamese,F,you cad l by ftting and i throw a prittier
his slim hands gripped the edges of the table,data/l2arctic/THV/wav/arctic_b0019.wav,THV,Vietnamese,F,his lemhans greeped the ach of the table
he wondered too where roscoe was,data/l2arctic/THV/wav/arctic_b0036.wav,THV,Vietnamese,F,he wondered to whea roskar ware
that is why i am am rattled he laughed,data/l2arctic/THV/wav/arctic_b0053.wav,THV,Vietnamese,F,theus is wm am bretto he love
there was no chance to fire without hitting him,data/l2arctic/THV/wav/arctic_b0070.wav,THV,Vietnamese,F,there wars no chanc of fie withthout it in him
they will search for us between their camp and churchill,data/l2arctic/THV/wav/arctic_b0087.wav,THV,Vietnamese,F,they wishes for us between they came and jejl
shooting pains passed like flashes of electricity through his body,data/l2arctic/THV/wav/arctic_b0104.wav,THV,Vietnamese,F,sutin bensbastliv flesh up aritsirri throgh his pody
i want my men to work by themselves,data/l2arctic/THV/wav/arctic_b0121.wav,THV,Vietnamese,F,i warrn my men to work by themselles
and then steadily he began to chew,data/l2arctic/THV/wav/arctic_b0138.wav,THV,Vietnamese,F,and then steadily began to che
his freshly caught furs he flung to the floor,data/l2arctic/THV/wav/arctic_b0155.wav,THV,Vietnamese,F,his freshly catfirst he flun to the flor
on the far corner of the compound fence a hawk brooded,data/l2arctic/THV/wav/arctic_b0172.wav,THV,Vietnamese,F,on the far qorner of the conbelpins a hor berdit
that is what distinguishes all of us from the lower animals,data/l2arctic/THV/wav/arctic_b0189.wav,THV,Vietnamese,F,hus i were distingguished our nubers from the lower animalls
horses and rifles had been her toys camp and trail her nursery,data/l2arctic/THV/wav/arctic_b0206.wav,THV,Vietnamese,F,rosi and rivers had ben her toys came an cra her necsery
the women they carried away with them to the big valley,data/l2arctic/THV/wav/arctic_b0241.wav,THV,Vietnamese,F,the woman they carrid away with them to the big vally
the japanese understood as we could never school ourselves or hope to understand,data/l2arctic/THV/wav/arctic_b0242.wav,THV,Vietnamese,F,the chevany uderstod as we could never scoll the yws ser ou haf t understand
they had been on the same lay as ourselves,data/l2arctic/THV/wav/arctic_b0243.wav,THV,Vietnamese,F,they had been on the same lay as alosefs
you are positively soulless he said savagely,data/l2arctic/THV/wav/arctic_b0244.wav,THV,Vietnamese,F,you ar bositily saris he sais savigeely
harrison is still my chauffeur,data/l2arctic/THV/wav/arctic_b0245.wav,THV,Vietnamese,F,herison is till my shofffer
the boy grew and prospered,data/l2arctic/THV/wav/arctic_b0246.wav,THV,Vietnamese,F,the boy grew an brosbeerst
he wanted to give the finish to this foe already so far gone,data/l2arctic/THV/wav/arctic_b0247.wav,THV,Vietnamese,F,he wanted to bee the finishour this foe already so fargone
exciting times are the lot of the fish patrol,data/l2arctic/THV/wav/arctic_b0248.wav,THV,Vietnamese,F,eside in tms as the lot of the fish parto
i know they are my oysters,data/l2arctic/THV/wav/arctic_b0249.wav,THV,Vietnamese,F,i know them my oysters
by this time charley was as enraged as the greek,data/l2arctic/THV/wav/arctic_b0250.wav,THV,Vietnamese,F,by this time charlis were as amrish as te cris
they must have been swept away by the chaotic currents,data/l2arctic/THV/wav/arctic_b0251.wav,THV,Vietnamese,F,they must have abeen swep away by the couutics corrons
it resembled tea less than lager beer resembles champagne,data/l2arctic/THV/wav/arctic_b0252.wav,THV,Vietnamese,F,ist  resemble t less than larger be a resembled chambaaine
the very opposite is true they are discouraged vagabonds,data/l2arctic/THV/wav/arctic_b0253.wav,THV,Vietnamese,F,the very opposit it they are discorrage of vergrbornd
at the same time spears and arrows began to fall among the invaders,data/l2arctic/THV/wav/arctic_b0254.wav,THV,Vietnamese,F,at the same times bean erro began to formo the invaders
then again tudor had such an irritating way about him,data/l2arctic/THV/wav/arctic_b0255.wav,THV,Vietnamese,F,then again tudo has such unirritating way about him
outwardly he maintained a calm and smiling aspect,data/l2arctic/THV/wav/arctic_b0256.wav,THV,Vietnamese,F,aworly he ment in he cammas miling espect
you fired me out of your house in short,data/l2arctic/THV/wav/arctic_b0258.wav,THV,Vietnamese,F,you find me out of your hose in shot
her mouth opened but instead of speaking she drew a long sigh,data/l2arctic/THV/wav/arctic_b0259.wav,THV,Vietnamese,F,her mouth open bu instead of spikingsy drew a long shigh
its worth eight dollars,data/l2arctic/THV/wav/arctic_b0260.wav,THV,Vietnamese,F,is wort eight dollars
and he did hurt my arm,data/l2arctic/THV/wav/arctic_b0261.wav,THV,Vietnamese,F,and he did hert of iam
saxons onto her job,data/l2arctic/THV/wav/arctic_b0262.wav,THV,Vietnamese,F,saten on to her drop
only once did i confide the strangeness of it all to another,data/l2arctic/THV/wav/arctic_b0263.wav,THV,Vietnamese,F,only was thic ide confied to the strangniss of t on to another
but this time it was saxon who rebelled,data/l2arctic/THV/wav/arctic_b0264.wav,THV,Vietnamese,F,but this tibes was sexans who reboed
i was not to cry out in the face of fear,data/l2arctic/THV/wav/arctic_b0265.wav,THV,Vietnamese,F,i will not qri out in the face of fear
and now put yourself in my place for a moment,data/l2arctic/THV/wav/arctic_b0266.wav,THV,Vietnamese,F,and now both youself in my place for a moment
the boy threw back his head with pride,data/l2arctic/THV/wav/arctic_b0267.wav,THV,Vietnamese,F,the boy trew back his head withbride
saxon nodded and the boy frowned,data/l2arctic/THV/wav/arctic_b0268.wav,THV,Vietnamese,F,saas in not in the boy frown
why not like any railroad station or ferry depot,data/l2arctic/THV/wav/arctic_b0269.wav,THV,Vietnamese,F,one not like any raile row station or farrydebot
we could throw stones with our feet,data/l2arctic/THV/wav/arctic_b0270.wav,THV,Vietnamese,F,we could trosdon with our fit
it was put together in a casual helter skelter sort of way,data/l2arctic/THV/wav/arctic_b0271.wav,THV,Vietnamese,F,is werebort together in ae casrl hda scoter shot of gray
these were merely stout sticks an inch or so in diameter,data/l2arctic/THV/wav/arctic_b0272.wav,THV,Vietnamese,F,there were merlysto stick on inch ar so in dir midder
then it was that a strange thing happened,data/l2arctic/THV/wav/arctic_b0273.wav,THV,Vietnamese,F,as were tthus a straing tings happoned
but i did not enjoy it long,data/l2arctic/THV/wav/arctic_b0275.wav,THV,Vietnamese,F,but i did not enjoy it ong
we were now good friends,data/l2arctic/THV/wav/arctic_b0276.wav,THV,Vietnamese,F,we are now good friends
two of the folk were already up,data/l2arctic/THV/wav/arctic_b0277.wav,THV,Vietnamese,F,two of the for wer  ready up
now animals do not like mockery,data/l2arctic/THV/wav/arctic_b0278.wav,THV,Vietnamese,F,now animost do not like mockary
he gave one last snarl and slid from view among the trees,data/l2arctic/THV/wav/arctic_b0279.wav,THV,Vietnamese,F,he gave one lass snar and slepp from view among the trees
again the girls applauded and missus hall cried,data/l2arctic/THV/wav/arctic_b0280.wav,THV,Vietnamese,F,again the girls opplored a miss call gride
just the same id sooner be myself than have book indigestion,data/l2arctic/THV/wav/arctic_b0281.wav,THV,Vietnamese,F,just the same i sooner be myysel the inhavable  in ditraon
some of the smaller veins had doubtless been ruptured,data/l2arctic/THV/wav/arctic_b0282.wav,THV,Vietnamese,F,some ofther smallorr tthens hadd doubtless been bropetorrt
but we were without this momentum,data/l2arctic/THV/wav/arctic_b0283.wav,THV,Vietnamese,F,but we were withfal this momentang
there was one difficulty however,data/l2arctic/THV/wav/arctic_b0284.wav,THV,Vietnamese,F,theere were one difficulty however
the hyena proceeded to dine,data/l2arctic/THV/wav/arctic_b0285.wav,THV,Vietnamese,F,the hinar roset to dine
the time was considered auspicious,data/l2arctic/THV/wav/arctic_b0286.wav,THV,Vietnamese,F,the tibe will concide ousbices
or have they already devised one,data/l2arctic/THV/wav/arctic_b0287.wav,THV,Vietnamese,F,or have they already deveised the one
we would not spend another such night,data/l2arctic/THV/wav/arctic_b0288.wav,THV,Vietnamese,F,we would notspend another serch night
at first his progress was slow and erratic,data/l2arctic/THV/wav/arctic_b0289.wav,THV,Vietnamese,F,aferssis progresss was low and eratic
he placed his paw on one and its movements were accelerated,data/l2arctic/THV/wav/arctic_b0290.wav,THV,Vietnamese,F,he play his bol on one and e smo woofwoman well aselerated
the fire men wore animal skins around their waists and across their shoulders,data/l2arctic/THV/wav/arctic_b0292.wav,THV,Vietnamese,F,the fie men wor anmals skin around theii wast and across thei soudes
between him and all domestic animals there must be no hostilities,data/l2arctic/THV/wav/arctic_b0293.wav,THV,Vietnamese,F,between him and our domestic animal thet must be no hostilities
for a much longer time lop ear and i remained and watched,data/l2arctic/THV/wav/arctic_b0294.wav,THV,Vietnamese,F,for a much longer ti ablobbe erere and i remain in watch
all right sir replied jock with great regret,data/l2arctic/THV/wav/arctic_b0295.wav,THV,Vietnamese,F,al right ser reblace with a gra gregritt
at times i wondered where sir archibald got his style,data/l2arctic/THV/wav/arctic_b0296.wav,THV,Vietnamese,F,attimes i wander wheere so atcubor to got his stive
why should a fellow throw up the sponge after the first round,data/l2arctic/THV/wav/arctic_b0297.wav,THV,Vietnamese,F,why should a fellow droe off the spont after the first rowd
his hand shot out and clutched crooked leg by the neck,data/l2arctic/THV/wav/arctic_b0298.wav,THV,Vietnamese,F,his hand sotd out and cluch grew clase by the neck
miss brodies smile was slightly sarcastic,data/l2arctic/THV/wav/arctic_b0299.wav,THV,Vietnamese,F,missbrotis my was slilyssecatist
does the old boy often go off at half cock that way,data/l2arctic/THV/wav/arctic_b0300.wav,THV,Vietnamese,F,nerve these old boy ofen go off at half coock that way
a flying arrow passed between us,data/l2arctic/THV/wav/arctic_b0301.wav,THV,Vietnamese,F,a flying arro bask beteen us
i pulled suddenly with all my might,data/l2arctic/THV/wav/arctic_b0302.wav,THV,Vietnamese,F,i booned suddenly with all my mighte
here we allow our solicitors to look after our legal work,data/l2arctic/THV/wav/arctic_b0303.wav,THV,Vietnamese,F,her we are lo our soliciter to loook after ornego work
his previous wives had never lived long enough to bear him children,data/l2arctic/THV/wav/arctic_b0304.wav,THV,Vietnamese,F,his previous wifes had never life long enuh to be im juren
it was our river emerging like ourselves from the great swamp,data/l2arctic/THV/wav/arctic_b0305.wav,THV,Vietnamese,F,this war or rifer emoion like ourself from the gray sqwam
cameron looked at his hands with their long sinewy fingers,data/l2arctic/THV/wav/arctic_b0306.wav,THV,Vietnamese,F,camor look at his hands with ther longs shiwe finger
we got few vegetables and fruits and became fish eaters,data/l2arctic/THV/wav/arctic_b0307.wav,THV,Vietnamese,F,we got fe vegitable in frus and became fish iptas
nor was elam harnish an exception,data/l2arctic/THV/wav/arctic_b0309.wav,THV,Vietnamese,F,nor was elamhanis on eseption
a little treatment massage with some help from the doctor,data/l2arctic/THV/wav/arctic_b0310.wav,THV,Vietnamese,F,a litar tripman masss with some hel from the doctor
the twenty ninth very foggy,data/l2arctic/THV/wav/arctic_b0311.wav,THV,Vietnamese,F,the twenti knithe very frocbee
dig in youre sure good was daylights answer,data/l2arctic/THV/wav/arctic_b0312.wav,THV,Vietnamese,F,tiking you sha good was dayli answerr
the apron string loomed near and he shied like an unbroken colt,data/l2arctic/THV/wav/arctic_b0313.wav,THV,Vietnamese,F,the abron string lo neer and his shy like ununbroken cot
he had been born with this endowment,data/l2arctic/THV/wav/arctic_b0314.wav,THV,Vietnamese,F,he had been born with this endoman
and this was their sole conversation throughout the meal,data/l2arctic/THV/wav/arctic_b0315.wav,THV,Vietnamese,F,and this were their sol conversation throug out the meal
though the aurora still flamed another day had begun,data/l2arctic/THV/wav/arctic_b0316.wav,THV,Vietnamese,F,throu the oro stil flame another day had begun
he did not believe in the burning of daylight for such a luxury,data/l2arctic/THV/wav/arctic_b0317.wav,THV,Vietnamese,F,he did not believe in the buarning op daylite o church alesery
again he had done the big thing,data/l2arctic/THV/wav/arctic_b0318.wav,THV,Vietnamese,F,again he haddend the big tane
daylight was tired profoundly tired,data/l2arctic/THV/wav/arctic_b0319.wav,THV,Vietnamese,F,daylighte were tir profoundly tiretd
the regret in his voice was provocative of a second burst of laughter,data/l2arctic/THV/wav/arctic_b0320.wav,THV,Vietnamese,F,the regret in his voy was provocative of the second broots of lauhter
instead he arrived on the night of the second day,data/l2arctic/THV/wav/arctic_b0321.wav,THV,Vietnamese,F,instad he arrive on the night ot the second day
their supply of grub was gone,data/l2arctic/THV/wav/arctic_b0322.wav,THV,Vietnamese,F,this apply aprop was gonne
crickets began to chirp and more geese and ducks flew overhead,data/l2arctic/THV/wav/arctic_b0323.wav,THV,Vietnamese,F,greecas began to chirp in morggis in dark flew overhed
not till the twentieth of may did the river break,data/l2arctic/THV/wav/arctic_b0324.wav,THV,Vietnamese,F,nottil the twenty eth out mad dit the river brec
our mister howison will call upon you at your hotel,data/l2arctic/THV/wav/arctic_b0326.wav,THV,Vietnamese,F,oa mist horisan well cal epened you at your hotel
he had been so easy,data/l2arctic/THV/wav/arctic_b0327.wav,THV,Vietnamese,F,he had been so easy
change chairs daylight commanded,data/l2arctic/THV/wav/arctic_b0328.wav,THV,Vietnamese,F,chanchis they like commande
id sooner have my chips back,data/l2arctic/THV/wav/arctic_b0329.wav,THV,Vietnamese,F,ii soner hav my cheeps back
they only had a little thirty thousand dollar fire,data/l2arctic/THV/wav/arctic_b0330.wav,THV,Vietnamese,F,they are althey had an it os thirtethasan dolla fi
his partners had starved and died on the stewart,data/l2arctic/THV/wav/arctic_b0331.wav,THV,Vietnamese,F,his parner hestarra an di on the steewortd
as to how she dressed he had no ideas at all,data/l2arctic/THV/wav/arctic_b0332.wav,THV,Vietnamese,F,at to house e dreess he has no ide
it does was her audacious answer,data/l2arctic/THV/wav/arctic_b0333.wav,THV,Vietnamese,F,s those wree hor odicious answer
oh its just a novel a love story,data/l2arctic/THV/wav/arctic_b0334.wav,THV,Vietnamese,F,ho which is a novl nof story
whoever lived on the ranch did that,data/l2arctic/THV/wav/arctic_b0335.wav,THV,Vietnamese,F,whorevelife on the ranch di tha
how old are you mother,data/l2arctic/THV/wav/arctic_b0336.wav,THV,Vietnamese,F,hor i ukmother
here he got a fresh thrill,data/l2arctic/THV/wav/arctic_b0337.wav,THV,Vietnamese,F,here he got a fres throuu
it was unobtrusive yet it was there,data/l2arctic/THV/wav/arctic_b0338.wav,THV,Vietnamese,F,his were on optses teet is were there
well ill be plumb gosh darned,data/l2arctic/THV/wav/arctic_b0339.wav,THV,Vietnamese,F,well i be bom gastan
these quick little joys of hers were sources of joy to him,data/l2arctic/THV/wav/arctic_b0340.wav,THV,Vietnamese,F,this quickly to joys of hers were sos of joyy to him
i play that choice wide open to win,data/l2arctic/THV/wav/arctic_b0341.wav,THV,Vietnamese,F,i play that chaswat open to wind
but how are you going to do it,data/l2arctic/THV/wav/arctic_b0343.wav,THV,Vietnamese,F,but how ar you go in to do it
lots of men take women buggy riding,data/l2arctic/THV/wav/arctic_b0344.wav,THV,Vietnamese,F,las of men take woman but f riding
daylight made no answer and the door closed behind him,data/l2arctic/THV/wav/arctic_b0345.wav,THV,Vietnamese,F,dayliht made no anccin the doorclose behiiding
theres not an iota of truth in it,data/l2arctic/THV/wav/arctic_b0346.wav,THV,Vietnamese,F,this none i ota opt in it
but ever his gaze returned to that crouched venus on the piano,data/l2arctic/THV/wav/arctic_b0347.wav,THV,Vietnamese,F,what ever his gay returned to there crochvinas on the pianno
would you be satisfied with that one hundredth part of me,data/l2arctic/THV/wav/arctic_b0348.wav,THV,Vietnamese,F,wild you be satisfied with ther one hundred batt of me
in such a tumbling of values was no time to sell,data/l2arctic/THV/wav/arctic_b0349.wav,THV,Vietnamese,F,in such a tumbing of vellis were not tined to sel
stand off butcher and baker and all the rest,data/l2arctic/THV/wav/arctic_b0350.wav,THV,Vietnamese,F,stand up buto inbacare on the rest
matthewson whos this bookkeeper rogers,data/l2arctic/THV/wav/arctic_b0351.wav,THV,Vietnamese,F,metisson ho thes bokeper rochers
now just what do you want to know,data/l2arctic/THV/wav/arctic_b0352.wav,THV,Vietnamese,F,now just what do you want to know
i want to know how all this is possible,data/l2arctic/THV/wav/arctic_b0353.wav,THV,Vietnamese,F,i want to know how all this is possiple
its that much junk,data/l2arctic/THV/wav/arctic_b0354.wav,THV,Vietnamese,F,i thes much yunk
there was proper division of labor in the work they individually performed,data/l2arctic/THV/wav/arctic_b0355.wav,THV,Vietnamese,F,there were proper division of labour in the work they individally prerformed
he loved to play chinese lottery,data/l2arctic/THV/wav/arctic_b0356.wav,THV,Vietnamese,F,he loved to bla chines lotory
the law of club and fang,data/l2arctic/THV/wav/arctic_b0357.wav,THV,Vietnamese,F,to now up glob in fain
the temperature dropped to fifty below zero and remained there the whole trip,data/l2arctic/THV/wav/arctic_b0358.wav,THV,Vietnamese,F,the tamberator droped to fifty below yero and we man there the whole treep
this state of mind comes of an undue prominence of the ego,data/l2arctic/THV/wav/arctic_b0360.wav,THV,Vietnamese,F,this day of my coms opten andu brominons athelo
there are the canals of china and the yangtse river,data/l2arctic/THV/wav/arctic_b0361.wav,THV,Vietnamese,F,there the canos of china in the yangsteast river
we threaten to be of the one mind before the voyage is completed,data/l2arctic/THV/wav/arctic_b0362.wav,THV,Vietnamese,F,wthritten to be off the one might before the voyc eccompligded
she was built primarily to sail,data/l2arctic/THV/wav/arctic_b0363.wav,THV,Vietnamese,F,se will be primarily to sell
in the bohemian club of san francisco there are some crack sailors,data/l2arctic/THV/wav/arctic_b0364.wav,THV,Vietnamese,F,in the bohiemand clup upsam frennsisgo there some grac sellors
my age in years is twenty two,data/l2arctic/THV/wav/arctic_b0365.wav,THV,Vietnamese,F,my age i is a twentitwo
i forgot how easily i had taught myself from the printed page,data/l2arctic/THV/wav/arctic_b0366.wav,THV,Vietnamese,F,i forgot how easily i had toct myself from the brintet bage
any average young fellow can teach himself in a week,data/l2arctic/THV/wav/arctic_b0367.wav,THV,Vietnamese,F,an the avverig on felo cantes him so in the wick
please do not think that i already know it all,data/l2arctic/THV/wav/arctic_b0368.wav,THV,Vietnamese,F,please do not km ther are already know it all
you see we were teaching ourselves,data/l2arctic/THV/wav/arctic_b0369.wav,THV,Vietnamese,F,you see we were titching ourselves
and now behold the perversity of things,data/l2arctic/THV/wav/arctic_b0370.wav,THV,Vietnamese,F,and now behold the breverosity or things
yield yourself to the waters that are ripping and tearing at you,data/l2arctic/THV/wav/arctic_b0371.wav,THV,Vietnamese,F,yued yourself to the waters that are riping anturrinate you
mister mcveigh told me about him,data/l2arctic/THV/wav/arctic_b0372.wav,THV,Vietnamese,F,mit mokthe told me about him
unlike joshua he stood in no need of divine assistance,data/l2arctic/THV/wav/arctic_b0373.wav,THV,Vietnamese,F,a liproho he stood in known it of divin assistance
to say the least captain cook was a rather thorough going empiricist,data/l2arctic/THV/wav/arctic_b0374.wav,THV,Vietnamese,F,to say the les captain cook was ere a rather tourrol going amberises
man could not conquer them,data/l2arctic/THV/wav/arctic_b0375.wav,THV,Vietnamese,F,men could not conqre them
a scarlet loincloth completed his costume,data/l2arctic/THV/wav/arctic_b0377.wav,THV,Vietnamese,F,a scolige lowing clode comlihed his custom
i like to speculate upon the glorious future of man,data/l2arctic/THV/wav/arctic_b0378.wav,THV,Vietnamese,F,alide to speculate ubon the glorious futur of main
christmas is an easy problem compared with a polynesian giving feast,data/l2arctic/THV/wav/arctic_b0379.wav,THV,Vietnamese,F,grismort is an easy problem conber with or bulenessins given fest
he had peeled off his shirt and was wildly waving it,data/l2arctic/THV/wav/arctic_b0380.wav,THV,Vietnamese,F,he had beng off his shurt and were widely gravving it
and how would we ever find ourselves,data/l2arctic/THV/wav/arctic_b0381.wav,THV,Vietnamese,F,and how woud we ever fiht ourselves
i defy any man to get a solomon island sore in california,data/l2arctic/THV/wav/arctic_b0382.wav,THV,Vietnamese,F,i defied any men to get a solemo island so in california
a bush chief had died a natural death,data/l2arctic/THV/wav/arctic_b0383.wav,THV,Vietnamese,F,a busschiv had di anaettr dat
the skippers and na ka tas gymnastics served as a translation without words,data/l2arctic/THV/wav/arctic_b0384.wav,THV,Vietnamese,F,sckeeppers a nacata jimeestiser as a trelation with their worgs
last night he showed all the symptoms of coming down with pneumonia,data/l2arctic/THV/wav/arctic_b0385.wav,THV,Vietnamese,F,last nighte sho on the samtom of coming there witho panemina
my idea was that he would have more influence over the natives,data/l2arctic/THV/wav/arctic_b0386.wav,THV,Vietnamese,F,my idis were thess e would have a more influence over the natives
it is merely the simple superlative,data/l2arctic/THV/wav/arctic_b0387.wav,THV,Vietnamese,F,is a marli the simvor superaty
i made no more overtures,data/l2arctic/THV/wav/arctic_b0388.wav,THV,Vietnamese,F,i may no more olverturrs
among my minor afflictions i may mention a new and mysterious one,data/l2arctic/THV/wav/arctic_b0389.wav,THV,Vietnamese,F,amo my miner aflicion  may mention in you a misterous one
the voyage was our idea of a good time,data/l2arctic/THV/wav/arctic_b0390.wav,THV,Vietnamese,F,the voas were ou ideaa of a good time
at sea tuesday march seventeenth nineteen o eight,data/l2arctic/THV/wav/arctic_b0391.wav,THV,Vietnamese,F,asst tay mach seventyn ninet ino eete
yes sir he answered with cheerful alacrity,data/l2arctic/THV/wav/arctic_b0392.wav,THV,Vietnamese,F,yes ser he answer wit chefon an is grety
the boy hesitated then mastered his temper,data/l2arctic/THV/wav/arctic_b0394.wav,THV,Vietnamese,F,the boy hestitatsed the master his tamber
i was beneath the water suffocating and drowning,data/l2arctic/THV/wav/arctic_b0395.wav,THV,Vietnamese,F,i wer binas the wader sofocatin and drowning
the pain from my hurt knee was agonizing,data/l2arctic/THV/wav/arctic_b0396.wav,THV,Vietnamese,F,the beg for f my hartinee werr agornising
the hunters were still arguing and roaring like some semi human amphibious breed,data/l2arctic/THV/wav/arctic_b0397.wav,THV,Vietnamese,F,the huntos was still aguing and growing like some siimbe humon and fibi spread
i have been robbed sir i amended,data/l2arctic/THV/wav/arctic_b0398.wav,THV,Vietnamese,F,i have er been droped sir i amendet
you were looking squeamish this afternoon he began,data/l2arctic/THV/wav/arctic_b0399.wav,THV,Vietnamese,F,you will look inscrimeres this afternoon he began
how could i answer the question on the spur of the moment,data/l2arctic/THV/wav/arctic_b0400.wav,THV,Vietnamese,F,how could i answer the question on the spir of the moment
i learned it myself in english ships,data/l2arctic/THV/wav/arctic_b0401.wav,THV,Vietnamese,F,i learned it myself in english sips
an altruistic act is an act performed for the welfare of others,data/l2arctic/THV/wav/arctic_b0402.wav,THV,Vietnamese,F,unanrotystic act is unatable form for the welfare of otheras
knowing him i review the old scandinavian myths with clearer understanding,data/l2arctic/THV/wav/arctic_b0403.wav,THV,Vietnamese,F,now in him i revil the o sckantinevin niff with clerer understnding
yes and no sir was the slow reply,data/l2arctic/THV/wav/arctic_b0404.wav,THV,Vietnamese,F,yes ad no sir were the slow reply
and each year something happened and i did not go,data/l2arctic/THV/wav/arctic_b0405.wav,THV,Vietnamese,F,at ech ees something happpened and i did not go
how in hell did he know it was you in the dark,data/l2arctic/THV/wav/arctic_b0406.wav,THV,Vietnamese,F,how enhow did he know s wer you in the dark
of course much grumbling went on and little outbursts were continually occurring,data/l2arctic/THV/wav/arctic_b0407.wav,THV,Vietnamese,F,a cosmas grumbling went on in a licta aspes will continneling accuring
you have all the advantage,data/l2arctic/THV/wav/arctic_b0408.wav,THV,Vietnamese,F,you have on the advantage
the dirk mentioned by wolf larsen rested in its sheath on my hip,data/l2arctic/THV/wav/arctic_b0409.wav,THV,Vietnamese,F,the irkmanson by wrblesh aand rested n is sed on my hip
he gave no reason but his motive was obvious enough,data/l2arctic/THV/wav/arctic_b0411.wav,THV,Vietnamese,F,he gave no reaason but his muty weal aufs enough
ah it was sweet in my ears,data/l2arctic/THV/wav/arctic_b0412.wav,THV,Vietnamese,F,aris wutswit in my eaars
he may desire to escape pain or to enjoy pleasure,data/l2arctic/THV/wav/arctic_b0413.wav,THV,Vietnamese,F,he may desir to escepan o to enjoy pleasure
it was impossible to hoist sail and claw off that shore,data/l2arctic/THV/wav/arctic_b0414.wav,THV,Vietnamese,F,were impossible to hoiell and glow of the shoore
there was nothing for us but the wide raw ocean,data/l2arctic/THV/wav/arctic_b0415.wav,THV,Vietnamese,F,they was snolking for us but the wide row osan
i arose obediently and went down the beach,data/l2arctic/THV/wav/arctic_b0416.wav,THV,Vietnamese,F,i arose oppantly and went out the bich
the next thing to watch out for is bed sores,data/l2arctic/THV/wav/arctic_b0417.wav,THV,Vietnamese,F,the nextin to watch outfor his bes sorss
at that moment i got the impression that she was willowy,data/l2arctic/THV/wav/arctic_b0418.wav,THV,Vietnamese,F,at that moment i got the impression as it was willily
your fathers fifth command he nodded,data/l2arctic/THV/wav/arctic_b0419.wav,THV,Vietnamese,F,your father feep command henade
on occasion on this traverse the cape verde islands are raised,data/l2arctic/THV/wav/arctic_b0420.wav,THV,Vietnamese,F,arocatian on the chaas the cav roos iland ar razed
she is essentially the life giving life conserving female of the species,data/l2arctic/THV/wav/arctic_b0421.wav,THV,Vietnamese,F,ses cencally the life given li onsolving female on the specis
this was when the explosion occurred,data/l2arctic/THV/wav/arctic_b0422.wav,THV,Vietnamese,F,this were when this brasan ar cul
also at regular intervals he would mutter,data/l2arctic/THV/wav/arctic_b0423.wav,THV,Vietnamese,F,onso a regular intervrose he would mertar
it is a very tenable hypothesis and will bear looking into,data/l2arctic/THV/wav/arctic_b0424.wav,THV,Vietnamese,F,is a very tanable hiblecasss an well beere loooking into
there were orange green gold green and a copper green,data/l2arctic/THV/wav/arctic_b0425.wav,THV,Vietnamese,F,they were aringhe green go green in a copof grene
the gabriel voice of the samurai rang out,data/l2arctic/THV/wav/arctic_b0426.wav,THV,Vietnamese,F,the gabrier voice of the semoryranout
the history of our westward faring race is written in it,data/l2arctic/THV/wav/arctic_b0428.wav,THV,Vietnamese,F,the history of our westwere  far in fraysse is righting in itt
and the eurasian chinese englishman bowed himself away,data/l2arctic/THV/wav/arctic_b0429.wav,THV,Vietnamese,F,an the urop astan chiinis englishman bull himselfaway
they were babbling and chattering all together,data/l2arctic/THV/wav/arctic_b0430.wav,THV,Vietnamese,F,they were bebbling and chatttering on together
too much he told me with ominous rolling head,data/l2arctic/THV/wav/arctic_b0431.wav,THV,Vietnamese,F,too much he told me with omines roling hed
he is a candidate rising from the serf class to our class,data/l2arctic/THV/wav/arctic_b0432.wav,THV,Vietnamese,F,hes occended att rising from the staff glass to ao glass
we are cooking on the coal stove and on the oil burners,data/l2arctic/THV/wav/arctic_b0433.wav,THV,Vietnamese,F,were cooking on the costo in on the oile burnners
